id,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
Region1Beijing_bfbofccs,4339.050046560968,1301.7872578101742,0.0,0.0,0.0,0.0,0.0,5640.837304371143
Region2Tianjin_bfbofccs,3018.8842432556485,905.7155364660745,0.0,0.0,0.0,0.0,0.0,3924.599779721723
Region3Hebei_bfbofccs,3160.423298125751,948.1796095086128,0.0,0.0,0.0,0.0,0.0,4108.602907634364
Region4Shanxi_bfbofccs,1331.7718156365042,399.55371827997226,0.0,0.0,0.0,0.0,0.0,1731.3255339164766
Region5Innermongolia_bfbofccs,3145.1571226953984,943.5995027024056,0.0,0.0,0.0,0.0,0.0,4088.756625397804
Region6Liaoning_bfbofccs,2989.165111198386,896.7993020345345,0.0,0.0,0.0,0.0,0.0,3885.9644132329204
Region7Jilin_bfbofccs,3164.437581302107,949.3839612980935,0.0,0.0,0.0,0.0,0.0,4113.821542600201
Region8Heilongjiang_bfbofccs,3434.5551603134627,1030.4237323756856,0.0,0.0,0.0,0.0,0.0,4464.978892689149
Region9Shanghai_bfbofccs,3112.8788100498064,933.9154714848011,0.0,0.0,0.0,0.0,0.0,4046.7942815346073
Region10Jiangsu_bfbofccs,3220.6188019857323,966.2392629031374,0.0,0.0,0.0,0.0,0.0,4186.858064888869
Region11Zhejiang_bfbofccs,3261.288714489436,978.440913795719,0.0,0.0,0.0,0.0,0.0,4239.729628285155
Region12Anhui_bfbofccs,2745.661320801687,823.7441106526925,0.0,0.0,0.0,0.0,0.0,3569.4054314543796
Region13Fujian_bfbofccs,3574.0878592439367,1072.2858652311293,0.0,0.0,0.0,0.0,0.0,4646.373724475066
Region14Jiangxi_bfbofccs,1825.3095429085768,547.6232537121788,0.0,0.0,0.0,0.0,0.0,2372.9327966207557
Region15Shandong_bfbofccs,2882.308130151056,864.7404285846352,0.0,0.0,0.0,0.0,0.0,3747.048558735691
Region16Henan_bfbofccs,2881.8522453256123,864.6036555466608,0.0,0.0,0.0,0.0,0.0,3746.455900872273
Region17Hubei_bfbofccs,2944.711220911188,883.4623948048444,0.0,0.0,0.0,0.0,0.0,3828.173615716032
Region18Hunan_bfbofccs,1495.69711245422,448.7340366308024,0.0,0.0,0.0,0.0,0.0,1944.4311490850223
Region19Guangdong_bfbofccs,11033.5784128603,3310.2572295276987,0.0,0.0,0.0,0.0,0.0,14343.835642388
Region20Guangxi_bfbofccs,3037.743187094208,911.3735336132272,0.0,0.0,0.0,0.0,0.0,3949.1167207074354
Region22Chongqing_bfbofccs,3651.907471184664,1095.6330444858286,0.0,0.0,0.0,0.0,0.0,4747.540515670493
Region23Sichuan_bfbofccs,1958.9316576210397,587.7121128928192,0.0,0.0,0.0,0.0,0.0,2546.6437705138587
Region24Guizhou_bfbofccs,1665.255924468089,499.6045033367651,0.0,0.0,0.0,0.0,0.0,2164.860427804854
Region25Yunnan_bfbofccs,6270.582602108614,1881.2791838943956,0.0,0.0,0.0,0.0,0.0,8151.86178600301
Region27Shaanxi_bfbofccs,3961.059400324179,1188.383770511731,0.0,0.0,0.0,0.0,0.0,5149.44317083591
Region28Gansu_bfbofccs,1671.6133504040256,501.51183696672246,0.0,0.0,0.0,0.0,0.0,2173.125187370748
Region29Qinghai_bfbofccs,3136.937685921061,941.1335348190231,0.0,0.0,0.0,0.0,0.0,4078.0712207400843
Region30Ningxia_bfbofccs,1248.2582352189584,374.49825367941224,0.0,0.0,0.0,0.0,0.0,1622.7564888983707
Region31Xinjiang_bfbofccs,3223.0671554685314,966.9738097123058,0.0,0.0,0.0,0.0,0.0,4190.040965180837
Region1Beijing_drieaf,172260.7162133393,51709.365083931865,0.0,0.0,0.0,0.0,0.0,223970.08129727116
Region2Tianjin_drieaf,176439.92526158757,52963.88353241146,0.0,0.0,0.0,0.0,0.0,229403.80879399902
Region3Hebei_drieaf,231351.5263475902,69447.29362332726,0.0,0.0,0.0,0.0,0.0,300798.8199709175
Region4Shanxi_drieaf,480195.54050176207,144145.49678714736,0.0,0.0,0.0,0.0,0.0,624341.0372889094
Region5Innermongolia_drieaf,13739.17505696705,4124.236997208915,0.0,0.0,0.0,0.0,0.0,17863.412054175966
Region6Liaoning_drieaf,298875.75811946474,89716.77368504727,0.0,0.0,0.0,0.0,0.0,388592.531804512
Region7Jilin_drieaf,491983.57806930895,147684.0397097745,0.0,0.0,0.0,0.0,0.0,639667.6177790834
Region8Heilongjiang_drieaf,62650.40823947842,18806.451659590268,0.0,0.0,0.0,0.0,0.0,81456.85989906869
Region9Shanghai_drieaf,174878.24255327095,52495.09631798007,0.0,0.0,0.0,0.0,0.0,227373.338871251
Region10Jiangsu_drieaf,1.8988505811424032e6,569998.5469613724,0.0,0.0,0.0,0.0,0.0,2.4688491281037754e6
Region11Zhejiang_drieaf,500814.43896294234,150334.8948785686,0.0,0.0,0.0,0.0,0.0,651149.3338415109
Region12Anhui_drieaf,206767.91998179833,62067.76621515104,0.0,0.0,0.0,0.0,0.0,268835.6861969494
Region13Fujian_drieaf,1.2524356042275254e6,375957.1614860203,0.0,0.0,0.0,0.0,0.0,1.6283927657135457e6
Region14Jiangxi_drieaf,704020.4965906041,211333.45828940373,0.0,0.0,0.0,0.0,0.0,915353.9548800078
Region15Shandong_drieaf,83438.9151012654,25046.76294179034,0.0,0.0,0.0,0.0,0.0,108485.67804305574
Region16Henan_drieaf,373644.56778707687,112160.93716574098,0.0,0.0,0.0,0.0,0.0,485805.50495281786
