type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,2.7409922021590207e11,2.1892301178330994e10,2.3037020556149223e10,0.0,0.0,0.0,0.0,3.1902854195038226e11
AluminaPlant{NaturalGas},40936.80766569763,16726.003652208958,80269.20680568407,34401.088631007435,0.0,0.0,0.0,172333.1067545981
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,3.944733229679665e8,0.0,0.0,0.0,3.944733229679665e8
AluminumRefining,2.4896900550909424e11,2.222301295807632e9,5.332431513291025e9,1.3679972159382896e10,0.0,0.0,0.0,2.7020371047757578e11
OneWayTransmissionLink{AluminumScrap},2.0332826319479956e12,0.0,0.0,3.82130782587348e10,0.0,0.0,0.0,2.0714957102067305e12
AluminumSmelting,30849.92005570617,3127.521932883894,21327.24569064617,5667.244573196391,9.449280019230898e7,0.0,0.0,9.455377212456141e7
ThermalAmmonia{Coal},1.6406483611115421e10,4.0258015916285586e9,3.019462667443251e9,0.0,0.0,0.0,0.0,2.3451747870187233e10
ThermalAmmoniaCCS{Coal},3453.9909404007612,4440.027475755439,1019.3796968286197,0.0,0.0,0.0,0.0,8913.39811298482
ThermalAmmonia{CokingOvenGas},6839.416468627731,0.0,57.419464316596176,0.0,0.0,0.0,0.0,6896.835932944327
ThermalAmmonia{NaturalGas},8.856544000358019e9,9.763868951618794e8,7.321321944219189e8,0.0,0.0,0.0,0.0,1.0565063089941816e10
ThermalAmmoniaCCS{NaturalGas},5359.409532910936,2471.168391688123,600.6183943208569,0.0,0.0,0.0,0.0,8431.196318919916
SyntheticAmmonia,0.0,227.84019133417692,254.7253474280733,0.0,0.0,0.0,0.0,482.5655387622502
OneWayTransmissionLink{Cement},0.0,0.0,0.0,1.6020012104608482e8,0.0,0.0,0.0,1.6020012104608482e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,9.891170684408659e9,0.0,0.0,0.0,9.891170684408659e9
OneWayTransmissionLink{DRI},0.0,0.0,0.0,3.7699705636387024e10,0.0,0.0,0.0,3.7699705636387024e10
DRIMaking,-67.89089972369409,135.96246898603476,33.87024628344988,0.0,0.0,0.0,0.0,101.94181554579055
ThermalMethanol{Coal},2.115610182506132e9,2.0305272695845306e8,1.7468559934197128e9,0.0,0.0,0.0,0.0,4.0655189028842974e9
ThermalMethanolCCS{Coal},4.9043823507145816e8,2.6068625665440074e8,1.2686036963780732e9,0.0,0.0,0.0,0.0,2.0197281881039321e9
ThermalMethanol{CokingOvenGas},6.994830067680025e8,0.0,3.434086568660541e8,0.0,0.0,0.0,0.0,1.0428916636340566e9
ThermalMethanol{NaturalGas},3.7410159511215127e8,0.0,3.324969353498227e8,0.0,0.0,0.0,0.0,7.065985304619739e8
ThermalMethanolCCS{NaturalGas},8.653114282727714e8,3.3869579193258685e8,1.146051357470001e9,0.0,0.0,0.0,0.0,2.3500585776753592e9
SyntheticMethanol,0.0,1.2404732185302866e10,9.934858872495329e9,0.0,0.0,0.0,0.0,2.2339591057798195e10
OneWayTransmissionLink{SteelScrap},3.4515361964063007e11,0.0,0.0,4.292524926242445e10,0.0,0.0,0.0,3.880788689030545e11
CementPlant{Coal},4.4225825735535446e10,5.765740413715106e6,1.495609676539174e7,2.2123973853691875e10,0.0,0.0,0.0,6.637052142640642e10
ThermalPower{Coal},2.9849476062512937e9,9.30181377986646e6,2.3314101130835505e9,3.8771132588849086e8,1.2857599386210592e9,0.0,0.0,6.999130797624261e9
ThermalPower{NaturalGas},4.512990409070509e10,2.1595369848102848e10,1.0059461149566051e10,3.562370044376344e9,9.74039023311758e8,0.0,0.0,8.132114415606209e10
ThermalPowerCCS{Coal},3.7089695614228234e9,8.142840145071243e8,1.956533716409873e9,9.744765962765715e8,1.195010558723797e9,0.0,0.0,8.649274447340189e9
ThermalPowerCCS{NaturalGas},5.8862898490206e9,2.381253159244245e9,1.754058451069972e9,7.242815043958734e8,7.056101488441983e8,0.0,0.0,1.1451493112574888e10
ThermalPower{Uranium},7.605088347507177e9,0.0,4.439396732506672e9,1.9026835632144437e9,0.0,0.0,0.0,1.3947168643228292e10
BECCSElectricity,2.098035481907279e11,1.5278733970551128e10,1.5342755595628805e10,0.0,0.0,0.0,0.0,2.4042503775690784e11
HydroRes,0.0,0.0,3.448421179880109e10,0.0,0.0,0.0,0.0,3.448421179880109e10
VRE{Generic},0.0,2.991450500282598e11,1.6183684707132538e11,0.0,0.0,0.0,0.0,4.609818970995852e11
Electrolyzer,0.0,2.1325844915954216e10,6.003348021944259e9,0.0,0.0,0.0,0.0,2.7329192937898476e10
ThermalHydrogen{NaturalGas},3.8486864594456463e9,7.889564507252835e7,1.6716451382920341e9,2.3403626804749244e8,1.719003442398072e7,0.0,0.0,5.850453545281682e9
ThermalHydrogenCCS{NaturalGas},3.6990402971268983e9,1.8458760057766974e9,1.2770258581094408e9,6.038803596312451e8,1.0931718222829625e7,0.0,0.0,7.436754238867111e9
ThermalHydrogen{Coal},1.4926835935261304e9,1.1283133908741097e8,2.567075358396676e9,2.8944511177109313e8,7.694694105265309e6,0.0,0.0,4.469730096886577e9
ThermalHydrogenCCS{Coal},1.5495493507930746e9,2.0276666079112284e9,1.618578436471627e9,4.0352127277332467e8,6.903354397476328e6,0.0,0.0,5.606219022346731e9
OneWayTransmissionLink{Electricity},0.0,9.428128829441121e8,4.691464543831007e9,0.0,0.0,0.0,0.0,5.634277426775119e9
Battery,0.0,5.6126815245437225e10,2.763413807549367e10,1.9793443503200987e8,0.0,0.0,0.0,8.39588877559629e10
GasStorage{Hydrogen},0.0,2.219045362296661e9,1.0638346775534996e9,0.0,0.0,0.0,0.0,3.2828800398501606e9
TransmissionLink{Electricity},0.0,9.01059075694367e8,3.8052804870030084e9,0.0,0.0,0.0,0.0,4.706339562697375e9
CO2Injection,0.0,2.00390357133216e10,8.395140505117321e9,0.0,0.0,0.0,0.0,2.8434176218438923e10
OneWayTransmissionLink{CO2Captured},0.0,316895.9670769807,1.003342215910456e6,0.0,0.0,0.0,0.0,1.3202381829874367e6
Node{Electricity},0.0,0.0,0.0,0.0,0.0,6.958583538199631e9,0.0,6.958583538199631e9
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,1.3637696477232058e9,0.0,1.3637696477232058e9
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,2.1170839861339643e6,2.1170839861339643e6
