type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,1.0410926087698488e12,6.875669072748473e10,8.749996373646954e10,0.0,0.0,0.0,0.0,1.197349263233803e12
AluminaPlant{NaturalGas},155487.51964277955,63529.2532494479,304881.1224322038,130663.33818523011,0.0,0.0,0.0,654561.2335096614
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,1.4983014565869412e9,0.0,0.0,0.0,1.4983014565869412e9
AluminumRefining,9.456422066583456e11,8.440817349653859e9,2.02538155011381e10,5.195971696706257e10,0.0,0.0,0.0,1.0262965564762001e12
OneWayTransmissionLink{AluminumScrap},7.722880488290971e12,0.0,0.0,1.4514216166750134e11,0.0,0.0,0.0,7.868022649958472e12
AluminumSmelting,117175.17374123873,11879.055932834455,81005.84101064202,21525.51339839051,3.589056392962026e8,0.0,0.0,3.591372248802857e8
ThermalAmmonia{Coal},6.231564179563091e10,1.5290931065462496e10,1.1468621702227234e10,0.0,0.0,0.0,0.0,8.907519456332065e10
ThermalAmmoniaCCS{Coal},13119.06117783486,13944.70108396915,3871.8412517276984,0.0,0.0,0.0,0.0,30935.60351353171
ThermalAmmonia{CokingOvenGas},25977.69496818877,0.0,218.09248436549979,0.0,0.0,0.0,0.0,26195.787452554272
ThermalAmmonia{NaturalGas},3.363921462729772e10,3.7085445885329065e9,2.7808084081914806e9,0.0,0.0,0.0,0.0,4.012856762402211e10
ThermalAmmoniaCCS{NaturalGas},20356.2842962095,7761.146690737673,2281.2883981432824,0.0,0.0,0.0,0.0,30398.719385090455
SyntheticAmmonia,0.0,865.3900547104079,967.5061325049088,0.0,0.0,0.0,0.0,1832.8961872153168
OneWayTransmissionLink{Cement},0.0,0.0,0.0,6.084773309962064e8,0.0,0.0,0.0,6.084773309962064e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,3.756896748377328e10,0.0,0.0,0.0,3.756896748377328e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,1.4319225300942468e11,0.0,0.0,0.0,1.4319225300942468e11
DRIMaking,-257.8654322671882,427.0144720953777,128.64707544639828,0.0,0.0,0.0,0.0,297.79611527458775
ThermalMethanol{Coal},8.035579679177723e9,7.712414980987355e8,6.634965476742585e9,0.0,0.0,0.0,0.0,1.5441786654019043e10
ThermalMethanolCCS{Coal},1.8627985194151306e9,9.901470525782647e8,4.818451985076814e9,0.0,0.0,0.0,0.0,7.6713975570702095e9
ThermalMethanol{CokingOvenGas},2.656799197504716e9,0.0,1.3043459743125818e9,0.0,0.0,0.0,0.0,3.961145171817298e9
ThermalMethanol{NaturalGas},1.420924894618417e9,0.0,1.2629007173339038e9,0.0,0.0,0.0,0.0,2.683825611952321e9
ThermalMethanolCCS{NaturalGas},3.2866541230918775e9,1.2864454168265064e9,4.352969689562976e9,0.0,0.0,0.0,0.0,8.92606922948136e9
SyntheticMethanol,0.0,4.711605885531452e10,3.7734905386375725e10,0.0,0.0,0.0,0.0,8.485096424169025e10
OneWayTransmissionLink{SteelScrap},1.3109737489036907e12,0.0,0.0,1.630400834468366e11,0.0,0.0,0.0,1.4740138323505273e12
CementPlant{Coal},1.6797997547655206e11,1.810833987763512e7,5.680673511668979e7,8.403199993620303e10,0.0,0.0,0.0,2.5208689048774942e11
ThermalPower{Coal},1.1337525469739305e10,3.5330452843844555e7,8.855238022314312e9,1.472617818470714e9,4.883615384590935e9,0.0,0.0,2.658432714795911e10
ThermalPower{NaturalGas},1.7141387540729434e11,8.202423894092772e10,3.820817382395844e10,1.353071022960962e10,3.699626825003427e9,0.0,0.0,3.088766252267935e11
ThermalPowerCCS{Coal},1.408752930237495e10,3.092840133857572e9,7.431370251104224e9,3.701288828927064e9,4.538928126498526e9,0.0,0.0,3.2851956642762337e10
ThermalPowerCCS{NaturalGas},2.235749831781827e10,9.044553507836672e9,6.662322086581735e9,2.750989660974976e9,2.680071508616676e9,0.0,0.0,4.349543508182833e10
ThermalPower{Uranium},2.888589490110514e10,0.0,1.6861861635247257e10,7.226834840792858e9,0.0,0.0,0.0,5.297459137714526e10
BECCSElectricity,7.968826877471842e11,5.803218628485078e10,5.827535531180864e10,0.0,0.0,0.0,0.0,9.131902293438436e11
HydroRes,0.0,0.0,1.3097905931548119e11,0.0,0.0,0.0,0.0,1.3097905931548119e11
VRE{Generic},0.0,1.1362224974197104e12,6.146939972315841e11,0.0,0.0,0.0,0.0,1.7509164946512944e12
Electrolyzer,0.0,8.100052054246559e10,2.2802112492681404e10,0.0,0.0,0.0,0.0,1.03802633035147e11
ThermalHydrogen{NaturalGas},1.4618206586816835e10,2.996640154044964e8,6.349297150831223e9,8.889241956120954e8,6.529175007943821e7,0.0,0.0,2.2221383698744087e10
ThermalHydrogenCCS{NaturalGas},1.4049815646491999e10,7.01106652111606e9,4.850441314785539e9,2.2936781013027215e9,4.1521209122660264e7,0.0,0.0,2.824652279281898e10
ThermalHydrogen{Coal},5.669559567619348e9,4.2855967656157887e8,9.750349452570013e9,1.0993798751856685e9,2.92262384162444e7,0.0,0.0,1.6977074810352852e10
ThermalHydrogenCCS{Coal},5.885548943787887e9,7.701549522406626e9,6.1477374711156e9,1.532667674993033e9,2.6220546097396266e7,0.0,0.0,2.1293724158400543e10
OneWayTransmissionLink{Electricity},0.0,3.5810226789881306e9,1.7819273827342697e10,0.0,0.0,0.0,0.0,2.1400296506330826e10
Battery,0.0,2.1318270245274286e11,1.0496088561456187e11,7.518010345689626e8,0.0,0.0,0.0,3.188953891018737e11
GasStorage{Hydrogen},0.0,8.428450556671935e9,4.040691611167699e9,0.0,0.0,0.0,0.0,1.2469142167839634e10
TransmissionLink{Electricity},0.0,3.4224320048465886e9,1.445334060488918e10,0.0,0.0,0.0,0.0,1.7875772609735767e10
CO2Injection,0.0,7.611291980904286e10,3.1886696804819828e10,0.0,0.0,0.0,0.0,1.0799961661386269e11
OneWayTransmissionLink{CO2Captured},0.0,1.2036446101997225e6,3.810927168010001e6,0.0,0.0,0.0,0.0,5.0145717782097235e6
Node{Electricity},0.0,0.0,0.0,0.0,0.0,2.643031922316601e10,0.0,2.643031922316601e10
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,5.179914409063018e9,0.0,5.179914409063018e9
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,8.041177528243132e6,8.041177528243132e6
Total,1.2386975114684246e13,1.8360008214652751e12,1.2832009636168992e12,6.622910057476741e11,1.6323407227721506e10,3.161023363222903e10,8.041177528243132e6,1.621640958755157e13
