zone,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Region1Beijing,5.766502090172254e10,1.4842832592485542e10,9.442025487912745e9,8.449825699843252e8,5.033599194725812e8,0.0,0.0,8.329822147157774e10
Region2Tianjin,1.274721322671223e10,9.29920415998118e9,7.485582757656345e9,8.044675858896384e8,5.1905596433972585e8,0.0,0.0,3.085552369457912e10
Region3Hebei,1.913452624200335e11,1.3277314627383467e11,8.270762393707413e10,3.2177503706801295e9,5.115296663573502e8,0.0,0.0,4.1055531266797974e11
Region4Shanxi,8.087971125390344e10,4.950767753383439e10,2.1999248335766605e10,1.7621797143491774e9,5.04987671795608e8,0.0,0.0,1.546538045096492e11
Region5Innermongolia,5.803596338018302e10,2.4421456494261057e11,1.1239815213034273e11,1.3866940837383003e9,5.428119239654773e8,0.0,0.0,4.1657818646084e11
Region6Liaoning,6.49746825595491e10,1.6731475390733301e10,2.901122309394381e10,1.5478229282509027e9,4.7428095991971856e8,0.0,0.0,1.1273948493239685e11
Region7Jilin,8.151620833038312e10,2.533863627625768e10,2.492734395125197e10,1.599495800946993e9,4.5060023938031983e8,0.0,0.0,1.3383228459822008e11
Region8Heilongjiang,6.710505406763884e10,5.268520139479777e10,3.146573193750237e10,9.099663503988413e8,4.5807601635101366e8,0.0,0.0,1.5262402976668884e11
Region9Shanghai,4.392714676710138e10,3.465621578212763e10,1.4631060618631552e10,2.0243187126401534e9,6.720620592874666e8,0.0,0.0,9.591080393978816e10
Region10Jiangsu,1.8052065968355142e11,1.2988035807070811e11,5.3795429620752174e10,2.927681437862867e9,6.699691416386038e8,0.0,0.0,3.677940979545132e11
Region11Zhejiang,1.2094122539926506e11,1.2986633590525255e10,4.742937444502743e10,5.465031609919317e9,5.928206712154925e8,0.0,0.0,1.8741508571595255e11
Region12Anhui,2.5430678375734882e11,8.845104330477585e10,3.4049926350150105e10,6.841153536503282e9,5.139444582829877e8,0.0,0.0,3.84162851407061e11
Region13Fujian,1.2653355737815114e11,2.235946561339255e10,4.243303967108065e10,4.2715743724779844e9,5.752923945880512e8,0.0,0.0,1.961729294296904e11
Region14Jiangxi,1.3740156197928671e11,9.340068949097038e9,2.1135678177853153e10,2.776434071762076e9,4.877143450055651e8,0.0,0.0,1.7114145752300455e11
Region15Shandong,1.2764948503078659e11,1.1511752048214801e11,5.7295828901258575e10,4.917536425108745e9,5.154702011715009e8,0.0,0.0,3.0549584104047345e11
Region16Henan,1.0676473137061717e11,1.9367415699561905e10,1.6264985187688118e10,3.4322158912527623e9,5.133172264415553e8,0.0,0.0,1.4634266537556152e11
Region17Hubei,1.6229299514017953e11,5.792364922482323e10,2.5395143119137676e10,2.7786451468103175e9,5.013835536341524e8,0.0,0.0,2.4889181618458487e11
Region18Hunan,1.5101835133257922e11,9.278748858015472e9,2.5779846863277058e10,3.3820482378460445e9,4.710958560077231e8,0.0,0.0,1.8993009114772552e11
Region19Guangdong,1.2647172432493541e11,1.367259942442033e11,5.639157048167157e10,6.726722555157216e9,6.298281489004441e8,0.0,0.0,3.26945839754868e11
Region20Guangxi,2.4399004433599707e11,5.916010589424029e10,3.657291470292136e10,5.927037615621266e9,4.762020006538334e8,0.0,0.0,3.461263045494338e11
Region22Chongqing,7.964818404125925e10,3.3747158359102234e10,1.776783135093236e10,2.1047159011906004e9,4.841970065137507e8,0.0,0.0,1.3375208665899818e11
Region23Sichuan,1.585151845868481e11,1.266575753042638e10,5.443503055880795e10,3.795289323807603e9,4.7828179014415115e8,0.0,0.0,2.2988954379003424e11
Region24Guizhou,7.919894276598755e10,2.175138492584898e10,3.951626053080734e10,3.115771034567304e9,4.960606036719565e8,0.0,0.0,1.4407841986088312e11
Region25Yunnan,1.1153688063206676e11,1.6202401480938145e10,5.605111323359526e10,3.6107562947191544e9,5.128661880449363e8,0.0,0.0,1.8791401782936423e11
Region27Shaanxi,7.30070377218738e10,2.071258130629358e10,4.033736298960354e10,2.672219544190983e9,5.550615635391344e8,0.0,0.0,1.3728426312550102e11
Region28Gansu,6.549533632582749e10,1.4979452630460468e11,8.319960129539062e10,2.1692529826001525e9,4.780700615325399e8,0.0,0.0,3.0113678696995544e11
Region29Qinghai,5.972424317753368e9,5.0477701680826706e10,1.6969317097449509e10,4.6175668874583846e8,5.053118635022891e8,0.0,0.0,7.438651164827771e10
Region30Ningxia,1.2693479683680128e10,5.1958530742619484e10,2.4186568585980278e10,7.049788418028862e8,5.2663262646761066e8,0.0,0.0,9.007019048055038e10
Region31Xinjiang,5.175830904720206e10,6.576273571042872e10,6.654146396972277e10,2.7221662672878613e9,6.889250512225146e8,0.0,0.0,1.8747360004586392e11
Region21Hainan,3.191427472136752e10,1.5871861995345543e10,1.0869593345104322e10,1.9298955406556785e9,5.550997567313652e8,0.0,0.0,6.114072535920442e10
Region26Tibet,6.095793497328453e9,7.502305835793472e10,1.7438310502837135e10,3.781999795834699e8,4.5909829794208527e8,0.0,0.0,9.939446063562585e10
aluminum_Region1Beijing_aluminum_Region2Tianjin,0.0,0.0,0.0,462578.84733159456,0.0,0.0,0.0,462578.84733159456
aluminum_Region1Beijing_aluminum_Region3Hebei,0.0,0.0,0.0,456027.58375550946,0.0,0.0,0.0,456027.58375550946
aluminum_Region1Beijing_aluminum_Region4Shanxi,0.0,0.0,0.0,573707.6185772778,0.0,0.0,0.0,573707.6185772778
aluminum_Region1Beijing_aluminum_Region5Innermongolia,0.0,0.0,0.0,367043.7238983092,0.0,0.0,0.0,367043.7238983092
aluminum_Region1Beijing_aluminum_Region6Liaoning,0.0,0.0,0.0,467576.45611122996,0.0,0.0,0.0,467576.45611122996
aluminum_Region1Beijing_aluminum_Region7Jilin,0.0,0.0,0.0,456995.43782712874,0.0,0.0,0.0,456995.43782712874
aluminum_Region1Beijing_aluminum_Region8Heilongjiang,0.0,0.0,0.0,498528.46781284234,0.0,0.0,0.0,498528.46781284234
aluminum_Region1Beijing_aluminum_Region9Shanghai,0.0,0.0,0.0,949873.3076505695,0.0,0.0,0.0,949873.3076505695
aluminum_Region1Beijing_aluminum_Region10Jiangsu,0.0,0.0,0.0,987573.2526692876,0.0,0.0,0.0,987573.2526692876
aluminum_Region1Beijing_aluminum_Region11Zhejiang,0.0,0.0,0.0,797466.4742591624,0.0,0.0,0.0,797466.4742591624
aluminum_Region1Beijing_aluminum_Region12Anhui,0.0,0.0,0.0,817740.1223632318,0.0,0.0,0.0,817740.1223632318
aluminum_Region1Beijing_aluminum_Region13Fujian,0.0,0.0,0.0,738097.3996292922,0.0,0.0,0.0,738097.3996292922
aluminum_Region1Beijing_aluminum_Region14Jiangxi,0.0,0.0,0.0,723411.7703944892,0.0,0.0,0.0,723411.7703944892
