type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,1.0440110712355479e12,6.826707943139183e10,8.72965981881128e10,0.0,0.0,0.0,0.0,1.1995747488550525e12
AluminaPlant{NaturalGas},1.8298222744321454e11,1.167064495647687e11,3.709630790017057e11,1.589841767150167e11,0.0,0.0,0.0,8.296359327247057e11
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,1.5058768855135288e10,0.0,0.0,0.0,1.5058768855135288e10
AluminumRefining,120114.09380084754,354.0564907724961,2572.610103271022,6599.847462077289,0.0,0.0,0.0,129640.60785696835
OneWayTransmissionLink{AluminumScrap},6.412478851687233e12,0.0,0.0,1.162239910113461e11,0.0,0.0,0.0,6.528702842698579e12
AluminumSmelting,1.4257249805053314e11,1.9534173954206604e10,9.837574802822885e10,2.6191095938172054e10,5.698818914919641e9,0.0,0.0,2.9237233488606024e11
ThermalAmmonia{Coal},6.3795291420009e10,1.564767477377881e10,1.1736191168604866e10,0.0,0.0,0.0,0.0,9.117915736239267e10
ThermalAmmoniaCCS{Coal},11519.89143959032,8042.544522211203,3758.3881880397926,0.0,0.0,0.0,0.0,23320.824149841315
ThermalAmmonia{CokingOvenGas},68349.81468044581,0.0,500.6640465116053,0.0,0.0,0.0,0.0,68850.47872695742
ThermalAmmonia{NaturalGas},3.151234060307794e10,3.4766472667211256e9,2.606924090830141e9,0.0,0.0,0.0,0.0,3.75959119606292e10
ThermalAmmoniaCCS{NaturalGas},18130.149789659765,5098.718370973592,2293.376038527746,0.0,0.0,0.0,0.0,25522.2441991611
SyntheticAmmonia,0.0,4512.263078314918,6687.263719084035,0.0,0.0,0.0,0.0,11199.526797398954
OneWayTransmissionLink{Cement},0.0,0.0,0.0,5.653639202535641e8,0.0,0.0,0.0,5.653639202535641e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,3.7032843089955894e10,0.0,0.0,0.0,3.7032843089955894e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,1.1825621888981145e11,0.0,0.0,0.0,1.1825621888981145e11
DRIMaking,-27.575286515166407,122.38949910368144,36.865779753666786,0.0,0.0,0.0,0.0,131.67999234218183
ThermalMethanol{Coal},6.684808428627666e9,7.062314313342221e8,6.083434786721771e9,0.0,0.0,0.0,0.0,1.3474474646683659e10
ThermalMethanolCCS{Coal},1.6507516228051577e9,8.858194857341884e8,4.260921214202873e9,0.0,0.0,0.0,0.0,6.79749232274222e9
ThermalMethanol{CokingOvenGas},2.1684628002315187e9,0.0,1.2418862874682841e9,0.0,0.0,0.0,0.0,3.410349087699803e9
ThermalMethanol{NaturalGas},1.3053430935640337e9,0.0,1.1759961526993356e9,0.0,0.0,0.0,0.0,2.4813392462633696e9
ThermalMethanolCCS{NaturalGas},2.9362100567803245e9,1.1714766082429795e9,3.8089273009856715e9,0.0,0.0,0.0,0.0,7.916613966008976e9
SyntheticMethanol,0.0,6.746433107631009e10,5.339104793293231e10,0.0,0.0,0.0,0.0,1.208553790092424e11
OneWayTransmissionLink{SteelScrap},1.1221830723579358e12,0.0,0.0,1.3330756132852383e11,0.0,0.0,0.0,1.2554906336864597e12
CementPlant{Coal},1.6797916454876562e11,1.6240505053118391e7,5.680673511719574e7,8.403199993695155e10,0.0,0.0,0.0,2.520842117258875e11
ThermalPower{Coal},1.2242694259550673e10,2.246938534928826e7,1.0567963304204956e10,1.60212799518399e9,5.331066949914881e9,0.0,0.0,2.976632189420379e10
ThermalPower{NaturalGas},1.5691752577487912e11,6.64603682366829e10,3.4983009885080505e10,1.2408734993263231e10,5.24856991557763e9,0.0,0.0,2.760182088054834e11
ThermalPowerCCS{Coal},1.5276725494803074e10,4.400331928121555e9,8.497974488614703e9,4.1294047184581537e9,4.23911881239907e9,0.0,0.0,3.654355544239655e10
ThermalPowerCCS{NaturalGas},2.8165639409442852e10,1.1431899761305408e10,8.251193200270213e9,3.4700179074287763e9,3.802308086892466e9,0.0,0.0,5.5121058365339714e10
ThermalPower{Uranium},2.8742303889869953e10,0.0,1.677804177189174e10,7.190910438022167e9,0.0,0.0,0.0,5.271125609978386e10
BECCSElectricity,8.179855817490839e11,6.7816429446022995e10,5.949553203086415e10,0.0,0.0,0.0,0.0,9.45297543225971e11
HydroRes,0.0,0.0,1.3101499415410495e11,0.0,0.0,0.0,0.0,1.3101499415410495e11
VRE{Generic},0.0,1.501142082434239e12,6.449809840882441e11,0.0,0.0,0.0,0.0,2.1461230665224832e12
Electrolyzer,0.0,1.1776749108852585e11,3.1606325535175953e10,0.0,0.0,0.0,0.0,1.493738166237018e11
ThermalHydrogen{NaturalGas},1.4834725457376862e10,8.877072238992041e8,7.83781664682465e9,9.03287229998914e8,7.665987785141927e7,0.0,0.0,2.4540196435951046e10
ThermalHydrogenCCS{NaturalGas},1.4611139419745434e10,8.938206168274895e9,5.629271047166426e9,2.3878500853140526e9,5.524474661396705e7,0.0,0.0,3.1621711467114773e10
ThermalHydrogen{Coal},5.731380710975856e9,5.697458672207555e8,1.2947954464101301e10,1.1111968176815915e9,3.952631026238704e7,0.0,0.0,2.039980417024189e10
ThermalHydrogenCCS{Coal},6.057039674007701e9,8.575774483993033e9,6.934524576339201e9,1.5841862802094643e9,3.715154097034928e7,0.0,0.0,2.318867655551975e10
OneWayTransmissionLink{Electricity},0.0,5.186812938944278e9,1.7986260789002937e10,0.0,0.0,0.0,0.0,2.3173073727947216e10
Battery,0.0,2.4021275117480472e11,1.1285283891990347e11,8.010839881903495e8,0.0,0.0,0.0,3.5386667408289856e11
GasStorage{Hydrogen},0.0,1.1953701642425339e10,5.66917278871748e9,0.0,0.0,0.0,0.0,1.762287443114282e10
TransmissionLink{Electricity},0.0,5.367288595313796e9,1.4757440234204449e10,0.0,0.0,0.0,0.0,2.0124728829518246e10
CO2Injection,0.0,7.84361329675538e10,3.2625045387511227e10,0.0,0.0,0.0,0.0,1.1106117835506503e11
OneWayTransmissionLink{CO2Captured},0.0,2.0790252805575072e6,3.034600539313072e6,0.0,0.0,0.0,0.0,5.113625819870579e6
Node{Electricity},0.0,0.0,0.0,0.0,0.0,2.369977118722526e10,0.0,2.369977118722526e10
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,4.830194996082266e9,0.0,4.830194996082266e9
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,7.272734448033025e6,7.272734448033025e6
Total,1.0282825067274438e13,2.423047414595471e12,1.8044169546495398e12,7.252408267387646e11,2.452846515540181e10,2.8529966183307526e10,7.272734448033025e6,1.5288595967331367e13
