zone,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Region1Beijing,5.4676550639447624e10,1.6946501874471855e10,1.02287661738493e10,1.1117116446872902e9,7.729836501199565e8,0.0,0.0,8.373651398257602e10
Region2Tianjin,1.158772919999165e10,1.082646830086851e10,8.823831153023176e9,1.0417712070224152e9,7.924092760887014e8,0.0,0.0,3.3072209136994457e10
Region3Hebei,1.413858289110477e11,1.3213742851106834e11,8.07616848267099e10,1.0727045645402229e9,8.015180561912527e8,0.0,0.0,3.561591648695574e11
Region4Shanxi,8.119679449682253e10,6.293810855308851e10,4.683395086272701e10,9.682584665167332e9,8.056854464594398e8,0.0,0.0,2.0145712402426483e11
Region5Innermongolia,4.755801268752891e10,2.7128658583101688e11,1.2004937067262947e11,2.919859199964241e9,8.440440873953073e8,0.0,0.0,4.426578724785348e11
Region6Liaoning,6.056385305290978e10,2.112830495441622e10,3.0879693941544563e10,1.7398041206042576e9,7.25807471304899e8,0.0,0.0,1.1503746354077974e11
Region7Jilin,6.7253895252463326e10,4.482928790062358e10,3.564248751794953e10,4.382002122653175e9,6.971346386819342e8,0.0,0.0,1.5280480743237155e11
Region8Heilongjiang,6.435927866224141e10,6.6553849767574745e10,4.217556118017395e10,3.877337277610154e9,6.955259198934493e8,0.0,0.0,1.7766155280749374e11
Region9Shanghai,4.0894753977867874e10,3.215004476169172e10,1.4772457245570969e10,2.001673229486555e9,9.417065926542679e8,0.0,0.0,9.07606358072714e10
Region10Jiangsu,1.770211100259621e11,1.4574533419607077e11,5.601059674314392e10,2.70263854674367e9,9.63156243475586e8,0.0,0.0,3.82442835755396e11
Region11Zhejiang,6.87902693321625e10,1.478218278560926e10,4.787042379045016e10,2.9755042769129367e9,8.776902882999785e8,0.0,0.0,1.3529607047343483e11
Region12Anhui,1.4666275607066354e11,9.100388660554663e10,3.2366750827312614e10,1.0835674618167179e9,7.806383434549744e8,0.0,0.0,2.718975993087945e11
Region13Fujian,8.765070582369981e10,2.3343965725850315e10,4.338635422821131e10,2.618083860032866e9,8.554388289470551e8,0.0,0.0,1.5785454846674136e11
Region14Jiangxi,9.958749249787508e10,1.0041058326527197e10,2.189800259291538e10,1.0404174516622983e9,7.415382417140405e8,0.0,0.0,1.3330850911069397e11
Region15Shandong,6.454550653107866e10,1.2274976534721587e11,5.8223200241614296e10,1.9818602534926546e9,7.972097652043681e8,0.0,0.0,2.4829754213860583e11
Region16Henan,5.963411026013552e10,1.82002357952615e10,1.7149103259098452e10,1.3536866089575741e9,7.840657470512913e8,0.0,0.0,9.712120167050433e10
Region17Hubei,1.2799924106913249e11,6.602387741284697e10,2.625908716327017e10,9.487496934587713e8,7.556300927461014e8,0.0,0.0,2.219865854314545e11
Region18Hunan,1.0091390297732799e11,1.1497021145467602e10,2.7133070028831e10,1.277287225564086e9,7.222487538511935e8,0.0,0.0,1.4154353013104187e11
