type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,1.4942205124113797e11,1.7150371861216342e11,5.148331662318843e10,0.0,0.0,0.0,0.0,3.724090864764898e11
AluminaPlant{NaturalGas},36646.24524345307,55218.9573591262,71711.11175071752,30733.333607450386,0.0,0.0,0.0,194309.64796074718
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,2.721203618033237e8,0.0,0.0,0.0,2.721203618033237e8
AluminumRefining,9.456426236839268e11,4.657407698092484e9,2.025382443301435e10,5.19597398811531e10,0.0,0.0,0.0,1.0225135956961868e12
OneWayTransmissionLink{AluminumScrap},1.2114025463895275e10,0.0,0.0,1.9652836612718356e8,0.0,0.0,0.0,1.2310553830022459e10
AluminumSmelting,27560.78143354458,38494.322589832846,72140.81438075776,5063.017626310406,0.0,0.0,0.0,143258.9360304456
ThermalAmmonia{Coal},4.450705284249602e10,403216.41351290967,9.802715331950283e9,0.0,0.0,0.0,0.0,5.431017139085982e10
ThermalAmmoniaCCS{Coal},4.72199157511538e6,118910.85143852404,5.044163197284906e6,0.0,0.0,0.0,0.0,9.88506562383881e6
ThermalAmmonia{CokingOvenGas},1.0112480020540437e6,0.0,2.3479152966150558e6,0.0,0.0,0.0,0.0,3.3591632986690993e6
ThermalAmmonia{NaturalGas},3.980923406861819e7,1.4640810147136084e6,3.361994151275574e7,0.0,0.0,0.0,0.0,7.489325659608755e7
ThermalAmmoniaCCS{NaturalGas},7.161012289693239e6,217192.5251059581,4.22228331911289e6,0.0,0.0,0.0,0.0,1.1600488133912086e7
SyntheticAmmonia,0.0,2.9348329650641963e12,2.2017881401497217e12,0.0,0.0,0.0,0.0,5.136621105213918e12
OneWayTransmissionLink{Cement},0.0,0.0,0.0,932854.4428942221,0.0,0.0,0.0,932854.4428942221
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,2.7462071844683186e10,0.0,0.0,0.0,2.7462071844683186e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,6.1738683497170204e10,0.0,0.0,0.0,6.1738683497170204e10
DRIMaking,-9.489807420636566e10,2.3961220663531793e11,7.188552411868564e10,0.0,0.0,0.0,0.0,2.165996565476379e11
ThermalMethanol{Coal},1.1056756644227407e10,445381.48627933644,1.7741618628260028e9,0.0,0.0,0.0,0.0,1.2831363888539688e10
ThermalMethanolCCS{Coal},1.1401608622179504e7,1.2260229047109552e6,7.626985599018966e6,0.0,0.0,0.0,0.0,2.0254617125909425e7
ThermalMethanol{CokingOvenGas},3.262240877271729e6,0.0,2.933732284037635e6,0.0,0.0,0.0,0.0,6.195973161309364e6
ThermalMethanol{NaturalGas},4.888165473255926e7,0.0,9.706680521436233e6,0.0,0.0,0.0,0.0,5.858833525399549e7
ThermalMethanolCCS{NaturalGas},1.081992609476127e7,1.51634244934575e6,6.573504568215514e6,0.0,0.0,0.0,0.0,1.890977311232253e7
