id,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
Region1Beijing_bfbofccs,75991.2085809928,22798.627804428477,0.0,0.0,0.0,0.0,0.0,98789.83638542128
Region2Tianjin_bfbofccs,11010.953345207687,3303.4693325315325,0.0,0.0,0.0,0.0,0.0,14314.42267773922
Region3Hebei_bfbofccs,13253.338877976723,3976.2223273881436,0.0,0.0,0.0,0.0,0.0,17229.561205364866
Region4Shanxi_bfbofccs,7029.4423064789435,2108.9497299849754,0.0,0.0,0.0,0.0,0.0,9138.39203646392
Region5Innermongolia_bfbofccs,5509.30433282481,1652.8830280614156,0.0,0.0,0.0,0.0,0.0,7162.187360886226
Region6Liaoning_bfbofccs,4955.182260246991,1486.637180326865,0.0,0.0,0.0,0.0,0.0,6441.819440573856
Region7Jilin_bfbofccs,4780.881172971466,1434.3439520849886,0.0,0.0,0.0,0.0,0.0,6215.225125056455
Region8Heilongjiang_bfbofccs,4595.062741069594,1378.5953286949807,0.0,0.0,0.0,0.0,0.0,5973.658069764575
Region9Shanghai_bfbofccs,22283.094317318344,6685.299301827199,0.0,0.0,0.0,0.0,0.0,28968.393619145543
Region10Jiangsu_bfbofccs,8562.422598578396,2568.8693412627626,0.0,0.0,0.0,0.0,0.0,11131.291939841158
Region11Zhejiang_bfbofccs,18594.190178077744,5578.566640941504,0.0,0.0,0.0,0.0,0.0,24172.756819019247
Region12Anhui_bfbofccs,10554.549331354396,3166.540529389809,0.0,0.0,0.0,0.0,0.0,13721.089860744205
Region13Fujian_bfbofccs,20028.9252155966,6009.011040091996,0.0,0.0,0.0,0.0,0.0,26037.936255688594
Region14Jiangxi_bfbofccs,23673.886719914502,7102.560178869595,0.0,0.0,0.0,0.0,0.0,30776.446898784096
Region15Shandong_bfbofccs,13415.220119531152,4024.7893951271,0.0,0.0,0.0,0.0,0.0,17440.009514658253
Region16Henan_bfbofccs,8788.88666561398,2636.812331930144,0.0,0.0,0.0,0.0,0.0,11425.698997544125
Region17Hubei_bfbofccs,8674.889602634179,2602.611315020347,0.0,0.0,0.0,0.0,0.0,11277.500917654526
Region18Hunan_bfbofccs,9621.273651151036,2886.5422865772425,0.0,0.0,0.0,0.0,0.0,12507.81593772828
Region19Guangdong_bfbofccs,117647.63933200037,35296.250596424914,0.0,0.0,0.0,0.0,0.0,152943.88992842528
Region20Guangxi_bfbofccs,6733.271721711311,2020.0936234060086,0.0,0.0,0.0,0.0,0.0,8753.36534511732
Region22Chongqing_bfbofccs,7452.912324845793,2235.9977861399225,0.0,0.0,0.0,0.0,0.0,9688.910110985715
Region23Sichuan_bfbofccs,8656.988057707451,2597.2405534871396,0.0,0.0,0.0,0.0,0.0,11254.22861119459
Region24Guizhou_bfbofccs,6438.980550789931,1931.801372272577,0.0,0.0,0.0,0.0,0.0,8370.781923062508
Region25Yunnan_bfbofccs,13949.419548161395,4185.058117971515,0.0,0.0,0.0,0.0,0.0,18134.47766613291
Region27Shaanxi_bfbofccs,5733.523987218061,1720.1526575673201,0.0,0.0,0.0,0.0,0.0,7453.676644785381
Region28Gansu_bfbofccs,2219.5982745901433,665.9164380021392,0.0,0.0,0.0,0.0,0.0,2885.5147125922826
Region29Qinghai_bfbofccs,4280.9353269971325,1284.3518743489083,0.0,0.0,0.0,0.0,0.0,5565.287201346041
Region30Ningxia_bfbofccs,4831.772984522498,1449.6123428832275,0.0,0.0,0.0,0.0,0.0,6281.385327405726
Region31Xinjiang_bfbofccs,3671.1673958417528,1101.4113425547469,0.0,0.0,0.0,0.0,0.0,4772.5787383965
Region1Beijing_drieaf,85637.5034967866,25706.73703520176,0.0,0.0,0.0,0.0,0.0,111344.24053198835
Region2Tianjin_drieaf,36339.26491344136,10908.35076967679,0.0,0.0,0.0,0.0,0.0,47247.61568311815
Region3Hebei_drieaf,2412.3824138602017,724.1509596759375,0.0,0.0,0.0,0.0,0.0,3136.533373536139
Region4Shanxi_drieaf,15896.603264462847,4771.855591140746,0.0,0.0,0.0,0.0,0.0,20668.458855603592
Region5Innermongolia_drieaf,159819.9050997622,47974.87205526316,0.0,0.0,0.0,0.0,0.0,207794.77715502534
Region6Liaoning_drieaf,262112.83080682845,78681.24758396659,0.0,0.0,0.0,0.0,0.0,340794.07839079504
Region7Jilin_drieaf,154509.4007392982,46380.760438921345,0.0,0.0,0.0,0.0,0.0,200890.16117821954
Region8Heilongjiang_drieaf,646954.6763934856,194203.3929137769,0.0,0.0,0.0,0.0,0.0,841158.0693072625
Region9Shanghai_drieaf,693942.9423476179,208308.3696739685,0.0,0.0,0.0,0.0,0.0,902251.3120215865
Region10Jiangsu_drieaf,359220.23334783514,107831.02845522718,0.0,0.0,0.0,0.0,0.0,467051.2618030623
Region11Zhejiang_drieaf,177162.76354277236,53180.86572893347,0.0,0.0,0.0,0.0,0.0,230343.62927170584
Region12Anhui_drieaf,277575.10990328883,83322.72738507405,0.0,0.0,0.0,0.0,0.0,360897.8372883629
Region13Fujian_drieaf,2.197235613613489e6,659568.0142130908,0.0,0.0,0.0,0.0,0.0,2.85680362782658e6
Region14Jiangxi_drieaf,9344.209002084539,2804.9524310054853,0.0,0.0,0.0,0.0,0.0,12149.161433090025
Region15Shandong_drieaf,132713.2893898468,39837.98560346215,0.0,0.0,0.0,0.0,0.0,172551.27499330894
Region16Henan_drieaf,60953.18643485793,18296.978206485383,0.0,0.0,0.0,0.0,0.0,79250.16464134332
Region17Hubei_drieaf,619886.5821360156,186078.0698636141,0.0,0.0,0.0,0.0,0.0,805964.6519996298
Region18Hunan_drieaf,625814.4861695139,187857.51302737667,0.0,0.0,0.0,0.0,0.0,813671.9991968905
Region19Guangdong_drieaf,1.4402188317032557e6,432326.08691273135,0.0,0.0,0.0,0.0,0.0,1.872544918615987e6
Region20Guangxi_drieaf,579031.9070609101,173814.2795155716,0.0,0.0,0.0,0.0,0.0,752846.1865764817
Region22Chongqing_drieaf,942532.9196427325,282930.31584212225,0.0,0.0,0.0,0.0,0.0,1.2254632354848548e6
Region23Sichuan_drieaf,402484.25926538795,120818.0597433172,0.0,0.0,0.0,0.0,0.0,523302.31900870515
