type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,1.0643737520323143e12,1.1749220472283961e11,9.263332762099164e10,0.0,0.0,0.0,0.0,1.2744992843761458e12
AluminaPlant{NaturalGas},2.6309890333219805e9,6.821202524390206e7,5.420783657386378e9,2.323192996022736e9,0.0,0.0,0.0,1.0443177711974997e10
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,1.491303242655228e9,0.0,0.0,0.0,1.491303242655228e9
AluminumRefining,9.3182446918711e11,5.157126042864517e9,1.995786645887346e10,5.120048083834993e10,0.0,0.0,0.0,1.0081399425271979e12
OneWayTransmissionLink{AluminumScrap},5.7618736914950625e12,0.0,0.0,1.055838261296942e11,0.0,0.0,0.0,5.867457517624757e12
AluminumSmelting,2.0833735516345754e9,1.9521956817878842e7,1.4376424214302957e9,3.8272343763361186e8,0.0,0.0,0.0,3.923261367516361e9
ThermalAmmonia{Coal},6.5847095284327965e10,2.06022734268586e7,1.2124451647357145e10,0.0,0.0,0.0,0.0,7.799214920511197e10
ThermalAmmoniaCCS{Coal},1.2325367017452154e8,2.075758892442037e7,3.1600791870904554e7,0.0,0.0,0.0,0.0,1.756120509698465e8
ThermalAmmonia{CokingOvenGas},3.841301799440079e8,0.0,2.713971109468334e6,0.0,0.0,0.0,0.0,3.868441510534762e8
ThermalAmmonia{NaturalGas},2.7955946124831505e10,2.602749127333568e7,2.3235762660293164e9,0.0,0.0,0.0,0.0,3.0305549882134155e10
ThermalAmmoniaCCS{NaturalGas},1.8511996711026272e8,1.952950029845808e7,1.8435462774388954e7,0.0,0.0,0.0,0.0,2.2308493018310976e8
SyntheticAmmonia,0.0,9.630101265413044e6,9.042799819967477e6,0.0,0.0,0.0,0.0,1.867290108538052e7
OneWayTransmissionLink{Cement},0.0,0.0,0.0,6.016450533151072e8,0.0,0.0,0.0,6.016450533151072e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,3.544431415608974e10,0.0,0.0,0.0,3.544431415608974e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,1.0454816919619102e11,0.0,0.0,0.0,1.0454816919619102e11
DRIMaking,-6.109297251358957e7,9.908228485087831e7,2.9832162382688396e7,0.0,0.0,0.0,0.0,6.782147471997714e7
ThermalMethanol{Coal},5.996836540264067e9,6.980337726095005e8,5.211936919260826e9,0.0,0.0,0.0,0.0,1.1906807232134394e10
ThermalMethanolCCS{Coal},3.159958023279537e9,9.317152042169838e8,3.813305473420452e9,0.0,0.0,0.0,0.0,7.904978700916973e9
ThermalMethanol{CokingOvenGas},2.0891255761445818e9,0.0,1.2671955973581731e9,0.0,0.0,0.0,0.0,3.356321173502755e9
ThermalMethanol{NaturalGas},1.958107597304462e9,0.0,1.186714697628676e9,0.0,0.0,0.0,0.0,3.144822294933138e9
ThermalMethanolCCS{NaturalGas},3.9637578119795375e9,1.1142853559045122e9,3.3229473567575665e9,0.0,0.0,0.0,0.0,8.400990524641616e9
SyntheticMethanol,0.0,1.2043742275262105e11,9.577687726240561e10,0.0,0.0,0.0,0.0,2.1621430001502667e11
OneWayTransmissionLink{SteelScrap},1.036282660605861e12,0.0,0.0,1.2100800578619301e11,0.0,0.0,0.0,1.157290666392054e12
CementPlant{Coal},1.6797973341519376e11,1.84928415227498e7,5.6806745093766116e7,8.403201469490514e10,0.0,0.0,0.0,2.520870476967154e11
ThermalPower{Coal},7.746097358322952e9,2.5090199789817657e7,9.029951915108362e9,9.802865236683939e8,4.700981854445974e9,0.0,0.0,2.2482407851335503e10
ThermalPower{NaturalGas},8.793950833560657e10,1.989797836297615e10,2.4270342985651096e10,6.854533736684549e9,5.742485514147585e9,0.0,0.0,1.4470484893506595e11
ThermalPowerCCS{Coal},3.3664205470920937e10,2.1508431193808853e10,1.817879314396594e10,9.278377970011436e9,4.887746022329089e9,0.0,0.0,8.751755380103624e10
ThermalPowerCCS{NaturalGas},3.802965195903763e10,1.9775078512704716e10,1.020941726511199e10,4.571663049029526e9,4.072063050002477e9,0.0,0.0,7.665787383588632e10
ThermalPower{Uranium},2.8649056327911034e10,0.0,1.6723609409904726e10,7.167581241128967e9,0.0,0.0,0.0,5.2540246978944725e10
BECCSElectricity,8.457364223140363e11,7.536771414900255e10,5.492794110148427e10,0.0,0.0,0.0,0.0,9.760320775645231e11
HydroRes,0.0,0.0,1.3087044686322008e11,0.0,0.0,0.0,0.0,1.3087044686322008e11
VRE{Generic},0.0,1.8666009082189258e12,6.986231242483641e11,0.0,0.0,0.0,0.0,2.56522403246729e12
Electrolyzer,0.0,2.228366460557518e11,5.60544627050951e10,0.0,0.0,0.0,0.0,2.788911087608469e11
ThermalHydrogen{NaturalGas},1.4651005405828667e10,1.8184767577851408e9,6.3331357606601515e9,8.980622436275738e8,7.256193528332569e7,0.0,0.0,2.377324210318486e10
ThermalHydrogenCCS{NaturalGas},1.6421468893560942e10,1.1899341911561071e10,5.426931172032274e9,2.692028990245427e9,5.105645438267259e7,0.0,0.0,3.6490827421782394e10
ThermalHydrogen{Coal},5.432906537599391e9,4.471871157689171e8,1.1042710376123024e10,1.0513470942418754e9,3.576965524407925e7,0.0,0.0,1.8009920778977287e10
ThermalHydrogenCCS{Coal},6.850077893321793e9,1.325201010370479e10,6.856601431483717e9,1.8165560432137477e9,3.3238092605598286e7,0.0,0.0,2.8808483564329647e10
OneWayTransmissionLink{Electricity},0.0,6.7647407315586405e9,1.8508922968925797e10,0.0,0.0,0.0,0.0,2.5273663700484436e10
Battery,0.0,2.711566724661465e11,1.269250761626346e11,8.00669614813356e8,0.0,0.0,0.0,3.988824182435945e11
GasStorage{Hydrogen},0.0,1.7075320290919447e10,5.951064922095689e9,0.0,0.0,0.0,0.0,2.3026385213015137e10
TransmissionLink{Electricity},0.0,3.7354706284313617e9,1.4529263329621628e10,0.0,0.0,0.0,0.0,1.826473395805299e10
CO2Injection,0.0,1.1980883617810925e11,4.914296721999562e10,0.0,0.0,0.0,0.0,1.6895180339810486e11
OneWayTransmissionLink{CO2Captured},0.0,1.2368994291143778e6,-2.3021773025302145e8,0.0,0.0,0.0,0.0,-2.2898083082390708e8
Node{Electricity},0.0,0.0,0.0,0.0,0.0,2.6978381885457817e10,0.0,2.6978381885457817e10
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,5.635260985145946e9,0.0,5.635260985145946e9
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,8.3875113859957345e6,8.3875113859957345e6
Total,1.016377130761949e13,2.9181037836910537e12,1.5079996025631758e12,5.427267820377146e11,1.95959025784408e10,3.2613642870603764e10,8.3875113859957345e6,1.5184819408871865e13
