zone,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Region1Beijing,7.098956810844124e10,1.5584701496537367e10,8.97201437326278e9,6.356422696254115e8,6.175883279402615e8,0.0,0.0,9.679951457580707e10
Region2Tianjin,1.1478255088277246e10,9.216987895909845e9,7.678032574869312e9,5.739946419707739e8,5.84292102072665e8,0.0,0.0,2.9531562303099846e10
Region3Hebei,1.8692150023485498e11,1.5034425118126114e11,8.4140035612511e10,3.0666890254737053e9,5.729768428730924e8,0.0,0.0,4.250454528969739e11
Region4Shanxi,8.554907619605815e10,6.95032116655871e10,2.889269730924579e10,1.5580081936564949e9,5.431994566130061e8,0.0,0.0,1.8604619282116055e11
Region5Innermongolia,6.386614217557903e10,3.410302230731616e11,1.341302750055688e11,2.821543195725673e9,5.756082324344684e8,0.0,0.0,5.4242379168246954e11
Region6Liaoning,6.459011080093306e10,4.76570825053978e10,3.7289263532586555e10,1.30382924998731e9,5.249515855802166e8,0.0,0.0,1.5136523767448495e11
Region7Jilin,9.149542311611841e10,8.463380900491214e10,3.495490212362021e10,1.8081590655598247e9,4.86417042823433e8,0.0,0.0,2.13378710353034e11
Region8Heilongjiang,7.080243477568456e10,1.209142255891708e11,4.2771354497925316e10,9.041226722128533e8,4.918285432056184e8,0.0,0.0,2.3588396607819916e11
Region9Shanghai,4.249778541837139e10,3.246155333994136e10,1.7146583052965681e10,2.984591095984557e9,8.67385011415375e8,0.0,0.0,9.595789791867836e10
Region10Jiangsu,2.466024537799248e11,2.2926301674681134e11,6.730623426580475e10,4.434452831549821e9,7.205806362743026e8,0.0,0.0,5.48326738260365e11
Region11Zhejiang,1.0532749389710413e11,3.2870613834710205e10,5.157768848524164e10,5.736330962245965e9,8.169458569717253e8,0.0,0.0,1.9632907303627365e11
Region12Anhui,1.9829973005578598e11,9.038709644199594e10,3.2545829959531742e10,4.0364718925127707e9,5.356723885470297e8,0.0,0.0,3.258048007383735e11
Region13Fujian,1.2480383317568553e11,5.069322301687588e10,4.9024842210691505e10,4.657338980924779e9,7.586172715585709e8,0.0,0.0,2.2993785465573624e11
Region14Jiangxi,1.2566494379103447e11,2.6150469253953743e10,2.1576816967497807e10,2.5800694095005655e9,5.086752885007619e8,0.0,0.0,1.7648097471048737e11
Region15Shandong,1.3110000040272086e11,2.711529976108424e11,8.42548938313715e10,4.308810679060705e9,5.6104367041356e8,0.0,0.0,4.9137774619440906e11
Region16Henan,1.0014430196740735e11,1.4016056150401209e10,1.452083459215563e10,2.9957390861770134e9,5.542551752980107e8,0.0,0.0,1.3223118697143921e11
Region17Hubei,1.569084857033652e11,7.681926932451375e10,2.68141011468585e10,2.544065101219042e9,5.3290549389165103e8,0.0,0.0,2.6361882676984818e11
Region18Hunan,1.3434678668294647e11,2.81534216267184e10,2.9455405367925056e10,2.8187357610309343e9,5.0071472965529734e8,0.0,0.0,1.9527506416827615e11
Region19Guangdong,1.570000018485118e11,1.4660925121777054e11,5.640033318182593e10,6.481653680846873e9,9.916973192059789e8,0.0,0.0,3.6748293724816113e11
Region20Guangxi,1.7317046855085672e11,1.3371503439567545e11,4.914436526621917e10,3.464511775706227e9,5.521399579082612e8,0.0,0.0,3.6004651994636584e11
Region22Chongqing,7.386462677195781e10,3.3930078319283707e10,1.885341234209082e10,1.91896086796217e9,5.556310775900627e8,0.0,0.0,1.2912270937888457e11
Region23Sichuan,1.4763867557798703e11,7.99306881166639e10,6.588538530544566e10,3.663513406384658e9,5.351334849740691e8,0.0,0.0,2.976533958914553e11
Region24Guizhou,7.595736968275423e10,3.494074178540495e10,4.186391475100816e10,2.9612526947938123e9,5.3169488630909973e8,0.0,0.0,1.562549738002703e11
