type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,2.8022868762372174e11,3.740980993534539e10,2.4388534365755974e10,0.0,0.0,0.0,0.0,3.420270319248231e11
AluminaPlant{NaturalGas},6.926876978622067e8,1.7958885473976366e7,1.427185786290778e9,6.116510512674767e8,0.0,0.0,0.0,2.749483420894438e9
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,3.9263083079634947e8,0.0,0.0,0.0,3.9263083079634947e8
AluminumRefining,2.453310668337933e11,1.3577699188303227e9,5.254513947624865e9,1.3480080210206758e10,0.0,0.0,0.0,2.6542343091045526e11
OneWayTransmissionLink{AluminumScrap},1.5169880878200085e12,0.0,0.0,2.7798146068635056e10,0.0,0.0,0.0,1.5447862338886436e12
AluminumSmelting,5.4851130544114e8,5.139747507372832e6,3.7850299132270426e8,1.0076355833289127e8,0.0,0.0,0.0,1.0329176026041083e9
ThermalAmmonia{Coal},1.733624590058585e10,5.424173635858677e6,3.192129801029716e9,0.0,0.0,0.0,0.0,2.0533799875251427e10
ThermalAmmoniaCCS{Coal},3.24502686879154e7,6.609267893222567e6,8.319867355752971e6,0.0,0.0,0.0,0.0,4.7379403936890945e7
ThermalAmmonia{CokingOvenGas},1.0113392593234989e8,0.0,714535.2474192897,0.0,0.0,0.0,0.0,1.0184846117976917e8
ThermalAmmonia{NaturalGas},7.360251113748964e9,6.8525268569788e6,6.1175195872667e8,0.0,0.0,0.0,0.0,7.978855599332613e9
ThermalAmmoniaCCS{NaturalGas},4.87384486297258e7,6.218241423088772e6,4.853694981803862e6,0.0,0.0,0.0,0.0,5.981038503461844e7
SyntheticAmmonia,0.0,2.5354163743116334e6,2.3807914476987016e6,0.0,0.0,0.0,0.0,4.916207822010335e6
OneWayTransmissionLink{Cement},0.0,0.0,0.0,1.5840131662761807e8,0.0,0.0,0.0,1.5840131662761807e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,9.331791225327368e9,0.0,0.0,0.0,9.331791225327368e9
OneWayTransmissionLink{DRI},0.0,0.0,0.0,2.7525477954873413e10,0.0,0.0,0.0,2.7525477954873413e10
DRIMaking,-1.6084578821890706e7,3.154804570205298e7,7.854221975613623e6,0.0,0.0,0.0,0.0,2.3317688855775896e7
ThermalMethanol{Coal},1.5788491874808652e9,1.8377857180515766e8,1.372200545225154e9,0.0,0.0,0.0,0.0,3.134828304511177e9
ThermalMethanolCCS{Coal},8.319548355254732e8,2.4530229951486686e8,1.0039683769771556e9,0.0,0.0,0.0,0.0,2.0812255120174956e9
ThermalMethanol{CokingOvenGas},5.500257004330693e8,0.0,3.336276928402291e8,0.0,0.0,0.0,0.0,8.836533932732985e8
ThermalMethanol{NaturalGas},5.1553124188843155e8,0.0,3.1243865387068415e8,0.0,0.0,0.0,0.0,8.279698957591157e8
ThermalMethanolCCS{NaturalGas},1.0435795204348277e9,2.933694318628529e8,8.7486672331865e8,0.0,0.0,0.0,0.0,2.2118156756163306e9
SyntheticMethanol,0.0,3.170880609777167e10,2.521616919685873e10,0.0,0.0,0.0,0.0,5.69249752946304e10
OneWayTransmissionLink{SteelScrap},2.7283285540846643e11,0.0,0.0,3.18590293951547e10,0.0,0.0,0.0,3.0469188480362115e11
CementPlant{Coal},4.4225762005537766e10,5.888166692952095e6,1.4956099392159835e7,2.2123977739368053e10,0.0,0.0,0.0,6.637058401099094e10
ThermalPower{Coal},2.0393951774775794e9,6.605756432731084e6,2.377408846887183e9,2.5809017321057957e8,1.237676119970996e9,0.0,0.0,5.91917607397907e9
ThermalPower{NaturalGas},2.315274400943157e10,5.238746589133036e9,6.389904251265418e9,1.8046640004378095e9,1.51188356181763e9,0.0,0.0,3.8097942412085464e10
ThermalPowerCCS{Coal},8.863123598265022e9,5.662747164497143e9,4.786118913201109e9,2.442814544090917e9,1.2868474543458714e9,0.0,0.0,2.304165167440006e10
