zone,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Region1Beijing,3.64552691924032e10,1.3961915510873999e10,6.665004447809768e8,5.817346252703134e10,2.333405060638433e7,0.0,0.0,1.0928048172569589e11
Region2Tianjin,2.62244368686428e10,4.0024198325778646e9,1.5739020092160037e9,1.6727316468224823e10,1.0592837719519617e7,0.0,0.0,4.853866801638101e10
Region12Anhui,2.2992306980792252e11,2.6667477938122314e10,2.864113683618503e9,1.0388806072890161e11,5.137400235696566e6,0.0,0.0,3.6334785955880066e11
Region9Shanghai,3.158065800984457e9,9.813373813711843e9,3.2407842096685944e9,4.574369969435299e10,3.6417066281350106e7,0.0,0.0,6.199234058499923e10
Region22Chongqing,1.0708955629004802e8,3.3627177786729504e10,1.2166480522043947e10,4.782524977905774e10,5.935373350675457e7,0.0,0.0,9.3785351377628e10
Region13Fujian,3.697388796561427e11,3.9943887510948845e10,5.160525018160509e9,8.612342721860213e10,4.575886617927438e6,0.0,0.0,5.009712952904721e11
Region28Gansu,5.970895956542666e11,4.487403605179986e10,1.7175946726804051e9,3.428556259687312e10,5.250575408226928e6,0.0,0.0,6.779720395510282e11
Region19Guangdong,1.0279858983967818e11,4.532769167144942e10,1.4345025071182238e10,1.864431180738984e11,1.7566766508159525e9,0.0,0.0,3.5067110130702423e11
Region20Guangxi,2.9983752864137634e11,6.41872416082605e10,1.4244679504744997e10,1.0691251354905666e11,2.1568188222113486e7,0.0,0.0,4.852035314916606e11
Region24Guizhou,1.3007561185888477e11,6.987156042684831e10,2.0498480171155636e10,9.749880760753638e10,4.341124995628572e6,0.0,0.0,3.179488011894207e11
Region21Hainan,3.2280037535592625e10,7.404737389064675e9,1.6826750773879457e9,1.942285902214587e10,2.4467940038506605e7,0.0,0.0,6.081477696422962e10
Region3Hebei,5.349678663591847e11,8.449988134907335e10,8.753265494445526e9,2.5068868667694214e11,5.24074194607013e6,0.0,0.0,8.789149406215918e11
Region8Heilongjiang,1.2490304330804666e11,1.3883821867865349e10,6.302365054620421e8,2.306460734815698e10,5.685052898419125e6,0.0,0.0,1.6248739408242944e11
Region16Henan,2.1978578225507935e10,1.0261189090475412e10,2.3542462840103345e9,9.511156422526265e10,1.5960026889855376e7,0.0,0.0,1.297215378521462e11
Region17Hubei,2.3883764684991118e8,2.0695561943490345e10,2.0606355662271366e9,7.045640466281105e10,1.0879219305585263e7,0.0,0.0,9.346231903868404e10
Region18Hunan,1.6654010570870594e10,1.1496547804215092e10,2.17169725812857e9,6.126734540481689e10,8.879961749318318e6,0.0,0.0,9.159848099978046e10
Region5Innermongolia,3.648797160915288e11,8.441593022130074e10,3.972159406393033e10,1.696603876951737e11,6.39461840606739e6,0.0,0.0,6.586840226903397e11
Region10Jiangsu,9.60013737409426e10,4.860734764315962e10,1.067991973427132e10,2.183298512816845e11,3.4879928322872885e7,0.0,0.0,3.73653372328381e11
Region14Jiangxi,1.1866723998787741e11,1.9746704649055744e10,2.1004962757336836e9,6.1263648831821976e10,3.412665401432814e6,0.0,0.0,2.0178150240989026e11
Region7Jilin,6.923945287530986e10,1.78697059375578e10,8.58962276751203e8,2.9616220992733932e10,5.315156356678131e6,0.0,0.0,1.1758965723870947e11
Region6Liaoning,1.0894315364393747e11,1.7384069385439632e10,2.3198692930520854e9,4.468425959447284e10,4.972714033236921e6,0.0,0.0,1.7333632463093527e11
Region30Ningxia,4.1017670103861145e10,1.6318107628906889e10,5.746428481243821e9,4.332478970780136e10,7.988173580355413e6,0.0,0.0,1.0641498409539357e11
Region29Qinghai,1.0215275449692596e8,9.97937729863554e9,7.46917064325802e8,8.972510222748495e9,4.313187942267431e6,0.0,0.0,1.9805270528149033e10
Region27Shaanxi,3.520689364956806e11,3.963453419747796e10,6.125376129540791e9,7.170485469624858e10,4.497201689355807e6,0.0,0.0,4.6953819872063727e11
Region15Shandong,1.3112302664954065e11,4.3815876461231544e10,4.427128871561531e9,8.057540848602919e10,2.7093842397019994e7,0.0,0.0,2.5996853431075995e11
Region4Shanxi,1.3617904918958983e8,1.2119559779401418e11,5.287553551100499e10,2.081131291232099e11,1.0916686189024527e7,0.0,0.0,3.8233135816360767e11
Region23Sichuan,1.1318308238676129e11,4.190491492849742e10,3.809475034836119e9,8.448298067061069e10,8.660299366301781e7,0.0,0.0,2.4346705601436856e11
Region26Tibet,2.8795587147786007e9,3.012458134234877e9,2.1229569326837486e8,3.3025331347425885e9,4.7005933873521425e6,0.0,0.0,9.411546270411793e9
Region31Xinjiang,2.0993787904302255e11,6.1542572656330475e10,1.7929636899011265e10,8.679972398245157e10,1.9141372416024968e7,0.0,0.0,3.7622895395323193e11
Region25Yunnan,2.535819427206826e11,6.175156045071187e10,8.007818404846419e9,7.605870687594258e10,4.271891417819699e6,0.0,0.0,3.994043003436013e11
Region11Zhejiang,5.357173926013599e11,5.562316602616034e10,9.470693113678032e9,1.1748399871149368e11,2.4821941014875e7,0.0,0.0,7.183200723937068e11
aluminum_Region1Beijing_aluminum_Region2Tianjin,0.0,0.0,1841.8373419476095,0.0,0.0,0.0,0.0,1841.8373419476095
aluminum_Region1Beijing_aluminum_Region3Hebei,0.0,0.0,998.175292140566,0.0,0.0,0.0,0.0,998.175292140566
aluminum_Region1Beijing_aluminum_Region4Shanxi,0.0,0.0,990.6836428207827,0.0,0.0,0.0,0.0,990.6836428207827
aluminum_Region1Beijing_aluminum_Region5Innermongolia,0.0,0.0,1451.8501420381338,0.0,0.0,0.0,0.0,1451.8501420381338
aluminum_Region1Beijing_aluminum_Region6Liaoning,0.0,0.0,36211.51206471075,0.0,0.0,0.0,0.0,36211.51206471075
aluminum_Region1Beijing_aluminum_Region7Jilin,0.0,0.0,5361.722619331913,0.0,0.0,0.0,0.0,5361.722619331913
aluminum_Region1Beijing_aluminum_Region8Heilongjiang,0.0,0.0,7020.835163746987,0.0,0.0,0.0,0.0,7020.835163746987
aluminum_Region1Beijing_aluminum_Region9Shanghai,0.0,0.0,6612.95155900049,0.0,0.0,0.0,0.0,6612.95155900049
aluminum_Region1Beijing_aluminum_Region10Jiangsu,0.0,0.0,5959.286139973679,0.0,0.0,0.0,0.0,5959.286139973679
aluminum_Region1Beijing_aluminum_Region11Zhejiang,0.0,0.0,6708.428959380508,0.0,0.0,0.0,0.0,6708.428959380508
aluminum_Region1Beijing_aluminum_Region12Anhui,0.0,0.0,4470.543190034359,0.0,0.0,0.0,0.0,4470.543190034359
aluminum_Region1Beijing_aluminum_Region13Fujian,0.0,0.0,4978.966938292454,0.0,0.0,0.0,0.0,4978.966938292454
aluminum_Region1Beijing_aluminum_Region14Jiangxi,0.0,0.0,3869.6597316741227,0.0,0.0,0.0,0.0,3869.6597316741227
aluminum_Region1Beijing_aluminum_Region15Shandong,0.0,0.0,1613.5058135996887,0.0,0.0,0.0,0.0,1613.5058135996887
aluminum_Region1Beijing_aluminum_Region16Henan,0.0,0.0,2020.3290664244505,0.0,0.0,0.0,0.0,2020.3290664244505
aluminum_Region1Beijing_aluminum_Region17Hubei,0.0,0.0,3718.812367497783,0.0,0.0,0.0,0.0,3718.812367497783
aluminum_Region1Beijing_aluminum_Region18Hunan,0.0,0.0,2928.511484810203,0.0,0.0,0.0,0.0,2928.511484810203
aluminum_Region1Beijing_aluminum_Region19Guangdong,0.0,0.0,3214.373416193102,0.0,0.0,0.0,0.0,3214.373416193102
aluminum_Region1Beijing_aluminum_Region20Guangxi,0.0,0.0,2366.0974390234637,0.0,0.0,0.0,0.0,2366.0974390234637
aluminum_Region1Beijing_aluminum_Region21Hainan,0.0,0.0,2709.4516823317736,0.0,0.0,0.0,0.0,2709.4516823317736
aluminum_Region1Beijing_aluminum_Region22Chongqing,0.0,0.0,1988.3925853663422,0.0,0.0,0.0,0.0,1988.3925853663422
aluminum_Region1Beijing_aluminum_Region23Sichuan,0.0,0.0,2512.0914491596704,0.0,0.0,0.0,0.0,2512.0914491596704
aluminum_Region1Beijing_aluminum_Region24Guizhou,0.0,0.0,1949.1300120416086,0.0,0.0,0.0,0.0,1949.1300120416086
aluminum_Region1Beijing_aluminum_Region25Yunnan,0.0,0.0,2581.3986466250108,0.0,0.0,0.0,0.0,2581.3986466250108
aluminum_Region1Beijing_aluminum_Region27Shaanxi,0.0,0.0,2545.760046944807,0.0,0.0,0.0,0.0,2545.760046944807
aluminum_Region1Beijing_aluminum_Region28Gansu,0.0,0.0,3423.9730323880644,0.0,0.0,0.0,0.0,3423.9730323880644
aluminum_Region1Beijing_aluminum_Region29Qinghai,0.0,0.0,4082.047132931344,0.0,0.0,0.0,0.0,4082.047132931344
aluminum_Region1Beijing_aluminum_Region30Ningxia,0.0,0.0,2888.41671727395,0.0,0.0,0.0,0.0,2888.41671727395
aluminum_Region1Beijing_aluminum_Region31Xinjiang,0.0,0.0,8379.197502673884,0.0,0.0,0.0,0.0,8379.197502673884
aluminum_Region2Tianjin_aluminum_Region1Beijing,0.0,0.0,1519.6675227654596,0.0,0.0,0.0,0.0,1519.6675227654596
aluminum_Region2Tianjin_aluminum_Region3Hebei,0.0,0.0,1006.0132470547229,0.0,0.0,0.0,0.0,1006.0132470547229
aluminum_Region2Tianjin_aluminum_Region4Shanxi,0.0,0.0,998.3415811591199,0.0,0.0,0.0,0.0,998.3415811591199
aluminum_Region2Tianjin_aluminum_Region5Innermongolia,0.0,0.0,1557.8277815461363,0.0,0.0,0.0,0.0,1557.8277815461363
aluminum_Region2Tianjin_aluminum_Region6Liaoning,0.0,0.0,79901.4324427929,0.0,0.0,0.0,0.0,79901.4324427929
aluminum_Region2Tianjin_aluminum_Region7Jilin,0.0,0.0,5290.316097353306,0.0,0.0,0.0,0.0,5290.316097353306
aluminum_Region2Tianjin_aluminum_Region8Heilongjiang,0.0,0.0,6948.445817612532,0.0,0.0,0.0,0.0,6948.445817612532
aluminum_Region2Tianjin_aluminum_Region9Shanghai,0.0,0.0,8085.927920552978,0.0,0.0,0.0,0.0,8085.927920552978
aluminum_Region2Tianjin_aluminum_Region10Jiangsu,0.0,0.0,6980.727316800196,0.0,0.0,0.0,0.0,6980.727316800196
aluminum_Region2Tianjin_aluminum_Region11Zhejiang,0.0,0.0,8260.516125214215,0.0,0.0,0.0,0.0,8260.516125214215
aluminum_Region2Tianjin_aluminum_Region12Anhui,0.0,0.0,4704.888814926693,0.0,0.0,0.0,0.0,4704.888814926693
aluminum_Region2Tianjin_aluminum_Region13Fujian,0.0,0.0,5309.472933575558,0.0,0.0,0.0,0.0,5309.472933575558
aluminum_Region2Tianjin_aluminum_Region14Jiangxi,0.0,0.0,3932.441940397161,0.0,0.0,0.0,0.0,3932.441940397161
aluminum_Region2Tianjin_aluminum_Region15Shandong,0.0,0.0,1401.2537302340104,0.0,0.0,0.0,0.0,1401.2537302340104
aluminum_Region2Tianjin_aluminum_Region16Henan,0.0,0.0,1984.3190335441695,0.0,0.0,0.0,0.0,1984.3190335441695
aluminum_Region2Tianjin_aluminum_Region17Hubei,0.0,0.0,3699.7137707196944,0.0,0.0,0.0,0.0,3699.7137707196944
aluminum_Region2Tianjin_aluminum_Region18Hunan,0.0,0.0,2906.505469604861,0.0,0.0,0.0,0.0,2906.505469604861
aluminum_Region2Tianjin_aluminum_Region19Guangdong,0.0,0.0,3203.125570830878,0.0,0.0,0.0,0.0,3203.125570830878
aluminum_Region2Tianjin_aluminum_Region20Guangxi,0.0,0.0,2352.208193300091,0.0,0.0,0.0,0.0,2352.208193300091
aluminum_Region2Tianjin_aluminum_Region21Hainan,0.0,0.0,2698.434524324746,0.0,0.0,0.0,0.0,2698.434524324746
aluminum_Region2Tianjin_aluminum_Region22Chongqing,0.0,0.0,1987.3713200785633,0.0,0.0,0.0,0.0,1987.3713200785633
aluminum_Region2Tianjin_aluminum_Region23Sichuan,0.0,0.0,2498.5860943776893,0.0,0.0,0.0,0.0,2498.5860943776893
aluminum_Region2Tianjin_aluminum_Region24Guizhou,0.0,0.0,1933.2902540168575,0.0,0.0,0.0,0.0,1933.2902540168575
