type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,6.613306173497695e11,1.52653062823007e9,1.3299689580966115e11,0.0,0.0,0.0,0.0,7.958540437876608e11
AluminaPlant{NaturalGas},2.0310136127278598e11,2.1100522012483224e11,4.076802844138898e11,1.7472012189166727e11,0.0,0.0,0.0,9.965069877031753e11
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,1.4938316892525719e10,0.0,0.0,0.0,1.4938316892525719e10
AluminumRefining,1.5957520618548244e6,2288.3842812716125,34177.903247972696,87680.96950387054,0.0,0.0,0.0,1.7198993188879392e6
OneWayTransmissionLink{AluminumScrap},5.46194928855864e12,0.0,0.0,1.0140852930859583e11,0.0,0.0,0.0,5.563357817867235e12
AluminumSmelting,1.5668404713282214e11,3.645554865025246e10,1.0811278769125075e11,2.8783439769585094e10,4.0678012610536346e9,0.0,0.0,3.3410362450496405e11
ThermalAmmonia{Coal},2516.091346330704,1418.112853394022,711.9865350158537,0.0,0.0,0.0,0.0,4646.1907347405795
ThermalAmmoniaCCS{Coal},4150.296878352976,4464.935391013911,1338.877017332085,0.0,0.0,0.0,0.0,9954.109286698971
ThermalAmmonia{CokingOvenGas},25220.46025410561,0.0,219.28861608856863,0.0,0.0,0.0,0.0,25439.748870194177
ThermalAmmonia{NaturalGas},4153.254219508694,1012.0536602041502,488.22581758523427,0.0,0.0,0.0,0.0,5653.533697298079
ThermalAmmoniaCCS{NaturalGas},6504.331987701709,1950.495100339862,766.7937580088895,0.0,0.0,0.0,0.0,9221.62084605046
SyntheticAmmonia,0.0,1.344527019208161e8,7.010558062938452e9,0.0,0.0,0.0,0.0,7.145010764859268e9
OneWayTransmissionLink{Cement},0.0,0.0,0.0,4.0280463388773406e8,0.0,0.0,0.0,4.0280463388773406e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,5.62213684138238e10,0.0,0.0,0.0,5.62213684138238e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,1.0064009160091017e11,0.0,0.0,0.0,1.0064009160091017e11
DRIMaking,129.6084155438705,182.1695800261471,55.503404862149246,0.0,0.0,0.0,0.0,367.28140043216683
ThermalMethanol{Coal},8.61435450432154e10,1.3130469707523692e9,1.4364249960831188e10,0.0,0.0,0.0,0.0,1.0182084197479895e11
ThermalMethanolCCS{Coal},8.187820854511194e9,8.1437905945971e8,4.033052309891248e9,0.0,0.0,0.0,0.0,1.3035252223862152e10
ThermalMethanol{CokingOvenGas},1.8276908680828993e9,0.0,1.3113698953885815e9,0.0,0.0,0.0,0.0,3.139060763471481e9
ThermalMethanol{NaturalGas},7.424460363636904e9,0.0,1.2752738555746722e9,0.0,0.0,0.0,0.0,8.699734219211576e9
ThermalMethanolCCS{NaturalGas},9.933392872000305e9,1.3020738474483984e9,3.377731120113194e9,0.0,0.0,0.0,0.0,1.4613197839561897e10
SyntheticMethanol,0.0,7.807931550001583e8,2.414740062743262e9,0.0,0.0,0.0,0.0,3.19553321774342e9
OneWayTransmissionLink{SteelScrap},7.692023613557626e11,0.0,0.0,1.012341084100773e11,0.0,0.0,0.0,8.704364697658398e11
CementPlant{Coal},2.0942837276667328e11,1.1661413560371084e7,7.079577221715067e7,1.0472543993620946e11,0.0,0.0,0.0,3.142362698886603e11
ThermalPower{Coal},2.794771126178528e11,4.514419317292106e7,6.978193971466653e10,5.022848704469439e10,6.277977174906576e9,0.0,0.0,4.058106607452932e11
ThermalPower{NaturalGas},2.8789298934586365e11,1.5661067862838913e10,1.9745333078459724e10,2.20405221056497e10,6.643772876995342e9,0.0,0.0,3.519836852698074e11
ThermalPowerCCS{Coal},4.183828162504976e10,1.8892346288798065e10,6.626169026687845e9,1.0159690764171677e10,4.469431882343675e9,0.0,0.0,8.198591958705101e10
ThermalPowerCCS{NaturalGas},2.5304874012870472e10,6.554598778570857e9,3.972773968852146e9,3.0971628576315737e9,2.5354955341463323e9,0.0,0.0,4.146490515207138e10
ThermalPower{Uranium},2.888871333759911e10,0.0,1.793989194824636e10,7.227539973007746e9,0.0,0.0,0.0,5.405614525885322e10
