zone,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,UnmetPolicyPenalty,Total
aluminum_Region2Tianjin_aluminum_Region23Sichuan,0.0,0.0,2929.9411635401243,0.0,0.0,0.0,0.0,2929.9411635401243
aluminum_Region2Tianjin_aluminum_Region24Guizhou,0.0,0.0,2473.7142987669076,0.0,0.0,0.0,0.0,2473.7142987669076
aluminum_Region2Tianjin_aluminum_Region25Yunnan,0.0,0.0,3157.1301371467,0.0,0.0,0.0,0.0,3157.1301371467
aluminum_Region2Tianjin_aluminum_Region27Shaanxi,0.0,0.0,1784.5100296466148,0.0,0.0,0.0,0.0,1784.5100296466148
aluminum_Region2Tianjin_aluminum_Region28Gansu,0.0,0.0,2537.5242962580437,0.0,0.0,0.0,0.0,2537.5242962580437
aluminum_Region2Tianjin_aluminum_Region29Qinghai,0.0,0.0,2957.119564212722,0.0,0.0,0.0,0.0,2957.119564212722
aluminum_Region2Tianjin_aluminum_Region30Ningxia,0.0,0.0,1973.261585964669,0.0,0.0,0.0,0.0,1973.261585964669
aluminum_Region2Tianjin_aluminum_Region31Xinjiang,0.0,0.0,5941.793917929257,0.0,0.0,0.0,0.0,5941.793917929257
aluminum_Region3Hebei_aluminum_Region1Beijing,0.0,0.0,15282.622394026053,0.0,0.0,0.0,0.0,15282.622394026053
aluminum_Region3Hebei_aluminum_Region2Tianjin,0.0,0.0,16435.813479012326,0.0,0.0,0.0,0.0,16435.813479012326
aluminum_Region3Hebei_aluminum_Region4Shanxi,0.0,0.0,602.1922570146396,0.0,0.0,0.0,0.0,602.1922570146396
aluminum_Region3Hebei_aluminum_Region5Innermongolia,0.0,0.0,1727.9263065073437,0.0,0.0,0.0,0.0,1727.9263065073437
aluminum_Region3Hebei_aluminum_Region6Liaoning,0.0,0.0,69562.80341554836,0.0,0.0,0.0,0.0,69562.80341554836
aluminum_Region3Hebei_aluminum_Region7Jilin,0.0,0.0,65499.88820790101,0.0,0.0,0.0,0.0,65499.88820790101
aluminum_Region3Hebei_aluminum_Region8Heilongjiang,0.0,0.0,74227.83730097355,0.0,0.0,0.0,0.0,74227.83730097355
aluminum_Region3Hebei_aluminum_Region9Shanghai,0.0,0.0,9595.773774498848,0.0,0.0,0.0,0.0,9595.773774498848
aluminum_Region3Hebei_aluminum_Region10Jiangsu,0.0,0.0,9342.627367903615,0.0,0.0,0.0,0.0,9342.627367903615
aluminum_Region3Hebei_aluminum_Region11Zhejiang,0.0,0.0,9945.607390687404,0.0,0.0,0.0,0.0,9945.607390687404
aluminum_Region3Hebei_aluminum_Region12Anhui,0.0,0.0,12464.27373942749,0.0,0.0,0.0,0.0,12464.27373942749
aluminum_Region3Hebei_aluminum_Region13Fujian,0.0,0.0,25836.68216603924,0.0,0.0,0.0,0.0,25836.68216603924
aluminum_Region3Hebei_aluminum_Region14Jiangxi,0.0,0.0,14892.099743152634,0.0,0.0,0.0,0.0,14892.099743152634
aluminum_Region3Hebei_aluminum_Region15Shandong,0.0,0.0,1684.0674925262947,0.0,0.0,0.0,0.0,1684.0674925262947
aluminum_Region3Hebei_aluminum_Region16Henan,0.0,0.0,2528.9024791027346,0.0,0.0,0.0,0.0,2528.9024791027346
aluminum_Region3Hebei_aluminum_Region17Hubei,0.0,0.0,7483.332600297509,0.0,0.0,0.0,0.0,7483.332600297509
aluminum_Region3Hebei_aluminum_Region18Hunan,0.0,0.0,9436.56021174569,0.0,0.0,0.0,0.0,9436.56021174569
aluminum_Region3Hebei_aluminum_Region19Guangdong,0.0,0.0,4581.01606515164,0.0,0.0,0.0,0.0,4581.01606515164
aluminum_Region3Hebei_aluminum_Region20Guangxi,0.0,0.0,2415.331141972005,0.0,0.0,0.0,0.0,2415.331141972005
aluminum_Region3Hebei_aluminum_Region21Hainan,0.0,0.0,3300.5090285177334,0.0,0.0,0.0,0.0,3300.5090285177334
aluminum_Region3Hebei_aluminum_Region22Chongqing,0.0,0.0,2975.1567264385626,0.0,0.0,0.0,0.0,2975.1567264385626
aluminum_Region3Hebei_aluminum_Region23Sichuan,0.0,0.0,5665.1801686382905,0.0,0.0,0.0,0.0,5665.1801686382905
aluminum_Region3Hebei_aluminum_Region24Guizhou,0.0,0.0,3477.3246197687463,0.0,0.0,0.0,0.0,3477.3246197687463
aluminum_Region3Hebei_aluminum_Region25Yunnan,0.0,0.0,4753.671555974716,0.0,0.0,0.0,0.0,4753.671555974716
aluminum_Region3Hebei_aluminum_Region27Shaanxi,0.0,0.0,2972.6627756299868,0.0,0.0,0.0,0.0,2972.6627756299868
aluminum_Region3Hebei_aluminum_Region28Gansu,0.0,0.0,4723.826081950467,0.0,0.0,0.0,0.0,4723.826081950467
aluminum_Region3Hebei_aluminum_Region29Qinghai,0.0,0.0,5725.1191309116675,0.0,0.0,0.0,0.0,5725.1191309116675
aluminum_Region3Hebei_aluminum_Region30Ningxia,0.0,0.0,3353.5015454991385,0.0,0.0,0.0,0.0,3353.5015454991385
aluminum_Region3Hebei_aluminum_Region31Xinjiang,0.0,0.0,10397.542196473041,0.0,0.0,0.0,0.0,10397.542196473041
aluminum_Region4Shanxi_aluminum_Region1Beijing,0.0,0.0,3.0256510685677035e6,0.0,0.0,0.0,0.0,3.0256510685677035e6
aluminum_Region4Shanxi_aluminum_Region2Tianjin,0.0,0.0,5.875755698526575e6,0.0,0.0,0.0,0.0,5.875755698526575e6
aluminum_Region4Shanxi_aluminum_Region3Hebei,0.0,0.0,5.7012611122459814e7,0.0,0.0,0.0,0.0,5.7012611122459814e7
aluminum_Region4Shanxi_aluminum_Region5Innermongolia,0.0,0.0,4863.970188933109,0.0,0.0,0.0,0.0,4863.970188933109
aluminum_Region4Shanxi_aluminum_Region6Liaoning,0.0,0.0,2.6258810143538743e8,0.0,0.0,0.0,0.0,2.6258810143538743e8
aluminum_Region4Shanxi_aluminum_Region7Jilin,0.0,0.0,287851.1748334863,0.0,0.0,0.0,0.0,287851.1748334863
aluminum_Region4Shanxi_aluminum_Region8Heilongjiang,0.0,0.0,310514.9753890119,0.0,0.0,0.0,0.0,310514.9753890119
aluminum_Region4Shanxi_aluminum_Region9Shanghai,0.0,0.0,12761.056768127646,0.0,0.0,0.0,0.0,12761.056768127646
aluminum_Region4Shanxi_aluminum_Region10Jiangsu,0.0,0.0,13377.901996344295,0.0,0.0,0.0,0.0,13377.901996344295
aluminum_Region4Shanxi_aluminum_Region11Zhejiang,0.0,0.0,13150.909316755373,0.0,0.0,0.0,0.0,13150.909316755373
aluminum_Region4Shanxi_aluminum_Region12Anhui,0.0,0.0,7.217749184985152e6,0.0,0.0,0.0,0.0,7.217749184985152e6
aluminum_Region4Shanxi_aluminum_Region13Fujian,0.0,0.0,2.9129422297582608e7,0.0,0.0,0.0,0.0,2.9129422297582608e7
aluminum_Region4Shanxi_aluminum_Region14Jiangxi,0.0,0.0,2.2336715159194344e8,0.0,0.0,0.0,0.0,2.2336715159194344e8
aluminum_Region4Shanxi_aluminum_Region15Shandong,0.0,0.0,3535.5489318804157,0.0,0.0,0.0,0.0,3535.5489318804157
aluminum_Region4Shanxi_aluminum_Region16Henan,0.0,0.0,232536.20811126663,0.0,0.0,0.0,0.0,232536.20811126663
aluminum_Region4Shanxi_aluminum_Region17Hubei,0.0,0.0,1.7242014752038926e8,0.0,0.0,0.0,0.0,1.7242014752038926e8
aluminum_Region4Shanxi_aluminum_Region18Hunan,0.0,0.0,2.6806530502051625e8,0.0,0.0,0.0,0.0,2.6806530502051625e8
aluminum_Region4Shanxi_aluminum_Region19Guangdong,0.0,0.0,6734.498264867152,0.0,0.0,0.0,0.0,6734.498264867152
aluminum_Region4Shanxi_aluminum_Region20Guangxi,0.0,0.0,2874.3882257377263,0.0,0.0,0.0,0.0,2874.3882257377263
aluminum_Region4Shanxi_aluminum_Region21Hainan,0.0,0.0,4092.7616543115237,0.0,0.0,0.0,0.0,4092.7616543115237
aluminum_Region4Shanxi_aluminum_Region22Chongqing,0.0,0.0,5464.435613360532,0.0,0.0,0.0,0.0,5464.435613360532
aluminum_Region4Shanxi_aluminum_Region23Sichuan,0.0,0.0,1.169348361869956e6,0.0,0.0,0.0,0.0,1.169348361869956e6
aluminum_Region4Shanxi_aluminum_Region24Guizhou,0.0,0.0,5588.932448727724,0.0,0.0,0.0,0.0,5588.932448727724
aluminum_Region4Shanxi_aluminum_Region25Yunnan,0.0,0.0,8867.469999302357,0.0,0.0,0.0,0.0,8867.469999302357
aluminum_Region4Shanxi_aluminum_Region27Shaanxi,0.0,0.0,1.9851880863023192e8,0.0,0.0,0.0,0.0,1.9851880863023192e8
aluminum_Region4Shanxi_aluminum_Region28Gansu,0.0,0.0,1.1239053269817579e8,0.0,0.0,0.0,0.0,1.1239053269817579e8
aluminum_Region4Shanxi_aluminum_Region29Qinghai,0.0,0.0,3.546857937384654e7,0.0,0.0,0.0,0.0,3.546857937384654e7
aluminum_Region4Shanxi_aluminum_Region30Ningxia,0.0,0.0,4.098875701467677e7,0.0,0.0,0.0,0.0,4.098875701467677e7
aluminum_Region4Shanxi_aluminum_Region31Xinjiang,0.0,0.0,1.5565324587332967e8,0.0,0.0,0.0,0.0,1.5565324587332967e8
aluminum_Region5Innermongolia_aluminum_Region1Beijing,0.0,0.0,2185.102724847071,0.0,0.0,0.0,0.0,2185.102724847071
aluminum_Region5Innermongolia_aluminum_Region2Tianjin,0.0,0.0,1900.1616741891921,0.0,0.0,0.0,0.0,1900.1616741891921
aluminum_Region5Innermongolia_aluminum_Region3Hebei,0.0,0.0,1152.3737179014167,0.0,0.0,0.0,0.0,1152.3737179014167
aluminum_Region5Innermongolia_aluminum_Region4Shanxi,0.0,0.0,810.4509244114274,0.0,0.0,0.0,0.0,810.4509244114274
aluminum_Region5Innermongolia_aluminum_Region6Liaoning,0.0,0.0,5401.454519997606,0.0,0.0,0.0,0.0,5401.454519997606
aluminum_Region5Innermongolia_aluminum_Region7Jilin,0.0,0.0,12626.747808503704,0.0,0.0,0.0,0.0,12626.747808503704
aluminum_Region5Innermongolia_aluminum_Region8Heilongjiang,0.0,0.0,18812.986531312505,0.0,0.0,0.0,0.0,18812.986531312505
aluminum_Region5Innermongolia_aluminum_Region9Shanghai,0.0,0.0,3257.974779720999,0.0,0.0,0.0,0.0,3257.974779720999
aluminum_Region5Innermongolia_aluminum_Region10Jiangsu,0.0,0.0,2879.5214822419357,0.0,0.0,0.0,0.0,2879.5214822419357
aluminum_Region5Innermongolia_aluminum_Region11Zhejiang,0.0,0.0,3334.314984952942,0.0,0.0,0.0,0.0,3334.314984952942
aluminum_Region5Innermongolia_aluminum_Region12Anhui,0.0,0.0,2963.7162403346256,0.0,0.0,0.0,0.0,2963.7162403346256
aluminum_Region5Innermongolia_aluminum_Region13Fujian,0.0,0.0,4835.313112025802,0.0,0.0,0.0,0.0,4835.313112025802
aluminum_Region5Innermongolia_aluminum_Region14Jiangxi,0.0,0.0,3690.6871832528195,0.0,0.0,0.0,0.0,3690.6871832528195
aluminum_Region5Innermongolia_aluminum_Region15Shandong,0.0,0.0,1280.5616726588,0.0,0.0,0.0,0.0,1280.5616726588
aluminum_Region5Innermongolia_aluminum_Region16Henan,0.0,0.0,1602.6267874516475,0.0,0.0,0.0,0.0,1602.6267874516475
aluminum_Region5Innermongolia_aluminum_Region17Hubei,0.0,0.0,2868.3824023239094,0.0,0.0,0.0,0.0,2868.3824023239094
aluminum_Region5Innermongolia_aluminum_Region18Hunan,0.0,0.0,3525.9242779406327,0.0,0.0,0.0,0.0,3525.9242779406327
aluminum_Region5Innermongolia_aluminum_Region19Guangdong,0.0,0.0,3146.465271458464,0.0,0.0,0.0,0.0,3146.465271458464
aluminum_Region5Innermongolia_aluminum_Region20Guangxi,0.0,0.0,2164.9734563546913,0.0,0.0,0.0,0.0,2164.9734563546913
aluminum_Region5Innermongolia_aluminum_Region21Hainan,0.0,0.0,2754.9699833669233,0.0,0.0,0.0,0.0,2754.9699833669233
aluminum_Region5Innermongolia_aluminum_Region22Chongqing,0.0,0.0,2458.3062331376673,0.0,0.0,0.0,0.0,2458.3062331376673
aluminum_Region5Innermongolia_aluminum_Region23Sichuan,0.0,0.0,3851.4187311430906,0.0,0.0,0.0,0.0,3851.4187311430906
aluminum_Region5Innermongolia_aluminum_Region24Guizhou,0.0,0.0,2866.36393702323,0.0,0.0,0.0,0.0,2866.36393702323
aluminum_Region5Innermongolia_aluminum_Region25Yunnan,0.0,0.0,3829.660004405319,0.0,0.0,0.0,0.0,3829.660004405319
aluminum_Region5Innermongolia_aluminum_Region27Shaanxi,0.0,0.0,2213.8832902777895,0.0,0.0,0.0,0.0,2213.8832902777895
aluminum_Region5Innermongolia_aluminum_Region28Gansu,0.0,0.0,4353.69027265696,0.0,0.0,0.0,0.0,4353.69027265696
aluminum_Region5Innermongolia_aluminum_Region29Qinghai,0.0,0.0,5401.911250527164,0.0,0.0,0.0,0.0,5401.911250527164
aluminum_Region5Innermongolia_aluminum_Region30Ningxia,0.0,0.0,4046.9233147538635,0.0,0.0,0.0,0.0,4046.9233147538635
aluminum_Region5Innermongolia_aluminum_Region31Xinjiang,0.0,0.0,3.1937673647874996e7,0.0,0.0,0.0,0.0,3.1937673647874996e7
aluminum_Region6Liaoning_aluminum_Region1Beijing,0.0,0.0,699.737068045983,0.0,0.0,0.0,0.0,699.737068045983
aluminum_Region6Liaoning_aluminum_Region2Tianjin,0.0,0.0,683.6232992842106,0.0,0.0,0.0,0.0,683.6232992842106
aluminum_Region6Liaoning_aluminum_Region3Hebei,0.0,0.0,725.3430985722657,0.0,0.0,0.0,0.0,725.3430985722657
aluminum_Region6Liaoning_aluminum_Region4Shanxi,0.0,0.0,742.4852762535807,0.0,0.0,0.0,0.0,742.4852762535807
aluminum_Region6Liaoning_aluminum_Region5Innermongolia,0.0,0.0,896.0681618353375,0.0,0.0,0.0,0.0,896.0681618353375
aluminum_Region6Liaoning_aluminum_Region7Jilin,0.0,0.0,7.481167651906956e6,0.0,0.0,0.0,0.0,7.481167651906956e6
aluminum_Region6Liaoning_aluminum_Region8Heilongjiang,0.0,0.0,2.5129937015707143e7,0.0,0.0,0.0,0.0,2.5129937015707143e7
aluminum_Region6Liaoning_aluminum_Region9Shanghai,0.0,0.0,1609.9147134660116,0.0,0.0,0.0,0.0,1609.9147134660116
aluminum_Region6Liaoning_aluminum_Region10Jiangsu,0.0,0.0,1396.4566673075396,0.0,0.0,0.0,0.0,1396.4566673075396
aluminum_Region6Liaoning_aluminum_Region11Zhejiang,0.0,0.0,1641.7736518738493,0.0,0.0,0.0,0.0,1641.7736518738493
aluminum_Region6Liaoning_aluminum_Region12Anhui,0.0,0.0,1411.5159026919337,0.0,0.0,0.0,0.0,1411.5159026919337
aluminum_Region6Liaoning_aluminum_Region13Fujian,0.0,0.0,2231.111902922608,0.0,0.0,0.0,0.0,2231.111902922608
aluminum_Region6Liaoning_aluminum_Region14Jiangxi,0.0,0.0,1735.7828244344705,0.0,0.0,0.0,0.0,1735.7828244344705
aluminum_Region6Liaoning_aluminum_Region15Shandong,0.0,0.0,702.2287980817742,0.0,0.0,0.0,0.0,702.2287980817742
aluminum_Region6Liaoning_aluminum_Region16Henan,0.0,0.0,971.5007706476117,0.0,0.0,0.0,0.0,971.5007706476117
aluminum_Region6Liaoning_aluminum_Region17Hubei,0.0,0.0,1428.3466412623932,0.0,0.0,0.0,0.0,1428.3466412623932
aluminum_Region6Liaoning_aluminum_Region18Hunan,0.0,0.0,1687.1388262234077,0.0,0.0,0.0,0.0,1687.1388262234077
aluminum_Region6Liaoning_aluminum_Region19Guangdong,0.0,0.0,1828.8907789316368,0.0,0.0,0.0,0.0,1828.8907789316368
aluminum_Region6Liaoning_aluminum_Region20Guangxi,0.0,0.0,1555.553901079312,0.0,0.0,0.0,0.0,1555.553901079312
aluminum_Region6Liaoning_aluminum_Region21Hainan,0.0,0.0,1835.1925751938882,0.0,0.0,0.0,0.0,1835.1925751938882
