zone,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Region1Beijing,1.908324529898889e9,5.240220167532568e9,2.3076232542721242e8,2.4769456311605976e10,2.8145957358967094e6,0.0,0.0,3.2151577930200542e10
Region2Tianjin,5.325848229309405e7,2.2301301003596797e9,1.0185498512991247e9,1.5399388437892231e10,2.933349011736758e6,0.0,0.0,1.870426022085587e10
Region12Anhui,2.0157621461309715e10,6.297850431881498e9,9.468166890308735e8,3.2150957693202126e10,2.8879916785483635e6,0.0,0.0,5.955613426710276e10
Region9Shanghai,1.2753110798383062e10,4.265929064215302e9,2.62875352139828e9,2.9648456362456917e10,2.896314810317183e6,0.0,0.0,4.929914606126388e10
Region22Chongqing,2.7233849007045054e9,1.4767025901762033e10,5.182761192360688e9,1.8524505831108288e10,3.146298377892676e6,0.0,0.0,4.120082412431341e10
Region13Fujian,4.225640904716278e7,8.040018607392808e9,4.443813864070622e9,5.313644787124189e10,3.0938930272049895e6,0.0,0.0,6.566563064477969e10
Region28Gansu,4.6294002861630615e10,5.738627315526034e9,5.844170043990465e8,9.52787433359108e9,2.8593013280228856e6,0.0,0.0,6.21477808164748e10
Region19Guangdong,1.1420098889767122e11,1.8426108115020298e10,7.327820961639037e9,9.310474347770856e10,7.079993979591756e6,0.0,0.0,2.3306674144601868e11
Region20Guangxi,4.905856055693578e7,2.306165505086617e10,7.064790353396852e9,4.895584467284437e10,3.603717984887204e6,0.0,0.0,7.913495235564922e10
Region24Guizhou,1.595195088680125e11,2.8702498105706562e10,1.045309443149999e10,5.381421065823141e10,2.455890273716691e6,0.0,0.0,2.524917679537242e11
Region21Hainan,2.9054196639079975e10,2.5730591164651175e9,9.772887339909831e8,9.523775563331314e9,1.4454062783362597e7,0.0,0.0,4.214277411565075e10
Region3Hebei,1.2936551140762243e8,2.4285068216761898e10,7.745277358918428e9,1.3179614007768552e11,2.939880971498341e6,0.0,0.0,1.6395879104574496e11
Region8Heilongjiang,2.3524574855203255e10,3.9154963538674655e9,9.003647798909922e8,1.4594318314437723e10,2.5399773464147365e6,0.0,0.0,4.293729428074585e10
Region16Henan,6.789029192887576e8,2.091910374281065e10,6.947783007155678e9,4.289797149662565e10,5.168833349320834e6,0.0,0.0,7.144892999923006e10
Region17Hubei,1.6504004597765124e8,9.276465178978302e9,6.529892987637057e8,2.5835351406615532e10,2.8015713192652552e6,0.0,0.0,3.593264750165446e10
Region18Hunan,3.981347879781477e8,4.684665135725884e9,6.481670613320706e8,2.1512095498102818e10,2.6830428852324327e6,0.0,0.0,2.724574552602415e10
Region5Innermongolia,3.262281474969176e11,3.1250429694113495e10,2.5847941985510754e10,1.0642270456889682e11,3.069359570697531e6,0.0,0.0,4.897522931050094e11
Region10Jiangsu,3.682566485775078e10,1.9506781043648445e10,7.663503544677865e9,1.1973269647068407e11,3.086309424462945e6,0.0,0.0,1.8373173222618564e11
Region14Jiangxi,6.570129344663188e10,6.300216462335861e9,6.538673628736001e8,2.227221967810806e10,1.9946898388089128e6,0.0,0.0,9.492959163978821e10
Region7Jilin,7.701446501659421e10,6.908072539759168e9,2.805086957701617e8,1.07924784775289e10,2.6693259839569353e6,0.0,0.0,9.49981940556364e10
Region6Liaoning,4.4331589049235485e7,9.365054773725304e9,1.6300066474951553e9,4.19329296581373e10,2.951397442781804e6,0.0,0.0,5.297527406584978e10
Region30Ningxia,7.199642860191476e10,6.91115631240554e9,4.826641828780911e9,3.108824159628709e10,2.747302577289896e6,0.0,0.0,1.148252156419656e11
Region29Qinghai,2.0649020422812286e10,4.607471600857354e9,5.723022368846805e8,5.011956796731775e9,2.6067435396227497e6,0.0,0.0,3.0843357800825718e10
Region27Shaanxi,8.152909306221974e10,9.35548123217759e9,6.259024835547964e9,4.8210937224588425e10,2.700283260941825e6,0.0,0.0,1.4535723663779468e11
Region15Shandong,2.7610975619572217e11,5.838052226327059e10,1.5831749319424103e10,8.024174947058693e10,3.0344578703672253e6,0.0,0.0,4.3056681170687415e11
Region4Shanxi,1.0813656888474646e10,6.3189760220158394e10,3.2762450913931004e10,1.3253272369086845e11,2.6386069456976596e6,0.0,0.0,2.393012303203782e11
Region23Sichuan,2.8758765300375307e8,1.5477222951801785e10,7.470912057422365e8,2.313219853059709e10,2.649264162097709e6,0.0,0.0,3.964674960530696e10
Region26Tibet,3.720223460005266e10,1.4394405190258927e9,9.247427873590532e7,1.4427059255375586e9,2.6262958944943403e6,0.0,0.0,4.017948161924651e10
Region31Xinjiang,3.2940168103695776e11,2.5175229236861916e10,1.1092704511385237e10,4.694223087395253e10,3.8169801794753615e6,0.0,0.0,4.12615662639337e11
Region25Yunnan,3.932712545976081e10,2.096617845991761e10,3.601803482476252e9,2.5265579274656227e10,2.7520299599746326e6,0.0,0.0,8.916343870677087e10
Region11Zhejiang,4.17654216130069e7,9.698722905737167e9,8.56224853161108e9,8.32530934046248e10,3.2150533614476933e6,0.0,0.0,1.0155904531694751e11
aluminum_Region1Beijing_aluminum_Region2Tianjin,0.0,0.0,1060.526028236934,0.0,0.0,0.0,0.0,1060.526028236934
aluminum_Region1Beijing_aluminum_Region3Hebei,0.0,0.0,581.919162017512,0.0,0.0,0.0,0.0,581.919162017512
aluminum_Region1Beijing_aluminum_Region4Shanxi,0.0,0.0,590.1161070410069,0.0,0.0,0.0,0.0,590.1161070410069
aluminum_Region1Beijing_aluminum_Region5Innermongolia,0.0,0.0,933.3150160479768,0.0,0.0,0.0,0.0,933.3150160479768
aluminum_Region1Beijing_aluminum_Region6Liaoning,0.0,0.0,37791.733813398205,0.0,0.0,0.0,0.0,37791.733813398205
aluminum_Region1Beijing_aluminum_Region7Jilin,0.0,0.0,73582.22731523204,0.0,0.0,0.0,0.0,73582.22731523204
aluminum_Region1Beijing_aluminum_Region8Heilongjiang,0.0,0.0,85060.90644673568,0.0,0.0,0.0,0.0,85060.90644673568
aluminum_Region1Beijing_aluminum_Region9Shanghai,0.0,0.0,3028.8647468996382,0.0,0.0,0.0,0.0,3028.8647468996382
aluminum_Region1Beijing_aluminum_Region10Jiangsu,0.0,0.0,2565.4769152491594,0.0,0.0,0.0,0.0,2565.4769152491594
aluminum_Region1Beijing_aluminum_Region11Zhejiang,0.0,0.0,3141.5190927075287,0.0,0.0,0.0,0.0,3141.5190927075287
aluminum_Region1Beijing_aluminum_Region12Anhui,0.0,0.0,2582.7007338043463,0.0,0.0,0.0,0.0,2582.7007338043463
aluminum_Region1Beijing_aluminum_Region13Fujian,0.0,0.0,4566.445426740455,0.0,0.0,0.0,0.0,4566.445426740455
aluminum_Region1Beijing_aluminum_Region14Jiangxi,0.0,0.0,3101.258142221375,0.0,0.0,0.0,0.0,3101.258142221375
aluminum_Region1Beijing_aluminum_Region15Shandong,0.0,0.0,684.9851766797831,0.0,0.0,0.0,0.0,684.9851766797831
aluminum_Region1Beijing_aluminum_Region16Henan,0.0,0.0,1114.3196421971613,0.0,0.0,0.0,0.0,1114.3196421971613
aluminum_Region1Beijing_aluminum_Region17Hubei,0.0,0.0,2225.68509463572,0.0,0.0,0.0,0.0,2225.68509463572
aluminum_Region1Beijing_aluminum_Region18Hunan,0.0,0.0,2745.6465318188043,0.0,0.0,0.0,0.0,2745.6465318188043
aluminum_Region1Beijing_aluminum_Region19Guangdong,0.0,0.0,2503.462139660176,0.0,0.0,0.0,0.0,2503.462139660176
aluminum_Region1Beijing_aluminum_Region20Guangxi,0.0,0.0,1741.2652365259,0.0,0.0,0.0,0.0,1741.2652365259
aluminum_Region1Beijing_aluminum_Region21Hainan,0.0,0.0,2223.51146404776,0.0,0.0,0.0,0.0,2223.51146404776
aluminum_Region1Beijing_aluminum_Region22Chongqing,0.0,0.0,1845.9661008003318,0.0,0.0,0.0,0.0,1845.9661008003318
aluminum_Region1Beijing_aluminum_Region23Sichuan,0.0,0.0,2604.2707024266065,0.0,0.0,0.0,0.0,2604.2707024266065
aluminum_Region1Beijing_aluminum_Region24Guizhou,0.0,0.0,2171.5079878057695,0.0,0.0,0.0,0.0,2171.5079878057695
aluminum_Region1Beijing_aluminum_Region25Yunnan,0.0,0.0,2793.3991976983357,0.0,0.0,0.0,0.0,2793.3991976983357
aluminum_Region1Beijing_aluminum_Region27Shaanxi,0.0,0.0,1577.177371854858,0.0,0.0,0.0,0.0,1577.177371854858
aluminum_Region1Beijing_aluminum_Region28Gansu,0.0,0.0,2273.981682985541,0.0,0.0,0.0,0.0,2273.981682985541
aluminum_Region1Beijing_aluminum_Region29Qinghai,0.0,0.0,2661.7394702799684,0.0,0.0,0.0,0.0,2661.7394702799684
aluminum_Region1Beijing_aluminum_Region30Ningxia,0.0,0.0,1754.6888694546828,0.0,0.0,0.0,0.0,1754.6888694546828
aluminum_Region1Beijing_aluminum_Region31Xinjiang,0.0,0.0,5854.267796702642,0.0,0.0,0.0,0.0,5854.267796702642
aluminum_Region2Tianjin_aluminum_Region1Beijing,0.0,0.0,935.6814539161132,0.0,0.0,0.0,0.0,935.6814539161132
aluminum_Region2Tianjin_aluminum_Region3Hebei,0.0,0.0,594.8300163121298,0.0,0.0,0.0,0.0,594.8300163121298
aluminum_Region2Tianjin_aluminum_Region4Shanxi,0.0,0.0,598.256289188555,0.0,0.0,0.0,0.0,598.256289188555
aluminum_Region2Tianjin_aluminum_Region5Innermongolia,0.0,0.0,994.3726331926498,0.0,0.0,0.0,0.0,994.3726331926498
aluminum_Region2Tianjin_aluminum_Region6Liaoning,0.0,0.0,94259.67029554304,0.0,0.0,0.0,0.0,94259.67029554304
aluminum_Region2Tianjin_aluminum_Region7Jilin,0.0,0.0,69796.79377501305,0.0,0.0,0.0,0.0,69796.79377501305
aluminum_Region2Tianjin_aluminum_Region8Heilongjiang,0.0,0.0,81981.70348679829,0.0,0.0,0.0,0.0,81981.70348679829
aluminum_Region2Tianjin_aluminum_Region9Shanghai,0.0,0.0,3400.1596072594616,0.0,0.0,0.0,0.0,3400.1596072594616
aluminum_Region2Tianjin_aluminum_Region10Jiangsu,0.0,0.0,2793.5217123644306,0.0,0.0,0.0,0.0,2793.5217123644306
aluminum_Region2Tianjin_aluminum_Region11Zhejiang,0.0,0.0,3547.1156735108057,0.0,0.0,0.0,0.0,3547.1156735108057
aluminum_Region2Tianjin_aluminum_Region12Anhui,0.0,0.0,2728.581633186118,0.0,0.0,0.0,0.0,2728.581633186118
aluminum_Region2Tianjin_aluminum_Region13Fujian,0.0,0.0,5327.849556808297,0.0,0.0,0.0,0.0,5327.849556808297
aluminum_Region2Tianjin_aluminum_Region14Jiangxi,0.0,0.0,3247.8885205997244,0.0,0.0,0.0,0.0,3247.8885205997244
aluminum_Region2Tianjin_aluminum_Region15Shandong,0.0,0.0,579.9984854516808,0.0,0.0,0.0,0.0,579.9984854516808
aluminum_Region2Tianjin_aluminum_Region16Henan,0.0,0.0,1100.324094442528,0.0,0.0,0.0,0.0,1100.324094442528
aluminum_Region2Tianjin_aluminum_Region17Hubei,0.0,0.0,2226.3034707534594,0.0,0.0,0.0,0.0,2226.3034707534594
aluminum_Region2Tianjin_aluminum_Region18Hunan,0.0,0.0,2754.449997698604,0.0,0.0,0.0,0.0,2754.449997698604
aluminum_Region2Tianjin_aluminum_Region19Guangdong,0.0,0.0,2509.8540657417766,0.0,0.0,0.0,0.0,2509.8540657417766
aluminum_Region2Tianjin_aluminum_Region20Guangxi,0.0,0.0,1737.0451915540064,0.0,0.0,0.0,0.0,1737.0451915540064
aluminum_Region2Tianjin_aluminum_Region21Hainan,0.0,0.0,2224.501265553489,0.0,0.0,0.0,0.0,2224.501265553489
aluminum_Region2Tianjin_aluminum_Region22Chongqing,0.0,0.0,1833.1205210270564,0.0,0.0,0.0,0.0,1833.1205210270564
aluminum_Region2Tianjin_aluminum_Region23Sichuan,0.0,0.0,2572.4747140974214,0.0,0.0,0.0,0.0,2572.4747140974214
aluminum_Region2Tianjin_aluminum_Region24Guizhou,0.0,0.0,2171.909648789764,0.0,0.0,0.0,0.0,2171.909648789764
aluminum_Region2Tianjin_aluminum_Region25Yunnan,0.0,0.0,2771.9455762421444,0.0,0.0,0.0,0.0,2771.9455762421444
aluminum_Region2Tianjin_aluminum_Region27Shaanxi,0.0,0.0,1566.791506069876,0.0,0.0,0.0,0.0,1566.791506069876
aluminum_Region2Tianjin_aluminum_Region28Gansu,0.0,0.0,2227.934529799399,0.0,0.0,0.0,0.0,2227.934529799399
aluminum_Region2Tianjin_aluminum_Region29Qinghai,0.0,0.0,2596.337223478118,0.0,0.0,0.0,0.0,2596.337223478118
