zone,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Region1Beijing,3.932693859687083e10,9.29870433444146e9,9.141553069338917e9,8.85405342281307e8,3.0796317429757905e8,0.0,0.0,5.896056451723008e10
Region2Tianjin,1.1624248783504139e10,7.15912515946709e9,3.536933547938021e9,1.1939112413313177e9,3.181875643443304e8,0.0,0.0,2.38324062965849e10
Region3Hebei,1.4891906563622287e11,2.338371943852257e11,5.438340972524812e10,5.55272348550645e9,3.154017398873274e8,0.0,0.0,4.430077949720905e11
Region4Shanxi,1.2407630026034229e11,7.627183575832257e8,7.066345287221732e10,3.0807957408896786e10,3.097972056020787e8,0.0,0.0,2.266202261046417e11
Region5Innermongolia,1.0290486820397525e11,1.7478794960218616e11,5.380357145518724e10,2.3782771338103947e10,3.0740545972065467e8,0.0,0.0,3.555865660591732e11
Region6Liaoning,3.071762195441759e10,6.158672051198745e10,1.3256145010890072e10,1.917529297541391e9,3.0487150136699617e8,0.0,0.0,1.077828882762035e11
Region7Jilin,2.960019383253685e10,2.8607865202924778e10,1.2379870123124157e10,1.4555111711671124e9,2.940849579742248e8,0.0,0.0,7.233752528772713e10
Region8Heilongjiang,2.046096976757921e10,5.928279324330901e10,1.0889436950261093e10,1.1640318619928641e9,2.99325950832249e8,0.0,0.0,9.209655777397441e10
Region9Shanghai,3.2080627047155865e10,1.4380703845779347e9,6.926982127858631e9,2.4380318498697796e9,3.3056742313282424e8,0.0,0.0,4.321427883259504e10
Region10Jiangsu,1.662674442556691e11,4.09578122658788e10,3.2397322907779816e10,8.45134680399482e9,3.41436823531048e8,0.0,0.0,2.4841536305685358e11
Region11Zhejiang,8.237550139923087e10,2.5317427284204285e11,3.60946405390485e10,6.460850215191349e9,3.202246176085282e8,0.0,0.0,3.784254896131221e11
Region12Anhui,7.318046889134274e10,9.874732493960252e10,1.8621889951538593e10,3.3003711912365026e9,3.077613189979781e8,0.0,0.0,1.9415781629271835e11
Region13Fujian,6.005868391799691e10,1.8493623537934393e11,2.706250316281716e10,3.613881670058463e9,3.088763116377711e8,0.0,0.0,2.7598018044185425e11
Region14Jiangxi,5.1369087312985176e10,8.154495171750616e10,1.3732534993158201e10,2.2310822268586864e9,2.937298875799579e8,0.0,0.0,1.4917138613808817e11
Region15Shandong,4.585008279033883e10,7.926881038043607e10,3.0552922216671513e10,3.733211231437031e9,3.136914520549427e8,0.0,0.0,1.597187180709384e11
Region16Henan,6.233163925623602e10,7.964676540069856e9,1.051973338421652e10,2.57896326784737e9,3.1093731004861647e8,0.0,0.0,8.370594975841838e10
Region17Hubei,5.6013562448042305e10,2.9603146161006904e9,1.520955221231128e10,2.3773743589590473e9,3.033296052304144e8,0.0,0.0,7.686413324064374e10
Region18Hunan,5.161835565395545e10,2.1108664662641277e10,9.828837753925278e9,2.38741140174738e9,2.953873663128989e8,0.0,0.0,8.523865683858228e10
Region19Guangdong,1.2711855911923666e11,5.9771211463841606e10,3.024259066662739e10,9.236689732870003e9,1.1453703380277426e9,0.0,0.0,2.275144213206034e11
Region20Guangxi,6.6461483157165764e10,1.226812945071875e11,4.289397410868311e10,9.874566335373646e9,2.9811543629035705e8,0.0,0.0,2.4220943354470038e11
Region22Chongqing,3.056208611623085e10,6.800527291945151e8,2.246965566618111e10,7.987343143366479e9,3.167714612457868e8,0.0,0.0,6.201590911621874e10
Region23Sichuan,4.611984038246788e10,6.7474853697322525e10,2.9270471035651234e10,2.3610809178300605e9,3.251257883244997e8,0.0,0.0,1.455513718215962e11
Region24Guizhou,4.458908491173719e10,5.773722069447889e10,4.434115976296975e10,1.2075796458014656e10,3.1090691269838434e8,0.0,0.0,1.5905416873989886e11
Region25Yunnan,5.6032349380006836e10,1.0937529315081291e11,3.974670382682039e10,5.792928530559362e9,2.962373124619589e8,0.0,0.0,2.1124351220066144e11
Region27Shaanxi,4.78183822989833e10,1.5013187888888275e11,2.6593104750678425e10,4.266873984721038e9,3.0670007858688146e8,0.0,0.0,2.2911694000185242e11
Region28Gansu,2.4923508737942886e10,2.5760039962369617e11,2.952545517171096e10,1.564328282039138e9,3.037245768619644e8,0.0,0.0,3.1391741639225104e11
Region29Qinghai,9.352771910523125e9,3.488146852832674e8,7.135839574798014e9,9.412597823441529e8,3.0166936641779906e8,0.0,0.0,1.808035531936636e10
