type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,4.636127303605679e11,1.210045778935825e9,9.348731477660895e10,0.0,0.0,0.0,0.0,5.583100909161127e11
AluminaPlant{NaturalGas},5.2474235086713936e10,9.144736914714836e6,1.0285918692181609e11,4.408250868077828e10,0.0,0.0,0.0,1.9942507542622302e11
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,1.3188307784345334e9,0.0,0.0,0.0,1.3188307784345334e9
AluminumRefining,4.7839021148892236e11,3.2895155245032697e9,1.0246187207830204e10,2.628586141117355e10,0.0,0.0,0.0,5.182117756324294e11
OneWayTransmissionLink{AluminumScrap},2.4045051961736704e12,0.0,0.0,4.397286642401942e10,0.0,0.0,0.0,2.44847806259769e12
AluminumSmelting,3.953194281855358e10,9.359191124065543e6,2.727724117499203e10,7.262164310371365e9,1.6624937181192858e9,0.0,0.0,7.574320121316034e10
ThermalAmmonia{Coal},2254.012831463121,1490.2565963220447,705.9113768856948,0.0,0.0,0.0,0.0,4450.180804670861
ThermalAmmoniaCCS{Coal},2549.540814595136,3846.5915020260445,931.2137801247585,0.0,0.0,0.0,0.0,7327.346096745939
ThermalAmmonia{CokingOvenGas},14687.648758924275,0.0,141.97186532216256,0.0,0.0,0.0,0.0,14829.620624246438
ThermalAmmonia{NaturalGas},3846.901880382031,854.4544173032651,451.592684077341,0.0,0.0,0.0,0.0,5152.948981762637
ThermalAmmoniaCCS{NaturalGas},4299.141099171406,2185.80956561179,531.3455706717314,0.0,0.0,0.0,0.0,7016.296235454926
SyntheticAmmonia,0.0,1.2677312609627853e10,4.618172871023228e9,0.0,0.0,0.0,0.0,1.729548548065108e10
OneWayTransmissionLink{Cement},0.0,0.0,0.0,1.6741062462776244e8,0.0,0.0,0.0,1.6741062462776244e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,4.656364647338502e10,0.0,0.0,0.0,4.656364647338502e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,4.364837283598067e10,0.0,0.0,0.0,4.364837283598067e10
DRIMaking,15.836852529504569,40.57122298300761,10.60296643215378,0.0,0.0,0.0,0.0,67.01104194466596
ThermalMethanol{Coal},5.40556175332575e10,7.206297932075418e8,8.813438104509459e9,0.0,0.0,0.0,0.0,6.35896854309745e10
ThermalMethanolCCS{Coal},8.391251286272868e9,3.9735118685717955e7,2.355585777339015e9,0.0,0.0,0.0,0.0,1.07865721822976e10
ThermalMethanol{CokingOvenGas},7.528280313639278e8,0.0,8.502606513698943e8,0.0,0.0,0.0,0.0,1.603088682733822e9
ThermalMethanol{NaturalGas},4.565530361393739e9,0.0,8.122994989188871e8,0.0,0.0,0.0,0.0,5.377829860312626e9
ThermalMethanolCCS{NaturalGas},6.862295942075393e9,2.349424983198116e7,1.830038540568001e9,0.0,0.0,0.0,0.0,8.715828732475374e9
SyntheticMethanol,0.0,1.4390113089933615e7,1.3521561489441574e9,0.0,0.0,0.0,0.0,1.366546262034091e9
OneWayTransmissionLink{SteelScrap},3.3930135107600446e11,0.0,0.0,4.386524512401081e10,0.0,0.0,0.0,3.8316659620001526e11
CementPlant{Coal},1.576894115649906e11,2.2554682340191996e8,5.328554807724966e7,7.882324452250461e10,0.0,0.0,0.0,2.3679148845897437e11
ThermalPower{Coal},3.947207835293965e11,8.152182709110377e6,5.259741504472769e10,6.922719251314743e10,2.8118784950179224e9,0.0,0.0,5.1936542176499866e11
ThermalPower{NaturalGas},8.498560166075938e10,2.601091141315853e7,1.1419429647895494e10,6.263585539844427e9,2.5743413456117816e9,0.0,0.0,1.0526896910552425e11
ThermalPowerCCS{Coal},1.6795651374606749e10,4.063415421885533e7,2.7781516086072555e9,3.5990629105189824e9,1.9444031311887019e9,0.0,0.0,2.515790317914054e10
ThermalPowerCCS{NaturalGas},1.0659244981099625e10,4.556306296551665e7,1.9038599992578828e9,1.3090721062440991e9,1.2388027642331488e9,0.0,0.0,1.5156542913800272e10
ThermalPower{Uranium},1.834579751611561e10,0.0,1.2076312723679367e10,4.589854291359441e9,0.0,0.0,0.0,3.501196453115442e10
BECCSElectricity,8.482235188160954e10,8.558735075240375e9,4.1585810624064384e9,0.0,0.0,0.0,0.0,9.753966801925635e10
HydroRes,0.0,0.0,8.318997014758867e10,0.0,0.0,0.0,0.0,8.318997014758867e10
