type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,7.301483481525807e11,1.5757943671481798e9,1.4723411154882104e11,0.0,0.0,0.0,0.0,8.789582540685499e11
AluminaPlant{NaturalGas},8.264220018146664e10,1.752161998982374e7,1.6199396717357547e11,6.942598593153227e10,0.0,0.0,0.0,3.140796749065642e11
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,2.077039846636314e9,0.0,0.0,0.0,2.077039846636314e9
AluminumRefining,7.534215516889296e11,6.302821120881789e9,1.6136823203368258e10,4.139786729801249e10,0.0,0.0,0.0,8.172590633111921e11
OneWayTransmissionLink{AluminumScrap},3.7868793976927163e12,0.0,0.0,6.925330923950539e10,0.0,0.0,0.0,3.8561327069322217e12
AluminumSmelting,6.225925402389292e10,2.148075646439965e7,4.29592012509887e10,1.143725555401891e10,2.6182780640099583e9,0.0,0.0,1.192954696493749e11
ThermalAmmonia{Coal},3549.867460126797,3420.3638531054303,1111.7469215617605,0.0,0.0,0.0,0.0,8081.978234793987
ThermalAmmoniaCCS{Coal},4015.2974506900114,5009.26272966584,1466.5779406148142,0.0,0.0,0.0,0.0,10491.138120970665
ThermalAmmonia{CokingOvenGas},23131.725634956798,0.0,223.59291745180766,0.0,0.0,0.0,0.0,23355.318552408604
ThermalAmmonia{NaturalGas},6058.52443111622,1961.1018735184252,711.2178564648523,0.0,0.0,0.0,0.0,8730.844161099498
ThermalAmmoniaCCS{NaturalGas},6770.760521596444,2846.4926378065097,836.821479044426,0.0,0.0,0.0,0.0,10454.074638447379
SyntheticAmmonia,0.0,2.909634616716602e10,7.273206865217412e9,0.0,0.0,0.0,0.0,3.636955303238343e10
OneWayTransmissionLink{Cement},0.0,0.0,0.0,2.6365667513074228e8,0.0,0.0,0.0,2.6365667513074228e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,7.333355477547188e10,0.0,0.0,0.0,7.333355477547188e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,6.874226102668282e10,0.0,0.0,0.0,6.874226102668282e10
DRIMaking,24.941618202245234,52.83428590706801,16.69871838923258,0.0,0.0,0.0,0.0,94.47462249854583
ThermalMethanol{Coal},8.513273528873877e10,1.6539541594656157e9,1.3880372242038689e10,0.0,0.0,0.0,0.0,1.0066706169024307e11
ThermalMethanolCCS{Coal},1.3215465979202686e10,9.119809567486997e7,3.7098357133509846e9,0.0,0.0,0.0,0.0,1.701649978822854e10
ThermalMethanol{CokingOvenGas},1.1856364321916459e9,0.0,1.3390840445947955e9,0.0,0.0,0.0,0.0,2.5247204767864413e9
ThermalMethanol{NaturalGas},7.190299647767441e9,0.0,1.2792986441065166e9,0.0,0.0,0.0,0.0,8.469598291873958e9
ThermalMethanolCCS{NaturalGas},1.0807498842285172e10,5.392284998399777e7,2.8821460886375504e9,0.0,0.0,0.0,0.0,1.374356778090672e10
SyntheticMethanol,0.0,3.302748182855346e7,2.129524307557503e9,0.0,0.0,0.0,0.0,2.1625517893860564e9
OneWayTransmissionLink{SteelScrap},5.343691076416449e11,0.0,0.0,6.908381537257428e10,0.0,0.0,0.0,6.034529230142192e11
CementPlant{Coal},2.4834663898418936e11,2.9372063440234554e8,8.391994516360651e7,1.2413951993805905e11,0.0,0.0,0.0,3.7286379950181433e11
ThermalPower{Coal},6.21649728753855e11,1.8710489945804358e7,8.28361975352479e10,1.0902660119234387e11,4.42845569996825e9,0.0,0.0,8.179596936713608e11
ThermalPower{NaturalGas},1.3384467812412439e11,5.969896822028171e7,1.7984574512806927e10,9.864583813030647e9,4.0543560562227516e9,0.0,0.0,1.6580789147440497e11
ThermalPowerCCS{Coal},2.645164013891103e10,9.326151793905564e7,4.375338887619448e9,5.66820034680429e9,3.062260031720837e9,0.0,0.0,3.965070092299467e10
ThermalPowerCCS{NaturalGas},1.6787352041542515e10,1.045741075655285e8,2.998408245802024e9,2.061670815733158e9,1.951002922823572e9,0.0,0.0,2.3903008133466797e10
ThermalPower{Uranium},2.8892980875472603e10,0.0,1.9019106270250175e10,7.228607649515418e9,0.0,0.0,0.0,5.51406947952382e10
BECCSElectricity,1.3358757440635152e11,1.798218025983976e10,6.549391107127637e9,0.0,0.0,0.0,0.0,1.581191457733189e11
HydroRes,0.0,0.0,1.3101672000871062e11,0.0,0.0,0.0,0.0,1.3101672000871062e11
VRE{Generic},0.0,5.09477096751051e12,4.9138873288323663e11,0.0,0.0,0.0,0.0,5.586159700393746e12
Electrolyzer,0.0,1.4156721662017946e10,2.712754887555891e9,0.0,0.0,0.0,0.0,1.6869476549573837e10
ThermalHydrogen{NaturalGas},9.030736062262132e10,1.1115290519404839e10,8.819079031409044e9,5.463551492435665e9,1.0579002974926719e8,0.0,0.0,1.1581107169562013e11
ThermalHydrogenCCS{NaturalGas},2.440944097024601e10,1.0369191192174517e10,5.120763608032518e9,3.9686268098535905e9,3.380508483956633e7,0.0,0.0,4.39018276651462e10
ThermalHydrogen{Coal},4.150359301982185e10,2.6855108307916038e7,2.138387780191148e10,8.185321369426225e9,4.432985065219577e7,0.0,0.0,7.114397715011966e10
ThermalHydrogenCCS{Coal},1.3439866070703611e10,1.4048985535544186e10,8.131944290100487e9,3.435339033722039e9,1.848501775637229e7,0.0,0.0,3.907461994782669e10
OneWayTransmissionLink{Electricity},0.0,5.344089287908526e10,1.6455549381745176e10,0.0,0.0,0.0,0.0,6.989644226083043e10
Battery,0.0,8.721060175756784e9,2.4884023705888523e10,5.113664652381869e8,0.0,0.0,0.0,3.4116450346883495e10
GasStorage{Hydrogen},0.0,9.355434413127651e8,1.964475867289858e9,0.0,0.0,0.0,0.0,2.900019308602623e9
TransmissionLink{Electricity},0.0,6.116366434370781e10,1.3179185817105808e10,0.0,0.0,0.0,0.0,7.434285016081361e10
CO2Injection,0.0,5.371903978261611e8,3.172926697969445e9,0.0,0.0,0.0,0.0,3.7101170957956066e9
OneWayTransmissionLink{CO2Captured},0.0,1.7187075384834153e6,3.4086964854905275e6,0.0,0.0,0.0,0.0,5.127404023973943e6
Node{Electricity},0.0,0.0,0.0,0.0,0.0,1.0939542277023827e10,0.0,1.0939542277023827e10
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,2.4496179992296457e9,0.0,2.4496179992296457e9
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,3.332968584993275e6,3.332968584993275e6
Total,7.446472393130373e12,5.326686307359757e12,1.262897954630371e12,6.845681346457273e11,1.6316762757742771e10,1.3389160276253471e10,3.332968584993275e6,1.4750334045768809e13
