zone,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Region1Beijing,6.505436084893494e9,2.252474130516896e9,1.0379797495046279e8,2.8518213376451607e9,1.780450204137499e6,0.0,0.0,1.171530997821015e10
Region2Tianjin,1.0238291651802255e9,1.2744389555956166e9,7.881562225776964e7,2.141356859829289e9,3.5997958349667075e6,0.0,0.0,4.522040398697867e9
Region12Anhui,2.690059971658989e10,9.178242473318272e9,8.499894587418468e8,2.4622694289818607e10,2.7835431754127657e6,0.0,0.0,6.155430948164403e10
Region9Shanghai,1.597250456141795e10,6.26622684167252e9,2.15519400677947e9,1.2520842059326305e10,1.2328224494525672e8,0.0,0.0,3.70380497141415e10
Region22Chongqing,9.51530778821095e9,4.0752311070969124e9,4.2539998096687335e8,1.138837203107179e10,1.9284164011696514e6,0.0,0.0,2.5406239323747696e10
Region13Fujian,9.580538058666016e9,1.0954418036123102e10,1.4115558474026287e9,2.4088535839358135e10,3.778268630408543e6,0.0,0.0,4.603882605018029e10
Region28Gansu,4.382771758449443e10,1.996313918548991e10,3.3564307271827847e8,6.118481261149151e9,2.2708463122139005e6,0.0,0.0,7.024725195016399e10
Region19Guangdong,3.768683843125251e10,1.4775809906425022e10,3.231426048004949e9,4.949023714279973e10,1.0772962438588668e8,0.0,0.0,1.0529204115286809e11
Region20Guangxi,3.4514192076092674e10,1.2337540039046381e10,9.418489248166105e8,2.4483382984638046e10,2.1932773366355305e6,0.0,0.0,7.227915730193036e10
Region24Guizhou,7.042746178358093e9,1.031952392022417e10,7.328818651033183e8,1.7826221898439163e10,1.8128895631503824e6,0.0,0.0,3.592318675168789e10
Region21Hainan,2.8685305671306615e9,2.209968720152541e9,3.6246528021521825e8,6.199139603497079e9,4.4421480355981946e7,0.0,0.0,1.1684525651351482e10
Region3Hebei,4.7472248658044716e10,1.8724371533248898e10,7.24495415905356e8,3.177172271251426e10,9.900690772070516e6,0.0,0.0,9.870273901048529e10
Region8Heilongjiang,1.163930563606115e10,6.945705975731246e9,1.4612012500578728e8,1.3271493996621218e10,1.5816294780782105e6,0.0,0.0,3.200420736289748e10
Region16Henan,1.4947060383174493e9,2.77767220218827e9,7.128339311601615e8,2.4237450215207268e10,2.815233591005938e6,0.0,0.0,2.9225477620464153e10
Region17Hubei,2.0899321154540447e10,6.707381337563189e9,5.790146463387048e8,2.1740500057174774e10,2.4586634334608843e6,0.0,0.0,4.9928675859050575e10
Region18Hunan,5.053057897907969e9,6.796885841824655e9,7.335474735363863e8,2.1721871420190056e10,1.8412952745053815e6,0.0,0.0,3.4307203928733574e10
Region5Innermongolia,9.248274444334848e10,3.4830471800832436e10,4.351007993422788e8,1.1846200400013079e10,1.9642269163217515e8,0.0,0.0,1.3979094013516846e11
Region10Jiangsu,4.692545315426155e10,1.2377212454975986e10,1.2733105104292288e9,4.138788500559461e10,1.6052635221085636e7,0.0,0.0,1.0197991376048247e11
Region14Jiangxi,3.5163556281397233e9,5.053927417504856e9,6.283592593343036e8,1.93504698189254e10,1.774432334646647e6,0.0,0.0,2.855088655623893e10
Region7Jilin,1.311600398459283e10,7.167138695533306e9,1.5011536659367362e8,1.1144850753342855e10,1.5972626923021195e6,0.0,0.0,3.157970606275497e10
Region6Liaoning,2.0910038475434318e9,7.103121326834443e9,4.892335881408633e8,1.4500542538179249e10,2.013614917009707e6,0.0,0.0,2.4185914915614998e10
Region30Ningxia,1.6682997226441141e10,5.771825439740944e9,1.6268093707344377e8,3.7141637227241592e9,7.536526552017428e6,0.0,0.0,2.6339203852531704e10
Region29Qinghai,2.173736148672718e10,4.625513846044759e9,2.2732931930221427e7,9.311086569722891e8,2.7808081500436743e6,0.0,0.0,2.7319497729824493e10
Region27Shaanxi,4.115977112775576e9,9.476102624198162e9,4.5920949121786284e8,1.4350929143939833e10,8.586128758422019e6,0.0,0.0,2.8410804500889854e10
Region15Shandong,5.6919451937779465e10,1.7638200849558155e10,1.0526803339858868e9,3.076514102832456e10,2.8493179783539358e6,0.0,0.0,1.063783234676264e11
Region4Shanxi,2.2711783744364758e10,5.141214191131179e9,3.949688590005002e8,1.2383298901689518e10,1.0133722020389593e8,0.0,0.0,4.0732602916389854e10
Region23Sichuan,6.704741992775206e9,1.4932526376319818e10,9.0160639887484e8,2.5426231765510887e10,1.9161364119494064e6,0.0,0.0,4.79670226698927e10
Region26Tibet,1.8751489157265842e10,3.973676375151077e9,1.7298206336809047e7,1.5460335970546863e9,2.2706282424112796e6,0.0,0.0,2.4290767964050827e10
