type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,4.6342740447291046e11,1.685282395573386e9,9.348732646972614e10,0.0,0.0,0.0,0.0,5.5860001333821e11
AluminaPlant{NaturalGas},5.246658554210848e10,8.638569071080698e6,1.0285903803884976e11,4.408244487379279e10,0.0,0.0,0.0,1.994167070238221e11
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,1.4459058635817318e9,0.0,0.0,0.0,1.4459058635817318e9
AluminumRefining,4.783906059231666e11,3.2888763632591014e9,1.0246195655844004e10,2.6285883083949528e10,0.0,0.0,0.0,5.1821156102621924e11
OneWayTransmissionLink{AluminumScrap},1.791090780733079e12,0.0,0.0,3.2783842005781998e10,0.0,0.0,0.0,1.823874622738861e12
AluminumSmelting,3.953188559825974e10,8.642718834085232e6,2.727720207570796e10,7.26215379879143e9,1.5097704945782719e9,0.0,0.0,7.55896546861715e10
ThermalAmmonia{Coal},1.7513430871694926e6,887356.5968613661,324062.6204651178,0.0,0.0,0.0,0.0,2.962762304495977e6
ThermalAmmoniaCCS{Coal},1.8513829021073128e6,1.418203681323362e6,425465.60742501495,0.0,0.0,0.0,0.0,3.69505219085569e6
ThermalAmmonia{CokingOvenGas},50286.11986110307,0.0,320.0239943065478,0.0,0.0,0.0,0.0,50606.14385540962
ThermalAmmonia{NaturalGas},2.559097299996433e6,582674.493859894,212705.80110560803,0.0,0.0,0.0,0.0,3.354477594961935e6
ThermalAmmoniaCCS{NaturalGas},2.4796931089967587e6,628351.0899800094,223449.14048716566,0.0,0.0,0.0,0.0,3.331493339463934e6
SyntheticAmmonia,0.0,1.267586035515006e10,4.6176440526215925e9,0.0,0.0,0.0,0.0,1.7293504407771652e10
OneWayTransmissionLink{Cement},0.0,0.0,0.0,1.5144992400615346e8,0.0,0.0,0.0,1.5144992400615346e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,4.631064573769579e10,0.0,0.0,0.0,4.631064573769579e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,3.2205364538573967e10,0.0,0.0,0.0,3.2205364538573967e10
DRIMaking,12.99270539427412,20.367385526754127,5.060596945941895,0.0,0.0,0.0,0.0,38.42068786697014
ThermalMethanol{Coal},5.354122511018504e10,9.491877934886857e8,8.625970668610586e9,0.0,0.0,0.0,0.0,6.311638357228432e10
ThermalMethanolCCS{Coal},7.843105148800466e9,7.709843063718693e7,2.1310658194144425e9,0.0,0.0,0.0,0.0,1.0051269398852095e10
ThermalMethanol{CokingOvenGas},6.679714341554141e8,0.0,8.000654149470311e8,0.0,0.0,0.0,0.0,1.4680368491024451e9
ThermalMethanol{NaturalGas},4.653459919762941e9,0.0,7.892915600387162e8,0.0,0.0,0.0,0.0,5.442751479801658e9
ThermalMethanolCCS{NaturalGas},6.315712040263447e9,2.8772930485606354e7,1.6025154895698042e9,0.0,0.0,0.0,0.0,7.947000460318857e9
SyntheticMethanol,0.0,1.3145111901409954e7,1.5955193134702432e9,0.0,0.0,0.0,0.0,1.608664425371653e9
OneWayTransmissionLink{SteelScrap},2.429468443246813e11,0.0,0.0,3.1091776013651024e10,0.0,0.0,0.0,2.7403862033833234e11
CementPlant{Coal},1.5768943258753397e11,2.2492182143508124e8,5.328554807843252e7,7.88232445242543e10,0.0,0.0,0.0,2.367908844813018e11
ThermalPower{Coal},3.9218783462279956e11,7.201069568548803e6,5.241275813790671e10,6.878944324667911e10,2.615748445931029e9,0.0,0.0,5.160129855228849e11
ThermalPower{NaturalGas},9.448615896882497e10,2.2707085536517657e7,1.1715043858221628e10,7.010248964941541e9,3.0445368792961516e9,0.0,0.0,1.1627869575682082e11
ThermalPowerCCS{Coal},1.7944364054227947e10,4.557356888746418e7,2.853429553851784e9,3.853445999926671e9,1.7041648353986907e9,0.0,0.0,2.6400978012292553e10
ThermalPowerCCS{NaturalGas},1.4099639041895235e10,3.9150449673001155e7,2.213972060779206e9,1.7309457436483436e9,1.518175355339394e9,0.0,0.0,1.960188265133518e10
ThermalPower{Uranium},1.832719389947585e10,0.0,1.2064066698826199e10,4.585199934436881e9,0.0,0.0,0.0,3.497646053273893e10
BECCSElectricity,8.18044304099754e10,8.959667797632061e9,4.09195891311055e9,0.0,0.0,0.0,0.0,9.485605712071802e10
HydroRes,0.0,0.0,8.31976141429664e10,0.0,0.0,0.0,0.0,8.31976141429664e10
VRE{Generic},0.0,2.242935700962596e12,3.115340529116555e11,0.0,0.0,0.0,0.0,2.554469753874252e12
Electrolyzer,0.0,7.452990958529352e9,1.8426599434873214e9,0.0,0.0,0.0,0.0,9.295650902016674e9
ThermalHydrogen{NaturalGas},5.5850367923229126e10,5.195514721391314e9,6.032130480090616e9,3.3841280249311323e9,1.0624833155980381e8,0.0,0.0,7.056838948120198e10
ThermalHydrogenCCS{NaturalGas},1.5606126517824e10,4.1802567175172386e9,3.326776116273198e9,2.537892526843105e9,2.7113322532975744e7,0.0,0.0,2.5678165200990517e10
ThermalHydrogen{Coal},2.7362053504792057e10,1.7444730763400353e7,1.4601545130462454e10,5.402420343233184e9,4.454948430552893e7,0.0,0.0,4.7428013193556625e10
ThermalHydrogenCCS{Coal},8.93786570727622e9,6.852147305377757e9,5.449323846282591e9,2.284481521720603e9,1.4779279241785936e7,0.0,0.0,2.353859765989896e10
OneWayTransmissionLink{Electricity},0.0,2.3186102069070255e10,1.0447563462263144e10,0.0,0.0,0.0,0.0,3.3633665531333397e10
Battery,0.0,4.984187564128284e9,1.6064818772244913e10,3.3290565899260324e8,0.0,0.0,0.0,2.1381911995365803e10
GasStorage{Hydrogen},0.0,4.321445575699152e8,1.66794814077211e9,0.0,0.0,0.0,0.0,2.1000926983420253e9
TransmissionLink{Electricity},0.0,2.5126148756593388e10,8.385908962881977e9,0.0,0.0,0.0,0.0,3.3512057719475365e10
CO2Injection,0.0,7.312139619727221e7,2.1029108900265462e9,0.0,0.0,0.0,0.0,2.1760322862238183e9
OneWayTransmissionLink{CO2Captured},0.0,1.416182586764081e6,1.5179522019369344e6,0.0,0.0,0.0,0.0,2.9341347887010155e6
Node{Electricity},0.0,0.0,0.0,0.0,0.0,6.22446670472912e9,0.0,6.22446670472912e9
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,1.4262471515370758e9,0.0,1.4262471515370758e9
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,1.9109674697390026e6,1.9109674697390026e6
Total,4.0251797393007393e12,2.3484754189896836e12,8.040923060894373e11,4.003538223294318e11,1.058508642818363e10,7.650713856266196e9,1.9109674697390026e6,7.596338997961212e12
