type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,7.298564765496636e11,2.1946760628627224e9,1.4723412996442892e11,0.0,0.0,0.0,0.0,8.792852825769552e11
AluminaPlant{NaturalGas},8.263015283679292e10,1.6551785571410358e7,1.6199373269629572e11,6.94258854412696e10,0.0,0.0,0.0,3.140663227599296e11
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,2.277171675284361e9,0.0,0.0,0.0,2.277171675284361e9
AluminumRefining,7.534221728873849e11,6.30159646668594e9,1.6136836508230095e10,4.139790143068515e10,0.0,0.0,0.0,8.172585072929861e11
OneWayTransmissionLink{AluminumScrap},2.820806870265368e12,0.0,0.0,5.163160223836008e10,0.0,0.0,0.0,2.872438472503728e12
AluminumSmelting,6.22591639070771e10,1.9836344402444407e7,4.295913967313327e10,1.1437238999226038e10,2.3777527244527745e9,0.0,0.0,1.1905313164829164e11
ThermalAmmonia{Coal},2.758207828224917e6,2.0366173424159652e6,510369.4776598986,0.0,0.0,0.0,0.0,5.305194648300781e6
ThermalAmmoniaCCS{Coal},2.915761538127428e6,1.8468701030993715e6,670070.0608792673,0.0,0.0,0.0,0.0,5.432701702106066e6
ThermalAmmonia{CokingOvenGas},79196.11552303904,0.0,504.00900473631793,0.0,0.0,0.0,0.0,79700.12452777536
ThermalAmmonia{NaturalGas},4.030348055587065e6,1.3373259221556266e6,334992.503762663,0.0,0.0,0.0,0.0,5.702666481505355e6
ThermalAmmoniaCCS{NaturalGas},3.9052935972038507e6,818276.5688854412,351912.29692059953,0.0,0.0,0.0,0.0,5.075482463009891e6
SyntheticAmmonia,0.0,2.9093013023911617e10,7.2723740238022785e9,0.0,0.0,0.0,0.0,3.63653870477139e10
OneWayTransmissionLink{Cement},0.0,0.0,0.0,2.3852000732362166e8,0.0,0.0,0.0,2.3852000732362166e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,7.293510137428688e10,0.0,0.0,0.0,7.293510137428688e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,5.07205522618055e10,0.0,0.0,0.0,5.07205522618055e10
DRIMaking,20.46234229652044,26.52363401888837,7.969984986977705,0.0,0.0,0.0,0.0,54.95596130238651
ThermalMethanol{Coal},8.432261349222023e10,2.17852927252269e9,1.3585127893274786e10,0.0,0.0,0.0,0.0,1.000862706580177e11
ThermalMethanolCCS{Coal},1.235218511866544e10,1.769525368539982e8,3.356236975286959e9,0.0,0.0,0.0,0.0,1.5885374630806396e10
ThermalMethanol{CokingOvenGas},1.051994924475802e9,0.0,1.26003106231198e9,0.0,0.0,0.0,0.0,2.3120259867877817e9
ThermalMethanol{NaturalGas},7.328780792897186e9,0.0,1.2430632099442856e9,0.0,0.0,0.0,0.0,8.571844002841472e9
ThermalMethanolCCS{NaturalGas},9.946678362389376e9,6.603821893744263e7,2.5238177491120863e9,0.0,0.0,0.0,0.0,1.2536534330438904e10
SyntheticMethanol,0.0,3.0170016159346383e7,2.5127994010643387e9,0.0,0.0,0.0,0.0,2.5429694172236853e9
OneWayTransmissionLink{SteelScrap},3.826194266378064e11,0.0,0.0,4.8966750502820564e10,0.0,0.0,0.0,4.3158617714062695e11
CementPlant{Coal},2.4834667209280417e11,2.929067192629801e8,8.391994516546942e7,1.2413951994081462e11,0.0,0.0,0.0,3.7286301869804724e11
ThermalPower{Coal},6.176605620658134e11,1.652754171110493e7,8.254537951697336e10,1.0833718547339188e11,4.11956851463901e9,0.0,0.0,8.126792231125287e11
ThermalPower{NaturalGas},1.4880720130509488e11,5.211618909801114e7,1.845014030344471e10,1.1040511544861053e10,4.794871727484318e9,0.0,0.0,1.8314484106998297e11
ThermalPowerCCS{Coal},2.8260759282112823e10,1.045982202423397e8,4.493894880095898e9,6.068830830752646e9,2.683906325390025e9,0.0,0.0,4.161198953859373e10
ThermalPowerCCS{NaturalGas},2.2205663222364044e10,8.985619203085133e7,3.486806847984246e9,2.726083846928965e9,2.3909896241306863e9,0.0,0.0,3.0899399733438793e10
ThermalPower{Uranium},2.886368185266834e10,0.0,1.8999819882641655e10,7.221277456023802e9,0.0,0.0,0.0,5.50847791913338e10
BECCSElectricity,1.288346195518674e11,1.8824552926213352e10,6.444467214677706e9,0.0,0.0,0.0,0.0,1.5410363969275845e11
HydroRes,0.0,0.0,1.3102875861384982e11,0.0,0.0,0.0,0.0,1.3102875861384982e11
VRE{Generic},0.0,5.0730839313765625e12,4.9063811071325775e11,0.0,0.0,0.0,0.0,5.56372204208982e12
Electrolyzer,0.0,1.4280178487454685e10,2.902023662934835e9,0.0,0.0,0.0,0.0,1.718220215038952e10
ThermalHydrogen{NaturalGas},8.795930571437138e10,1.0915945106536179e10,9.500062913400978e9,5.329697235489209e9,1.673315651233824e8,0.0,0.0,1.1387234253492113e11
ThermalHydrogenCCS{NaturalGas},2.4578245487752792e10,8.782855079164818e9,5.239373138181913e9,3.9969524452490773e9,4.270104413436568e7,0.0,0.0,4.264012719448297e10
ThermalHydrogen{Coal},4.3092773041518036e10,3.665194569222332e7,2.2996120165187992e10,8.508326090549276e9,7.016143053585543e7,0.0,0.0,7.470403267348338e10
ThermalHydrogenCCS{Coal},1.407633452407973e10,1.439658394950582e10,8.582194888861742e9,3.597852906610483e9,2.3276035403262395e7,0.0,0.0,4.067624230446103e10
OneWayTransmissionLink{Electricity},0.0,5.321560435107992e10,1.645397269021909e10,0.0,0.0,0.0,0.0,6.966957704129901e10
Battery,0.0,8.748389026014984e9,2.5300644528899353e10,5.242964679055536e8,0.0,0.0,0.0,3.457333002281989e10
