id,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
Region1Beijing_bfbofccs,613.401818967138,184.03075864079764,0.0,0.0,0.0,0.0,0.0,797.4325776079356
Region2Tianjin_bfbofccs,616.508981496397,184.9629591328709,0.0,0.0,0.0,0.0,0.0,801.4719406292679
Region3Hebei_bfbofccs,876.5146927370197,262.9690015197708,0.0,0.0,0.0,0.0,0.0,1139.4836942567904
Region4Shanxi_bfbofccs,883.1698869310668,264.9656705849107,0.0,0.0,0.0,0.0,0.0,1148.1355575159776
Region5Innermongolia_bfbofccs,750.0339597611461,225.02267576190528,0.0,0.0,0.0,0.0,0.0,975.0566355230513
Region6Liaoning_bfbofccs,815.5159465210616,244.66836204471628,0.0,0.0,0.0,0.0,0.0,1060.1843085657779
Region7Jilin_bfbofccs,780.9483862246376,234.29751841659652,0.0,0.0,0.0,0.0,0.0,1015.2459046412341
Region8Heilongjiang_bfbofccs,788.4344025263855,236.54344794697786,0.0,0.0,0.0,0.0,0.0,1024.9778504733633
Region9Shanghai_bfbofccs,10232.349692949409,3069.8752733439396,0.0,0.0,0.0,0.0,0.0,13302.224966293348
Region10Jiangsu_bfbofccs,875.4855295254372,262.6602354210466,0.0,0.0,0.0,0.0,0.0,1138.1457649464837
Region11Zhejiang_bfbofccs,8648.609720100614,2594.726912708357,0.0,0.0,0.0,0.0,0.0,11243.33663280897
Region12Anhui_bfbofccs,851.6870976931187,255.52030963481835,0.0,0.0,0.0,0.0,0.0,1107.207407327937
Region13Fujian_bfbofccs,8289.402940795195,2486.9588982349032,0.0,0.0,0.0,0.0,0.0,10776.361839030098
Region14Jiangxi_bfbofccs,349.29399560200903,104.79401431764762,0.0,0.0,0.0,0.0,0.0,454.08800991965666
Region15Shandong_bfbofccs,575.6466521936164,172.7035799968862,0.0,0.0,0.0,0.0,0.0,748.3502321905027
Region16Henan_bfbofccs,745.8899122264767,223.7793925043941,0.0,0.0,0.0,0.0,0.0,969.6693047308707
Region17Hubei_bfbofccs,805.4966090394054,241.66239398134775,0.0,0.0,0.0,0.0,0.0,1047.159003020753
Region18Hunan_bfbofccs,725.9916902687139,217.8095946178211,0.0,0.0,0.0,0.0,0.0,943.801284886535
Region19Guangdong_bfbofccs,3191.7806259148474,957.5873299351563,0.0,0.0,0.0,0.0,0.0,4149.367955850003
Region20Guangxi_bfbofccs,803.6609901925017,241.11167776479033,0.0,0.0,0.0,0.0,0.0,1044.772667957292
Region22Chongqing_bfbofccs,800.1790368901767,240.06703380064658,0.0,0.0,0.0,0.0,0.0,1040.2460706908232
Region23Sichuan_bfbofccs,694.9857450378817,208.50729480916863,0.0,0.0,0.0,0.0,0.0,903.4930398470503
Region24Guizhou_bfbofccs,670.2871882987091,201.09731656408258,0.0,0.0,0.0,0.0,0.0,871.3845048627917
Region25Yunnan_bfbofccs,863.1094570942537,258.94720763391155,0.0,0.0,0.0,0.0,0.0,1122.0566647281653
Region27Shaanxi_bfbofccs,840.3955070579228,252.13264444276604,0.0,0.0,0.0,0.0,0.0,1092.5281515006889
Region28Gansu_bfbofccs,694.4119830978369,208.33515667419627,0.0,0.0,0.0,0.0,0.0,902.7471397720332
Region29Qinghai_bfbofccs,4221.64146905164,1266.5627297408569,0.0,0.0,0.0,0.0,0.0,5488.204198792497
Region30Ningxia_bfbofccs,844.3314953486056,253.3135064629591,0.0,0.0,0.0,0.0,0.0,1097.6450018115647
