type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,5.574092501205715e10,4.0596936426155205e10,1.8170833310517868e10,0.0,0.0,0.0,0.0,1.1450869474873022e11
AluminaPlant{NaturalGas},585.8942291550602,193.9732993341012,1152.5135128150794,493.934362635034,0.0,0.0,0.0,2426.315403939275
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,5.537828716387224e7,0.0,0.0,0.0,5.537828716387224e7
AluminumRefining,2.4896920718729144e11,1.2220562725709105e9,5.332435832845473e9,1.3679983240891289e10,0.0,0.0,0.0,2.6920368253359912e11
OneWayTransmissionLink{AluminumScrap},5.302776749939058e8,0.0,0.0,3.023205926471479e6,0.0,0.0,0.0,5.3330088092037725e8
AluminumSmelting,442.9463196208954,131.96402518461076,1056.793409576036,81.37087945628298,0.0,0.0,0.0,1713.0746338378253
ThermalAmmonia{Coal},1.7892340375913994e10,4551.765839098054,3.5317549983773966e9,0.0,0.0,0.0,0.0,2.1424099926057228e10
ThermalAmmoniaCCS{Coal},62945.8628890272,767.3098182245798,52861.43999324381,0.0,0.0,0.0,0.0,116574.61270049559
ThermalAmmonia{CokingOvenGas},12477.8178557075,0.0,15942.274344243797,0.0,0.0,0.0,0.0,28420.092199951298
ThermalAmmonia{NaturalGas},1.522816870100098e9,6173.8587677668,1.3505111655953768e8,0.0,0.0,0.0,0.0,1.6578741605184033e9
ThermalAmmoniaCCS{NaturalGas},91920.49228714818,1208.1829937617488,38898.22117972502,0.0,0.0,0.0,0.0,132026.89646063495
SyntheticAmmonia,0.0,8.904425090240195e8,6.677847408825575e8,0.0,0.0,0.0,0.0,1.558227249906577e9
OneWayTransmissionLink{Cement},0.0,0.0,0.0,5542.116272001805,0.0,0.0,0.0,5542.116272001805
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,8.3431667347774935e9,0.0,0.0,0.0,8.3431667347774935e9
OneWayTransmissionLink{DRI},0.0,0.0,0.0,7.484868468849097e9,0.0,0.0,0.0,7.484868468849097e9
DRIMaking,-1.0641570980861115e10,5.6279311436714264e10,1.3960966446185717e10,0.0,0.0,0.0,0.0,5.9598706902038864e10
ThermalMethanol{Coal},1.0584451145112011e10,4436.277467229097,1.8146932796600356e9,0.0,0.0,0.0,0.0,1.2399148861049515e10
ThermalMethanolCCS{Coal},99650.74738983836,5034.906297200923,87383.59677422079,0.0,0.0,0.0,0.0,192069.2504612601
ThermalMethanol{CokingOvenGas},39852.66853536953,0.0,53166.25102585486,0.0,0.0,0.0,0.0,93018.91956122438
ThermalMethanol{NaturalGas},123912.33511700795,0.0,74025.57451877849,0.0,0.0,0.0,0.0,197937.90963578643
ThermalMethanolCCS{NaturalGas},109617.21476625107,13037.135139499569,79696.02323562665,0.0,0.0,0.0,0.0,202350.3731413773
