zone,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Region1Beijing,1.2154865631066418e10,2.0970278614371227e10,7.954895476911373e9,4.659016817097648e8,1.2131201700119532e6,0.0,0.0,4.154715452422879e10
Region2Tianjin,9.153544227170748e9,9.20242591128005e9,5.215808215048268e9,3.42225432456025e8,910516.5961626079,0.0,0.0,2.391491430255125e10
Region3Hebei,1.3801649652170938e11,1.7434120024799982e11,7.900234474180568e10,4.516212495145062e9,237549.12586713454,0.0,0.0,3.958764915557858e11
Region4Shanxi,7.97269906322073e10,6.20854745908632e10,2.2072099724426502e10,2.783383910340416e9,44411.75985249981,0.0,0.0,1.666679932695973e11
Region5Innermongolia,6.203421390664256e10,3.253566645532103e11,1.2412704937094681e11,2.605621487558625e9,8.110601992391677e8,0.0,0.0,5.1493460951759753e11
Region6Liaoning,5.615873869804781e10,1.1710535600603846e10,2.7364705939828957e10,1.8504467416102107e9,838334.080046961,0.0,0.0,9.708526531417088e10
Region7Jilin,4.220398376046058e10,3.049537093964612e10,2.3493119953795834e10,7.7480298961679e8,3.7916674416958857e6,0.0,0.0,9.697106931096101e10
Region8Heilongjiang,4.602048675794374e10,5.398015791038146e10,2.794627081279694e10,6.283161200769686e8,2.421335678692354e6,0.0,0.0,1.2857765293687779e11
Region9Shanghai,5.940516343206436e10,2.4454020353074696e10,1.4688298083737608e10,7.424983492975039e9,6.748381497479268e8,0.0,0.0,1.0664730351159962e11
Region10Jiangsu,1.4927439744053098e11,1.1536345474396997e11,3.9462296734686615e10,5.784207620564224e9,2.9741198070138037e7,0.0,0.0,3.099140977378219e11
Region11Zhejiang,9.456112523837659e10,1.9059751855793736e10,4.648795571373597e10,4.8877078553509e9,1.0277648255142482e6,0.0,0.0,1.6499756842808267e11
Region12Anhui,1.0103592298717711e11,1.0735216981810313e11,3.453844128246194e10,3.2459168375316553e9,429872.7318736051,0.0,0.0,2.461728807980057e11
Region13Fujian,8.888034137200249e10,2.33668041208174e10,3.939627163857821e10,3.8671577539040327e9,5.876141959085537e6,0.0,0.0,1.555164510272612e11
Region14Jiangxi,7.863224546114636e10,1.2029500806246801e10,2.0206054452837685e10,2.2468003173451204e9,503692.6681206779,0.0,0.0,1.1311510473024408e11
Region15Shandong,1.177141334146665e11,1.3602212835163669e11,5.715524860878662e10,3.991505135537023e9,45658.47074932658,0.0,0.0,3.1488306116909766e11
Region16Henan,9.706676566465994e10,5.084252739171588e9,1.1771902236036345e10,2.7131798678221498e9,43551.48545488973,0.0,0.0,1.1663614405917548e11
