id,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
Region1Beijing_bfbofccs,195.30866337632864,48.45168144915221,0.0,0.0,0.0,0.0,0.0,243.76034482548084
Region2Tianjin_bfbofccs,196.2979916465063,48.697111515420836,0.0,0.0,0.0,0.0,0.0,244.99510316192712
Region3Hebei_bfbofccs,279.0844561831206,69.23456919235322,0.0,0.0,0.0,0.0,0.0,348.3190253754738
Region4Shanxi_bfbofccs,281.20348655172614,69.76025291076009,0.0,0.0,0.0,0.0,0.0,350.9637394624862
Region5Innermongolia_bfbofccs,238.81267651678152,59.24404749171468,0.0,0.0,0.0,0.0,0.0,298.0567240084962
Region6Liaoning_bfbofccs,259.66230381466,64.41637053518292,0.0,0.0,0.0,0.0,0.0,324.0786743498429
Region7Jilin_bfbofccs,248.6559067207562,61.6859312567718,0.0,0.0,0.0,0.0,0.0,310.34183797752803
Region8Heilongjiang_bfbofccs,251.03947291292968,62.27724035622339,0.0,0.0,0.0,0.0,0.0,313.31671326915307
Region9Shanghai_bfbofccs,3258.0055681840104,808.237818130232,0.0,0.0,0.0,0.0,0.0,4066.2433863142423
Region10Jiangsu_bfbofccs,278.756768059227,69.15327714765277,0.0,0.0,0.0,0.0,0.0,347.9100452068798
Region11Zhejiang_bfbofccs,2753.738825458012,683.1405942713805,0.0,0.0,0.0,0.0,0.0,3436.8794197293923
Region12Anhui_bfbofccs,271.17928822806306,67.27347503022442,0.0,0.0,0.0,0.0,0.0,338.45276325828746
Region13Fujian_bfbofccs,2639.366494348874,654.7673943441491,0.0,0.0,0.0,0.0,0.0,3294.133888693023
Region14Jiangxi_bfbofccs,111.2160761461002,27.590204143031464,0.0,0.0,0.0,0.0,0.0,138.80628028913168
Region15Shandong_bfbofccs,183.2873244593635,45.46945795876461,0.0,0.0,0.0,0.0,0.0,228.75678241812813
Region16Henan_bfbofccs,237.49320148436786,58.91671544793621,0.0,0.0,0.0,0.0,0.0,296.4099169323041
Region17Hubei_bfbofccs,256.47212186385707,63.62495822928173,0.0,0.0,0.0,0.0,0.0,320.0970800931388
Region18Hunan_bfbofccs,231.15755816873505,57.34498500650154,0.0,0.0,0.0,0.0,0.0,288.5025431752366
Region19Guangdong_bfbofccs,1016.2708824169417,252.11392167502999,0.0,0.0,0.0,0.0,0.0,1268.3848040919718
Region20Guangxi_bfbofccs,255.88765626174845,63.47996547431731,0.0,0.0,0.0,0.0,0.0,319.36762173606576
Region22Chongqing_bfbofccs,254.77899367812427,63.20493125203676,0.0,0.0,0.0,0.0,0.0,317.98392493016104
Region23Sichuan_bfbofccs,221.28518816182785,54.89587231250311,0.0,0.0,0.0,0.0,0.0,276.18106047433093
Region24Guizhou_bfbofccs,213.42110632363782,52.94497069079745,0.0,0.0,0.0,0.0,0.0,266.3660770144353
Region25Yunnan_bfbofccs,274.81619584434,68.17570991442052,0.0,0.0,0.0,0.0,0.0,342.9919057587605
Region27Shaanxi_bfbofccs,267.5840177118031,66.38156937296375,0.0,0.0,0.0,0.0,0.0,333.96558708476687
Region28Gansu_bfbofccs,221.1025009343999,54.85055172510494,0.0,0.0,0.0,0.0,0.0,275.95305265950486
Region29Qinghai_bfbofccs,1344.1811339309525,333.4610712362093,0.0,0.0,0.0,0.0,0.0,1677.6422051671618
Region30Ningxia_bfbofccs,268.8372461639334,66.69246713190563,0.0,0.0,0.0,0.0,0.0,335.52971329583903
Region31Xinjiang_bfbofccs,4271.699071832532,1059.7123501698893,0.0,0.0,0.0,0.0,0.0,5331.411422002422
Region1Beijing_drieaf,2.708690813115332e9,6.723329253224999e8,0.0,0.0,0.0,0.0,0.0,3.381023738437832e9
Region2Tianjin_drieaf,10432.235809700276,2589.419060170631,0.0,0.0,0.0,0.0,0.0,13021.654869870907
Region3Hebei_drieaf,7.818730087277468e9,1.9407123346943913e9,0.0,0.0,0.0,0.0,0.0,9.759442421971859e9
Region4Shanxi_drieaf,5.16688036871251e9,1.2824881216666079e9,0.0,0.0,0.0,0.0,0.0,6.449368490379118e9
Region5Innermongolia_drieaf,2.417742694362589e9,6.001157498327918e8,0.0,0.0,0.0,0.0,0.0,3.0178584441953807e9
Region6Liaoning_drieaf,7.778328113343563e8,1.9306840298054534e8,0.0,0.0,0.0,0.0,0.0,9.709012143149016e8
