type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},376272.17620444816,1.0288532697720245e11,4.409371156165825e10,0.0,0.0,0.0,0.0,1.4697941481103693e11
OneWayTransmissionLink{Aluminum},0.0,0.0,2.322359103732523e9,0.0,0.0,0.0,0.0,2.322359103732523e9
AluminumRefining,3.282959748519617e9,1.0244761308892939e10,2.6282203369299934e10,0.0,0.0,0.0,0.0,3.9809924426712494e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,8.782051063405796e8,0.0,0.0,0.0,0.0,8.782051063405796e8
AluminumSmelting,175811.04996812224,2.728423627628338e10,7.264009875973977e9,0.0,0.0,0.0,0.0,3.454842196330733e10
ThermalAmmonia{Coal},2.0952110507366814e7,4.7799848951330956e10,0.0,0.0,0.0,0.0,0.0,4.7820801061838326e10
ThermalAmmoniaCCS{Coal},3.2137927552105557e7,1.132066435327335e7,0.0,0.0,0.0,0.0,0.0,4.345859190537891e7
ThermalAmmonia{CokingOvenGas},0.0,1.2036070270529813e6,0.0,0.0,0.0,0.0,0.0,1.2036070270529813e6
ThermalAmmonia{NaturalGas},9.514135800139764e6,7.852459627019331e9,0.0,0.0,0.0,0.0,0.0,7.86197376281947e9
ThermalAmmoniaCCS{NaturalGas},3.1420827211292006e7,1.1090888326752005e7,0.0,0.0,0.0,0.0,0.0,4.251171553804401e7
SyntheticAmmonia,1.394712119481545e7,6.831937875926818e9,0.0,0.0,0.0,0.0,0.0,6.845884997121634e9
OneWayTransmissionLink{Cement},0.0,0.0,1.6494361857997016e6,0.0,0.0,0.0,0.0,1.6494361857997016e6
OneWayTransmissionLink{CrudeSteel},0.0,0.0,4.1277013357237704e7,0.0,0.0,0.0,0.0,4.1277013357237704e7
DRIMaking,246889.1810184188,61245.571666478,0.0,0.0,0.0,0.0,0.0,308134.7526848968
ThermalMethanol{Coal},4.323589865675886e7,4.2633895763348305e10,0.0,0.0,0.0,0.0,0.0,4.2677131662005066e10
ThermalMethanolCCS{Coal},1.4777907922163479e7,2.4259128499369908e7,1.8385991290033113e7,0.0,0.0,0.0,0.0,5.742302771156651e7
ThermalMethanol{CokingOvenGas},0.0,4.0925137026094403e6,0.0,0.0,0.0,0.0,0.0,4.0925137026094403e6
ThermalMethanol{NaturalGas},0.0,5.808848740029953e9,0.0,0.0,0.0,0.0,0.0,5.808848740029953e9
ThermalMethanolCCS{NaturalGas},1.5299946226762116e7,3.2127982369232055e7,2.090012282022921e7,0.0,0.0,0.0,0.0,6.832805141622338e7
SyntheticMethanol,2.2306770767544907e7,1.4438346038783276e10,0.0,0.0,0.0,0.0,0.0,1.4460652809550821e10
Steelmaking,5.69022263945134e9,1.4566310253527e9,0.0,0.0,0.0,0.0,0.0,7.14685366480404e9
OneWayTransmissionLink{SteelScrap},0.0,0.0,2.3270175123784196e8,0.0,0.0,0.0,0.0,2.3270175123784196e8
CementPlant{Coal},2.203012300193632e8,5.328556203487473e7,7.8823265169478e10,0.0,0.0,0.0,0.0,7.909685196153224e10
