type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
ThermalPower{Coal},1.2833550693086702e10,7.648631835984656e10,1.1839339874473495e11,2.4367339478463593e8,0.0,0.0,0.0,2.0795694119245285e11
ThermalPower{NaturalGas},4.889968859076881e7,6.36361391630783e8,3.948205374958262e8,8.241816826712015e7,0.0,0.0,0.0,1.162499785984498e9
ThermalPowerCCS{Coal},1.071180274955946e8,4.506840238246082e8,1.2531167789386263e9,1.7697023191640805e7,0.0,0.0,0.0,1.82861585345047e9
ThermalPowerCCS{NaturalGas},3.251999840496067e7,2.8511520744774345e7,1.9946421953668896e7,1.945781520179944e7,0.0,0.0,0.0,1.0043575630520335e8
ThermalPower{Uranium},0.0,1.207893535162198e10,4.590851075758162e9,0.0,0.0,0.0,0.0,1.6669786427380142e10
BECCSElectricity,5.435506466284018e9,1.6512559689212213e9,0.0,0.0,0.0,0.0,0.0,7.086762435205238e9
HydroRes,0.0,8.321460249283781e10,0.0,0.0,0.0,0.0,0.0,8.321460249283781e10
VRE,1.7449341058347039e12,2.746046022300829e11,0.0,0.0,0.0,0.0,0.0,2.0195387080647866e12
Electrolyzer,1.1486304635718706e9,1.8476024723870087e8,0.0,0.0,0.0,0.0,0.0,1.3333907108105714e9
ThermalHydrogen{NaturalGas},1.4082432438777387e9,3.0349073735839896e9,2.532873968508616e9,4.1130559670530385e6,0.0,0.0,0.0,6.980137641937398e9
ThermalHydrogenCCS{NaturalGas},2.5848589091735963e7,4.267553646881624e7,2.853412313258011e7,526578.7819787064,0.0,0.0,0.0,9.758482747511102e7
ThermalHydrogen{Coal},3.423826945415468e7,1.8857026189656284e10,8.485447857909805e9,1.697669481858032e6,0.0,0.0,0.0,2.73784099865021e10
ThermalHydrogenCCS{Coal},2.321737532800644e7,7.110913958758885e7,2.8257648704737477e7,304392.6386256247,0.0,0.0,0.0,1.228885562589584e8
OneWayTransmissionLink{Electricity},2.4075314567077652e10,1.0586152305521263e10,0.0,0.0,0.0,0.0,0.0,3.4661466872598915e10
Battery,1.6382190189123484e10,9.424407130692791e9,1.8184376066568363e7,0.0,0.0,0.0,0.0,2.5824781695882843e10
GasStorage{Hydrogen},2.482104273702379e7,2.0814690269533224e7,0.0,0.0,0.0,0.0,0.0,4.563573300655702e7
TransmissionLink{Electricity},2.957131926037638e10,8.450155346219349e9,0.0,0.0,0.0,0.0,0.0,3.802147460659573e10
CO2Injection,1.5252664610522326e7,1.2422172243670454e7,0.0,0.0,0.0,0.0,0.0,2.767483685419278e7
OneWayTransmissionLink{CO2Captured},1.9585194921609122e7,3.2938172421473213e6,0.0,0.0,0.0,0.0,0.0,2.2879012163756445e7
Node{Electricity},0.0,0.0,0.0,0.0,5.9745485119322486e7,0.0,0.0,5.9745485119322486e7
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,8.45195838276252e10,0.0,8.45195838276252e10
Node{Coal},0.0,0.0,0.0,0.0,0.0,8.923624846839812e11,0.0,8.923624846839812e11
Node{Uranium},0.0,0.0,0.0,0.0,0.0,1.83497816959142e10,0.0,1.83497816959142e10
Node{Hydrogen},0.0,0.0,0.0,0.0,7.112658194893112e6,0.0,0.0,7.112658194893112e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,6.660691866917311e7,6.660691866917311e7
Node{Biomass},0.0,0.0,0.0,0.0,0.0,3.3064642358046688e10,0.0,3.3064642358046688e10
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,3.217803897213881e9,0.0,3.217803897213881e9
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,4.783236374139905e11,0.0,4.783236374139905e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,3.6631698835839165e10,0.0,3.6631698835839165e10
Node{Graphite},0.0,0.0,0.0,0.0,0.0,3.954198924421319e10,0.0,3.954198924421319e10
Node{MacroEnergy.CokingOvenGas},0.0,0.0,0.0,0.0,0.0,2.9165069123022286e6,0.0,2.9165069123022286e6
Total,1.8455182368049727e12,7.672127294642897e11,2.9572410003457794e11,3.6988809831471175e8,6.68581433142156e7,1.586014538463736e12,6.660691866917311e7,4.494972957927875e12
