id,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
alumina_plant_Region1Beijing,1953.6124101341682,7460.548959013141,3197.378125291345,0.0,0.0,0.0,0.0,12611.539494438653
alumina_plant_Region2Tianjin,2079.6392020933035,7828.139327956619,3354.9168548385524,0.0,0.0,0.0,0.0,13262.695384888477
alumina_plant_Region12Anhui,1930.9437056488584,7705.003338421992,3302.144287895154,0.0,0.0,0.0,0.0,12938.091331966003
alumina_plant_Region9Shanghai,1885.9478794303661,7301.172737385721,3129.0740303081634,0.0,0.0,0.0,0.0,12316.194647124252
alumina_plant_Region22Chongqing,1709.749027458732,12280.85927702898,5263.225404440977,0.0,0.0,0.0,0.0,19253.83370892869
alumina_plant_Region13Fujian,2006.8820522450992,7851.26362082999,3364.8272660699895,0.0,0.0,0.0,0.0,13222.972939145078
alumina_plant_Region28Gansu,1560.1484476056291,15463.748504856376,6627.320787795587,0.0,0.0,0.0,0.0,23651.21774025759
alumina_plant_Region19Guangdong,1621.6186558664797,7203.961289717948,3087.4119813077004,0.0,0.0,0.0,0.0,11912.99192689213
alumina_plant_Region20Guangxi,1705.2023502579043,12140.70260829515,5203.158260697919,0.0,0.0,0.0,0.0,19049.063219250973
alumina_plant_Region24Guizhou,1696.6731048558456,12123.042288461114,5195.589552197627,0.0,0.0,0.0,0.0,19015.30494551459
alumina_plant_Region21Hainan,2208.4969287226127,9169.658575828924,3929.8536753552553,0.0,0.0,0.0,0.0,15308.009179906792
alumina_plant_Region3Hebei,1807.729575918024,9793.621287823551,4197.2662662100975,0.0,0.0,0.0,0.0,15798.617129951672
alumina_plant_Region8Heilongjiang,2141.6169168718075,9427.460287849437,4040.3401233640534,0.0,0.0,0.0,0.0,15609.4173280853
alumina_plant_Region16Henan,1842.4419305204708,9291.790254324784,3982.1958232820384,0.0,0.0,0.0,0.0,15116.428008127292
alumina_plant_Region17Hubei,1785.2584560796306,9986.447557946116,4279.9060962626345,0.0,0.0,0.0,0.0,16051.61211028838
alumina_plant_Region18Hunan,2007.107657673001,8379.39062574251,3591.167411032518,0.0,0.0,0.0,0.0,13977.66569444803
