zone,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,UnmetPolicyPenalty,Total
aluminum_Region1Beijing_aluminum_Region15Shandong,0.0,0.0,2058.07117010639,0.0,0.0,0.0,0.0,2058.07117010639
aluminum_Region1Beijing_aluminum_Region16Henan,0.0,0.0,1449.3550659171935,0.0,0.0,0.0,0.0,1449.3550659171935
aluminum_Region1Beijing_aluminum_Region17Hubei,0.0,0.0,1481.6734169041988,0.0,0.0,0.0,0.0,1481.6734169041988
aluminum_Region1Beijing_aluminum_Region18Hunan,0.0,0.0,1273.0239555805128,0.0,0.0,0.0,0.0,1273.0239555805128
aluminum_Region1Beijing_aluminum_Region19Guangdong,0.0,0.0,1270.1500896256382,0.0,0.0,0.0,0.0,1270.1500896256382
aluminum_Region1Beijing_aluminum_Region20Guangxi,0.0,0.0,1078.2815485118738,0.0,0.0,0.0,0.0,1078.2815485118738
aluminum_Region1Beijing_aluminum_Region21Hainan,0.0,0.0,1105.2383568101263,0.0,0.0,0.0,0.0,1105.2383568101263
aluminum_Region1Beijing_aluminum_Region22Chongqing,0.0,0.0,1015.5352598036164,0.0,0.0,0.0,0.0,1015.5352598036164
aluminum_Region1Beijing_aluminum_Region23Sichuan,0.0,0.0,1193.1466643144342,0.0,0.0,0.0,0.0,1193.1466643144342
aluminum_Region1Beijing_aluminum_Region24Guizhou,0.0,0.0,1047.4521062245062,0.0,0.0,0.0,0.0,1047.4521062245062
aluminum_Region1Beijing_aluminum_Region25Yunnan,0.0,0.0,1114.612314790925,0.0,0.0,0.0,0.0,1114.612314790925
aluminum_Region1Beijing_aluminum_Region27Shaanxi,0.0,0.0,1223.610112787823,0.0,0.0,0.0,0.0,1223.610112787823
aluminum_Region1Beijing_aluminum_Region28Gansu,0.0,0.0,1200.8019044527537,0.0,0.0,0.0,0.0,1200.8019044527537
aluminum_Region1Beijing_aluminum_Region29Qinghai,0.0,0.0,1446.903423920708,0.0,0.0,0.0,0.0,1446.903423920708
aluminum_Region1Beijing_aluminum_Region30Ningxia,0.0,0.0,1609.8487767534407,0.0,0.0,0.0,0.0,1609.8487767534407
aluminum_Region1Beijing_aluminum_Region31Xinjiang,0.0,0.0,2581.828038811006,0.0,0.0,0.0,0.0,2581.828038811006
aluminum_Region2Tianjin_aluminum_Region1Beijing,0.0,0.0,528.5580229933769,0.0,0.0,0.0,0.0,528.5580229933769
aluminum_Region2Tianjin_aluminum_Region3Hebei,0.0,0.0,646.3927409210523,0.0,0.0,0.0,0.0,646.3927409210523
aluminum_Region2Tianjin_aluminum_Region4Shanxi,0.0,0.0,600.8559907541982,0.0,0.0,0.0,0.0,600.8559907541982
aluminum_Region2Tianjin_aluminum_Region5Innermongolia,0.0,0.0,641.231741366455,0.0,0.0,0.0,0.0,641.231741366455
aluminum_Region2Tianjin_aluminum_Region6Liaoning,0.0,0.0,9785.34770739394,0.0,0.0,0.0,0.0,9785.34770739394
aluminum_Region2Tianjin_aluminum_Region7Jilin,0.0,0.0,1769.8477584769732,0.0,0.0,0.0,0.0,1769.8477584769732
aluminum_Region2Tianjin_aluminum_Region8Heilongjiang,0.0,0.0,2345.1218635276696,0.0,0.0,0.0,0.0,2345.1218635276696
aluminum_Region2Tianjin_aluminum_Region9Shanghai,0.0,0.0,3027.5689189928758,0.0,0.0,0.0,0.0,3027.5689189928758
aluminum_Region2Tianjin_aluminum_Region10Jiangsu,0.0,0.0,3092.878701297255,0.0,0.0,0.0,0.0,3092.878701297255
aluminum_Region2Tianjin_aluminum_Region11Zhejiang,0.0,0.0,2289.4211484689413,0.0,0.0,0.0,0.0,2289.4211484689413
aluminum_Region2Tianjin_aluminum_Region12Anhui,0.0,0.0,2138.683154568441,0.0,0.0,0.0,0.0,2138.683154568441
aluminum_Region2Tianjin_aluminum_Region13Fujian,0.0,0.0,1629.8134569422105,0.0,0.0,0.0,0.0,1629.8134569422105
aluminum_Region2Tianjin_aluminum_Region14Jiangxi,0.0,0.0,1428.5890625519608,0.0,0.0,0.0,0.0,1428.5890625519608
aluminum_Region2Tianjin_aluminum_Region15Shandong,0.0,0.0,1929.8174208019057,0.0,0.0,0.0,0.0,1929.8174208019057
aluminum_Region2Tianjin_aluminum_Region16Henan,0.0,0.0,1239.3431276340593,0.0,0.0,0.0,0.0,1239.3431276340593
aluminum_Region2Tianjin_aluminum_Region17Hubei,0.0,0.0,1345.6606919181838,0.0,0.0,0.0,0.0,1345.6606919181838
aluminum_Region2Tianjin_aluminum_Region18Hunan,0.0,0.0,1191.9667339409584,0.0,0.0,0.0,0.0,1191.9667339409584
aluminum_Region2Tianjin_aluminum_Region19Guangdong,0.0,0.0,1211.9626216487688,0.0,0.0,0.0,0.0,1211.9626216487688
aluminum_Region2Tianjin_aluminum_Region20Guangxi,0.0,0.0,1037.786101493404,0.0,0.0,0.0,0.0,1037.786101493404
aluminum_Region2Tianjin_aluminum_Region21Hainan,0.0,0.0,1067.3378404997861,0.0,0.0,0.0,0.0,1067.3378404997861
aluminum_Region2Tianjin_aluminum_Region22Chongqing,0.0,0.0,980.8200164894353,0.0,0.0,0.0,0.0,980.8200164894353
aluminum_Region2Tianjin_aluminum_Region23Sichuan,0.0,0.0,1141.2783826497985,0.0,0.0,0.0,0.0,1141.2783826497985
aluminum_Region2Tianjin_aluminum_Region24Guizhou,0.0,0.0,1005.8937840980266,0.0,0.0,0.0,0.0,1005.8937840980266
aluminum_Region2Tianjin_aluminum_Region25Yunnan,0.0,0.0,1084.0377780124888,0.0,0.0,0.0,0.0,1084.0377780124888
aluminum_Region2Tianjin_aluminum_Region27Shaanxi,0.0,0.0,1126.504723731308,0.0,0.0,0.0,0.0,1126.504723731308
aluminum_Region2Tianjin_aluminum_Region28Gansu,0.0,0.0,1139.141191505558,0.0,0.0,0.0,0.0,1139.141191505558
aluminum_Region2Tianjin_aluminum_Region29Qinghai,0.0,0.0,1362.7459795569623,0.0,0.0,0.0,0.0,1362.7459795569623
aluminum_Region2Tianjin_aluminum_Region30Ningxia,0.0,0.0,1441.5742568409917,0.0,0.0,0.0,0.0,1441.5742568409917
aluminum_Region2Tianjin_aluminum_Region31Xinjiang,0.0,0.0,2370.961918000133,0.0,0.0,0.0,0.0,2370.961918000133
aluminum_Region3Hebei_aluminum_Region1Beijing,0.0,0.0,1873.9094712203437,0.0,0.0,0.0,0.0,1873.9094712203437
aluminum_Region3Hebei_aluminum_Region2Tianjin,0.0,0.0,4639.292853689271,0.0,0.0,0.0,0.0,4639.292853689271
aluminum_Region3Hebei_aluminum_Region4Shanxi,0.0,0.0,495.95152517800165,0.0,0.0,0.0,0.0,495.95152517800165
aluminum_Region3Hebei_aluminum_Region5Innermongolia,0.0,0.0,784.265903729185,0.0,0.0,0.0,0.0,784.265903729185
aluminum_Region3Hebei_aluminum_Region6Liaoning,0.0,0.0,7683.697398748431,0.0,0.0,0.0,0.0,7683.697398748431
aluminum_Region3Hebei_aluminum_Region7Jilin,0.0,0.0,2218.4132593777404,0.0,0.0,0.0,0.0,2218.4132593777404
aluminum_Region3Hebei_aluminum_Region8Heilongjiang,0.0,0.0,2770.215925464504,0.0,0.0,0.0,0.0,2770.215925464504
aluminum_Region3Hebei_aluminum_Region9Shanghai,0.0,0.0,5511.703860448985,0.0,0.0,0.0,0.0,5511.703860448985
aluminum_Region3Hebei_aluminum_Region10Jiangsu,0.0,0.0,7411.361528163102,0.0,0.0,0.0,0.0,7411.361528163102
aluminum_Region3Hebei_aluminum_Region11Zhejiang,0.0,0.0,3374.0381777524713,0.0,0.0,0.0,0.0,3374.0381777524713
aluminum_Region3Hebei_aluminum_Region12Anhui,0.0,0.0,3919.0405628545855,0.0,0.0,0.0,0.0,3919.0405628545855
aluminum_Region3Hebei_aluminum_Region13Fujian,0.0,0.0,1988.1356727185903,0.0,0.0,0.0,0.0,1988.1356727185903
aluminum_Region3Hebei_aluminum_Region14Jiangxi,0.0,0.0,1778.9498618274458,0.0,0.0,0.0,0.0,1778.9498618274458
aluminum_Region3Hebei_aluminum_Region15Shandong,0.0,0.0,24427.11174350936,0.0,0.0,0.0,0.0,24427.11174350936
aluminum_Region3Hebei_aluminum_Region16Henan,0.0,0.0,2453.629071332881,0.0,0.0,0.0,0.0,2453.629071332881
aluminum_Region3Hebei_aluminum_Region17Hubei,0.0,0.0,1752.6225787346027,0.0,0.0,0.0,0.0,1752.6225787346027
aluminum_Region3Hebei_aluminum_Region18Hunan,0.0,0.0,1351.9508918358667,0.0,0.0,0.0,0.0,1351.9508918358667
aluminum_Region3Hebei_aluminum_Region19Guangdong,0.0,0.0,1314.2402518771405,0.0,0.0,0.0,0.0,1314.2402518771405
aluminum_Region3Hebei_aluminum_Region20Guangxi,0.0,0.0,1081.8993815494434,0.0,0.0,0.0,0.0,1081.8993815494434
aluminum_Region3Hebei_aluminum_Region21Hainan,0.0,0.0,1110.7383209577683,0.0,0.0,0.0,0.0,1110.7383209577683
aluminum_Region3Hebei_aluminum_Region22Chongqing,0.0,0.0,1006.523964736745,0.0,0.0,0.0,0.0,1006.523964736745
aluminum_Region3Hebei_aluminum_Region23Sichuan,0.0,0.0,1222.0467535479054,0.0,0.0,0.0,0.0,1222.0467535479054
aluminum_Region3Hebei_aluminum_Region24Guizhou,0.0,0.0,1048.520809635195,0.0,0.0,0.0,0.0,1048.520809635195
aluminum_Region3Hebei_aluminum_Region25Yunnan,0.0,0.0,1117.7944030719846,0.0,0.0,0.0,0.0,1117.7944030719846
aluminum_Region3Hebei_aluminum_Region27Shaanxi,0.0,0.0,1330.80648617168,0.0,0.0,0.0,0.0,1330.80648617168
aluminum_Region3Hebei_aluminum_Region28Gansu,0.0,0.0,1253.98163368699,0.0,0.0,0.0,0.0,1253.98163368699
aluminum_Region3Hebei_aluminum_Region29Qinghai,0.0,0.0,1561.7504555551798,0.0,0.0,0.0,0.0,1561.7504555551798
aluminum_Region3Hebei_aluminum_Region30Ningxia,0.0,0.0,1966.6705212141908,0.0,0.0,0.0,0.0,1966.6705212141908
aluminum_Region3Hebei_aluminum_Region31Xinjiang,0.0,0.0,2792.7538189939833,0.0,0.0,0.0,0.0,2792.7538189939833
aluminum_Region4Shanxi_aluminum_Region1Beijing,0.0,0.0,4005.5180308409304,0.0,0.0,0.0,0.0,4005.5180308409304
aluminum_Region4Shanxi_aluminum_Region2Tianjin,0.0,0.0,12616.610900041069,0.0,0.0,0.0,0.0,12616.610900041069
aluminum_Region4Shanxi_aluminum_Region3Hebei,0.0,0.0,2.1994550692466557e7,0.0,0.0,0.0,0.0,2.1994550692466557e7
aluminum_Region4Shanxi_aluminum_Region5Innermongolia,0.0,0.0,946.4947729084942,0.0,0.0,0.0,0.0,946.4947729084942
aluminum_Region4Shanxi_aluminum_Region6Liaoning,0.0,0.0,11273.592244630712,0.0,0.0,0.0,0.0,11273.592244630712
aluminum_Region4Shanxi_aluminum_Region7Jilin,0.0,0.0,2713.601481510736,0.0,0.0,0.0,0.0,2713.601481510736
aluminum_Region4Shanxi_aluminum_Region8Heilongjiang,0.0,0.0,3297.975476211299,0.0,0.0,0.0,0.0,3297.975476211299
aluminum_Region4Shanxi_aluminum_Region9Shanghai,0.0,0.0,7174.379989033533,0.0,0.0,0.0,0.0,7174.379989033533
aluminum_Region4Shanxi_aluminum_Region10Jiangsu,0.0,0.0,10548.502866173765,0.0,0.0,0.0,0.0,10548.502866173765
aluminum_Region4Shanxi_aluminum_Region11Zhejiang,0.0,0.0,4251.838683465383,0.0,0.0,0.0,0.0,4251.838683465383
aluminum_Region4Shanxi_aluminum_Region12Anhui,0.0,0.0,6852.6071787473,0.0,0.0,0.0,0.0,6852.6071787473
aluminum_Region4Shanxi_aluminum_Region13Fujian,0.0,0.0,2380.8692397305485,0.0,0.0,0.0,0.0,2380.8692397305485
aluminum_Region4Shanxi_aluminum_Region14Jiangxi,0.0,0.0,2284.9104874390537,0.0,0.0,0.0,0.0,2284.9104874390537
aluminum_Region4Shanxi_aluminum_Region15Shandong,0.0,0.0,5.7176911769603595e7,0.0,0.0,0.0,0.0,5.7176911769603595e7
aluminum_Region4Shanxi_aluminum_Region16Henan,0.0,0.0,3.586123699503561e7,0.0,0.0,0.0,0.0,3.586123699503561e7
aluminum_Region4Shanxi_aluminum_Region17Hubei,0.0,0.0,2561.530709741877,0.0,0.0,0.0,0.0,2561.530709741877
aluminum_Region4Shanxi_aluminum_Region18Hunan,0.0,0.0,1679.482441588415,0.0,0.0,0.0,0.0,1679.482441588415
aluminum_Region4Shanxi_aluminum_Region19Guangdong,0.0,0.0,1484.350940030011,0.0,0.0,0.0,0.0,1484.350940030011
aluminum_Region4Shanxi_aluminum_Region20Guangxi,0.0,0.0,1172.2978691681271,0.0,0.0,0.0,0.0,1172.2978691681271
aluminum_Region4Shanxi_aluminum_Region21Hainan,0.0,0.0,1190.2617400104923,0.0,0.0,0.0,0.0,1190.2617400104923
aluminum_Region4Shanxi_aluminum_Region22Chongqing,0.0,0.0,1088.175236331687,0.0,0.0,0.0,0.0,1088.175236331687
aluminum_Region4Shanxi_aluminum_Region23Sichuan,0.0,0.0,1383.9573925924105,0.0,0.0,0.0,0.0,1383.9573925924105
aluminum_Region4Shanxi_aluminum_Region24Guizhou,0.0,0.0,1133.981908772081,0.0,0.0,0.0,0.0,1133.981908772081
aluminum_Region4Shanxi_aluminum_Region25Yunnan,0.0,0.0,1177.8416935129285,0.0,0.0,0.0,0.0,1177.8416935129285
aluminum_Region4Shanxi_aluminum_Region27Shaanxi,0.0,0.0,2131.2673873056974,0.0,0.0,0.0,0.0,2131.2673873056974
aluminum_Region4Shanxi_aluminum_Region28Gansu,0.0,0.0,1501.8260114205045,0.0,0.0,0.0,0.0,1501.8260114205045
aluminum_Region4Shanxi_aluminum_Region29Qinghai,0.0,0.0,1959.2418566473755,0.0,0.0,0.0,0.0,1959.2418566473755
aluminum_Region4Shanxi_aluminum_Region30Ningxia,0.0,0.0,4770.439391596814,0.0,0.0,0.0,0.0,4770.439391596814
aluminum_Region4Shanxi_aluminum_Region31Xinjiang,0.0,0.0,3527.024975731365,0.0,0.0,0.0,0.0,3527.024975731365
aluminum_Region5Innermongolia_aluminum_Region1Beijing,0.0,0.0,3.4707596579483408e6,0.0,0.0,0.0,0.0,3.4707596579483408e6
aluminum_Region5Innermongolia_aluminum_Region2Tianjin,0.0,0.0,5.056752401584336e6,0.0,0.0,0.0,0.0,5.056752401584336e6
aluminum_Region5Innermongolia_aluminum_Region3Hebei,0.0,0.0,213.4831568566817,0.0,0.0,0.0,0.0,213.4831568566817
aluminum_Region5Innermongolia_aluminum_Region4Shanxi,0.0,0.0,2030.090867886075,0.0,0.0,0.0,0.0,2030.090867886075
aluminum_Region5Innermongolia_aluminum_Region6Liaoning,0.0,0.0,1.0139341457730291e7,0.0,0.0,0.0,0.0,1.0139341457730291e7
aluminum_Region5Innermongolia_aluminum_Region7Jilin,0.0,0.0,3673.7618858157166,0.0,0.0,0.0,0.0,3673.7618858157166
aluminum_Region5Innermongolia_aluminum_Region8Heilongjiang,0.0,0.0,4713.280521882264,0.0,0.0,0.0,0.0,4713.280521882264
aluminum_Region5Innermongolia_aluminum_Region9Shanghai,0.0,0.0,5088.796847474665,0.0,0.0,0.0,0.0,5088.796847474665
aluminum_Region5Innermongolia_aluminum_Region10Jiangsu,0.0,0.0,5801.866575489807,0.0,0.0,0.0,0.0,5801.866575489807
aluminum_Region5Innermongolia_aluminum_Region11Zhejiang,0.0,0.0,3680.380828919196,0.0,0.0,0.0,0.0,3680.380828919196
aluminum_Region5Innermongolia_aluminum_Region12Anhui,0.0,0.0,4065.3194193805107,0.0,0.0,0.0,0.0,4065.3194193805107
aluminum_Region5Innermongolia_aluminum_Region13Fujian,0.0,0.0,2299.037292939104,0.0,0.0,0.0,0.0,2299.037292939104
aluminum_Region5Innermongolia_aluminum_Region14Jiangxi,0.0,0.0,2214.943792663564,0.0,0.0,0.0,0.0,2214.943792663564
aluminum_Region5Innermongolia_aluminum_Region15Shandong,0.0,0.0,21752.90642874877,0.0,0.0,0.0,0.0,21752.90642874877
aluminum_Region5Innermongolia_aluminum_Region16Henan,0.0,0.0,3502.378585205664,0.0,0.0,0.0,0.0,3502.378585205664
aluminum_Region5Innermongolia_aluminum_Region17Hubei,0.0,0.0,2357.4606003760423,0.0,0.0,0.0,0.0,2357.4606003760423
aluminum_Region5Innermongolia_aluminum_Region18Hunan,0.0,0.0,1743.7936456910427,0.0,0.0,0.0,0.0,1743.7936456910427
aluminum_Region5Innermongolia_aluminum_Region19Guangdong,0.0,0.0,1574.9731483783858,0.0,0.0,0.0,0.0,1574.9731483783858
aluminum_Region5Innermongolia_aluminum_Region20Guangxi,0.0,0.0,1272.7600501140462,0.0,0.0,0.0,0.0,1272.7600501140462
aluminum_Region5Innermongolia_aluminum_Region21Hainan,0.0,0.0,1283.0724484555474,0.0,0.0,0.0,0.0,1283.0724484555474
aluminum_Region5Innermongolia_aluminum_Region22Chongqing,0.0,0.0,1218.3109225478083,0.0,0.0,0.0,0.0,1218.3109225478083
aluminum_Region5Innermongolia_aluminum_Region23Sichuan,0.0,0.0,1505.182440998679,0.0,0.0,0.0,0.0,1505.182440998679
aluminum_Region5Innermongolia_aluminum_Region24Guizhou,0.0,0.0,1226.2836765078766,0.0,0.0,0.0,0.0,1226.2836765078766
aluminum_Region5Innermongolia_aluminum_Region25Yunnan,0.0,0.0,1262.948706608657,0.0,0.0,0.0,0.0,1262.948706608657
aluminum_Region5Innermongolia_aluminum_Region27Shaanxi,0.0,0.0,2111.0802102446037,0.0,0.0,0.0,0.0,2111.0802102446037
aluminum_Region5Innermongolia_aluminum_Region28Gansu,0.0,0.0,1698.617307119428,0.0,0.0,0.0,0.0,1698.617307119428
aluminum_Region5Innermongolia_aluminum_Region29Qinghai,0.0,0.0,2226.6398276904124,0.0,0.0,0.0,0.0,2226.6398276904124
aluminum_Region5Innermongolia_aluminum_Region30Ningxia,0.0,0.0,501501.9836989164,0.0,0.0,0.0,0.0,501501.9836989164
aluminum_Region5Innermongolia_aluminum_Region31Xinjiang,0.0,0.0,5010.602081347943,0.0,0.0,0.0,0.0,5010.602081347943
aluminum_Region6Liaoning_aluminum_Region1Beijing,0.0,0.0,932.4241743436567,0.0,0.0,0.0,0.0,932.4241743436567
aluminum_Region6Liaoning_aluminum_Region2Tianjin,0.0,0.0,1208.2294394006688,0.0,0.0,0.0,0.0,1208.2294394006688
aluminum_Region6Liaoning_aluminum_Region3Hebei,0.0,0.0,896.9252910280456,0.0,0.0,0.0,0.0,896.9252910280456
aluminum_Region6Liaoning_aluminum_Region4Shanxi,0.0,0.0,785.4316389524776,0.0,0.0,0.0,0.0,785.4316389524776
aluminum_Region6Liaoning_aluminum_Region5Innermongolia,0.0,0.0,768.3087607679165,0.0,0.0,0.0,0.0,768.3087607679165
aluminum_Region6Liaoning_aluminum_Region7Jilin,0.0,0.0,560.5052124003412,0.0,0.0,0.0,0.0,560.5052124003412
aluminum_Region6Liaoning_aluminum_Region8Heilongjiang,0.0,0.0,1143.2648286354,0.0,0.0,0.0,0.0,1143.2648286354
aluminum_Region6Liaoning_aluminum_Region9Shanghai,0.0,0.0,1629.3476254475015,0.0,0.0,0.0,0.0,1629.3476254475015
aluminum_Region6Liaoning_aluminum_Region10Jiangsu,0.0,0.0,1668.3908581070327,0.0,0.0,0.0,0.0,1668.3908581070327
aluminum_Region6Liaoning_aluminum_Region11Zhejiang,0.0,0.0,1504.9212681550393,0.0,0.0,0.0,0.0,1504.9212681550393
aluminum_Region6Liaoning_aluminum_Region12Anhui,0.0,0.0,1458.1856772232202,0.0,0.0,0.0,0.0,1458.1856772232202
aluminum_Region6Liaoning_aluminum_Region13Fujian,0.0,0.0,1327.6335853742248,0.0,0.0,0.0,0.0,1327.6335853742248
aluminum_Region6Liaoning_aluminum_Region14Jiangxi,0.0,0.0,1234.5124710321784,0.0,0.0,0.0,0.0,1234.5124710321784
aluminum_Region6Liaoning_aluminum_Region15Shandong,0.0,0.0,1347.0411438867739,0.0,0.0,0.0,0.0,1347.0411438867739
aluminum_Region6Liaoning_aluminum_Region16Henan,0.0,0.0,1146.1182281448991,0.0,0.0,0.0,0.0,1146.1182281448991
aluminum_Region6Liaoning_aluminum_Region17Hubei,0.0,0.0,1189.9900809264993,0.0,0.0,0.0,0.0,1189.9900809264993
aluminum_Region6Liaoning_aluminum_Region18Hunan,0.0,0.0,1121.6165234323953,0.0,0.0,0.0,0.0,1121.6165234323953
aluminum_Region6Liaoning_aluminum_Region19Guangdong,0.0,0.0,1165.1170158921593,0.0,0.0,0.0,0.0,1165.1170158921593
aluminum_Region6Liaoning_aluminum_Region20Guangxi,0.0,0.0,1040.2311999278156,0.0,0.0,0.0,0.0,1040.2311999278156
aluminum_Region6Liaoning_aluminum_Region21Hainan,0.0,0.0,1064.5961342439848,0.0,0.0,0.0,0.0,1064.5961342439848
aluminum_Region6Liaoning_aluminum_Region22Chongqing,0.0,0.0,994.3747306953499,0.0,0.0,0.0,0.0,994.3747306953499
