scenario,period,technology,province,region_num,province_label,category,cost_usd,production_tons_annual,status,cost_per_ton
no_cap,2,drieaf,Region9Shanghai,9,Shanghai,DRI,94374.90207725443,764.390797119802,ok,123.46420500201702
no_cap,2,drieaf,Region9Shanghai,9,Shanghai,Hydrogen,0.0,764.390797119802,structural_zero,0.0
no_cap,2,drieaf,Region9Shanghai,9,Shanghai,Electricity,26917.224098156476,764.390797119802,ok,35.21395626370653
no_cap,2,drieaf,Region10Jiangsu,10,Jiangsu,Investment,1129.639327261248,4.085494854470497,ok,276.5000000000381
no_cap,2,drieaf,Region10Jiangsu,10,Jiangsu,Fixed O&M,339.09607292109797,4.085494854470497,ok,83.00000000001144
no_cap,2,drieaf,Region10Jiangsu,10,Jiangsu,Variable O&M,0.0,4.085494854470497,ok,0.0
no_cap,2,drieaf,Region10Jiangsu,10,Jiangsu,Coal,0.0,4.085494854470497,structural_zero,0.0
no_cap,2,drieaf,Region10Jiangsu,10,Jiangsu,Natural Gas,0.0,4.085494854470497,structural_zero,0.0
no_cap,2,drieaf,Region10Jiangsu,10,Jiangsu,Steel Scrap,0.0,4.085494854470497,structural_zero,0.0
no_cap,2,drieaf,Region10Jiangsu,10,Jiangsu,DRI,507.5478078438014,4.085494854470497,ok,124.23166003707586
no_cap,2,drieaf,Region10Jiangsu,10,Jiangsu,Hydrogen,0.0,4.085494854470497,structural_zero,0.0
no_cap,2,drieaf,Region10Jiangsu,10,Jiangsu,Electricity,142.49280017912997,4.085494854470497,ok,34.877733360307424
no_cap,2,drieaf,Region11Zhejiang,11,Zhejiang,Investment,1421674.2850205535,5141.679150164751,ok,276.49999999999994
no_cap,2,drieaf,Region11Zhejiang,11,Zhejiang,Fixed O&M,426759.3694636744,5141.679150164751,ok,83.0
no_cap,2,drieaf,Region11Zhejiang,11,Zhejiang,Variable O&M,0.0,5141.679150164751,ok,0.0
no_cap,2,drieaf,Region11Zhejiang,11,Zhejiang,Coal,0.0,5141.679150164751,structural_zero,0.0
no_cap,2,drieaf,Region11Zhejiang,11,Zhejiang,Natural Gas,0.0,5141.679150164751,structural_zero,0.0
no_cap,2,drieaf,Region11Zhejiang,11,Zhejiang,Steel Scrap,0.0,5141.679150164751,structural_zero,0.0
no_cap,2,drieaf,Region11Zhejiang,11,Zhejiang,DRI,630786.1314454412,5141.679150164751,ok,122.68095947317703
no_cap,2,drieaf,Region11Zhejiang,11,Zhejiang,Hydrogen,0.0,5141.679150164751,structural_zero,0.0
no_cap,2,drieaf,Region11Zhejiang,11,Zhejiang,Electricity,168405.40327043773,5141.679150164751,ok,32.752997289813706
no_cap,2,drieaf,Region12Anhui,12,Anhui,Investment,350515.9541464453,1267.6888034229487,ok,276.5
no_cap,2,drieaf,Region12Anhui,12,Anhui,Fixed O&M,105218.17068410474,1267.6888034229487,ok,83.0
no_cap,2,drieaf,Region12Anhui,12,Anhui,Variable O&M,0.0,1267.6888034229487,ok,0.0
no_cap,2,drieaf,Region12Anhui,12,Anhui,Coal,0.0,1267.6888034229487,structural_zero,0.0
no_cap,2,drieaf,Region12Anhui,12,Anhui,Natural Gas,0.0,1267.6888034229487,structural_zero,0.0
no_cap,2,drieaf,Region12Anhui,12,Anhui,Steel Scrap,0.0,1267.6888034229487,structural_zero,0.0
no_cap,2,drieaf,Region12Anhui,12,Anhui,DRI,157573.80908165913,1267.6888034229487,ok,124.30007163918019
no_cap,2,drieaf,Region12Anhui,12,Anhui,Hydrogen,0.0,1267.6888034229487,structural_zero,0.0
no_cap,2,drieaf,Region12Anhui,12,Anhui,Electricity,41644.55747410473,1267.6888034229487,ok,32.85077328257394
no_cap,2,drieaf,Region13Fujian,13,Fujian,Investment,9273791.831237378,33539.93429018943,ok,276.50000000000006
no_cap,2,drieaf,Region13Fujian,13,Fujian,Fixed O&M,2783814.5460857223,33539.93429018943,ok,83.0
no_cap,2,drieaf,Region13Fujian,13,Fujian,Variable O&M,0.0,33539.93429018943,ok,0.0
no_cap,2,drieaf,Region13Fujian,13,Fujian,Coal,0.0,33539.93429018943,structural_zero,0.0
no_cap,2,drieaf,Region13Fujian,13,Fujian,Natural Gas,0.0,33539.93429018943,structural_zero,0.0
no_cap,2,drieaf,Region13Fujian,13,Fujian,Steel Scrap,0.0,33539.93429018943,structural_zero,0.0
no_cap,2,drieaf,Region13Fujian,13,Fujian,DRI,4303111.099151679,33539.93429018943,ok,128.29813743583742
no_cap,2,drieaf,Region13Fujian,13,Fujian,Hydrogen,0.0,33539.93429018943,structural_zero,0.0
no_cap,2,drieaf,Region13Fujian,13,Fujian,Electricity,1046603.0592761515,33539.93429018943,ok,31.204684249554038
no_cap,2,drieaf,Region14Jiangxi,14,Jiangxi,Investment,980931.24735558,3547.671780671175,ok,276.50000000000006
no_cap,2,drieaf,Region14Jiangxi,14,Jiangxi,Fixed O&M,294456.75779570756,3547.671780671175,ok,83.00000000000001
no_cap,2,drieaf,Region14Jiangxi,14,Jiangxi,Variable O&M,0.0,3547.671780671175,ok,0.0
no_cap,2,drieaf,Region14Jiangxi,14,Jiangxi,Coal,0.0,3547.671780671175,structural_zero,0.0
no_cap,2,drieaf,Region14Jiangxi,14,Jiangxi,Natural Gas,0.0,3547.671780671175,structural_zero,0.0
no_cap,2,drieaf,Region14Jiangxi,14,Jiangxi,Steel Scrap,0.0,3547.671780671175,structural_zero,0.0
no_cap,2,drieaf,Region14Jiangxi,14,Jiangxi,DRI,430401.3588440601,3547.671780671175,ok,121.31938506516337
no_cap,2,drieaf,Region14Jiangxi,14,Jiangxi,Hydrogen,0.0,3547.671780671175,structural_zero,0.0
no_cap,2,drieaf,Region14Jiangxi,14,Jiangxi,Electricity,109097.37861212199,3547.671780671175,ok,30.751824113639433
no_cap,2,drieaf,Region15Shandong,15,Shandong,Investment,1394.9795398347785,5.045133959619157,ok,276.50000000001614
no_cap,2,drieaf,Region15Shandong,15,Shandong,Fixed O&M,418.74611864841455,5.045133959619157,ok,83.00000000000486
no_cap,2,drieaf,Region15Shandong,15,Shandong,Variable O&M,0.0,5.045133959619157,ok,0.0
no_cap,2,drieaf,Region15Shandong,15,Shandong,Coal,0.0,5.045133959619157,structural_zero,0.0
no_cap,2,drieaf,Region15Shandong,15,Shandong,Natural Gas,0.0,5.045133959619157,structural_zero,0.0
no_cap,2,drieaf,Region15Shandong,15,Shandong,Steel Scrap,0.0,5.045133959619157,structural_zero,0.0
no_cap,2,drieaf,Region15Shandong,15,Shandong,DRI,630.159198908483,5.045133959619157,ok,124.90435416625724
no_cap,2,drieaf,Region15Shandong,15,Shandong,Hydrogen,0.0,5.045133959619157,structural_zero,0.0
no_cap,2,drieaf,Region15Shandong,15,Shandong,Electricity,160.33441578045068,5.045133959619157,ok,31.780011604003846
no_cap,2,drieaf,Region16Henan,16,Henan,Investment,233519.02372472375,844.553431192491,ok,276.5
no_cap,2,drieaf,Region16Henan,16,Henan,Fixed O&M,70097.93478897675,844.553431192491,ok,83.0
no_cap,2,drieaf,Region16Henan,16,Henan,Variable O&M,0.0,844.553431192491,ok,0.0
no_cap,2,drieaf,Region16Henan,16,Henan,Coal,0.0,844.553431192491,structural_zero,0.0
no_cap,2,drieaf,Region16Henan,16,Henan,Natural Gas,0.0,844.553431192491,structural_zero,0.0
no_cap,2,drieaf,Region16Henan,16,Henan,Steel Scrap,0.0,844.553431192491,structural_zero,0.0
no_cap,2,drieaf,Region16Henan,16,Henan,DRI,105679.04858609494,844.553431192491,ok,125.13009204980487
no_cap,2,drieaf,Region16Henan,16,Henan,Hydrogen,0.0,844.553431192491,structural_zero,0.0
no_cap,2,drieaf,Region16Henan,16,Henan,Electricity,26841.758614089857,844.553431192491,ok,31.782191182611005
no_cap,2,drieaf,Region17Hubei,17,Hubei,Investment,455963.4825777512,1649.0541865379782,ok,276.5000000000001
no_cap,2,drieaf,Region17Hubei,17,Hubei,Fixed O&M,136871.49748265225,1649.0541865379782,ok,83.00000000000003
no_cap,2,drieaf,Region17Hubei,17,Hubei,Variable O&M,0.0,1649.0541865379782,ok,0.0
no_cap,2,drieaf,Region17Hubei,17,Hubei,Coal,0.0,1649.0541865379782,structural_zero,0.0
no_cap,2,drieaf,Region17Hubei,17,Hubei,Natural Gas,0.0,1649.0541865379782,structural_zero,0.0
no_cap,2,drieaf,Region17Hubei,17,Hubei,Steel Scrap,0.0,1649.0541865379782,structural_zero,0.0
no_cap,2,drieaf,Region17Hubei,17,Hubei,DRI,205711.1509993045,1649.0541865379782,ok,124.74493117244022
no_cap,2,drieaf,Region17Hubei,17,Hubei,Hydrogen,0.0,1649.0541865379782,structural_zero,0.0
no_cap,2,drieaf,Region17Hubei,17,Hubei,Electricity,51197.280738257396,1649.0541865379782,ok,31.04645144847598
no_cap,2,drieaf,Region18Hunan,18,Hunan,Investment,627625.1641172954,2269.8920944567644,ok,276.5
no_cap,2,drieaf,Region18Hunan,18,Hunan,Fixed O&M,188401.04383991144,2269.8920944567644,ok,83.0
no_cap,2,drieaf,Region18Hunan,18,Hunan,Variable O&M,0.0,2269.8920944567644,ok,0.0
no_cap,2,drieaf,Region18Hunan,18,Hunan,Coal,0.0,2269.8920944567644,structural_zero,0.0
no_cap,2,drieaf,Region18Hunan,18,Hunan,Natural Gas,0.0,2269.8920944567644,structural_zero,0.0
no_cap,2,drieaf,Region18Hunan,18,Hunan,Steel Scrap,0.0,2269.8920944567644,structural_zero,0.0
no_cap,2,drieaf,Region18Hunan,18,Hunan,DRI,286443.6948356207,2269.8920944567644,ok,126.19264833563511
no_cap,2,drieaf,Region18Hunan,18,Hunan,Hydrogen,0.0,2269.8920944567644,structural_zero,0.0
no_cap,2,drieaf,Region18Hunan,18,Hunan,Electricity,67405.05971205689,2269.8920944567644,ok,29.695270482973516
no_cap,2,drieaf,Region19Guangdong,19,Guangdong,Investment,2700772.039243614,9767.710811007644,ok,276.5
no_cap,2,drieaf,Region19Guangdong,19,Guangdong,Fixed O&M,810719.9973136346,9767.710811007644,ok,83.00000000000001
no_cap,2,drieaf,Region19Guangdong,19,Guangdong,Variable O&M,0.0,9767.710811007644,ok,0.0
no_cap,2,drieaf,Region19Guangdong,19,Guangdong,Coal,0.0,9767.710811007644,structural_zero,0.0
no_cap,2,drieaf,Region19Guangdong,19,Guangdong,Natural Gas,0.0,9767.710811007644,structural_zero,0.0
no_cap,2,drieaf,Region19Guangdong,19,Guangdong,Steel Scrap,0.0,9767.710811007644,structural_zero,0.0
no_cap,2,drieaf,Region19Guangdong,19,Guangdong,DRI,1305737.217993594,9767.710811007644,ok,133.67893903268552
no_cap,2,drieaf,Region19Guangdong,19,Guangdong,Hydrogen,0.0,9767.710811007644,structural_zero,0.0
no_cap,2,drieaf,Region19Guangdong,19,Guangdong,Electricity,348358.2902465438,9767.710811007644,ok,35.664271494807586
no_cap,2,drieaf,Region20Guangxi,20,Guangxi,Investment,1279069.476409558,4625.929390269649,ok,276.5
no_cap,2,drieaf,Region20Guangxi,20,Guangxi,Fixed O&M,383952.1393923809,4625.929390269649,ok,83.0
no_cap,2,drieaf,Region20Guangxi,20,Guangxi,Variable O&M,0.0,4625.929390269649,ok,0.0
no_cap,2,drieaf,Region20Guangxi,20,Guangxi,Coal,0.0,4625.929390269649,structural_zero,0.0
no_cap,2,drieaf,Region20Guangxi,20,Guangxi,Natural Gas,0.0,4625.929390269649,structural_zero,0.0
no_cap,2,drieaf,Region20Guangxi,20,Guangxi,Steel Scrap,0.0,4625.929390269649,structural_zero,0.0
no_cap,2,drieaf,Region20Guangxi,20,Guangxi,DRI,600455.045410119,4625.929390269649,ok,129.80203430539567
no_cap,2,drieaf,Region20Guangxi,20,Guangxi,Hydrogen,0.0,4625.929390269649,structural_zero,0.0
no_cap,2,drieaf,Region20Guangxi,20,Guangxi,Electricity,136487.85530752043,4625.929390269649,ok,29.50495863482353
no_cap,2,drieaf,Region22Chongqing,22,Chongqing,Investment,1049683.2990882387,3796.3229623444436,ok,276.5
no_cap,2,drieaf,Region22Chongqing,22,Chongqing,Fixed O&M,315094.80587458884,3796.3229623444436,ok,83.0
no_cap,2,drieaf,Region22Chongqing,22,Chongqing,Variable O&M,0.0,3796.3229623444436,ok,0.0
no_cap,2,drieaf,Region22Chongqing,22,Chongqing,Coal,0.0,3796.3229623444436,structural_zero,0.0
no_cap,2,drieaf,Region22Chongqing,22,Chongqing,Natural Gas,0.0,3796.3229623444436,structural_zero,0.0
no_cap,2,drieaf,Region22Chongqing,22,Chongqing,Steel Scrap,0.0,3796.3229623444436,structural_zero,0.0
no_cap,2,drieaf,Region22Chongqing,22,Chongqing,DRI,483543.84320663265,3796.3229623444436,ok,127.37162986470915
no_cap,2,drieaf,Region22Chongqing,22,Chongqing,Hydrogen,0.0,3796.3229623444436,structural_zero,0.0
no_cap,2,drieaf,Region22Chongqing,22,Chongqing,Electricity,112822.03250102476,3796.3229623444436,ok,29.718765663538488
no_cap,2,drieaf,Region23Sichuan,23,Sichuan,Investment,633934.6894650196,2292.7113543038686,ok,276.5
no_cap,2,drieaf,Region23Sichuan,23,Sichuan,Fixed O&M,190295.0424072211,2292.7113543038686,ok,83.0
no_cap,2,drieaf,Region23Sichuan,23,Sichuan,Variable O&M,0.0,2292.7113543038686,ok,0.0
no_cap,2,drieaf,Region23Sichuan,23,Sichuan,Coal,0.0,2292.7113543038686,structural_zero,0.0
no_cap,2,drieaf,Region23Sichuan,23,Sichuan,Natural Gas,0.0,2292.7113543038686,structural_zero,0.0
no_cap,2,drieaf,Region23Sichuan,23,Sichuan,Steel Scrap,0.0,2292.7113543038686,structural_zero,0.0
no_cap,2,drieaf,Region23Sichuan,23,Sichuan,DRI,294773.53213516186,2292.7113543038686,ok,128.56984006373685
no_cap,2,drieaf,Region23Sichuan,23,Sichuan,Hydrogen,0.0,2292.7113543038686,structural_zero,0.0
no_cap,2,drieaf,Region23Sichuan,23,Sichuan,Electricity,69801.08305796896,2292.7113543038686,ok,30.44477575728783
no_cap,2,drieaf,Region24Guizhou,24,Guizhou,Investment,2209697736.513206,7991673.549776515,ok,276.49999999999994
no_cap,2,drieaf,Region24Guizhou,24,Guizhou,Fixed O&M,663308904.6314507,7991673.549776515,ok,82.99999999999999
no_cap,2,drieaf,Region24Guizhou,24,Guizhou,Variable O&M,0.0,7991673.549776515,ok,0.0
no_cap,2,drieaf,Region24Guizhou,24,Guizhou,Coal,0.0,7991673.549776515,structural_zero,0.0
no_cap,2,drieaf,Region24Guizhou,24,Guizhou,Natural Gas,0.0,7991673.549776515,structural_zero,0.0
no_cap,2,drieaf,Region24Guizhou,24,Guizhou,Steel Scrap,0.0,7991673.549776515,structural_zero,0.0
no_cap,2,drieaf,Region24Guizhou,24,Guizhou,DRI,1062861976.1050113,7991673.549776515,ok,132.9961702620766
no_cap,2,drieaf,Region24Guizhou,24,Guizhou,Hydrogen,0.0,7991673.549776515,structural_zero,0.0
no_cap,2,drieaf,Region24Guizhou,24,Guizhou,Electricity,226569521.23021883,7991673.549776515,ok,28.350697737966886
no_cap,2,drieaf,Region25Yunnan,25,Yunnan,Investment,2464039614.0533037,8911535.674695492,ok,276.5
no_cap,2,drieaf,Region25Yunnan,25,Yunnan,Fixed O&M,739657460.9997258,8911535.674695492,ok,83.0
no_cap,2,drieaf,Region25Yunnan,25,Yunnan,Variable O&M,0.0,8911535.674695492,ok,0.0
no_cap,2,drieaf,Region25Yunnan,25,Yunnan,Coal,0.0,8911535.674695492,structural_zero,0.0
no_cap,2,drieaf,Region25Yunnan,25,Yunnan,Natural Gas,0.0,8911535.674695492,structural_zero,0.0
no_cap,2,drieaf,Region25Yunnan,25,Yunnan,Steel Scrap,0.0,8911535.674695492,structural_zero,0.0
no_cap,2,drieaf,Region25Yunnan,25,Yunnan,DRI,1177477670.8762932,8911535.674695492,ok,132.12960300655786
no_cap,2,drieaf,Region25Yunnan,25,Yunnan,Hydrogen,0.0,8911535.674695492,structural_zero,0.0
no_cap,2,drieaf,Region25Yunnan,25,Yunnan,Electricity,259480960.1487176,8911535.674695492,ok,29.117423710205156
no_cap,2,drieaf,Region27Shaanxi,27,Shaanxi,Investment,84359.26486993128,305.09679880626067,ok,276.5000000000007
no_cap,2,drieaf,Region27Shaanxi,27,Shaanxi,Fixed O&M,25323.0343009197,305.09679880626067,ok,83.00000000000021
no_cap,2,drieaf,Region27Shaanxi,27,Shaanxi,Variable O&M,0.0,305.09679880626067,ok,0.0
no_cap,2,drieaf,Region27Shaanxi,27,Shaanxi,Coal,0.0,305.09679880626067,structural_zero,0.0
no_cap,2,drieaf,Region27Shaanxi,27,Shaanxi,Natural Gas,0.0,305.09679880626067,structural_zero,0.0
no_cap,2,drieaf,Region27Shaanxi,27,Shaanxi,Steel Scrap,0.0,305.09679880626067,structural_zero,0.0
no_cap,2,drieaf,Region27Shaanxi,27,Shaanxi,DRI,36143.7421086611,305.09679880626067,ok,118.46647441100394
no_cap,2,drieaf,Region27Shaanxi,27,Shaanxi,Hydrogen,0.0,305.09679880626067,structural_zero,0.0
no_cap,2,drieaf,Region27Shaanxi,27,Shaanxi,Electricity,8213.910854527352,305.09679880626067,ok,26.922310842544313
no_cap,2,drieaf,Region28Gansu,28,Gansu,Investment,275716.4969732168,997.1663543335146,ok,276.50000000000006
no_cap,2,drieaf,Region28Gansu,28,Gansu,Fixed O&M,82764.80740968173,997.1663543335146,ok,83.00000000000001
no_cap,2,drieaf,Region28Gansu,28,Gansu,Variable O&M,0.0,997.1663543335146,ok,0.0
no_cap,2,drieaf,Region28Gansu,28,Gansu,Coal,0.0,997.1663543335146,structural_zero,0.0
no_cap,2,drieaf,Region28Gansu,28,Gansu,Natural Gas,0.0,997.1663543335146,structural_zero,0.0
no_cap,2,drieaf,Region28Gansu,28,Gansu,Steel Scrap,0.0,997.1663543335146,structural_zero,0.0
no_cap,2,drieaf,Region28Gansu,28,Gansu,DRI,121340.32315865616,997.1663543335146,ok,121.68513571615392
no_cap,2,drieaf,Region28Gansu,28,Gansu,Hydrogen,0.0,997.1663543335146,structural_zero,0.0
no_cap,2,drieaf,Region28Gansu,28,Gansu,Electricity,25835.550072756716,997.1663543335146,ok,25.908966904548905
no_cap,2,drieaf,Region29Qinghai,29,Qinghai,Investment,89562.4413015432,323.91479675060805,ok,276.5000000000002
no_cap,2,drieaf,Region29Qinghai,29,Qinghai,Fixed O&M,26884.928130300486,323.91479675060805,ok,83.00000000000006
no_cap,2,drieaf,Region29Qinghai,29,Qinghai,Variable O&M,0.0,323.91479675060805,ok,0.0
no_cap,2,drieaf,Region29Qinghai,29,Qinghai,Coal,0.0,323.91479675060805,structural_zero,0.0
no_cap,2,drieaf,Region29Qinghai,29,Qinghai,Natural Gas,0.0,323.91479675060805,structural_zero,0.0
no_cap,2,drieaf,Region29Qinghai,29,Qinghai,Steel Scrap,0.0,323.91479675060805,structural_zero,0.0
no_cap,2,drieaf,Region29Qinghai,29,Qinghai,DRI,40233.29872774081,323.91479675060805,ok,124.20951167203906
no_cap,2,drieaf,Region29Qinghai,29,Qinghai,Hydrogen,0.0,323.91479675060805,structural_zero,0.0
no_cap,2,drieaf,Region29Qinghai,29,Qinghai,Electricity,8855.113938342862,323.91479675060805,ok,27.337787674950476
no_cap,2,drieaf,Region30Ningxia,30,Ningxia,Investment,2837.341044787089,10.261631265052717,ok,276.5000000000012
no_cap,2,drieaf,Region30Ningxia,30,Ningxia,Fixed O&M,851.7153949993793,10.261631265052717,ok,83.00000000000037
no_cap,2,drieaf,Region30Ningxia,30,Ningxia,Variable O&M,0.0,10.261631265052717,ok,0.0
no_cap,2,drieaf,Region30Ningxia,30,Ningxia,Coal,0.0,10.261631265052717,structural_zero,0.0
no_cap,2,drieaf,Region30Ningxia,30,Ningxia,Natural Gas,0.0,10.261631265052717,structural_zero,0.0
no_cap,2,drieaf,Region30Ningxia,30,Ningxia,Steel Scrap,0.0,10.261631265052717,structural_zero,0.0
no_cap,2,drieaf,Region30Ningxia,30,Ningxia,DRI,1203.0175062759936,10.261631265052717,ok,117.23452881931374
no_cap,2,drieaf,Region30Ningxia,30,Ningxia,Hydrogen,0.0,10.261631265052717,structural_zero,0.0
no_cap,2,drieaf,Region30Ningxia,30,Ningxia,Electricity,293.17122468338806,10.261631265052717,ok,28.569651073101774
no_cap,2,drieaf,Region31Xinjiang,31,Xinjiang,Investment,60083.12883036632,217.29883844617103,ok,276.5000000000001
no_cap,2,drieaf,Region31Xinjiang,31,Xinjiang,Fixed O&M,18035.803591032203,217.29883844617103,ok,83.00000000000003
no_cap,2,drieaf,Region31Xinjiang,31,Xinjiang,Variable O&M,0.0,217.29883844617103,ok,0.0
no_cap,2,drieaf,Region31Xinjiang,31,Xinjiang,Coal,0.0,217.29883844617103,structural_zero,0.0
no_cap,2,drieaf,Region31Xinjiang,31,Xinjiang,Natural Gas,0.0,217.29883844617103,structural_zero,0.0
no_cap,2,drieaf,Region31Xinjiang,31,Xinjiang,Steel Scrap,0.0,217.29883844617103,structural_zero,0.0
no_cap,2,drieaf,Region31Xinjiang,31,Xinjiang,DRI,24283.112194207977,217.29883844617103,ok,111.7498481255037
no_cap,2,drieaf,Region31Xinjiang,31,Xinjiang,Hydrogen,0.0,217.29883844617103,structural_zero,0.0
no_cap,2,drieaf,Region31Xinjiang,31,Xinjiang,Electricity,4466.45341834165,217.29883844617103,ok,20.55442840964874
no_cap,2,scrapeaf56,Region1Beijing,1,Beijing,Investment,966.2330354220528,5.454090638485476,ok,177.157495074259
no_cap,2,scrapeaf56,Region1Beijing,1,Beijing,Fixed O&M,452.68952299435387,5.454090638485476,ok,83.00000000001089
no_cap,2,scrapeaf56,Region1Beijing,1,Beijing,Variable O&M,0.0,5.454090638485476,ok,0.0
no_cap,2,scrapeaf56,Region1Beijing,1,Beijing,Coal,187.8794307200722,5.454090638485476,ok,34.44743462720371
no_cap,2,scrapeaf56,Region1Beijing,1,Beijing,Natural Gas,0.0,5.454090638485476,structural_zero,0.0
no_cap,2,scrapeaf56,Region1Beijing,1,Beijing,Steel Scrap,942.4668623302439,5.454090638485476,ok,172.7999999999915
no_cap,2,scrapeaf56,Region1Beijing,1,Beijing,DRI,0.0,5.454090638485476,structural_zero,0.0
no_cap,2,scrapeaf56,Region1Beijing,1,Beijing,Hydrogen,0.0,5.454090638485476,structural_zero,0.0
no_cap,2,scrapeaf56,Region1Beijing,1,Beijing,Electricity,70.77594785733508,5.454090638485476,ok,12.976672473669884
no_cap,2,scrapeaf56,Region2Tianjin,2,Tianjin,Investment,1042.664627159265,5.7026696079909,ok,182.83798621232148
no_cap,2,scrapeaf56,Region2Tianjin,2,Tianjin,Fixed O&M,473.3215774633134,5.7026696079909,ok,83.00000000001205
no_cap,2,scrapeaf56,Region2Tianjin,2,Tianjin,Variable O&M,0.0,5.7026696079909,ok,0.0
no_cap,2,scrapeaf56,Region2Tianjin,2,Tianjin,Coal,216.4794570692596,5.7026696079909,ok,37.96107296237476
no_cap,2,scrapeaf56,Region2Tianjin,2,Tianjin,Natural Gas,0.0,5.7026696079909,structural_zero,0.0
no_cap,2,scrapeaf56,Region2Tianjin,2,Tianjin,Steel Scrap,985.4213082607225,5.7026696079909,ok,172.7999999999816
no_cap,2,scrapeaf56,Region2Tianjin,2,Tianjin,DRI,0.0,5.7026696079909,structural_zero,0.0
no_cap,2,scrapeaf56,Region2Tianjin,2,Tianjin,Hydrogen,0.0,5.7026696079909,structural_zero,0.0
no_cap,2,scrapeaf56,Region2Tianjin,2,Tianjin,Electricity,73.77075150907136,5.7026696079909,ok,12.936178418209545
no_cap,2,scrapeaf56,Region3Hebei,3,Hebei,Investment,1010.5587170535116,5.565948628217076,ok,181.56091343179014
no_cap,2,scrapeaf56,Region3Hebei,3,Hebei,Fixed O&M,461.9737361420412,5.565948628217076,ok,83.00000000000429
no_cap,2,scrapeaf56,Region3Hebei,3,Hebei,Variable O&M,0.0,5.565948628217076,ok,0.0
no_cap,2,scrapeaf56,Region3Hebei,3,Hebei,Coal,168.72473329815853,5.565948628217076,ok,30.313742466610876
no_cap,2,scrapeaf56,Region3Hebei,3,Hebei,Natural Gas,0.0,5.565948628217076,structural_zero,0.0
no_cap,2,scrapeaf56,Region3Hebei,3,Hebei,Steel Scrap,961.7959229557067,5.565948628217076,ok,172.79999999996335
no_cap,2,scrapeaf56,Region3Hebei,3,Hebei,DRI,0.0,5.565948628217076,structural_zero,0.0
no_cap,2,scrapeaf56,Region3Hebei,3,Hebei,Hydrogen,0.0,5.565948628217076,structural_zero,0.0
no_cap,2,scrapeaf56,Region3Hebei,3,Hebei,Electricity,69.11516589943183,5.565948628217076,ok,12.417499785938787
no_cap,2,scrapeaf56,Region4Shanxi,4,Shanxi,Investment,1029.041191903268,5.963702658767076,ok,172.550720715511
no_cap,2,scrapeaf56,Region4Shanxi,4,Shanxi,Fixed O&M,494.9873206777386,5.963702658767076,ok,83.00000000001195
no_cap,2,scrapeaf56,Region4Shanxi,4,Shanxi,Variable O&M,0.0,5.963702658767076,ok,0.0
no_cap,2,scrapeaf56,Region4Shanxi,4,Shanxi,Coal,165.58001158118475,5.963702658767076,ok,27.764632319113044
no_cap,2,scrapeaf56,Region4Shanxi,4,Shanxi,Natural Gas,0.0,5.963702658767076,structural_zero,0.0
no_cap,2,scrapeaf56,Region4Shanxi,4,Shanxi,Steel Scrap,1030.5278194350096,5.963702658767076,ok,172.80000000000987
no_cap,2,scrapeaf56,Region4Shanxi,4,Shanxi,DRI,0.0,5.963702658767076,structural_zero,0.0
no_cap,2,scrapeaf56,Region4Shanxi,4,Shanxi,Hydrogen,0.0,5.963702658767076,structural_zero,0.0
no_cap,2,scrapeaf56,Region4Shanxi,4,Shanxi,Electricity,71.57770550285511,5.963702658767076,ok,12.002225730961063
no_cap,2,scrapeaf56,Region5Innermongolia,5,Innermongolia,Investment,1065.2039827333151,3.85245563375508,ok,276.5000000000092
no_cap,2,scrapeaf56,Region5Innermongolia,5,Innermongolia,Fixed O&M,319.7538176016823,3.85245563375508,ok,83.00000000000276
no_cap,2,scrapeaf56,Region5Innermongolia,5,Innermongolia,Variable O&M,0.0,3.85245563375508,ok,0.0
no_cap,2,scrapeaf56,Region5Innermongolia,5,Innermongolia,Coal,67.94609336420898,3.85245563375508,ok,17.637086529658568
no_cap,2,scrapeaf56,Region5Innermongolia,5,Innermongolia,Natural Gas,0.0,3.85245563375508,structural_zero,0.0
no_cap,2,scrapeaf56,Region5Innermongolia,5,Innermongolia,Steel Scrap,665.7043335128569,3.85245563375508,ok,172.79999999999458
no_cap,2,scrapeaf56,Region5Innermongolia,5,Innermongolia,DRI,0.0,3.85245563375508,structural_zero,0.0
no_cap,2,scrapeaf56,Region5Innermongolia,5,Innermongolia,Hydrogen,0.0,3.85245563375508,structural_zero,0.0
no_cap,2,scrapeaf56,Region5Innermongolia,5,Innermongolia,Electricity,39.69066775152593,3.85245563375508,ok,10.302693015789124
no_cap,2,scrapeaf56,Region6Liaoning,6,Liaoning,Investment,1049.374562704969,5.660303176265364,ok,185.39193573679572
no_cap,2,scrapeaf56,Region6Liaoning,6,Liaoning,Fixed O&M,469.80516363008127,5.660303176265364,ok,83.0000000000099
no_cap,2,scrapeaf56,Region6Liaoning,6,Liaoning,Variable O&M,0.0,5.660303176265364,ok,0.0
no_cap,2,scrapeaf56,Region6Liaoning,6,Liaoning,Coal,209.02169418447363,5.660303176265364,ok,36.927649928883305
no_cap,2,scrapeaf56,Region6Liaoning,6,Liaoning,Natural Gas,0.0,5.660303176265364,structural_zero,0.0
no_cap,2,scrapeaf56,Region6Liaoning,6,Liaoning,Steel Scrap,978.1003888587434,5.660303176265364,ok,172.80000000001564
no_cap,2,scrapeaf56,Region6Liaoning,6,Liaoning,DRI,0.0,5.660303176265364,structural_zero,0.0
