period,province,region_num,province_label,category,cost_usd,production_tons_annual,status,cost_per_ton
2,Region3Hebei,3,Hebei,Fixed O&M,37788385516.865295,209935475.09369606,ok,180.00000000000003
2,Region3Hebei,3,Hebei,Variable O&M,0.0,209935475.09369606,ok,0.0
2,Region3Hebei,3,Hebei,Coal,12338329031.548523,209935475.09369606,ok,58.77200614161002
2,Region3Hebei,3,Hebei,Natural Gas,0.0,209935475.09369606,structural_zero,0.0
2,Region3Hebei,3,Hebei,Steel Scrap,4282683691.9114003,209935475.09369606,ok,20.400000000000002
2,Region3Hebei,3,Hebei,DRI,0.0,209935475.09369606,structural_zero,0.0
2,Region3Hebei,3,Hebei,Hydrogen,0.0,209935475.09369606,structural_zero,0.0
2,Region3Hebei,3,Hebei,Electricity,1519702909.381627,209935475.09369606,ok,7.238904757299214
2,Region4Shanxi,4,Shanxi,Investment,2079.3351716292723,58690111.47972111,ok,3.542905472837165e-05
2,Region4Shanxi,4,Shanxi,Fixed O&M,10564220066.3498,58690111.47972111,ok,180.00000000000003
2,Region4Shanxi,4,Shanxi,Variable O&M,0.0,58690111.47972111,ok,0.0
2,Region4Shanxi,4,Shanxi,Coal,3159277828.2645516,58690111.47972111,ok,53.82981474411002
2,Region4Shanxi,4,Shanxi,Natural Gas,0.0,58690111.47972111,structural_zero,0.0
2,Region4Shanxi,4,Shanxi,Steel Scrap,1197278274.1863108,58690111.47972111,ok,20.400000000000002
2,Region4Shanxi,4,Shanxi,DRI,0.0,58690111.47972111,structural_zero,0.0
2,Region4Shanxi,4,Shanxi,Hydrogen,0.0,58690111.47972111,structural_zero,0.0
2,Region4Shanxi,4,Shanxi,Electricity,410734686.7143624,58690111.47972111,ok,6.998362694476759
2,Region5Innermongolia,5,Innermongolia,Investment,2253.431474612039,27462524.327241443,ok,8.205478301121606e-05
2,Region5Innermongolia,5,Innermongolia,Fixed O&M,4943254378.90346,27462524.327241443,ok,180.0
2,Region5Innermongolia,5,Innermongolia,Variable O&M,0.0,27462524.327241443,ok,0.0
2,Region5Innermongolia,5,Innermongolia,Coal,939070632.0041115,27462524.327241443,ok,34.19462176215901
2,Region5Innermongolia,5,Innermongolia,Natural Gas,0.0,27462524.327241443,structural_zero,0.0
2,Region5Innermongolia,5,Innermongolia,Steel Scrap,560235496.2757255,27462524.327241443,ok,20.400000000000002
2,Region5Innermongolia,5,Innermongolia,DRI,0.0,27462524.327241443,structural_zero,0.0
2,Region5Innermongolia,5,Innermongolia,Hydrogen,0.0,27462524.327241443,structural_zero,0.0
2,Region5Innermongolia,5,Innermongolia,Electricity,164863116.21910578,27462524.327241443,ok,6.003203283667913
2,Region6Liaoning,6,Liaoning,Investment,2121.978319818602,19816617.09777945,ok,0.00010708075497186551
2,Region6Liaoning,6,Liaoning,Fixed O&M,3566991077.6003013,19816617.09777945,ok,180.00000000000003
2,Region6Liaoning,6,Liaoning,Variable O&M,0.0,19816617.09777945,ok,0.0
2,Region6Liaoning,6,Liaoning,Coal,1418770489.6500208,19816617.09777945,ok,71.59498932888002
2,Region6Liaoning,6,Liaoning,Natural Gas,0.0,19816617.09777945,structural_zero,0.0
2,Region6Liaoning,6,Liaoning,Steel Scrap,404258988.7947008,19816617.09777945,ok,20.400000000000002
2,Region6Liaoning,6,Liaoning,DRI,0.0,19816617.09777945,structural_zero,0.0
2,Region6Liaoning,6,Liaoning,Hydrogen,0.0,19816617.09777945,structural_zero,0.0
2,Region6Liaoning,6,Liaoning,Electricity,140068188.040954,19816617.09777945,ok,7.068218927066484
2,Region7Jilin,7,Jilin,Investment,2493.607025045887,13190142.485271346,ok,0.00018905080273623663
2,Region7Jilin,7,Jilin,Fixed O&M,2374225647.348842,13190142.485271346,ok,180.0
2,Region7Jilin,7,Jilin,Variable O&M,0.0,13190142.485271346,ok,0.0
2,Region7Jilin,7,Jilin,Coal,983108666.9987102,13190142.485271346,ok,74.53358961789
2,Region7Jilin,7,Jilin,Natural Gas,0.0,13190142.485271346,structural_zero,0.0
2,Region7Jilin,7,Jilin,Steel Scrap,269078906.6995355,13190142.485271346,ok,20.400000000000002
2,Region7Jilin,7,Jilin,DRI,0.0,13190142.485271346,structural_zero,0.0
2,Region7Jilin,7,Jilin,Hydrogen,0.0,13190142.485271346,structural_zero,0.0
2,Region7Jilin,7,Jilin,Electricity,72226856.92050081,13190142.485271346,ok,5.475820826132264
2,Region8Heilongjiang,8,Heilongjiang,Investment,2963.2231039072535,9153823.29159807,ok,0.0003237142568206531
2,Region8Heilongjiang,8,Heilongjiang,Fixed O&M,1647688192.4876528,9153823.29159807,ok,180.0
2,Region8Heilongjiang,8,Heilongjiang,Variable O&M,0.0,9153823.29159807,ok,0.0
2,Region8Heilongjiang,8,Heilongjiang,Coal,622354946.4765277,9153823.29159807,ok,67.98852530262
2,Region8Heilongjiang,8,Heilongjiang,Natural Gas,0.0,9153823.29159807,structural_zero,0.0
2,Region8Heilongjiang,8,Heilongjiang,Steel Scrap,186737995.14860064,9153823.29159807,ok,20.4
2,Region8Heilongjiang,8,Heilongjiang,DRI,0.0,9153823.29159807,structural_zero,0.0
2,Region8Heilongjiang,8,Heilongjiang,Hydrogen,0.0,9153823.29159807,structural_zero,0.0
2,Region8Heilongjiang,8,Heilongjiang,Electricity,52839766.62205529,9153823.29159807,ok,5.772425896680222
2,Region9Shanghai,9,Shanghai,Investment,2237.2063135322915,16196689.377671404,ok,0.00013812738278579833
2,Region9Shanghai,9,Shanghai,Fixed O&M,2915404087.9808526,16196689.377671404,ok,180.0
2,Region9Shanghai,9,Shanghai,Variable O&M,0.0,16196689.377671404,ok,0.0
2,Region9Shanghai,9,Shanghai,Coal,1176909291.8832564,16196689.377671404,ok,72.66357120522
2,Region9Shanghai,9,Shanghai,Natural Gas,0.0,16196689.377671404,structural_zero,0.0
2,Region9Shanghai,9,Shanghai,Steel Scrap,330412463.3044966,16196689.377671404,ok,20.4
2,Region9Shanghai,9,Shanghai,DRI,0.0,16196689.377671404,structural_zero,0.0
2,Region9Shanghai,9,Shanghai,Hydrogen,0.0,16196689.377671404,structural_zero,0.0
2,Region9Shanghai,9,Shanghai,Electricity,136813981.90733495,16196689.377671404,ok,8.44703375591961
2,Region10Jiangsu,10,Jiangsu,Investment,2740.6408026447516,102726510.35351974,ok,2.6679002267410794e-05
2,Region10Jiangsu,10,Jiangsu,Fixed O&M,18490771863.633553,102726510.35351974,ok,180.0
2,Region10Jiangsu,10,Jiangsu,Variable O&M,0.0,102726510.35351974,ok,0.0
2,Region10Jiangsu,10,Jiangsu,Coal,7972169186.10865,102726510.35351974,ok,77.60576270598
2,Region10Jiangsu,10,Jiangsu,Natural Gas,0.0,102726510.35351974,structural_zero,0.0
2,Region10Jiangsu,10,Jiangsu,Steel Scrap,2095620811.2118025,102726510.35351974,ok,20.4
2,Region10Jiangsu,10,Jiangsu,DRI,0.0,102726510.35351974,structural_zero,0.0
2,Region10Jiangsu,10,Jiangsu,Hydrogen,0.0,102726510.35351974,structural_zero,0.0
2,Region10Jiangsu,10,Jiangsu,Electricity,859416349.09125,102726510.35351974,ok,8.366061945778961
2,Region11Zhejiang,11,Zhejiang,Investment,2695.1686439755304,8995622.83668219,ok,0.00029960889789478726
2,Region11Zhejiang,11,Zhejiang,Fixed O&M,1619212110.602794,8995622.83668219,ok,179.99999999999997
2,Region11Zhejiang,11,Zhejiang,Variable O&M,0.0,8995622.83668219,ok,0.0
2,Region11Zhejiang,11,Zhejiang,Coal,676483911.1531879,8995622.83668219,ok,75.20145335514
2,Region11Zhejiang,11,Zhejiang,Natural Gas,0.0,8995622.83668219,structural_zero,0.0
2,Region11Zhejiang,11,Zhejiang,Steel Scrap,183510705.86831665,8995622.83668219,ok,20.4
2,Region11Zhejiang,11,Zhejiang,DRI,0.0,8995622.83668219,structural_zero,0.0
2,Region11Zhejiang,11,Zhejiang,Hydrogen,0.0,8995622.83668219,structural_zero,0.0
2,Region11Zhejiang,11,Zhejiang,Electricity,70710103.56942995,8995622.83668219,ok,7.860501140742535
2,Region12Anhui,12,Anhui,Investment,2207.6724218220065,32454132.925634943,ok,6.80243846563593e-05
2,Region12Anhui,12,Anhui,Fixed O&M,5841743926.614288,32454132.925634943,ok,179.99999999999994
2,Region12Anhui,12,Anhui,Variable O&M,0.0,32454132.925634943,ok,0.0
2,Region12Anhui,12,Anhui,Coal,2648677362.982267,32454132.925634943,ok,81.61294492295998
2,Region12Anhui,12,Anhui,Natural Gas,0.0,32454132.925634943,structural_zero,0.0
2,Region12Anhui,12,Anhui,Steel Scrap,662064311.6829528,32454132.925634943,ok,20.4
2,Region12Anhui,12,Anhui,DRI,0.0,32454132.925634943,structural_zero,0.0
2,Region12Anhui,12,Anhui,Hydrogen,0.0,32454132.925634943,structural_zero,0.0
2,Region12Anhui,12,Anhui,Electricity,255891193.18535575,32454132.925634943,ok,7.884702813404448
2,Region13Fujian,13,Fujian,Investment,3328.216068110927,25254443.406404324,ok,0.000131787345876208
2,Region13Fujian,13,Fujian,Fixed O&M,4545799813.152779,25254443.406404324,ok,180.0
2,Region13Fujian,13,Fujian,Variable O&M,0.0,25254443.406404324,ok,0.0
2,Region13Fujian,13,Fujian,Coal,1926157289.6617627,25254443.406404324,ok,76.27003528311
2,Region13Fujian,13,Fujian,Natural Gas,0.0,25254443.406404324,structural_zero,0.0
2,Region13Fujian,13,Fujian,Steel Scrap,515190645.4906484,25254443.406404324,ok,20.400000000000006
2,Region13Fujian,13,Fujian,DRI,0.0,25254443.406404324,structural_zero,0.0
2,Region13Fujian,13,Fujian,Hydrogen,0.0,25254443.406404324,structural_zero,0.0
2,Region13Fujian,13,Fujian,Electricity,189126758.94953382,25254443.406404324,ok,7.488850809579624
2,Region14Jiangxi,14,Jiangxi,Investment,3412.672014117129,20145448.428151928,ok,0.00016940164058835971
2,Region14Jiangxi,14,Jiangxi,Fixed O&M,3626180717.0673466,20145448.428151928,ok,179.99999999999997
2,Region14Jiangxi,14,Jiangxi,Variable O&M,0.0,20145448.428151928,ok,0.0
2,Region14Jiangxi,14,Jiangxi,Coal,1854018228.436521,20145448.428151928,ok,92.03161870775999
2,Region14Jiangxi,14,Jiangxi,Natural Gas,0.0,20145448.428151928,structural_zero,0.0
2,Region14Jiangxi,14,Jiangxi,Steel Scrap,410967147.93429923,20145448.428151928,ok,20.399999999999995
2,Region14Jiangxi,14,Jiangxi,DRI,0.0,20145448.428151928,structural_zero,0.0
2,Region14Jiangxi,14,Jiangxi,Hydrogen,0.0,20145448.428151928,structural_zero,0.0
2,Region14Jiangxi,14,Jiangxi,Electricity,148755371.47314352,20145448.428151928,ok,7.38406851570838
2,Region15Shandong,15,Shandong,Investment,2121.9242988548385,2004.7137047254334,ok,1.0584674978043602
2,Region15Shandong,15,Shandong,Fixed O&M,360848.46685057814,2004.7137047254334,ok,180.00000000000006
2,Region15Shandong,15,Shandong,Variable O&M,0.0,2004.7137047254334,ok,0.0
2,Region15Shandong,15,Shandong,Coal,158790.63726403145,2004.7137047254334,ok,79.20863557212
2,Region15Shandong,15,Shandong,Natural Gas,0.0,2004.7137047254334,structural_zero,0.0
2,Region15Shandong,15,Shandong,Steel Scrap,40896.1595763986,2004.7137047254334,ok,20.399999999999878
2,Region15Shandong,15,Shandong,DRI,0.0,2004.7137047254334,structural_zero,0.0
2,Region15Shandong,15,Shandong,Hydrogen,0.0,2004.7137047254334,structural_zero,0.0
2,Region15Shandong,15,Shandong,Electricity,15303.70722870094,2004.7137047254334,ok,7.633861729297123
2,Region16Henan,16,Henan,Investment,2225.2397857748488,7321996.106975325,ok,0.0003039116319189198
2,Region16Henan,16,Henan,Fixed O&M,1317959299.2555585,7321996.106975325,ok,180.0
2,Region16Henan,16,Henan,Variable O&M,0.0,7321996.106975325,ok,0.0
2,Region16Henan,16,Henan,Coal,587789474.0144706,7321996.106975325,ok,80.27721750009002
2,Region16Henan,16,Henan,Natural Gas,0.0,7321996.106975325,structural_zero,0.0
2,Region16Henan,16,Henan,Steel Scrap,149368720.58229667,7321996.106975325,ok,20.400000000000006
2,Region16Henan,16,Henan,DRI,0.0,7321996.106975325,structural_zero,0.0
2,Region16Henan,16,Henan,Hydrogen,0.0,7321996.106975325,structural_zero,0.0
2,Region16Henan,16,Henan,Electricity,55903178.60043588,7321996.106975325,ok,7.634964261614333
2,Region17Hubei,17,Hubei,Investment,2432.363708253249,28469485.54879693,ok,8.543757153897839e-05
2,Region17Hubei,17,Hubei,Fixed O&M,5124507398.783446,28469485.54879693,ok,179.99999999999997
2,Region17Hubei,17,Hubei,Variable O&M,0.0,28469485.54879693,ok,0.0
2,Region17Hubei,17,Hubei,Coal,2509813170.0184946,28469485.54879693,ok,88.15800923822998
2,Region17Hubei,17,Hubei,Natural Gas,0.0,28469485.54879693,structural_zero,0.0
2,Region17Hubei,17,Hubei,Steel Scrap,580777505.1954575,28469485.54879693,ok,20.400000000000002
2,Region17Hubei,17,Hubei,DRI,0.0,28469485.54879693,structural_zero,0.0
2,Region17Hubei,17,Hubei,Hydrogen,0.0,28469485.54879693,structural_zero,0.0
2,Region17Hubei,17,Hubei,Electricity,212404822.42126605,28469485.54879693,ok,7.460788922834677
2,Region18Hunan,18,Hunan,Investment,2604.6726921974227,18202339.013112858,ok,0.00014309549395388318
2,Region18Hunan,18,Hunan,Fixed O&M,3276421022.3603144,18202339.013112858,ok,180.0
2,Region18Hunan,18,Hunan,Variable O&M,0.0,18202339.013112858,ok,0.0
2,Region18Hunan,18,Hunan,Coal,1684916069.372178,18202339.013112858,ok,92.56590969755999
2,Region18Hunan,18,Hunan,Natural Gas,0.0,18202339.013112858,structural_zero,0.0
2,Region18Hunan,18,Hunan,Steel Scrap,371327715.86750233,18202339.013112858,ok,20.400000000000002
2,Region18Hunan,18,Hunan,DRI,0.0,18202339.013112858,structural_zero,0.0
2,Region18Hunan,18,Hunan,Hydrogen,0.0,18202339.013112858,structural_zero,0.0
2,Region18Hunan,18,Hunan,Electricity,129793909.51103953,18202339.013112858,ok,7.1306170826472774
2,Region19Guangdong,19,Guangdong,Investment,8786.89623339706,28951719.488581292,ok,0.00030350170520485514
2,Region19Guangdong,19,Guangdong,Fixed O&M,5211309507.944633,28951719.488581292,ok,180.0
2,Region19Guangdong,19,Guangdong,Variable O&M,0.0,28951719.488581292,ok,0.0
2,Region19Guangdong,19,Guangdong,Coal,2293226198.15728,28951719.488581292,ok,79.20863557212
2,Region19Guangdong,19,Guangdong,Natural Gas,0.0,28951719.488581292,structural_zero,0.0
2,Region19Guangdong,19,Guangdong,Steel Scrap,590615077.5670586,28951719.488581292,ok,20.400000000000006
2,Region19Guangdong,19,Guangdong,DRI,0.0,28951719.488581292,structural_zero,0.0
2,Region19Guangdong,19,Guangdong,Hydrogen,0.0,28951719.488581292,structural_zero,0.0
2,Region19Guangdong,19,Guangdong,Electricity,247837752.17154217,28951719.488581292,ok,8.560381094784047
2,Region20Guangxi,20,Guangxi,Investment,2958.0330818143184,37884764.05128273,ok,7.807975464253058e-05
2,Region20Guangxi,20,Guangxi,Fixed O&M,6819257529.230891,37884764.05128273,ok,179.99999999999997
2,Region20Guangxi,20,Guangxi,Variable O&M,0.0,37884764.05128273,ok,0.0
2,Region20Guangxi,20,Guangxi,Coal,3466354673.8737965,37884764.05128273,ok,91.49732776959
2,Region20Guangxi,20,Guangxi,Natural Gas,0.0,37884764.05128273,structural_zero,0.0
2,Region20Guangxi,20,Guangxi,Steel Scrap,772849186.6461678,37884764.05128273,ok,20.4
2,Region20Guangxi,20,Guangxi,DRI,0.0,37884764.05128273,structural_zero,0.0
2,Region20Guangxi,20,Guangxi,Hydrogen,0.0,37884764.05128273,structural_zero,0.0
2,Region20Guangxi,20,Guangxi,Electricity,268275427.48117334,37884764.05128273,ok,7.081354053519302
2,Region22Chongqing,22,Chongqing,Investment,3937.255405459714,11396444.014699737,ok,0.0003454810465774441
2,Region22Chongqing,22,Chongqing,Fixed O&M,2051359922.645952,11396444.014699737,ok,179.99999999999994
2,Region22Chongqing,22,Chongqing,Variable O&M,0.0,11396444.014699737,ok,0.0
2,Region22Chongqing,22,Chongqing,Coal,927052849.0128794,11396444.014699737,ok,81.34579942805998
2,Region22Chongqing,22,Chongqing,Natural Gas,0.0,11396444.014699737,structural_zero,0.0
2,Region22Chongqing,22,Chongqing,Steel Scrap,232487457.8998746,11396444.014699737,ok,20.4
2,Region22Chongqing,22,Chongqing,DRI,0.0,11396444.014699737,structural_zero,0.0
2,Region22Chongqing,22,Chongqing,Hydrogen,0.0,11396444.014699737,structural_zero,0.0
2,Region22Chongqing,22,Chongqing,Electricity,81376264.30636437,11396444.014699737,ok,7.140496123299598
2,Region23Sichuan,23,Sichuan,Investment,3019.0932163173725,18150382.60513266,ok,0.00016633771761172776
2,Region23Sichuan,23,Sichuan,Fixed O&M,3267068868.9238796,18150382.60513266,ok,180.00000000000003
2,Region23Sichuan,23,Sichuan,Variable O&M,0.0,18150382.60513266,ok,0.0
2,Region23Sichuan,23,Sichuan,Coal,1573433237.1276,18150382.60513266,ok,86.68870906791001
2,Region23Sichuan,23,Sichuan,Natural Gas,0.0,18150382.60513266,structural_zero,0.0
2,Region23Sichuan,23,Sichuan,Steel Scrap,370267805.1447064,18150382.60513266,ok,20.400000000000006
2,Region23Sichuan,23,Sichuan,DRI,0.0,18150382.60513266,structural_zero,0.0
2,Region23Sichuan,23,Sichuan,Hydrogen,0.0,18150382.60513266,structural_zero,0.0
2,Region23Sichuan,23,Sichuan,Electricity,132682949.25656347,18150382.60513266,ok,7.310201230636465
2,Region24Guizhou,24,Guizhou,Investment,16833.58569354743,3503898.5756505723,ok,0.004804244566474622
2,Region24Guizhou,24,Guizhou,Fixed O&M,630701743.617103,3503898.5756505723,ok,180.0
2,Region24Guizhou,24,Guizhou,Variable O&M,0.0,3503898.5756505723,ok,0.0
2,Region24Guizhou,24,Guizhou,Coal,231672542.2967446,3503898.5756505723,ok,66.11850694158
2,Region24Guizhou,24,Guizhou,Natural Gas,0.0,3503898.5756505723,structural_zero,0.0
2,Region24Guizhou,24,Guizhou,Steel Scrap,71479530.94327167,3503898.5756505723,ok,20.4
2,Region24Guizhou,24,Guizhou,DRI,0.0,3503898.5756505723,structural_zero,0.0
2,Region24Guizhou,24,Guizhou,Hydrogen,0.0,3503898.5756505723,structural_zero,0.0
2,Region24Guizhou,24,Guizhou,Electricity,23840626.530547015,3503898.5756505723,ok,6.804028717104205
2,Region25Yunnan,25,Yunnan,Investment,5565362.898791533,12956546.650427068,ok,0.42954060591508697
2,Region25Yunnan,25,Yunnan,Fixed O&M,2332178397.0768723,12956546.650427068,ok,180.0
2,Region25Yunnan,25,Yunnan,Variable O&M,0.0,12956546.650427068,ok,0.0
2,Region25Yunnan,25,Yunnan,Coal,732061334.5803015,12956546.650427068,ok,56.50126953822002
2,Region25Yunnan,25,Yunnan,Natural Gas,0.0,12956546.650427068,structural_zero,0.0
2,Region25Yunnan,25,Yunnan,Steel Scrap,264313551.66871226,12956546.650427068,ok,20.400000000000006
2,Region25Yunnan,25,Yunnan,DRI,0.0,12956546.650427068,structural_zero,0.0
2,Region25Yunnan,25,Yunnan,Hydrogen,0.0,12956546.650427068,structural_zero,0.0
2,Region25Yunnan,25,Yunnan,Electricity,90510360.97217777,12956546.650427068,ok,6.9856855699426985
2,Region27Shaanxi,27,Shaanxi,Investment,3927.869903918722,12097550.943173673,ok,0.00032468306373490536
2,Region27Shaanxi,27,Shaanxi,Fixed O&M,2177559169.771261,12097550.943173673,ok,180.0
2,Region27Shaanxi,27,Shaanxi,Variable O&M,0.0,12097550.943173673,ok,0.0
2,Region27Shaanxi,27,Shaanxi,Coal,715845047.6813309,12097550.943173673,ok,59.17272438395999
2,Region27Shaanxi,27,Shaanxi,Natural Gas,0.0,12097550.943173673,structural_zero,0.0
2,Region27Shaanxi,27,Shaanxi,Steel Scrap,246790039.24074295,12097550.943173673,ok,20.400000000000002
2,Region27Shaanxi,27,Shaanxi,DRI,0.0,12097550.943173673,structural_zero,0.0
2,Region27Shaanxi,27,Shaanxi,Hydrogen,0.0,12097550.943173673,structural_zero,0.0
2,Region27Shaanxi,27,Shaanxi,Electricity,78272991.47176811,12097550.943173673,ok,6.470151838123524
2,Region28Gansu,28,Gansu,Investment,2622.823904504813,10003083.761012068,ok,0.0002622015337637688
2,Region28Gansu,28,Gansu,Fixed O&M,1800555076.9821725,10003083.761012068,ok,180.00000000000003
2,Region28Gansu,28,Gansu,Variable O&M,0.0,10003083.761012068,ok,0.0
2,Region28Gansu,28,Gansu,Coal,706817699.4590359,10003083.761012068,ok,70.65998009673001
2,Region28Gansu,28,Gansu,Natural Gas,0.0,10003083.761012068,structural_zero,0.0
2,Region28Gansu,28,Gansu,Steel Scrap,204062908.72464615,10003083.761012068,ok,20.399999999999995
2,Region28Gansu,28,Gansu,DRI,0.0,10003083.761012068,structural_zero,0.0
2,Region28Gansu,28,Gansu,Hydrogen,0.0,10003083.761012068,structural_zero,0.0
2,Region28Gansu,28,Gansu,Electricity,62253437.91124845,10003083.761012068,ok,6.2234246356995335
2,Region29Qinghai,29,Qinghai,Investment,2522.9694828641,902231.4575662825,ok,0.0027963661228014207
2,Region29Qinghai,29,Qinghai,Fixed O&M,162401662.36193082,902231.4575662825,ok,179.99999999999997
2,Region29Qinghai,29,Qinghai,Variable O&M,0.0,902231.4575662825,ok,0.0
2,Region29Qinghai,29,Qinghai,Coal,58449061.590360835,902231.4575662825,ok,64.78277951871
2,Region29Qinghai,29,Qinghai,Natural Gas,0.0,902231.4575662825,structural_zero,0.0
2,Region29Qinghai,29,Qinghai,Steel Scrap,18405521.73435216,902231.4575662825,ok,20.4
2,Region29Qinghai,29,Qinghai,DRI,0.0,902231.4575662825,structural_zero,0.0
2,Region29Qinghai,29,Qinghai,Hydrogen,0.0,902231.4575662825,structural_zero,0.0
2,Region29Qinghai,29,Qinghai,Electricity,5923525.4523958415,902231.4575662825,ok,6.565416670766735
2,Region30Ningxia,30,Ningxia,Investment,2568.7178327132806,5299620.880543776,ok,0.0004846984134551363
2,Region30Ningxia,30,Ningxia,Fixed O&M,953931758.4978796,5299620.880543776,ok,180.0
2,Region30Ningxia,30,Ningxia,Variable O&M,0.0,5299620.880543776,ok,0.0
2,Region30Ningxia,30,Ningxia,Coal,277490876.35127413,5299620.880543776,ok,52.36051457378999
2,Region30Ningxia,30,Ningxia,Natural Gas,0.0,5299620.880543776,structural_zero,0.0
2,Region30Ningxia,30,Ningxia,Steel Scrap,108112265.96309304,5299620.880543776,ok,20.400000000000002
2,Region30Ningxia,30,Ningxia,DRI,0.0,5299620.880543776,structural_zero,0.0
2,Region30Ningxia,30,Ningxia,Hydrogen,0.0,5299620.880543776,structural_zero,0.0
2,Region30Ningxia,30,Ningxia,Electricity,36371301.41088988,5299620.880543776,ok,6.863000624142372
2,Region31Xinjiang,31,Xinjiang,Investment,2078.182721196424,13781508.317192048,ok,0.0001507950126622896
2,Region31Xinjiang,31,Xinjiang,Fixed O&M,2480671497.0945683,13781508.317192048,ok,179.99999999999997
2,Region31Xinjiang,31,Xinjiang,Variable O&M,0.0,13781508.317192048,ok,0.0
2,Region31Xinjiang,31,Xinjiang,Coal,441800122.6914371,13781508.317192048,ok,32.057457901056
2,Region31Xinjiang,31,Xinjiang,Natural Gas,0.0,13781508.317192048,structural_zero,0.0
2,Region31Xinjiang,31,Xinjiang,Steel Scrap,281142769.6707178,13781508.317192048,ok,20.4
2,Region31Xinjiang,31,Xinjiang,DRI,0.0,13781508.317192048,structural_zero,0.0
2,Region31Xinjiang,31,Xinjiang,Hydrogen,0.0,13781508.317192048,structural_zero,0.0
2,Region31Xinjiang,31,Xinjiang,Electricity,68032644.43412296,13781508.317192048,ok,4.93651658935286
3,Region1Beijing,1,Beijing,Investment,2427.5066846880227,30968374.36589262,ok,7.838663586299143e-05
3,Region1Beijing,1,Beijing,Fixed O&M,5574307385.860672,30968374.36589262,ok,180.00000000000003
3,Region1Beijing,1,Beijing,Variable O&M,0.0,30968374.36589262,ok,0.0
3,Region1Beijing,1,Beijing,Coal,2068265328.1223845,30968374.36589262,ok,66.78637062720001
3,Region1Beijing,1,Beijing,Natural Gas,0.0,30968374.36589262,structural_zero,0.0
3,Region1Beijing,1,Beijing,Steel Scrap,631754837.0642097,30968374.36589262,ok,20.40000000000001
3,Region1Beijing,1,Beijing,DRI,0.0,30968374.36589262,structural_zero,0.0
3,Region1Beijing,1,Beijing,Hydrogen,0.0,30968374.36589262,structural_zero,0.0
3,Region1Beijing,1,Beijing,Electricity,254559371.9540916,30968374.36589262,ok,8.219978515709677
3,Region2Tianjin,2,Tianjin,Investment,2056.5119521947004,153.6615961524478,ok,13.383382729894548
3,Region2Tianjin,2,Tianjin,Fixed O&M,27659.087307440674,153.6615961524478,ok,180.00000000000045
3,Region2Tianjin,2,Tianjin,Variable O&M,0.0,153.6615961524478,ok,0.0
3,Region2Tianjin,2,Tianjin,Coal,11309.27534456062,153.6615961524478,ok,73.59858043737016
3,Region2Tianjin,2,Tianjin,Natural Gas,0.0,153.6615961524478,structural_zero,0.0
3,Region2Tianjin,2,Tianjin,Steel Scrap,3134.6965615098675,153.6615961524478,ok,20.39999999999956
3,Region2Tianjin,2,Tianjin,DRI,0.0,153.6615961524478,structural_zero,0.0
3,Region2Tianjin,2,Tianjin,Hydrogen,0.0,153.6615961524478,structural_zero,0.0
3,Region2Tianjin,2,Tianjin,Electricity,1250.5556847422486,153.6615961524478,ok,8.138374948946717
3,Region3Hebei,3,Hebei,Investment,2376.7770255593337,170956496.51894465,ok,1.390281781596963e-05
3,Region3Hebei,3,Hebei,Fixed O&M,30772169373.41004,170956496.51894465,ok,180.00000000000003
3,Region3Hebei,3,Hebei,Variable O&M,0.0,170956496.51894465,ok,0.0
3,Region3Hebei,3,Hebei,Coal,10047456263.359547,170956496.51894465,ok,58.77200614161002
3,Region3Hebei,3,Hebei,Natural Gas,0.0,170956496.51894465,structural_zero,0.0
3,Region3Hebei,3,Hebei,Steel Scrap,3487512528.9864707,170956496.51894465,ok,20.4
3,Region3Hebei,3,Hebei,DRI,0.0,170956496.51894465,structural_zero,0.0
3,Region3Hebei,3,Hebei,Hydrogen,0.0,170956496.51894465,structural_zero,0.0
3,Region3Hebei,3,Hebei,Electricity,1347623017.8267345,170956496.51894465,ok,7.882841806350406
3,Region4Shanxi,4,Shanxi,Investment,2784.1042729421742,58690020.850823104,ok,4.7437438811254545e-05
3,Region4Shanxi,4,Shanxi,Fixed O&M,10564203753.14816,58690020.850823104,ok,180.00000000000003
3,Region4Shanxi,4,Shanxi,Variable O&M,0.0,58690020.850823104,ok,0.0
3,Region4Shanxi,4,Shanxi,Coal,3159272949.727761,58690020.850823104,ok,53.829814744109996
3,Region4Shanxi,4,Shanxi,Natural Gas,0.0,58690020.850823104,structural_zero,0.0
3,Region4Shanxi,4,Shanxi,Steel Scrap,1197276425.3567915,58690020.850823104,ok,20.400000000000002
3,Region4Shanxi,4,Shanxi,DRI,0.0,58690020.850823104,structural_zero,0.0
3,Region4Shanxi,4,Shanxi,Hydrogen,0.0,58690020.850823104,structural_zero,0.0
3,Region4Shanxi,4,Shanxi,Electricity,449359186.2954526,58690020.850823104,ok,7.65648367100811
3,Region5Innermongolia,5,Innermongolia,Investment,3183.1969964535115,27452517.97982815,ok,0.00011595282439273857
3,Region5Innermongolia,5,Innermongolia,Fixed O&M,4941453236.369066,27452517.97982815,ok,179.99999999999997
3,Region5Innermongolia,5,Innermongolia,Variable O&M,0.0,27452517.97982815,ok,0.0
3,Region5Innermongolia,5,Innermongolia,Coal,938728468.7390928,27452517.97982815,ok,34.194621762159
3,Region5Innermongolia,5,Innermongolia,Natural Gas,0.0,27452517.97982815,structural_zero,0.0
