id,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
alumina_plant_Region1Beijing,29712.860839679757,23419.725107590108,10037.02504611003,0.0,0.0,0.0,0.0,63169.610993379894
alumina_plant_Region2Tianjin,51066.70822065214,40250.86224884952,17250.369535221216,0.0,0.0,0.0,0.0,108567.94000472288
alumina_plant_Region12Anhui,10613.222295281166,8365.359027606526,3585.1538689742138,0.0,0.0,0.0,0.0,22563.73519186191
alumina_plant_Region9Shanghai,12866.06530475921,10141.053541750134,4346.1658036072,0.0,0.0,0.0,0.0,27353.284650116544
alumina_plant_Region22Chongqing,5551.372641157608,9.714920505758179e9,4.1635373596106467e9,0.0,0.0,0.0,0.0,1.3878463416741467e10
alumina_plant_Region13Fujian,9682.331485773555,7631.629381663578,3270.69830642726,0.0,0.0,0.0,0.0,20584.659173864395
alumina_plant_Region28Gansu,9591.012618024937,2.7405294822660035e8,1.1745126352568585e8,0.0,0.0,0.0,0.0,3.915138027649042e8
alumina_plant_Region19Guangdong,5797.77024693535,1.6770389173372254e7,7.187309645730974e6,0.0,0.0,0.0,0.0,2.3963496589350164e7
alumina_plant_Region20Guangxi,4823.043047359548,1.1889734480854116e10,5.095600491794617e9,0.0,0.0,0.0,0.0,1.698533979569178e10
alumina_plant_Region24Guizhou,5591.257956600015,1.2231886089789192e10,5.242236895623928e9,0.0,0.0,0.0,0.0,1.7474128576671078e10
alumina_plant_Region21Hainan,30648.028574557688,24156.82583304704,10352.925357020184,0.0,0.0,0.0,0.0,65157.77976462491
alumina_plant_Region3Hebei,6540.770418830375,4.793788163644797e6,2.054480641562057e6,0.0,0.0,0.0,0.0,6.854809575625684e6
alumina_plant_Region8Heilongjiang,20158.35022226274,15888.844341688427,6809.504717866458,0.0,0.0,0.0,0.0,42856.69928181763
alumina_plant_Region16Henan,4831.24690078491,1.1479146620614563e10,4.919634265977684e9,0.0,0.0,0.0,0.0,1.6398785717839148e10
alumina_plant_Region17Hubei,6199.718608433787,1.1325062364364623e8,4.853598156156269e7,0.0,0.0,0.0,0.0,1.6179280492381734e8
alumina_plant_Region18Hunan,12107.664713035183,9543.280965240405,4089.9775565316027,0.0,0.0,0.0,0.0,25740.92323480719
alumina_plant_Region5Innermongolia,11421.160035592313,2.0190167814586434e9,8.652929063394228e8,0.0,0.0,0.0,0.0,2.8843211089581017e9
alumina_plant_Region10Jiangsu,24596.78861356377,19387.22868078342,8308.812291764292,0.0,0.0,0.0,0.0,52292.82958611148
alumina_plant_Region14Jiangxi,6697.682143221713,5.6726638234074436e7,2.4311416386031877e7,0.0,0.0,0.0,0.0,8.104475230224954e7
alumina_plant_Region7Jilin,89923.59137594419,70877.92057705378,30376.25167588006,0.0,0.0,0.0,0.0,191177.76362887802
alumina_plant_Region6Liaoning,96684.26180555183,76206.69197536289,32660.01084658419,0.0,0.0,0.0,0.0,205550.9646274989
alumina_plant_Region30Ningxia,15245.898796356605,12016.842159876616,5150.075211375692,0.0,0.0,0.0,0.0,32412.816167608915
alumina_plant_Region29Qinghai,20524.52919547079,16177.467202307074,6933.2002295601715,0.0,0.0,0.0,0.0,43635.19662733804
alumina_plant_Region27Shaanxi,15702.004064092549,12376.345071701067,5304.147887871862,0.0,0.0,0.0,0.0,33382.49702366548
alumina_plant_Region15Shandong,4865.942681559622,2.692691855862721e10,1.1540107953697351e10,0.0,0.0,0.0,0.0,3.846703137826724e10
alumina_plant_Region4Shanxi,5269.751279759768,4.138560890163331e10,1.773668952927149e10,0.0,0.0,0.0,0.0,5.912230370065608e10
alumina_plant_Region23Sichuan,13558.279264299894,10686.657707419361,4579.99616032259,0.0,0.0,0.0,0.0,28824.933132041842
alumina_plant_Region26Tibet,639.4380043158285,504.00607215929483,216.0026023539841,0.0,0.0,0.0,0.0,1359.4466788291074
alumina_plant_Region31Xinjiang,4.780885489326761e6,3.768301697202239e6,1.614986441658105e6,0.0,0.0,0.0,0.0,1.0164173628187105e7
alumina_plant_Region25Yunnan,6760.55734724546,2.6765600894018908e9,1.1470971811722429e9,0.0,0.0,0.0,0.0,3.823664031131481e9
alumina_plant_Region11Zhejiang,5856.055945182323,1.057596608825289e7,4.532556894965535e6,0.0,0.0,0.0,0.0,1.5114379039163608e7
aluminum_transport_Region1Beijing_to_Region2Tianjin,0.0,0.0,808.1017063901057,0.0,0.0,0.0,0.0,808.1017063901057
aluminum_transport_Region1Beijing_to_Region3Hebei,0.0,0.0,322.73571245390116,0.0,0.0,0.0,0.0,322.73571245390116
aluminum_transport_Region1Beijing_to_Region4Shanxi,0.0,0.0,344.1243514405787,0.0,0.0,0.0,0.0,344.1243514405787
aluminum_transport_Region1Beijing_to_Region5Innermongolia,0.0,0.0,495.28043766908326,0.0,0.0,0.0,0.0,495.28043766908326
aluminum_transport_Region1Beijing_to_Region6Liaoning,0.0,0.0,20575.530066033098,0.0,0.0,0.0,0.0,20575.530066033098
aluminum_transport_Region1Beijing_to_Region7Jilin,0.0,0.0,67024.91735987784,0.0,0.0,0.0,0.0,67024.91735987784
aluminum_transport_Region1Beijing_to_Region8Heilongjiang,0.0,0.0,98942.60929409033,0.0,0.0,0.0,0.0,98942.60929409033
aluminum_transport_Region1Beijing_to_Region9Shanghai,0.0,0.0,1542.4267475293966,0.0,0.0,0.0,0.0,1542.4267475293966
aluminum_transport_Region1Beijing_to_Region10Jiangsu,0.0,0.0,1310.1445727385506,0.0,0.0,0.0,0.0,1310.1445727385506
aluminum_transport_Region1Beijing_to_Region11Zhejiang,0.0,0.0,1667.4591464953096,0.0,0.0,0.0,0.0,1667.4591464953096
aluminum_transport_Region1Beijing_to_Region12Anhui,0.0,0.0,1314.2032653120225,0.0,0.0,0.0,0.0,1314.2032653120225
aluminum_transport_Region1Beijing_to_Region13Fujian,0.0,0.0,2229.6369081128273,0.0,0.0,0.0,0.0,2229.6369081128273
aluminum_transport_Region1Beijing_to_Region14Jiangxi,0.0,0.0,1614.5159330602623,0.0,0.0,0.0,0.0,1614.5159330602623
aluminum_transport_Region1Beijing_to_Region15Shandong,0.0,0.0,1172.3372123243366,0.0,0.0,0.0,0.0,1172.3372123243366
aluminum_transport_Region1Beijing_to_Region16Henan,0.0,0.0,731.328818481513,0.0,0.0,0.0,0.0,731.328818481513
aluminum_transport_Region1Beijing_to_Region17Hubei,0.0,0.0,1171.0921571740384,0.0,0.0,0.0,0.0,1171.0921571740384
aluminum_transport_Region1Beijing_to_Region18Hunan,0.0,0.0,1442.3053072637863,0.0,0.0,0.0,0.0,1442.3053072637863
aluminum_transport_Region1Beijing_to_Region19Guangdong,0.0,0.0,2009.1261449594583,0.0,0.0,0.0,0.0,2009.1261449594583
aluminum_transport_Region1Beijing_to_Region20Guangxi,0.0,0.0,1095.0938468218742,0.0,0.0,0.0,0.0,1095.0938468218742
aluminum_transport_Region1Beijing_to_Region21Hainan,0.0,0.0,1358.7078462481616,0.0,0.0,0.0,0.0,1358.7078462481616
aluminum_transport_Region1Beijing_to_Region22Chongqing,0.0,0.0,938.6199554760793,0.0,0.0,0.0,0.0,938.6199554760793
aluminum_transport_Region1Beijing_to_Region23Sichuan,0.0,0.0,1308.9538367100706,0.0,0.0,0.0,0.0,1308.9538367100706
aluminum_transport_Region1Beijing_to_Region24Guizhou,0.0,0.0,921.5524064683863,0.0,0.0,0.0,0.0,921.5524064683863
aluminum_transport_Region1Beijing_to_Region25Yunnan,0.0,0.0,1187.7808638610406,0.0,0.0,0.0,0.0,1187.7808638610406
aluminum_transport_Region1Beijing_to_Region27Shaanxi,0.0,0.0,747.8995509980184,0.0,0.0,0.0,0.0,747.8995509980184
aluminum_transport_Region1Beijing_to_Region28Gansu,0.0,0.0,1011.5888552907721,0.0,0.0,0.0,0.0,1011.5888552907721
aluminum_transport_Region1Beijing_to_Region29Qinghai,0.0,0.0,1155.941945758826,0.0,0.0,0.0,0.0,1155.941945758826
aluminum_transport_Region1Beijing_to_Region30Ningxia,0.0,0.0,797.6322806109121,0.0,0.0,0.0,0.0,797.6322806109121
aluminum_transport_Region1Beijing_to_Region31Xinjiang,0.0,0.0,2271.3693491280937,0.0,0.0,0.0,0.0,2271.3693491280937
aluminum_transport_Region2Tianjin_to_Region1Beijing,0.0,0.0,604.7187437696648,0.0,0.0,0.0,0.0,604.7187437696648
aluminum_transport_Region2Tianjin_to_Region3Hebei,0.0,0.0,323.1230914832753,0.0,0.0,0.0,0.0,323.1230914832753
aluminum_transport_Region2Tianjin_to_Region4Shanxi,0.0,0.0,340.6650568457326,0.0,0.0,0.0,0.0,340.6650568457326
aluminum_transport_Region2Tianjin_to_Region5Innermongolia,0.0,0.0,514.8604627458213,0.0,0.0,0.0,0.0,514.8604627458213
