Type,id,location,integer_decisions,transforms--timedata,edges--edge--commodity,edges--edge--end_vertex,edges--edge--has_capacity,edges--edge--can_expand,edges--edge--can_retire,edges--edge--existing_capacity,edges--edge--max_capacity,edges--edge--capacity_size,edges--edge--investment_cost,edges--edge--fixed_om_cost,edges--edge--variable_om_cost,edges--edge--wacc,edges--edge--lifetime,edges--edge--capital_recovery_period,edges--edge--constraints--MaxNewCapacityConstraint,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--availability--timeseries--TDR_path,edges--edge--constraints--MinCapacityConstraint,edges--edge--min_capacity
VRE,Region17Hubei_distributed_solar_pv,Region17Hubei,FALSE,Electricity,Electricity,elec_Region17Hubei,TRUE,TRUE,TRUE,13621,61000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region17Hubei_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region18Hunan_distributed_solar_pv,Region18Hunan,FALSE,Electricity,Electricity,elec_Region18Hunan,TRUE,TRUE,TRUE,13873,78000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region18Hunan_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region19Guangdong_distributed_solar_pv,Region19Guangdong,FALSE,Electricity,Electricity,elec_Region19Guangdong,TRUE,TRUE,TRUE,27423,125000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region19Guangdong_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region20Guangxi_distributed_solar_pv,Region20Guangxi,FALSE,Electricity,Electricity,elec_Region20Guangxi,TRUE,TRUE,TRUE,9637,64000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region20Guangxi_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region21Hainan_distributed_solar_pv,Region21Hainan,FALSE,Electricity,Electricity,elec_Region21Hainan,TRUE,TRUE,TRUE,2684,11000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region21Hainan_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region22Chongqing_distributed_solar_pv,Region22Chongqing,FALSE,Electricity,Electricity,elec_Region22Chongqing,TRUE,TRUE,TRUE,2026,30000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region22Chongqing_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region23Sichuan_distributed_solar_pv,Region23Sichuan,FALSE,Electricity,Electricity,elec_Region23Sichuan,TRUE,TRUE,TRUE,1930,98000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region23Sichuan_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region24Guizhou_distributed_solar_pv,Region24Guizhou,FALSE,Electricity,Electricity,elec_Region24Guizhou,TRUE,TRUE,TRUE,1096,49000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region24Guizhou_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region25Yunnan_distributed_solar_pv,Region25Yunnan,FALSE,Electricity,Electricity,elec_Region25Yunnan,TRUE,TRUE,TRUE,2899,65000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region25Yunnan_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region26Tibet_distributed_solar_pv,Region26Tibet,FALSE,Electricity,Electricity,elec_Region26Tibet,TRUE,TRUE,TRUE,55,4000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region26Tibet_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region27Shaanxi_distributed_solar_pv,Region27Shaanxi,FALSE,Electricity,Electricity,elec_Region27Shaanxi,TRUE,TRUE,TRUE,9091,31000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region27Shaanxi_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region28Gansu_distributed_solar_pv,Region28Gansu,FALSE,Electricity,Electricity,elec_Region28Gansu,TRUE,TRUE,TRUE,1839,26000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region28Gansu_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region29Qinghai_distributed_solar_pv,Region29Qinghai,FALSE,Electricity,Electricity,elec_Region29Qinghai,TRUE,TRUE,TRUE,378,6000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region29Qinghai_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region30Ningxia_distributed_solar_pv,Region30Ningxia,FALSE,Electricity,Electricity,elec_Region30Ningxia,TRUE,TRUE,TRUE,1747,8000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region30Ningxia_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
VRE,Region31Xinjiang_distributed_solar_pv,Region31Xinjiang,FALSE,Electricity,Electricity,elec_Region31Xinjiang,TRUE,TRUE,TRUE,268,20000,200,494942.24999957654,2474.71124978826,0,0.08,25,25,FALSE,TRUE,TRUE,system/vre_availability_2.csv,Region31Xinjiang_distributed_solar_pv,system/vre_availability_2.csv,TRUE,0
