type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},218624.5421555158,1.0288707478448422e11,4.409446062192188e10,0.0,0.0,0.0,0.0,1.4698175403094827e11
OneWayTransmissionLink{Aluminum},0.0,0.0,2.0923566202293456e9,0.0,0.0,0.0,0.0,2.0923566202293456e9
AluminumRefining,3.28245011637135e9,1.0244667604654896e10,2.6281962977770344e10,0.0,0.0,0.0,0.0,3.9809080698796585e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,8.92555236508492e8,0.0,0.0,0.0,0.0,8.92555236508492e8
AluminumSmelting,122991.6760391353,2.728468162178756e10,7.264133276362825e9,0.0,0.0,0.0,0.0,3.454893788982642e10
ThermalAmmonia{Coal},4.37754109668699e6,1.0250543650343525e10,0.0,0.0,0.0,0.0,0.0,1.0254921191440212e10
ThermalAmmoniaCCS{Coal},2.8151785228306722e7,8.538460053085156e6,0.0,0.0,0.0,0.0,0.0,3.6690245281391874e7
ThermalAmmonia{CokingOvenGas},0.0,1.5815345463118665e6,0.0,0.0,0.0,0.0,0.0,1.5815345463118665e6
ThermalAmmonia{NaturalGas},1.0787982979072006e7,4.1201064803084034e8,0.0,0.0,0.0,0.0,0.0,4.227986310099124e8
ThermalAmmoniaCCS{NaturalGas},2.4922683627360865e7,7.479614590849707e6,0.0,0.0,0.0,0.0,0.0,3.240229821821057e7
SyntheticAmmonia,7.954331495447578e6,7.9744961614914825e6,0.0,0.0,0.0,0.0,0.0,1.592882765693906e7
OneWayTransmissionLink{Cement},0.0,0.0,1.3164648604964598e6,0.0,0.0,0.0,0.0,1.3164648604964598e6
OneWayTransmissionLink{CrudeSteel},0.0,0.0,4.149406987451274e10,0.0,0.0,0.0,0.0,4.149406987451274e10
OneWayTransmissionLink{DRI},0.0,0.0,3.120163605017427e8,0.0,0.0,0.0,0.0,3.120163605017427e8
DRIMaking,5.101887205097004e9,1.2655931572756836e9,0.0,0.0,0.0,0.0,0.0,6.367480362372687e9
ThermalMethanol{Coal},5.145084089254412e7,9.832452216325909e9,0.0,0.0,0.0,0.0,0.0,9.883903057218452e9
ThermalMethanolCCS{Coal},1.5030020247629296e7,2.4391281432359986e7,0.0,0.0,0.0,0.0,0.0,3.942130167998928e7
ThermalMethanol{CokingOvenGas},0.0,5.395093831630452e6,0.0,0.0,0.0,0.0,0.0,5.395093831630452e6
ThermalMethanol{NaturalGas},0.0,5.304713297601419e8,0.0,0.0,0.0,0.0,0.0,5.304713297601419e8
ThermalMethanolCCS{NaturalGas},1.5321664260603674e7,2.0845861275913905e7,0.0,0.0,0.0,0.0,0.0,3.6167525536517575e7
SyntheticMethanol,1.8892950311376996e7,2.124132704331557e7,0.0,0.0,0.0,0.0,0.0,4.013427735469256e7
Steelmaking,3.6053703253974648e9,9.24446405825181e10,0.0,0.0,0.0,0.0,0.0,9.605001090791556e10
OneWayTransmissionLink{SteelScrap},0.0,0.0,3.117985103684465e8,0.0,0.0,0.0,0.0,3.117985103684465e8
CementPlant{Coal},2.204119339519409e8,5.328680990680878e7,7.882511109802974e10,0.0,0.0,0.0,0.0,7.909880984188849e10
ThermalPower{Coal},1.800883507575196e7,6.679554541066438e10,7.530198386382956e10,1.0425195506104966e9,0.0,0.0,0.0,1.431580576601802e11
ThermalPower{NaturalGas},1.272634479862305e8,9.461864462353544e8,7.737861840234756e8,1.8406580240776095e8,0.0,0.0,0.0,2.0313018806528213e9
ThermalPowerCCS{Coal},1.0393680140591608e8,2.969714002580023e7,3.3426844562396266e7,1.812264923316673e7,0.0,0.0,0.0,1.851834352272793e8
ThermalPowerCCS{NaturalGas},7.710888049852146e7,2.641105331973795e7,1.7539376366865046e7,1.8461076211639762e7,0.0,0.0,0.0,1.3952038639676422e8
ThermalPower{Uranium},0.0,1.2078977751095272e10,4.590867190561479e9,0.0,0.0,0.0,0.0,1.666984494165675e10
BECCSElectricity,4.006991243996692e10,5.848130032340029e9,0.0,0.0,0.0,0.0,0.0,4.5918042472306946e10
HydroRes,0.0,8.321436833976915e10,0.0,0.0,0.0,0.0,0.0,8.321436833976915e10
VRE{Generic},2.0645406687193572e12,3.109520823151801e11,0.0,0.0,0.0,0.0,0.0,2.375492751034537e12
Electrolyzer,4.720748255433465e9,7.188337012738528e8,0.0,0.0,0.0,0.0,0.0,5.439581956707317e9
ThermalHydrogen{NaturalGas},1.6027049113158138e9,2.0527481150737278e9,1.4846750476917777e9,6.1520256304131e6,0.0,0.0,0.0,5.146280099711733e9
ThermalHydrogenCCS{NaturalGas},1.1733782272397986e8,4.341587397772521e7,2.7343818667067982e7,584739.6628320132,0.0,0.0,0.0,1.8868225503160506e8
ThermalHydrogen{Coal},6.1472696059094176e7,6.80276223544893e9,2.923772017307906e9,2.216939488796749e6,0.0,0.0,0.0,9.790223888304726e9
ThermalHydrogenCCS{Coal},1.1833500425383939e8,6.031062459427895e7,2.2090685217569396e7,308673.65170810797,0.0,0.0,0.0,2.010449877173958e8
OneWayTransmissionLink{Electricity},2.257577496327506e10,1.0572043071997072e10,0.0,0.0,0.0,0.0,0.0,3.3147818035272133e10
Battery,1.266209136257078e10,8.4134800143739195e9,2.1821683036669623e7,0.0,0.0,0.0,0.0,2.109739305998137e10
GasStorage{Hydrogen},4.260253681624888e7,2.460662387986007e7,0.0,0.0,0.0,0.0,0.0,6.720916069610895e7
TransmissionLink{Electricity},2.8698438952802677e10,8.523688345096136e9,0.0,0.0,0.0,0.0,0.0,3.722212729789881e10
CO2Injection,4.343368939342094e7,1.8441649271595098e7,0.0,0.0,0.0,0.0,0.0,6.187533866501604e7
OneWayTransmissionLink{CO2Captured},4.39068367185858e6,826182.3846285444,0.0,0.0,0.0,0.0,0.0,5.216866056487124e6
Node{Electricity},0.0,0.0,0.0,0.0,7.239260142005384e7,0.0,0.0,7.239260142005384e7
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,6.904625099166496e10,0.0,6.904625099166496e10
Node{Coal},0.0,0.0,0.0,0.0,0.0,1.0413986403406425e12,0.0,1.0413986403406425e12
Node{Uranium},0.0,0.0,0.0,0.0,0.0,1.8349846107309456e10,0.0,1.8349846107309456e10
Node{Hydrogen},0.0,0.0,0.0,0.0,8.648063383811403e6,0.0,0.0,8.648063383811403e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,1.137839153105593e7,1.137839153105593e7
Node{Biomass},0.0,0.0,0.0,0.0,0.0,1.32940954618808e11,0.0,1.32940954618808e11
