type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},705162.4469635674,4.189992096678398e10,1.7957108985764534e10,0.0,0.0,0.0,0.0,5.9857735114995476e10
OneWayTransmissionLink{Aluminum},0.0,0.0,8.967622110275648e8,0.0,0.0,0.0,0.0,8.967622110275648e8
AluminumRefining,1.634861904414911e8,6.813120946479781e9,1.74785751366977e10,0.0,0.0,0.0,0.0,2.4455182273618973e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,5.476417047558693e8,0.0,0.0,0.0,0.0,5.476417047558693e8
AluminumSmelting,156511.91913410297,1.1111473048396414e10,2.958258953414115e9,0.0,0.0,0.0,0.0,1.4069888513729664e10
ThermalAmmonia{Coal},775282.6581794071,6.352869988761084e9,0.0,0.0,0.0,0.0,0.0,6.353645271419263e9
ThermalAmmoniaCCS{Coal},1.8548661620752031e6,5.405230666557e6,0.0,0.0,0.0,0.0,0.0,7.260096828632203e6
ThermalAmmonia{CokingOvenGas},0.0,1.0175517836870523e6,0.0,0.0,0.0,0.0,0.0,1.0175517836870523e6
ThermalAmmonia{NaturalGas},1.4534609139214912e6,2.5179157429564682e8,0.0,0.0,0.0,0.0,0.0,2.5324503520956832e8
ThermalAmmoniaCCS{NaturalGas},1.4826754331156039e6,4.549755191844183e6,0.0,0.0,0.0,0.0,0.0,6.032430624959787e6
SyntheticAmmonia,4.576385976559857e6,8.003861496854042e6,0.0,0.0,0.0,0.0,0.0,1.25802474734139e7
OneWayTransmissionLink{Cement},0.0,0.0,685153.0435587567,0.0,0.0,0.0,0.0,685153.0435587567
OneWayTransmissionLink{CrudeSteel},0.0,0.0,1.5097095506667042e10,0.0,0.0,0.0,0.0,1.5097095506667042e10
OneWayTransmissionLink{DRI},0.0,0.0,1.9068478704320347e8,0.0,0.0,0.0,0.0,1.9068478704320347e8
DRIMaking,6.977565098376148e9,1.7308807214896207e9,0.0,0.0,0.0,0.0,0.0,8.708445819865768e9
ThermalMethanol{Coal},9.955489890840116e7,6.319019407359171e9,0.0,0.0,0.0,0.0,0.0,6.418574306267572e9
ThermalMethanolCCS{Coal},2.0508338315109669e6,1.8170094611014113e7,0.0,0.0,0.0,0.0,0.0,2.022092844252508e7
ThermalMethanol{CokingOvenGas},0.0,3.4703590777355684e6,0.0,0.0,0.0,0.0,0.0,3.4703590777355684e6
ThermalMethanol{NaturalGas},0.0,3.3571692346126056e8,0.0,0.0,0.0,0.0,0.0,3.3571692346126056e8
ThermalMethanolCCS{NaturalGas},1.8955079024644706e6,1.5462759594621565e7,0.0,0.0,0.0,0.0,0.0,1.7358267497086037e7
SyntheticMethanol,1.6761443208602163e8,9.383197926655799e7,0.0,0.0,0.0,0.0,0.0,2.6144641135257962e8
Steelmaking,4.929314740357537e9,5.295129658846275e10,0.0,0.0,0.0,0.0,0.0,5.788061132882029e10
OneWayTransmissionLink{SteelScrap},0.0,0.0,2.3284991198836064e8,0.0,0.0,0.0,0.0,2.3284991198836064e8
CementPlant{Coal},39306.769688098,2.8946055712483067e7,4.281877750566363e10,0.0,0.0,0.0,0.0,4.28477628681458e10
