id,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
alumina_plant_Region1Beijing,2633.184766491123,21541.26569871641,9231.971013735594,0.0,0.0,0.0,0.0,33406.42147894313
alumina_plant_Region2Tianjin,2206.3229445265392,31803.471439893943,13630.05918852598,0.0,0.0,0.0,0.0,47639.853572946464
alumina_plant_Region12Anhui,2991.837407094167,13648.125400471392,5849.196600202038,0.0,0.0,0.0,0.0,22489.159407767598
alumina_plant_Region9Shanghai,2560.0730054203973,13300.642114434635,5700.275191900578,0.0,0.0,0.0,0.0,21560.99031175561
alumina_plant_Region22Chongqing,1489.8928891939422,9.047377620020662e9,3.877447551437418e9,0.0,0.0,0.0,0.0,1.292482666135097e10
alumina_plant_Region13Fujian,2648.503791935185,24017.007069787844,10293.003029909056,0.0,0.0,0.0,0.0,36958.51389163209
alumina_plant_Region28Gansu,3722.842792180356,2.552606922425426e8,1.0939743953251834e8,0.0,0.0,0.0,0.0,3.646618546178531e8
alumina_plant_Region19Guangdong,2267.3568030505194,16686.408439475726,7151.317902632456,0.0,0.0,0.0,0.0,26105.0831451587
alumina_plant_Region20Guangxi,1583.3762558492524,6.814164404748103e9,2.920356173463466e9,0.0,0.0,0.0,0.0,9.734522161587826e9
alumina_plant_Region24Guizhou,2014.132914295665,1.139221331640306e10,4.882377135601305e9,0.0,0.0,0.0,0.0,1.627459246613728e10
alumina_plant_Region21Hainan,3455.0639512340504,31486.470268274617,13494.201543546194,0.0,0.0,0.0,0.0,48435.735763054865
alumina_plant_Region3Hebei,2496.2610417004366,125812.66956664945,53919.71552856406,0.0,0.0,0.0,0.0,182228.64613691394
alumina_plant_Region8Heilongjiang,5511.7183997558095,29529.898405705688,12655.670745302423,0.0,0.0,0.0,0.0,47697.28755076392
alumina_plant_Region16Henan,2135.066853911383,54827.40943900162,23497.461188143618,0.0,0.0,0.0,0.0,80459.93748105662
alumina_plant_Region17Hubei,2301.514644457524,186848.00176950172,80077.71504407223,0.0,0.0,0.0,0.0,269227.23145803146
alumina_plant_Region18Hunan,3722.200063314711,16873.846114441712,7231.648334760687,0.0,0.0,0.0,0.0,27827.69451251711
alumina_plant_Region5Innermongolia,4332.978657408558,1.8804347646137397e9,8.059006134058902e8,0.0,0.0,0.0,0.0,2.686339710998287e9
alumina_plant_Region10Jiangsu,1966.2403648114628,22770.483966962292,9758.778842983837,0.0,0.0,0.0,0.0,34495.50317475759
alumina_plant_Region14Jiangxi,2213.9532758793903,5.263160966875791e7,2.2556404143753324e7,0.0,0.0,0.0,0.0,7.519022776578711e7
alumina_plant_Region7Jilin,8053.957372456733,84106.71406553824,36045.73459951637,0.0,0.0,0.0,0.0,128206.40603751133
alumina_plant_Region6Liaoning,3020.5524870174245,70562.42815138896,30241.040636309506,0.0,0.0,0.0,0.0,103824.0212747159
alumina_plant_Region30Ningxia,3787.499330210883,19354.966462924356,8294.985626967607,0.0,0.0,0.0,0.0,31437.451420102843
alumina_plant_Region29Qinghai,3702.222821702205,25071.704897508636,10745.01638464657,0.0,0.0,0.0,0.0,39518.944103857415
alumina_plant_Region27Shaanxi,3677.5685264049,20931.128031635682,8970.483442129591,0.0,0.0,0.0,0.0,33579.18000017017
alumina_plant_Region15Shandong,2222.2351249837193,70680.39409580863,30291.597469632372,0.0,0.0,0.0,0.0,103194.22669042472
alumina_plant_Region4Shanxi,2108.870726087468,1.0093051491922153e10,4.32559349653806e9,0.0,0.0,0.0,0.0,1.441864709733094e10
alumina_plant_Region23Sichuan,3329.242845985296,17177.317311296814,7361.707419127196,0.0,0.0,0.0,0.0,27868.267576409307
alumina_plant_Region26Tibet,315.049918129,661.3538221540718,283.4373523517458,0.0,0.0,0.0,0.0,1259.8410926348176
alumina_plant_Region31Xinjiang,618340.8084574133,4.601220013604014e6,1.9719514344017282e6,0.0,0.0,0.0,0.0,7.191512256463156e6
alumina_plant_Region25Yunnan,1949.3669288721953,2.3592370467374315e9,1.0111015914589005e9,0.0,0.0,0.0,0.0,3.370340587563261e9
alumina_plant_Region11Zhejiang,2402.5516017937352,51108.70738902283,21903.731738152594,0.0,0.0,0.0,0.0,75414.99072896916
aluminum_transport_Region1Beijing_to_Region2Tianjin,0.0,0.0,21587.89520965106,0.0,0.0,0.0,0.0,21587.89520965106
aluminum_transport_Region1Beijing_to_Region3Hebei,0.0,0.0,657.2420121847796,0.0,0.0,0.0,0.0,657.2420121847796
aluminum_transport_Region1Beijing_to_Region4Shanxi,0.0,0.0,468.0123782295566,0.0,0.0,0.0,0.0,468.0123782295566
aluminum_transport_Region1Beijing_to_Region5Innermongolia,0.0,0.0,437.50113393647587,0.0,0.0,0.0,0.0,437.50113393647587
aluminum_transport_Region1Beijing_to_Region6Liaoning,0.0,0.0,292624.86646909785,0.0,0.0,0.0,0.0,292624.86646909785
aluminum_transport_Region1Beijing_to_Region7Jilin,0.0,0.0,1167.2569972262431,0.0,0.0,0.0,0.0,1167.2569972262431
aluminum_transport_Region1Beijing_to_Region8Heilongjiang,0.0,0.0,1406.083265027863,0.0,0.0,0.0,0.0,1406.083265027863
aluminum_transport_Region1Beijing_to_Region9Shanghai,0.0,0.0,1327.4154519442332,0.0,0.0,0.0,0.0,1327.4154519442332
aluminum_transport_Region1Beijing_to_Region10Jiangsu,0.0,0.0,2030.4314913397286,0.0,0.0,0.0,0.0,2030.4314913397286
aluminum_transport_Region1Beijing_to_Region11Zhejiang,0.0,0.0,1056.0997768508084,0.0,0.0,0.0,0.0,1056.0997768508084
aluminum_transport_Region1Beijing_to_Region12Anhui,0.0,0.0,1512.450975569002,0.0,0.0,0.0,0.0,1512.450975569002
aluminum_transport_Region1Beijing_to_Region13Fujian,0.0,0.0,1072.4250142315443,0.0,0.0,0.0,0.0,1072.4250142315443
aluminum_transport_Region1Beijing_to_Region14Jiangxi,0.0,0.0,979.8330452623769,0.0,0.0,0.0,0.0,979.8330452623769
aluminum_transport_Region1Beijing_to_Region15Shandong,0.0,0.0,1939.028793794752,0.0,0.0,0.0,0.0,1939.028793794752
aluminum_transport_Region1Beijing_to_Region16Henan,0.0,0.0,1065.7157368365192,0.0,0.0,0.0,0.0,1065.7157368365192
aluminum_transport_Region1Beijing_to_Region17Hubei,0.0,0.0,957.7395459725312,0.0,0.0,0.0,0.0,957.7395459725312
