type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,2.7061633147390762e11,1.0646107496711632e9,5.437744305389063e10,0.0,0.0,0.0,0.0,3.260583852774694e11
AluminaPlant{NaturalGas},2.12648435794565e10,1.766117641989809e7,4.188898082094383e10,1.7952420351833057e10,0.0,0.0,0.0,8.112390592865329e10
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,7.07528121887425e8,0.0,0.0,0.0,7.07528121887425e8
AluminumRefining,3.181296562245306e11,2.1277621680384186e8,6.813718039702587e9,1.748010693671127e10,0.0,0.0,0.0,3.426362574177482e11
OneWayTransmissionLink{AluminumScrap},1.7297485062849336e12,0.0,0.0,3.1613548610569416e10,0.0,0.0,0.0,1.761362054895503e12
AluminumSmelting,1.6099221120615538e10,8.397812727661667e6,1.1108544346669333e10,2.957486546601969e9,1.4991351505744512e9,0.0,0.0,3.1672784977188953e10
ThermalAmmonia{Coal},8097.676146391504,1896.3936430367798,1717.5680361130885,0.0,0.0,0.0,0.0,11711.637825541373
ThermalAmmoniaCCS{Coal},13291.764551150727,7663.4843222891595,3392.6885098566995,0.0,0.0,0.0,0.0,24347.937383296587
ThermalAmmonia{CokingOvenGas},31420.038742605662,0.0,204.9120515165278,0.0,0.0,0.0,0.0,31624.95079412219
ThermalAmmonia{NaturalGas},11758.190046487613,1240.5499256918888,1117.1157791363034,0.0,0.0,0.0,0.0,14115.855751315805
ThermalAmmoniaCCS{NaturalGas},20843.255983672836,4613.808203905945,2070.536442625514,0.0,0.0,0.0,0.0,27527.600630204295
SyntheticAmmonia,0.0,8.246709380772774e8,2.866378082378767e9,0.0,0.0,0.0,0.0,3.691049020456044e9
OneWayTransmissionLink{Cement},0.0,0.0,0.0,1.502864889332933e8,0.0,0.0,0.0,1.502864889332933e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,2.2579339932920235e10,0.0,0.0,0.0,2.2579339932920235e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,3.139065385942228e10,0.0,0.0,0.0,3.139065385942228e10
DRIMaking,39.55393956897823,73.76996780763879,18.30726610303547,0.0,0.0,0.0,0.0,131.6311734796525
ThermalMethanol{Coal},3.45832354613245e10,2.6532406932674912e8,5.671162855513309e9,0.0,0.0,0.0,0.0,4.051972238616456e10
ThermalMethanolCCS{Coal},3.2705004949344664e9,1.729438575260276e8,1.454883951365452e9,0.0,0.0,0.0,0.0,4.898328303825946e9
ThermalMethanol{CokingOvenGas},6.363142132741299e8,0.0,5.106881925738992e8,0.0,0.0,0.0,0.0,1.1470024058480291e9
ThermalMethanol{NaturalGas},3.0193080228735304e9,0.0,5.0235091837848896e8,0.0,0.0,0.0,0.0,3.5216589412520194e9
ThermalMethanolCCS{NaturalGas},3.8472515975695124e9,3.511074967817248e8,1.1942049982560928e9,0.0,0.0,0.0,0.0,5.39256409260733e9
SyntheticMethanol,0.0,2.711136042263751e8,1.1480743846850448e9,0.0,0.0,0.0,0.0,1.4191879889114199e9
OneWayTransmissionLink{SteelScrap},2.4120897486948013e11,0.0,0.0,3.0815523910545174e10,0.0,0.0,0.0,2.720244987800253e11
CementPlant{Coal},8.562811116518509e10,5.162838598127397e6,2.8946007116587754e7,4.281870561964051e10,0.0,0.0,0.0,1.2848092563054031e11
ThermalPower{Coal},1.2217364527726013e11,6.610875400654874e6,2.88590511087846e10,2.188686585774832e10,2.4901476039657545e9,0.0,0.0,1.7541632072315945e11
ThermalPower{NaturalGas},1.1802117841327032e11,4.704465605785651e9,8.187109601815952e9,9.036458673609968e9,3.060087620241395e9,0.0,0.0,1.4300929991472327e11
ThermalPowerCCS{Coal},1.9107160074186478e10,7.665355127511732e9,2.990247791131375e9,4.686135674343504e9,1.6870503871107934e9,0.0,0.0,3.613594905428388e10
ThermalPowerCCS{NaturalGas},1.3693940861531677e10,3.0771986777370906e9,1.9826925725052218e9,1.6748472457726526e9,1.4329826995523174e9,0.0,0.0,2.186166205709896e10
ThermalPower{Uranium},1.177544916816512e10,0.0,7.3125543270216875e9,2.9460477719603114e9,0.0,0.0,0.0,2.2034051267147118e10
BECCSElectricity,2.563820798154541e11,9.607502224294876e10,1.791917772460242e10,0.0,0.0,0.0,0.0,3.7037627978300525e11
HydroRes,0.0,0.0,5.357129664999956e10,0.0,0.0,0.0,0.0,5.357129664999956e10
VRE{Generic},0.0,4.11402658666598e11,2.3268769981748547e11,0.0,0.0,0.0,0.0,6.440903584840835e11
Electrolyzer,0.0,6.486899548832649e9,2.153762912484513e9,0.0,0.0,0.0,0.0,8.640662461317162e9
ThermalHydrogen{NaturalGas},2.7989070521183235e10,3.116066893906954e8,3.903586923758066e9,1.7033117281487615e9,7.239166687765482e7,0.0,0.0,3.397996752935841e10
ThermalHydrogenCCS{NaturalGas},1.1145860182340818e10,1.8941780327168229e9,2.56556171245902e9,1.8185934195252628e9,2.3642636631103054e7,0.0,0.0,1.7447835983673027e10
ThermalHydrogen{Coal},1.1568407327813358e10,2.4106354749520205e7,8.487939200481994e9,2.2996914081388793e9,4.470492584670634e7,0.0,0.0,2.2424849217030457e10
