type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
ThermalPowerCCS{NaturalGas},9.227688431687878e6,2.0019544939800914e7,1.3324266926794808e7,1.160416049934496e7,0.0,0.0,0.0,5.417566079762857e7
ThermalPower{Uranium},0.0,7.337691364319254e9,2.956174864274769e9,0.0,0.0,0.0,0.0,1.0293866228594023e10
BECCSElectricity,7.63347613394704e10,1.2859262677861343e10,0.0,0.0,0.0,0.0,0.0,8.919402401733174e10
HydroRes,0.0,5.3584166653358406e10,0.0,0.0,0.0,0.0,0.0,5.3584166653358406e10
VRE,5.961625809523746e11,2.243008993488481e11,0.0,0.0,0.0,0.0,0.0,8.204634803012228e11
Electrolyzer,1.0872250900686426e10,1.7422436558497906e9,0.0,0.0,0.0,0.0,0.0,1.2614494556536217e10
ThermalHydrogen{NaturalGas},2.4783784317111025e9,2.3146588667148156e9,1.3800921951992486e9,7.642160559303489e6,0.0,0.0,0.0,6.18077165418447e9
ThermalHydrogenCCS{NaturalGas},1.4181260829996517e7,3.065072340129725e7,1.96635116677312e7,358411.32097251236,0.0,0.0,0.0,6.485390721999747e7
ThermalHydrogen{Coal},2.082119432734182e7,6.725050210575922e9,2.640077696180181e9,3.1179215263887555e6,0.0,0.0,0.0,9.389067022609833e9
ThermalHydrogenCCS{Coal},1.8208624132778745e7,5.053626238180631e7,1.940681334477961e7,212749.62740354234,0.0,0.0,0.0,8.83644494867682e7
OneWayTransmissionLink{Electricity},3.249053428545143e9,7.111516485686083e9,0.0,0.0,0.0,0.0,0.0,1.0360569914231226e10
Battery,1.7329116729122215e10,9.676665829875078e9,1.0447429558630697e7,0.0,0.0,0.0,0.0,2.7016229988555923e10
GasStorage{Hydrogen},4.805347320267995e7,2.0601357959454313e7,0.0,0.0,0.0,0.0,0.0,6.865483116213426e7
TransmissionLink{Electricity},4.0345956121798306e9,5.787891413789141e9,0.0,0.0,0.0,0.0,0.0,9.822487025968971e9
CO2Injection,8.231184278711367e9,1.4827897783664405e9,0.0,0.0,0.0,0.0,0.0,9.713974057077806e9
OneWayTransmissionLink{CO2Captured},1.4387360633136526e8,2.3990100588356894e7,0.0,0.0,0.0,0.0,0.0,1.6786370691972214e8
Node{Electricity},0.0,0.0,0.0,0.0,3.655147530081589e7,0.0,0.0,3.655147530081589e7
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,4.837631006261231e10,0.0,4.837631006261231e10
Node{Coal},0.0,0.0,0.0,0.0,0.0,3.808029140499009e11,0.0,3.808029140499009e11
Node{Uranium},0.0,0.0,0.0,0.0,0.0,1.1815927486916428e10,0.0,1.1815927486916428e10
Node{Hydrogen},0.0,0.0,0.0,0.0,8.464977389299273e6,0.0,0.0,8.464977389299273e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,1.851457132951718e7,1.851457132951718e7
Node{Biomass},0.0,0.0,0.0,0.0,0.0,2.0521255546370435e11,0.0,2.0521255546370435e11
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,1.8581937732144065e9,0.0,1.8581937732144065e9
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,3.1808906597868e11,0.0,3.1808906597868e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,1.4919990148740055e10,0.0,1.4919990148740055e10
Node{Graphite},0.0,0.0,0.0,0.0,0.0,1.6105343424805752e10,0.0,1.6105343424805752e10
Node{MacroEnergy.CokingOvenGas},0.0,0.0,0.0,0.0,0.0,2.740061244407146e6,0.0,2.740061244407146e6
Total,7.225846514713643e11,5.1683648818719904e11,1.34794619580039e11,6.911575968635533e8,4.501645269011516e7,9.971830404498186e11,1.851457132951718e7,2.372153488309304e12
