type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},548245.1737312109,4.190491060294272e10,1.795924740126113e10,0.0,0.0,0.0,0.0,5.986470624937758e10
OneWayTransmissionLink{Aluminum},0.0,0.0,8.896947402676474e8,0.0,0.0,0.0,0.0,8.896947402676474e8
AluminumRefining,2.0376857685323215e8,6.812848593671791e9,1.7477876435022575e10,0.0,0.0,0.0,0.0,2.44944936055476e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,5.083394164565505e8,0.0,0.0,0.0,0.0,5.083394164565505e8
AluminumSmelting,139876.17503178245,1.111281237215215e10,2.9586112365569043e9,0.0,0.0,0.0,0.0,1.4071563484884085e10
ThermalAmmonia{Coal},4.072606691721877e6,3.002145672802392e10,0.0,0.0,0.0,0.0,0.0,3.002552933471564e10
ThermalAmmoniaCCS{Coal},3.152426235596165e6,7.936868810290456e6,0.0,0.0,0.0,0.0,0.0,1.108929504588662e7
ThermalAmmonia{CokingOvenGas},0.0,668232.2559173557,0.0,0.0,0.0,0.0,0.0,668232.2559173557
ThermalAmmonia{NaturalGas},4.688850045235478e6,4.979485905839425e9,0.0,0.0,0.0,0.0,0.0,4.984174755884661e9
ThermalAmmoniaCCS{NaturalGas},2.953513472745003e6,7.749192436481534e6,0.0,0.0,0.0,0.0,0.0,1.0702705909226537e7
SyntheticAmmonia,3.221762140000579e6,4.0521922611467986e9,0.0,0.0,0.0,0.0,0.0,4.055414023286799e9
OneWayTransmissionLink{Cement},0.0,0.0,1.0964448831543264e6,0.0,0.0,0.0,0.0,1.0964448831543264e6
OneWayTransmissionLink{CrudeSteel},0.0,0.0,2.3810658480171442e7,0.0,0.0,0.0,0.0,2.3810658480171442e7
DRIMaking,396142.98823215824,98269.76391737588,0.0,0.0,0.0,0.0,0.0,494412.7521495341
ThermalMethanol{Coal},6.323291122740412e6,2.745161945438632e10,0.0,0.0,0.0,0.0,0.0,2.745794274550906e10
ThermalMethanolCCS{Coal},3.325602502682704e6,1.72361992921389e7,9.124741355626987e6,0.0,0.0,0.0,0.0,2.968654315044859e7
ThermalMethanol{CokingOvenGas},0.0,2.118724968360671e6,0.0,0.0,0.0,0.0,0.0,2.118724968360671e6
ThermalMethanol{NaturalGas},0.0,3.73823447259237e9,0.0,0.0,0.0,0.0,0.0,3.73823447259237e9
ThermalMethanolCCS{NaturalGas},3.526198508879437e6,2.2264982304478917e7,1.294004844148757e7,0.0,0.0,0.0,0.0,3.8731229254845925e7
SyntheticMethanol,3.0310874369034786e6,9.298291940257757e9,0.0,0.0,0.0,0.0,0.0,9.30132302769466e9
Steelmaking,3.317351465343273e9,8.238665154812498e8,0.0,0.0,0.0,0.0,0.0,4.141217980824523e9
OneWayTransmissionLink{SteelScrap},0.0,0.0,1.4866440663418686e8,0.0,0.0,0.0,0.0,1.4866440663418686e8
CementPlant{Coal},54090.179880927644,2.894629717236231e7,4.281913468789762e10,0.0,0.0,0.0,0.0,4.284813507524986e10
ThermalPower{Coal},6.3458052940997835e6,4.288875704769027e10,4.418729518494175e10,5.132444010299175e8,0.0,0.0,0.0,8.759564243895604e10
ThermalPower{NaturalGas},5.343432315868781e7,4.170744111006336e8,4.381611191419518e8,1.3960305565622336e8,0.0,0.0,0.0,1.0482729090574965e9
ThermalPowerCCS{Coal},2.203008798465268e7,1.792848403945077e8,3.2143628154613465e8,1.5374736643999187e7,0.0,0.0,0.0,5.381259465692942e8
