zone,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Region1Beijing,3.5690983141651726e10,1.5890603866078045e10,8.616557639599268e9,4.16454263860455e8,1.258137986902587e7,0.0,0.0,6.062718029105852e10
Region2Tianjin,1.0490839381686941e10,1.14243807491471e10,2.5001900999423385e9,9.966838541931286e8,3.094181572332476e6,0.0,0.0,2.541518826654184e10
Region3Hebei,1.600689292675426e11,2.3317749603764206e11,5.367122190511273e10,5.603681266401579e9,520476.6280153552,0.0,0.0,4.5252184895332697e11
Region4Shanxi,1.3234038852917386e11,6.4026389564100325e7,7.694097170987714e10,3.361203705294326e10,4.65679296286449e6,0.0,0.0,2.4296208047452124e11
Region5Innermongolia,1.0831747332763713e11,1.5850561020653925e11,5.357844584461293e10,2.5393744868704525e10,1.1251377821649385e6,0.0,0.0,3.45796399385276e11
Region6Liaoning,2.7303331848682507e10,4.720731114773802e10,1.0924817425843122e10,1.3882559603685093e9,454285.06087678904,0.0,0.0,8.682417066769305e10
Region7Jilin,1.9294875865949257e10,3.0560085517773457e10,1.1510629373862295e10,5.948355806876087e8,1.1751531851997052e6,0.0,0.0,6.196160149145782e10
Region8Heilongjiang,1.3955490886356695e10,5.389353076832171e10,8.703570016203289e9,3.536189118471588e8,1.380423955976993e6,0.0,0.0,7.690759100668483e10
Region9Shanghai,2.891020826346517e10,1.4414556294401846e9,6.227153773902568e9,2.048375943026716e9,2.0643481336019807e7,0.0,0.0,3.864783709117066e10
Region10Jiangsu,1.390048057877751e11,4.224383637570029e10,3.0862631692652046e10,6.828724596455431e9,1.9191345514217384e7,0.0,0.0,2.1895918979809708e11
Region11Zhejiang,7.433348912320296e10,2.5299436648229834e11,3.532118663907912e10,5.995666887800613e9,1.1930638080282805e7,0.0,0.0,3.6865663977046124e11
Region12Anhui,6.476597077270145e10,1.0015179243277834e11,1.6871020186185196e10,1.8063387668084362e9,475135.41323871433,0.0,0.0,1.8359559729388666e11
Region13Fujian,5.462621724849158e10,1.719174975363569e11,2.535416901703179e10,3.2985042455654407e9,442497.1004962904,0.0,0.0,2.551968305445462e11
Region14Jiangxi,3.8403136706023e10,5.147321262828613e10,1.2616811324017487e10,1.353915170343931e9,323520.1878157243,0.0,0.0,1.0384739934885838e11
Region15Shandong,5.143198474541841e10,5.730559299342312e10,2.784342399797223e10,2.831347957286239e9,1.5447569810726896e7,0.0,0.0,1.394277972639107e11
Region16Henan,5.787579958239176e10,1.0487683992183712e10,5.981069546047571e9,1.5166467054627666e9,7.579013866973771e6,0.0,0.0,7.586877883995279e10
Region17Hubei,4.4509250620049866e10,2.2015620845619974e8,1.3105885928740353e10,1.290611196437594e9,1.0630965707330445e7,0.0,0.0,5.9136534919391335e10
Region18Hunan,3.940507374620127e10,7.601066150696392e9,7.507571042422784e9,1.4735282225724454e9,6.585425829379876e6,0.0,0.0,5.599382458772227e10
Region19Guangdong,1.1860355655246075e11,4.4925190351594376e10,2.874815184132729e10,9.117847234780146e9,1.1048891500947828e9,0.0,0.0,2.0249963513025735e11
Region20Guangxi,6.782356832364949e10,1.3046451713850026e11,4.0686201153443245e10,9.028036638799679e9,1.150888739785472e7,0.0,0.0,2.4801383214179053e11
Region22Chongqing,3.0395856573489746e10,3.2411067023654896e8,2.1411484876702946e10,7.726110516554685e9,3.597589155463794e7,0.0,0.0,5.9893538528538574e10
Region23Sichuan,5.337660455108592e10,5.33347179657816e10,2.7139584145987015e10,2.3992023213857107e9,5.3466582721869774e7,0.0,0.0,1.3630357556696211e11
Region24Guizhou,6.230167891633662e10,5.7183019639946625e10,4.433877050452208e10,1.304882821953378e10,525364.1032268533,0.0,0.0,1.7687282264444232e11
Region25Yunnan,4.7096336397799286e10,1.1117843968972113e11,3.9128259222953766e10,5.075873846624813e9,398669.9615164591,0.0,0.0,2.0247930782706052e11
Region27Shaanxi,4.5494904014324585e10,1.5322358468757886e11,2.5132071781232815e10,3.8813976726007705e9,431436.70273443736,0.0,0.0,2.2773238959243976e11
Region28Gansu,2.2084081673012993e10,2.6022330625317285e11,2.8506310710445797e10,1.1042135706598008e9,1.2216216847186573e6,0.0,0.0,3.1191913382897614e11
Region29Qinghai,5.454963925895738e9,2.4095417758941423e7,6.316511156099542e9,4.610379928575023e8,412025.63349415833,0.0,0.0,1.2257020518245216e10
Region30Ningxia,2.7337904121516445e10,1.745568970453861e10,1.0348107280073338e10,3.6275427767029114e9,2.6812553755064397e6,0.0,0.0,5.87719251382068e10
Region31Xinjiang,5.464303038809987e10,9.117408660826537e10,3.890190178174031e10,1.1378121178243084e10,1.1312749831670059e7,0.0,0.0,1.9610845270618027e11
Region21Hainan,1.2315769495877542e10,1.4575674800545063e10,4.690783576683336e9,1.0645404432310733e9,1.29422663647604e7,0.0,0.0,3.2659710582701775e10
Region26Tibet,2.0770469987208064e9,1.4707534073794575e9,1.9148936010545375e9,1.3082621886683357e8,442191.8837528557,0.0,0.0,5.593962417905388e9
aluminum_Region1Beijing_aluminum_Region2Tianjin,0.0,0.0,0.0,207.4159504068615,0.0,0.0,0.0,207.4159504068615
aluminum_Region1Beijing_aluminum_Region3Hebei,0.0,0.0,0.0,155.91938188231677,0.0,0.0,0.0,155.91938188231677
aluminum_Region1Beijing_aluminum_Region4Shanxi,0.0,0.0,0.0,143.88576995164613,0.0,0.0,0.0,143.88576995164613
aluminum_Region1Beijing_aluminum_Region5Innermongolia,0.0,0.0,0.0,182.08508892570106,0.0,0.0,0.0,182.08508892570106
