type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,4.518300606740233e11,4.2425215777738175e9,9.225974808500912e10,0.0,0.0,0.0,0.0,5.483323303368063e11
AluminaPlant{NaturalGas},5.2474496252706e10,13519.498059209269,1.0286214477547403e11,4.408377633234604e10,0.0,0.0,0.0,1.9942043088002414e11
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,2.241483460533041e9,0.0,0.0,0.0,2.241483460533041e9
AluminumRefining,4.783825167302304e11,3.2828831185448985e9,1.0246022401075838e10,2.6285438611217113e10,0.0,0.0,0.0,5.181968608610683e11
OneWayTransmissionLink{AluminumScrap},4.265278939973636e10,0.0,0.0,5.029327474640295e8,0.0,0.0,0.0,4.3155722147200386e10
AluminumSmelting,3.95330796125063e10,15013.353057241893,2.7278032400448288e10,7.262373143630797e9,0.0,0.0,0.0,7.407350016993845e10
ThermalAmmonia{Coal},5.3262786021768654e10,61870.84720765411,9.881316738723272e9,0.0,0.0,0.0,0.0,6.3144164631339134e10
ThermalAmmoniaCCS{Coal},7.670127142284048e6,37716.14377334744,3.073145637498656e6,0.0,0.0,0.0,0.0,1.078098892355605e7
ThermalAmmonia{CokingOvenGas},310282.2149511017,0.0,1.5019523699218456e6,0.0,0.0,0.0,0.0,1.8122345848729473e6
ThermalAmmonia{NaturalGas},7.467361990972133e9,26672.937246934303,6.572430011761107e8,0.0,0.0,0.0,0.0,8.124631665085491e9
ThermalAmmoniaCCS{NaturalGas},5.480683011644641e6,39867.158023663564,2.3912788399246037e6,0.0,0.0,0.0,0.0,7.911829009592908e6
SyntheticAmmonia,0.0,1.0154094644672133e6,9.058943676686287e6,0.0,0.0,0.0,0.0,1.00743531411535e7
OneWayTransmissionLink{Cement},0.0,0.0,0.0,252728.56764046015,0.0,0.0,0.0,252728.56764046015
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,4.130677294211462e10,0.0,0.0,0.0,4.130677294211462e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,5.274826797169352e7,0.0,0.0,0.0,5.274826797169352e7
DRIMaking,6.680676758450807e9,6.005887817160051e9,1.4898440169499586e9,0.0,0.0,0.0,0.0,1.4176408592560818e10
ThermalMethanol{Coal},6.974701419021349e10,1.271374489831566e6,9.977407611295506e9,0.0,0.0,0.0,0.0,7.972569317599883e10
ThermalMethanolCCS{Coal},1.8810941925634753e7,40344.91363617081,3.985261697436616e6,0.0,0.0,0.0,0.0,2.283654853670754e7
ThermalMethanol{CokingOvenGas},1.0448514942311507e6,0.0,1.9072949249256158e6,0.0,0.0,0.0,0.0,2.9521464191567665e6
ThermalMethanol{NaturalGas},5.27583754519253e9,0.0,4.280537360369957e8,0.0,0.0,0.0,0.0,5.703891281229526e9
ThermalMethanolCCS{NaturalGas},2.014579711006094e7,77209.45686396812,3.16265420271292e6,0.0,0.0,0.0,0.0,2.338566076963783e7
SyntheticMethanol,0.0,318569.1243462345,3.3525823669978455e6,0.0,0.0,0.0,0.0,3.67115149134408e6
OneWayTransmissionLink{SteelScrap},1.26126870327295e9,0.0,0.0,8.727502581002657e7,0.0,0.0,0.0,1.3485437290829766e9
CementPlant{Coal},1.576908707272636e11,2.2026313155318773e8,5.328557061811527e7,7.882327786633286e10,0.0,0.0,0.0,2.3678769729576776e11
ThermalPower{Coal},4.093986343501866e11,12236.687634605627,5.234525314020426e10,7.261324041870825e10,4.244875023104011e6,0.0,0.0,5.343613850208099e11
ThermalPower{NaturalGas},7.300550554120166e10,27306.518349999402,1.0791527572088938e10,5.344588013630217e9,1.3408771404758027e9,0.0,0.0,9.048252557391498e10
ThermalPowerCCS{Coal},2.3558543998804897e7,60868.86874514002,4.0018726885044775e6,5.18131591961255e6,2.5404453788985e6,0.0,0.0,3.534304685456556e7
ThermalPowerCCS{NaturalGas},1.804953384811619e7,65274.93183301727,2.98643558774229e6,2.2188063628385477e6,2.1892595374517585e6,0.0,0.0,2.5509310267981805e7
ThermalPower{Uranium},1.834986271818478e10,0.0,1.2078988685377354e10,4.590871346363246e9,0.0,0.0,0.0,3.501972274992538e10
BECCSElectricity,8.050990927244435e10,1.5709355095063398e10,3.5391615518153195e9,0.0,0.0,0.0,0.0,9.975842591932307e10
HydroRes,0.0,0.0,8.321462954800381e10,0.0,0.0,0.0,0.0,8.321462954800381e10
VRE{Generic},0.0,2.1516858614824954e12,3.087055545410714e11,0.0,0.0,0.0,0.0,2.460391416023567e12
Electrolyzer,0.0,1.6210833505475478e9,3.743998575225065e8,0.0,0.0,0.0,0.0,1.9954832080700543e9
ThermalHydrogen{NaturalGas},3.484271776568317e10,4.2043523373195165e8,2.6042739011947513e9,2.090279027167146e9,3.64773456987523e6,0.0,0.0,3.9961353662346886e10
ThermalHydrogenCCS{NaturalGas},2.4699635180700313e7,1.6377043196968278e6,5.211923229409778e6,4.0178713698041374e6,39254.60263306865,0.0,0.0,3.5606388702244125e7
ThermalHydrogen{Coal},1.1327257748858232e10,9703.173187136672,5.276102765481542e9,2.3266936281195183e9,886171.2741746788,0.0,0.0,1.8930950016906654e10
ThermalHydrogenCCS{Coal},1.3202397618255952e7,3.8174423070660084e6,8.053973048186126e6,3.403538341487474e6,20636.311524024386,0.0,0.0,2.8497987626519587e7
OneWayTransmissionLink{Electricity},0.0,2.598573887824243e10,1.0239365688672527e10,0.0,0.0,0.0,0.0,3.622510456691496e10
Battery,0.0,5.125927817133312e9,1.3796864845928154e10,2.3446802843055126e8,0.0,0.0,0.0,1.9157260691492016e10
GasStorage{Hydrogen},0.0,2.3022500915647533e7,4.758121802132449e6,0.0,0.0,0.0,0.0,2.7780622717779983e7
TransmissionLink{Electricity},0.0,2.8449962752681046e10,7.780110742786241e9,0.0,0.0,0.0,0.0,3.6230073495467285e10
CO2Injection,0.0,164873.24437046694,3.1497789584660474e6,0.0,0.0,0.0,0.0,3.3146522028365145e6
OneWayTransmissionLink{CO2Captured},0.0,678459.1133193565,-1.1797860051984252e7,0.0,0.0,0.0,0.0,-1.1119400938664896e7
Node{Electricity},0.0,0.0,0.0,0.0,0.0,1.0411325534866229e7,0.0,1.0411325534866229e7
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,2.8883848797701863e6,0.0,2.8883848797701863e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,3716.8574122819923,3716.8574122819923
Total,1.9938256187964397e12,2.242782334192393e12,7.659241285359325e11,2.878612931204005e11,1.3544455171734636e9,1.3299710414636414e7,3716.8574122819923,5.291761123589612e12
