sweep,slack,seed,direction,status,rank,violation_model_units,classification,original_constraint,mapped_constraint
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,15,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434807] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + vFLOW_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4[110] ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,16,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434800] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434800]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,17,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079626] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079626]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,18,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434972] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434972]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,19,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079666] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079666]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,20,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8198023] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8198023]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,21,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079384] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079384]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,22,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316417] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316417]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,23,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434806] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434806]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,24,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434930] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434930]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,25,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316317] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316317]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,26,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434812] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434812]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,27,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316429] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316429]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,28,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197917] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197917]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,29,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197923] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197923]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_10,max,LOCALLY_SOLVED,30,27998.93667416732,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079486] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079486]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,1,3.065445988299699e8,Anhui-Hubei new-unit lower bound (index match),_[35595] ≥ 0,vNEWUNIT_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 ≥ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,2,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197972] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197972]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,3,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316435] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316435]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,4,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079531] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079531]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,5,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8198035] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8198035]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,6,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079634] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079634]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,7,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434917] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434917]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,8,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316310] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316310]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,9,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8198069] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8198069]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,10,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079568] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079568]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,11,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197964] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197964]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,12,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079507] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079507]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,13,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197820] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197820]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,14,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434942] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434942]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,15,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197921] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + vFLOW_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2[102] ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,16,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434832] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434832]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,17,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079662] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079662]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,18,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197916] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197916]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,19,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316330] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316330]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,20,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197877] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197877]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,21,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316499] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316499]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,22,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434831] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434831]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,23,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079468] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079468]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,24,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316491] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316491]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,25,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197851] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197851]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,26,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079463] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079463]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,27,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316467] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316467]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,28,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197952] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197952]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,29,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197853] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197853]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_9,max,LOCALLY_SOLVED,30,306544.5988299699,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434748] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434748]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,1,8.414933654320402e7,Anhui-Hubei new-unit lower bound (index match),_[35595] ≥ 0,vNEWUNIT_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 ≥ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,2,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434858] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434858]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,3,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079636] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079636]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,4,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079663] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079663]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,5,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434779] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434779]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,6,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197841] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197841]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,7,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197954] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197954]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,8,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079522] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079522]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,9,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197865] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197865]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,10,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316284] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316284]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,11,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079661] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079661]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,12,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079588] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079588]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,13,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079397] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079397]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,14,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079541] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079541]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,15,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434711] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434711]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,16,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197824] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197824]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,17,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197937] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197937]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,18,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8198038] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8198038]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,19,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079423] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079423]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,20,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316511] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316511]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,21,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8198093] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8198093]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,22,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434811] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434811]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,23,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079613] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079613]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,24,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8198065] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8198065]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,25,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316434] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316434]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,26,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316409] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316409]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,27,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197859] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197859]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,28,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197908] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197908]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,29,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316484] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316484]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_11,max,LOCALLY_SOLVED,30,84149.33654320403,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079383] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079383]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,1,8.348359677029496e7,Anhui-Hubei new-unit lower bound (index match),_[35595] ≥ 0,vNEWUNIT_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 ≥ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,2,83483.59677029497,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197899] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197899]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,3,83483.59677029497,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316442] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316442]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,4,83483.59677029497,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079430] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079430]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,5,83483.59677029497,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079556] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079556]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,6,83483.59677029497,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434899] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434899]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,7,83483.59677029497,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316545] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316545]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,8,83483.59677029497,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079471] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079471]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,9,83483.59677029497,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197910] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197910]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,10,83483.59677029497,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079665] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079665]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.01,seed_3,max,LOCALLY_SOLVED,11,83483.59677029497,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197933] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197933]{unmapped} ≤ 0
