sweep,slack,seed,direction,status,rank,violation_model_units,classification,original_constraint,mapped_constraint
MGA_sweep_qR2KFX,slack_0.10,seed_1,max,LOCALLY_SOLVED,25,55974.843332455275,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079644] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079644]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_1,max,LOCALLY_SOLVED,26,55974.843332455275,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316362] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316362]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_1,max,LOCALLY_SOLVED,27,55974.843332455275,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079641] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079641]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_1,max,LOCALLY_SOLVED,28,55974.843332455275,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434763] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434763]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_1,max,LOCALLY_SOLVED,29,55974.843332455275,Anhui-Hubei flow/capacity (capacity index match),-_[12376320] + _[16434715] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period4 + _[16434715]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_1,max,LOCALLY_SOLVED,30,55974.843332455275,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197903] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197903]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_13,max,LOCALLY_SOLVED,1,1.2803973196501178e8,Anhui-Hubei new-unit lower bound (index match),_[35595] ≥ 0,vNEWUNIT_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 ≥ 0
MGA_sweep_qR2KFX,slack_0.10,seed_13,max,LOCALLY_SOLVED,2,128039.73196501177,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079642] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079642]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_13,max,LOCALLY_SOLVED,3,128039.73196501177,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197912] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197912]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_13,max,LOCALLY_SOLVED,4,128039.73196501177,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316410] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316410]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_13,max,LOCALLY_SOLVED,5,128039.73196501177,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316432] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316432]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_13,max,LOCALLY_SOLVED,6,128039.73196501177,Anhui-Hubei flow/capacity (capacity index match),-_[21003] + _[4079558] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period1 + _[4079558]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_13,max,LOCALLY_SOLVED,7,128039.73196501177,Anhui-Hubei flow/capacity (capacity index match),-_[4139442] + _[8197873] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period2 + _[8197873]{unmapped} ≤ 0
MGA_sweep_qR2KFX,slack_0.10,seed_13,max,LOCALLY_SOLVED,8,128039.73196501177,Anhui-Hubei flow/capacity (capacity index match),-_[8257881] + _[12316431] ≤ 0,-vCAP_Region12Anhui_to_Region17Hubei_CO2_Pipeline_transmission_edge_period3 + _[12316431]{unmapped} ≤ 0
