type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,2.710028980511982e11,3.2068652929448986e9,5.4369016597254654e10,0.0,0.0,0.0,0.0,3.2857877994139777e11
AluminaPlant{NaturalGas},2.4391366482625477e10,1.88181596165153e7,4.796558353377418e10,2.0556678657331745e10,0.0,0.0,0.0,9.293244683334792e10
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,7.845168861738e8,0.0,0.0,0.0,7.845168861738e8
AluminumRefining,3.026440719359621e11,1.5048989433871728e8,6.482046964850373e9,1.6629228484968996e10,0.0,0.0,0.0,3.2590583728012024e11
OneWayTransmissionLink{AluminumScrap},1.5493446171248809e12,0.0,0.0,2.8542489034116436e10,0.0,0.0,0.0,1.5778871061589973e12
AluminumSmelting,1.84346460657619e10,7.743855696615272e6,1.2720163080839468e10,3.386512758747364e9,0.0,0.0,0.0,3.454906576104535e10
ThermalAmmonia{Coal},2.755461060427151e10,1.1139439365009377e10,5.084304154477463e9,0.0,0.0,0.0,0.0,4.377835412375835e10
ThermalAmmoniaCCS{Coal},1.3515945396399194e8,5.162758488106322e6,3.329519665673804e7,0.0,0.0,0.0,0.0,1.736174091088363e8
ThermalAmmonia{CokingOvenGas},1.525815123970078e8,0.0,1.1067590689999317e6,0.0,0.0,0.0,0.0,1.5368827146600774e8
ThermalAmmonia{NaturalGas},1.2381424146594364e10,2.2510730197894864e9,1.0276861587277843e9,0.0,0.0,0.0,0.0,1.5660183325111635e10
ThermalAmmoniaCCS{NaturalGas},1.986577580734198e8,5.456678495445485e6,1.8899205582521025e7,0.0,0.0,0.0,0.0,2.2301364215138632e8
SyntheticAmmonia,0.0,3.701216186435568e6,2.3654163333555264e6,0.0,0.0,0.0,0.0,6.066632519791095e6
OneWayTransmissionLink{Cement},0.0,0.0,0.0,1.657343688877416e8,0.0,0.0,0.0,1.657343688877416e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,2.1549525440877956e10,0.0,0.0,0.0,2.1549525440877956e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,2.8366714978374386e10,0.0,0.0,0.0,2.8366714978374386e10
DRIMaking,-159944.0717490594,865382.337648824,225322.43798849903,0.0,0.0,0.0,0.0,930760.7038882637
ThermalMethanol{Coal},2.9282121340145947e10,2.8591014220418376e8,4.990277481199632e9,0.0,0.0,0.0,0.0,3.455830896354977e10
ThermalMethanolCCS{Coal},2.306488206115318e9,2.1668975742524385e8,1.2576181538431823e9,0.0,0.0,0.0,0.0,3.7807961173837442e9
ThermalMethanol{CokingOvenGas},6.586118829481318e8,0.0,5.288287913823223e8,0.0,0.0,0.0,0.0,1.187440674330454e9
ThermalMethanol{NaturalGas},1.8064228245105124e9,0.0,4.8710958354489857e8,0.0,0.0,0.0,0.0,2.293532408055411e9
ThermalMethanolCCS{NaturalGas},2.91540759705034e9,2.72005581677735e8,1.0143641304788767e9,0.0,0.0,0.0,0.0,4.2017773092069516e9
SyntheticMethanol,0.0,8.771128338073431e8,2.234913637098916e9,0.0,0.0,0.0,0.0,3.112026470906259e9
OneWayTransmissionLink{SteelScrap},2.1612067233531137e11,0.0,0.0,2.785208919056014e10,0.0,0.0,0.0,2.4397276152587152e11
CementPlant{Coal},8.562811087855873e10,5.878036289940744e6,2.8946008284373585e7,4.2818707347100815e10,0.0,0.0,0.0,1.2848164227023387e11
ThermalPower{Coal},8.234947132710762e10,1.528502015923165e7,2.5022765710084484e10,1.38182697050774e10,2.77061271271072e9,0.0,0.0,1.2397640447513947e11
ThermalPower{NaturalGas},1.0599410473365952e11,4.394796515660274e9,8.124576966918432e9,8.088295063882923e9,3.412242954819457e9,0.0,0.0,1.300140162349406e11
ThermalPowerCCS{Coal},3.286462211197961e10,1.8593689154909325e10,4.894881560816642e9,8.4181435089650135e9,1.7898207654831095e9,0.0,0.0,6.6561157102153694e10
ThermalPowerCCS{NaturalGas},1.230780893807126e10,2.784566856564621e9,1.7667482170559914e9,1.5008716112750044e9,1.406310972172468e9,0.0,0.0,1.9766306595139343e10
ThermalPower{Uranium},1.1768377503566868e10,0.0,7.308162823069816e9,2.944278543335901e9,0.0,0.0,0.0,2.2020818869972584e10
BECCSElectricity,2.6964246611035614e11,8.81621306242814e10,1.5976950727892193e10,0.0,0.0,0.0,0.0,3.737815474625298e11
HydroRes,0.0,0.0,5.353908093440951e10,0.0,0.0,0.0,0.0,5.353908093440951e10
VRE{Generic},0.0,5.0704252937552014e11,2.379146398340061e11,0.0,0.0,0.0,0.0,7.449571692095262e11
Electrolyzer,0.0,3.1696185365638247e9,1.1418539347605915e9,0.0,0.0,0.0,0.0,4.311472471324416e9
ThermalHydrogen{NaturalGas},1.4742676211987757e10,2.0291461439166692e8,2.7303798884003944e9,9.140160511241477e8,5.978572057808961e7,0.0,0.0,1.8649772486482056e10
ThermalHydrogenCCS{NaturalGas},7.795022811357144e9,1.8053940647558732e9,1.9000122996155396e9,1.2769197659699304e9,1.823456393100022e7,0.0,0.0,1.2795583505629488e10
ThermalHydrogen{Coal},7.0043860705019655e9,1.6433061821910799e7,5.844950534051342e9,1.377858025361269e9,3.587031498189128e7,0.0,0.0,1.4279498006718378e10
ThermalHydrogenCCS{Coal},4.0676095107043715e9,1.5323245190327885e9,2.8417093911947083e9,1.057258089230028e9,1.1778154754050046e7,0.0,0.0,9.510679664915945e9
OneWayTransmissionLink{Electricity},0.0,5.278917107167275e9,7.161759808036523e9,0.0,0.0,0.0,0.0,1.2440676915203798e10
Battery,0.0,3.00037289626397e10,1.6560808390625784e10,2.689289459901568e8,0.0,0.0,0.0,4.6833466299255646e10
GasStorage{Hydrogen},0.0,1.8858964809712052e9,1.2380904284619977e9,0.0,0.0,0.0,0.0,3.1239869094332027e9
TransmissionLink{Electricity},0.0,4.115859973167462e9,5.731794999361562e9,0.0,0.0,0.0,0.0,9.847654972529024e9
CO2Injection,0.0,1.8537592665890984e10,5.664421199000931e9,0.0,0.0,0.0,0.0,2.4202013864891914e10
OneWayTransmissionLink{CO2Captured},0.0,417246.89722388826,-9.423657491342942e7,0.0,0.0,0.0,0.0,-9.381932801620553e7
Node{Electricity},0.0,0.0,0.0,0.0,0.0,7.0925110402052765e9,0.0,7.0925110402052765e9
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,1.5678819627482545e9,0.0,1.5678819627482545e9
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,3.0745214428545797e8,3.0745214428545797e8
Total,3.0934942535855894e12,7.059893067547026e11,5.4351610124868475e11,2.303170364573512e11,9.504656159430784e9,8.660393002953531e9,3.0745214428545797e8,4.591789199352997e12
