type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,6.628154053843086e11,6.4854686532404e9,1.3297504209511246e11,0.0,0.0,0.0,0.0,8.022759161326614e11
AluminaPlant{NaturalGas},5.965609068875846e10,5.599420638783811e7,1.1731360779923174e11,5.027726048538492e10,0.0,0.0,0.0,2.2730295317976297e11
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,1.91876131834533e9,0.0,0.0,0.0,1.91876131834533e9
AluminumRefining,7.402029818496459e11,4.4778885792268e8,1.5853707165580732e10,4.0671553325642685e10,0.0,0.0,0.0,7.97176031198792e11
OneWayTransmissionLink{AluminumScrap},3.7893671538730825e12,0.0,0.0,6.98088528789496e10,0.0,0.0,0.0,3.859176006752032e12
AluminumSmelting,4.508722044325089e10,2.3042160495512173e7,3.1110811395781853e10,8.282689385130518e9,0.0,0.0,0.0,8.450376338465878e10
ThermalAmmonia{Coal},6.73927125105009e10,3.3145859082932297e10,1.243512576242062e10,0.0,0.0,0.0,0.0,1.1297369735585382e11
ThermalAmmoniaCCS{Coal},3.305712555654679e8,1.0441008673649857e7,8.143296410511766e7,0.0,0.0,0.0,0.0,4.224452283442354e8
ThermalAmmonia{CokingOvenGas},3.7318190218935364e8,0.0,2.7068971079540304e6,0.0,0.0,0.0,0.0,3.7588879929730767e8
ThermalAmmonia{NaturalGas},3.0282328063553074e10,6.698160172558231e9,2.513501600179612e9,0.0,0.0,0.0,0.0,3.949398983629092e10
ThermalAmmoniaCCS{NaturalGas},4.85874591737007e8,1.1035423723871013e7,4.6223434139267035e7,0.0,0.0,0.0,0.0,5.431334496001451e8
SyntheticAmmonia,0.0,1.1013120690473648e7,5.785304870059029e6,0.0,0.0,0.0,0.0,1.6798425560532678e7
OneWayTransmissionLink{Cement},0.0,0.0,0.0,4.053509895664946e8,0.0,0.0,0.0,4.053509895664946e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,5.270555238946761e10,0.0,0.0,0.0,5.270555238946761e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,6.937894695229512e10,0.0,0.0,0.0,6.937894695229512e10
DRIMaking,-391189.15523605014,1.7501234106205362e6,551090.7232044172,0.0,0.0,0.0,0.0,1.9100249785889033e6
ThermalMethanol{Coal},7.161783606799158e10,8.507373641844887e8,1.220515653325832e10,0.0,0.0,0.0,0.0,8.467372996543439e10
ThermalMethanolCCS{Coal},5.641179213742697e9,6.447692679124222e8,3.0758663189673934e9,0.0,0.0,0.0,0.0,9.361814800622513e9
ThermalMethanol{CokingOvenGas},1.610824479466332e9,0.0,1.2934026619624853e9,0.0,0.0,0.0,0.0,2.9042271414288173e9
