zone,Investment_cap,FixedOM_cap,VariableOM_cap,Startup_cap,NonServedDemand_cap,Supply_cap,UnmetPolicyPenalty_cap,Total_cap,Investment_no_cap,FixedOM_no_cap,VariableOM_no_cap,Startup_no_cap,NonServedDemand_no_cap,Supply_no_cap,UnmetPolicyPenalty_no_cap,Total_no_cap,Investment_diff,FixedOM_diff,VariableOM_diff,Startup_diff,NonServedDemand_diff,Supply_diff,UnmetPolicyPenalty_diff,Total_diff,Total_pct_change
aluminum_Region22Chongqing_aluminum_Region10Jiangsu,0.0,0.0,1420.537399858959,0.0,0.0,0.0,0.0,1420.537399858959,0.0,0.0,474.0952788603352,0.0,0.0,0.0,0.0,474.0952788603352,0.0,0.0,946.4421209986237,0.0,0.0,0.0,0.0,946.4421209986237,199.6312056246901
aluminum_Region22Chongqing_aluminum_Region11Zhejiang,0.0,0.0,1687.8313804073418,0.0,0.0,0.0,0.0,1687.8313804073418,0.0,0.0,558.1616603502742,0.0,0.0,0.0,0.0,558.1616603502742,0.0,0.0,1129.6697200570675,0.0,0.0,0.0,0.0,1129.6697200570675,202.3911350966212
aluminum_Region22Chongqing_aluminum_Region12Anhui,0.0,0.0,1381.9243333718189,0.0,0.0,0.0,0.0,1381.9243333718189,0.0,0.0,478.92679723748824,0.0,0.0,0.0,0.0,478.92679723748824,0.0,0.0,902.9975361343306,0.0,0.0,0.0,0.0,902.9975361343306,188.54604531275706
aluminum_Region22Chongqing_aluminum_Region13Fujian,0.0,0.0,2544.849657384174,0.0,0.0,0.0,0.0,2544.849657384174,0.0,0.0,871.9276789915842,0.0,0.0,0.0,0.0,871.9276789915842,0.0,0.0,1672.9219783925896,0.0,0.0,0.0,0.0,1672.9219783925896,191.86476340874785
aluminum_Region22Chongqing_aluminum_Region14Jiangxi,0.0,0.0,1831.3577207343765,0.0,0.0,0.0,0.0,1831.3577207343765,0.0,0.0,657.2183055888967,0.0,0.0,0.0,0.0,657.2183055888967,0.0,0.0,1174.1394151454797,0.0,0.0,0.0,0.0,1174.1394151454797,178.65287761475219
aluminum_Region22Chongqing_aluminum_Region15Shandong,0.0,0.0,935.5202849635704,0.0,0.0,0.0,0.0,935.5202849635704,0.0,0.0,312.88983340468013,0.0,0.0,0.0,0.0,312.88983340468013,0.0,0.0,622.6304515588902,0.0,0.0,0.0,0.0,622.6304515588902,198.99350668693762
aluminum_Region22Chongqing_aluminum_Region16Henan,0.0,0.0,1031.0522374626112,0.0,0.0,0.0,0.0,1031.0522374626112,0.0,0.0,301.7698882592515,0.0,0.0,0.0,0.0,301.7698882592515,0.0,0.0,729.2823492033597,0.0,0.0,0.0,0.0,729.2823492033597,241.66836307300179
aluminum_Region22Chongqing_aluminum_Region17Hubei,0.0,0.0,1220.8221749236493,0.0,0.0,0.0,0.0,1220.8221749236493,0.0,0.0,485.0846156707412,0.0,0.0,0.0,0.0,485.0846156707412,0.0,0.0,735.7375592529081,0.0,0.0,0.0,0.0,735.7375592529081,151.67200432353053
aluminum_Region22Chongqing_aluminum_Region18Hunan,0.0,0.0,1794.41610308704,0.0,0.0,0.0,0.0,1794.41610308704,0.0,0.0,776.7744514535974,0.0,0.0,0.0,0.0,776.7744514535974,0.0,0.0,1017.6416516334426,0.0,0.0,0.0,0.0,1017.6416516334426,131.00864089042892
aluminum_Region22Chongqing_aluminum_Region19Guangdong,0.0,0.0,3680.0628273798575,0.0,0.0,0.0,0.0,3680.0628273798575,0.0,0.0,2611.4297799897795,0.0,0.0,0.0,0.0,2611.4297799897795,0.0,0.0,1068.633047390078,0.0,0.0,0.0,0.0,1068.633047390078,40.921377843606436
aluminum_Region22Chongqing_aluminum_Region1Beijing,0.0,0.0,1132.559409165096,0.0,0.0,0.0,0.0,1132.559409165096,0.0,0.0,335.71996552034756,0.0,0.0,0.0,0.0,335.71996552034756,0.0,0.0,796.8394436447484,0.0,0.0,0.0,0.0,796.8394436447484,237.35241435810673
aluminum_Region22Chongqing_aluminum_Region20Guangxi,0.0,0.0,1544.634252112808,0.0,0.0,0.0,0.0,1544.634252112808,0.0,0.0,932.910989264028,0.0,0.0,0.0,0.0,932.910989264028,0.0,0.0,611.7232628487801,0.0,0.0,0.0,0.0,611.7232628487801,65.57144999775034
aluminum_Region22Chongqing_aluminum_Region21Hainan,0.0,0.0,2477.557320668619,0.0,0.0,0.0,0.0,2477.557320668619,0.0,0.0,1230.5198417266488,0.0,0.0,0.0,0.0,1230.5198417266488,0.0,0.0,1247.0374789419702,0.0,0.0,0.0,0.0,1247.0374789419702,101.34233001819331
aluminum_Region22Chongqing_aluminum_Region23Sichuan,0.0,0.0,98565689.54310918,0.0,0.0,0.0,0.0,98565689.54310918,0.0,0.0,96171661.23615116,0.0,0.0,0.0,0.0,96171661.23615116,0.0,0.0,2394028.3069580197,0.0,0.0,0.0,0.0,2394028.3069580197,2.4893282243294546
aluminum_Region22Chongqing_aluminum_Region24Guizhou,0.0,0.0,902.0915690685586,0.0,0.0,0.0,0.0,902.0915690685586,0.0,0.0,1003.3869692776578,0.0,0.0,0.0,0.0,1003.3869692776578,0.0,0.0,-101.29540020909928,0.0,0.0,0.0,0.0,-101.29540020909928,-10.095347389454561
aluminum_Region22Chongqing_aluminum_Region25Yunnan,0.0,0.0,2844.667230109455,0.0,0.0,0.0,0.0,2844.667230109455,0.0,0.0,2016.6423499322532,0.0,0.0,0.0,0.0,2016.6423499322532,0.0,0.0,828.0248801772018,0.0,0.0,0.0,0.0,828.0248801772018,41.0595800591522
aluminum_Region22Chongqing_aluminum_Region27Shaanxi,0.0,0.0,883.6116414448086,0.0,0.0,0.0,0.0,883.6116414448086,0.0,0.0,297.32670686524284,0.0,0.0,0.0,0.0,297.32670686524284,0.0,0.0,586.2849345795657,0.0,0.0,0.0,0.0,586.2849345795657,197.18542634829208
aluminum_Region22Chongqing_aluminum_Region28Gansu,0.0,0.0,1441.015719497619,0.0,0.0,0.0,0.0,1441.015719497619,0.0,0.0,407.8891334152982,0.0,0.0,0.0,0.0,407.8891334152982,0.0,0.0,1033.126586082321,0.0,0.0,0.0,0.0,1033.126586082321,253.28612641181306
aluminum_Region22Chongqing_aluminum_Region29Qinghai,0.0,0.0,1646.9361044269056,0.0,0.0,0.0,0.0,1646.9361044269056,0.0,0.0,497.734214093712,0.0,0.0,0.0,0.0,497.734214093712,0.0,0.0,1149.2018903331937,0.0,0.0,0.0,0.0,1149.2018903331937,230.88665753582796
aluminum_Region22Chongqing_aluminum_Region2Tianjin,0.0,0.0,1135.1114461150728,0.0,0.0,0.0,0.0,1135.1114461150728,0.0,0.0,338.08194519182996,0.0,0.0,0.0,0.0,338.08194519182996,0.0,0.0,797.0295009232428,0.0,0.0,0.0,0.0,797.0295009232428,235.75038899844327
aluminum_Region22Chongqing_aluminum_Region30Ningxia,0.0,0.0,1178.087258823719,0.0,0.0,0.0,0.0,1178.087258823719,0.0,0.0,329.68838705230644,0.0,0.0,0.0,0.0,329.68838705230644,0.0,0.0,848.3988717714125,0.0,0.0,0.0,0.0,848.3988717714125,257.33356256700984
aluminum_Region22Chongqing_aluminum_Region31Xinjiang,0.0,0.0,2531.517131959973,0.0,0.0,0.0,0.0,2531.517131959973,0.0,0.0,852.6854998404694,0.0,0.0,0.0,0.0,852.6854998404694,0.0,0.0,1678.8316321195036,0.0,0.0,0.0,0.0,1678.8316321195036,196.8875549582583
aluminum_Region22Chongqing_aluminum_Region3Hebei,0.0,0.0,934.9472844242396,0.0,0.0,0.0,0.0,934.9472844242396,0.0,0.0,286.11502686235406,0.0,0.0,0.0,0.0,286.11502686235406,0.0,0.0,648.8322575618855,0.0,0.0,0.0,0.0,648.8322575618855,226.7732193856528
aluminum_Region22Chongqing_aluminum_Region4Shanxi,0.0,0.0,792.7703853422082,0.0,0.0,0.0,0.0,792.7703853422082,0.0,0.0,245.65726113938,0.0,0.0,0.0,0.0,245.65726113938,0.0,0.0,547.1131242028282,0.0,0.0,0.0,0.0,547.1131242028282,222.71400473377804
aluminum_Region22Chongqing_aluminum_Region5Innermongolia,0.0,0.0,1055.2847141554582,0.0,0.0,0.0,0.0,1055.2847141554582,0.0,0.0,315.0189388766578,0.0,0.0,0.0,0.0,315.0189388766578,0.0,0.0,740.2657752788004,0.0,0.0,0.0,0.0,740.2657752788004,234.99087957014652
aluminum_Region22Chongqing_aluminum_Region6Liaoning,0.0,0.0,1583.1741090076694,0.0,0.0,0.0,0.0,1583.1741090076694,0.0,0.0,452.85546874875587,0.0,0.0,0.0,0.0,452.85546874875587,0.0,0.0,1130.3186402589135,0.0,0.0,0.0,0.0,1130.3186402589135,249.59809878900106
aluminum_Region22Chongqing_aluminum_Region7Jilin,0.0,0.0,1722.353916102096,0.0,0.0,0.0,0.0,1722.353916102096,0.0,0.0,496.8482332131305,0.0,0.0,0.0,0.0,496.8482332131305,0.0,0.0,1225.5056828889656,0.0,0.0,0.0,0.0,1225.5056828889656,246.65594058040386
aluminum_Region22Chongqing_aluminum_Region8Heilongjiang,0.0,0.0,1906.9458346753788,0.0,0.0,0.0,0.0,1906.9458346753788,0.0,0.0,533.0566410984418,0.0,0.0,0.0,0.0,533.0566410984418,0.0,0.0,1373.889193576937,0.0,0.0,0.0,0.0,1373.889193576937,257.7379377069266
aluminum_Region22Chongqing_aluminum_Region9Shanghai,0.0,0.0,1610.8250612040515,0.0,0.0,0.0,0.0,1610.8250612040515,0.0,0.0,519.4762814640574,0.0,0.0,0.0,0.0,519.4762814640574,0.0,0.0,1091.3487797399941,0.0,0.0,0.0,0.0,1091.3487797399941,210.08635402259551
aluminum_Region23Sichuan_aluminum_Region10Jiangsu,0.0,0.0,1142.8730456685353,0.0,0.0,0.0,0.0,1142.8730456685353,0.0,0.0,375.3202388818963,0.0,0.0,0.0,0.0,375.3202388818963,0.0,0.0,767.5528067866389,0.0,0.0,0.0,0.0,767.5528067866389,204.5061063248892
aluminum_Region23Sichuan_aluminum_Region11Zhejiang,0.0,0.0,1309.7384422464222,0.0,0.0,0.0,0.0,1309.7384422464222,0.0,0.0,426.5714567948738,0.0,0.0,0.0,0.0,426.5714567948738,0.0,0.0,883.1669854515484,0.0,0.0,0.0,0.0,883.1669854515484,207.03846246239544
aluminum_Region23Sichuan_aluminum_Region12Anhui,0.0,0.0,1103.284602590035,0.0,0.0,0.0,0.0,1103.284602590035,0.0,0.0,369.93653197703026,0.0,0.0,0.0,0.0,369.93653197703026,0.0,0.0,733.3480706130049,0.0,0.0,0.0,0.0,733.3480706130049,198.23618572997253
aluminum_Region23Sichuan_aluminum_Region13Fujian,0.0,0.0,1683.8878011065865,0.0,0.0,0.0,0.0,1683.8878011065865,0.0,0.0,562.1850424676834,0.0,0.0,0.0,0.0,562.1850424676834,0.0,0.0,1121.702758638903,0.0,0.0,0.0,0.0,1121.702758638903,199.52554299830612
aluminum_Region23Sichuan_aluminum_Region14Jiangxi,0.0,0.0,1286.7228499419414,0.0,0.0,0.0,0.0,1286.7228499419414,0.0,0.0,438.4539500843506,0.0,0.0,0.0,0.0,438.4539500843506,0.0,0.0,848.2688998575908,0.0,0.0,0.0,0.0,848.2688998575908,193.46818512968105
aluminum_Region23Sichuan_aluminum_Region15Shandong,0.0,0.0,812.5453232385025,0.0,0.0,0.0,0.0,812.5453232385025,0.0,0.0,271.8897687373011,0.0,0.0,0.0,0.0,271.8897687373011,0.0,0.0,540.6555545012014,0.0,0.0,0.0,0.0,540.6555545012014,198.8510112065235
aluminum_Region23Sichuan_aluminum_Region16Henan,0.0,0.0,847.9331665487132,0.0,0.0,0.0,0.0,847.9331665487132,0.0,0.0,253.18752859678443,0.0,0.0,0.0,0.0,253.18752859678443,0.0,0.0,594.7456379519288,0.0,0.0,0.0,0.0,594.7456379519288,234.90321235336006
aluminum_Region23Sichuan_aluminum_Region17Hubei,0.0,0.0,985.2425658620996,0.0,0.0,0.0,0.0,985.2425658620996,0.0,0.0,348.0364065242716,0.0,0.0,0.0,0.0,348.0364065242716,0.0,0.0,637.206159337828,0.0,0.0,0.0,0.0,637.206159337828,183.08606438659746
aluminum_Region23Sichuan_aluminum_Region18Hunan,0.0,0.0,1200.9538212266073,0.0,0.0,0.0,0.0,1200.9538212266073,0.0,0.0,432.5519259942021,0.0,0.0,0.0,0.0,432.5519259942021,0.0,0.0,768.4018952324052,0.0,0.0,0.0,0.0,768.4018952324052,177.64385014961297
aluminum_Region23Sichuan_aluminum_Region19Guangdong,0.0,0.0,1699.7178261367462,0.0,0.0,0.0,0.0,1699.7178261367462,0.0,0.0,786.2852716945309,0.0,0.0,0.0,0.0,786.2852716945309,0.0,0.0,913.4325544422153,0.0,0.0,0.0,0.0,913.4325544422153,116.17063009124769
aluminum_Region23Sichuan_aluminum_Region1Beijing,0.0,0.0,960.0436191933512,0.0,0.0,0.0,0.0,960.0436191933512,0.0,0.0,289.5719632885949,0.0,0.0,0.0,0.0,289.5719632885949,0.0,0.0,670.4716559047563,0.0,0.0,0.0,0.0,670.4716559047563,231.53887147442757
aluminum_Region23Sichuan_aluminum_Region20Guangxi,0.0,0.0,1044.0179928472987,0.0,0.0,0.0,0.0,1044.0179928472987,0.0,0.0,489.2892969660139,0.0,0.0,0.0,0.0,489.2892969660139,0.0,0.0,554.7286958812848,0.0,0.0,0.0,0.0,554.7286958812848,113.37437775995667
aluminum_Region23Sichuan_aluminum_Region21Hainan,0.0,0.0,1501.4084846100973,0.0,0.0,0.0,0.0,1501.4084846100973,0.0,0.0,615.890401964608,0.0,0.0,0.0,0.0,615.890401964608,0.0,0.0,885.5180826454892,0.0,0.0,0.0,0.0,885.5180826454892,143.77851640824485
aluminum_Region23Sichuan_aluminum_Region22Chongqing,0.0,0.0,525.5060793748696,0.0,0.0,0.0,0.0,525.5060793748696,0.0,0.0,238.41223252317835,0.0,0.0,0.0,0.0,238.41223252317835,0.0,0.0,287.0938468516913,0.0,0.0,0.0,0.0,287.0938468516913,120.41909251606045
aluminum_Region23Sichuan_aluminum_Region24Guizhou,0.0,0.0,709.6511752561997,0.0,0.0,0.0,0.0,709.6511752561997,0.0,0.0,421.163817183831,0.0,0.0,0.0,0.0,421.163817183831,0.0,0.0,288.48735807236875,0.0,0.0,0.0,0.0,288.48735807236875,68.49765965209895
aluminum_Region23Sichuan_aluminum_Region25Yunnan,0.0,0.0,1399.537532260232,0.0,0.0,0.0,0.0,1399.537532260232,0.0,0.0,928.5042294642157,0.0,0.0,0.0,0.0,928.5042294642157,0.0,0.0,471.0333027960163,0.0,0.0,0.0,0.0,471.0333027960163,50.73033464455208
aluminum_Region23Sichuan_aluminum_Region27Shaanxi,0.0,0.0,639.7000284382974,0.0,0.0,0.0,0.0,639.7000284382974,0.0,0.0,217.4756528055836,0.0,0.0,0.0,0.0,217.4756528055836,0.0,0.0,422.2243756327138,0.0,0.0,0.0,0.0,422.2243756327138,194.14788284837067
aluminum_Region23Sichuan_aluminum_Region28Gansu,0.0,0.0,939.8618995297068,0.0,0.0,0.0,0.0,939.8618995297068,0.0,0.0,283.9487507682875,0.0,0.0,0.0,0.0,283.9487507682875,0.0,0.0,655.9131487614193,0.0,0.0,0.0,0.0,655.9131487614193,230.9970186474489
aluminum_Region23Sichuan_aluminum_Region29Qinghai,0.0,0.0,1123.8859885366005,0.0,0.0,0.0,0.0,1123.8859885366005,0.0,0.0,352.88458765782104,0.0,0.0,0.0,0.0,352.88458765782104,0.0,0.0,771.0014008787795,0.0,0.0,0.0,0.0,771.0014008787795,218.48542777005343
aluminum_Region23Sichuan_aluminum_Region2Tianjin,0.0,0.0,960.9650951788916,0.0,0.0,0.0,0.0,960.9650951788916,0.0,0.0,291.3080635769469,0.0,0.0,0.0,0.0,291.3080635769469,0.0,0.0,669.6570316019447,0.0,0.0,0.0,0.0,669.6570316019447,229.87933233954564
aluminum_Region23Sichuan_aluminum_Region30Ningxia,0.0,0.0,905.108698749612,0.0,0.0,0.0,0.0,905.108698749612,0.0,0.0,261.8771502516913,0.0,0.0,0.0,0.0,261.8771502516913,0.0,0.0,643.2315484979207,0.0,0.0,0.0,0.0,643.2315484979207,245.6233955042309
aluminum_Region23Sichuan_aluminum_Region31Xinjiang,0.0,0.0,2061.8589530755,0.0,0.0,0.0,0.0,2061.8589530755,0.0,0.0,696.8876606100653,0.0,0.0,0.0,0.0,696.8876606100653,0.0,0.0,1364.9712924654345,0.0,0.0,0.0,0.0,1364.9712924654345,195.86676154812665
aluminum_Region23Sichuan_aluminum_Region3Hebei,0.0,0.0,791.5685982400765,0.0,0.0,0.0,0.0,791.5685982400765,0.0,0.0,246.2757777090023,0.0,0.0,0.0,0.0,246.2757777090023,0.0,0.0,545.2928205310742,0.0,0.0,0.0,0.0,545.2928205310742,221.41553083445675
aluminum_Region23Sichuan_aluminum_Region4Shanxi,0.0,0.0,674.7382502557057,0.0,0.0,0.0,0.0,674.7382502557057,0.0,0.0,212.20928077496384,0.0,0.0,0.0,0.0,212.20928077496384,0.0,0.0,462.5289694807418,0.0,0.0,0.0,0.0,462.5289694807418,217.95887898570663
aluminum_Region23Sichuan_aluminum_Region5Innermongolia,0.0,0.0,889.5888386899712,0.0,0.0,0.0,0.0,889.5888386899712,0.0,0.0,270.10581249353487,0.0,0.0,0.0,0.0,270.10581249353487,0.0,0.0,619.4830261964364,0.0,0.0,0.0,0.0,619.4830261964364,229.34827669110751
aluminum_Region23Sichuan_aluminum_Region6Liaoning,0.0,0.0,1340.922171370563,0.0,0.0,0.0,0.0,1340.922171370563,0.0,0.0,390.8783936892102,0.0,0.0,0.0,0.0,390.8783936892102,0.0,0.0,950.0437776813528,0.0,0.0,0.0,0.0,950.0437776813528,243.05354120871118
aluminum_Region23Sichuan_aluminum_Region7Jilin,0.0,0.0,1467.138730580854,0.0,0.0,0.0,0.0,1467.138730580854,0.0,0.0,429.2788336293481,0.0,0.0,0.0,0.0,429.2788336293481,0.0,0.0,1037.8598969515058,0.0,0.0,0.0,0.0,1037.8598969515058,241.76824377221084
aluminum_Region23Sichuan_aluminum_Region8Heilongjiang,0.0,0.0,1626.9367814226755,0.0,0.0,0.0,0.0,1626.9367814226755,0.0,0.0,460.9152620789724,0.0,0.0,0.0,0.0,460.9152620789724,0.0,0.0,1166.0215193437032,0.0,0.0,0.0,0.0,1166.0215193437032,252.97958546313427
aluminum_Region23Sichuan_aluminum_Region9Shanghai,0.0,0.0,1282.4341421334025,0.0,0.0,0.0,0.0,1282.4341421334025,0.0,0.0,410.108938363323,0.0,0.0,0.0,0.0,410.108938363323,0.0,0.0,872.3252037700795,0.0,0.0,0.0,0.0,872.3252037700795,212.70572820270272
aluminum_Region24Guizhou_aluminum_Region10Jiangsu,0.0,0.0,1527.1304796082873,0.0,0.0,0.0,0.0,1527.1304796082873,0.0,0.0,393.62598068048464,0.0,0.0,0.0,0.0,393.62598068048464,0.0,0.0,1133.5044989278026,0.0,0.0,0.0,0.0,1133.5044989278026,287.9648586631009
aluminum_Region24Guizhou_aluminum_Region11Zhejiang,0.0,0.0,1781.8892727491582,0.0,0.0,0.0,0.0,1781.8892727491582,0.0,0.0,460.8386229092536,0.0,0.0,0.0,0.0,460.8386229092536,0.0,0.0,1321.0506498399045,0.0,0.0,0.0,0.0,1321.0506498399045,286.66231174378805
aluminum_Region24Guizhou_aluminum_Region12Anhui,0.0,0.0,1511.621170393212,0.0,0.0,0.0,0.0,1511.621170393212,0.0,0.0,387.33309506243785,0.0,0.0,0.0,0.0,387.33309506243785,0.0,0.0,1124.288075330774,0.0,0.0,0.0,0.0,1124.288075330774,290.2638813111334
aluminum_Region24Guizhou_aluminum_Region13Fujian,0.0,0.0,2910.42542815917,0.0,0.0,0.0,0.0,2910.42542815917,0.0,0.0,708.7438847253206,0.0,0.0,0.0,0.0,708.7438847253206,0.0,0.0,2201.6815434338496,0.0,0.0,0.0,0.0,2201.6815434338496,310.6455788732666
aluminum_Region24Guizhou_aluminum_Region14Jiangxi,0.0,0.0,2024.0617653131444,0.0,0.0,0.0,0.0,2024.0617653131444,0.0,0.0,490.3662222500059,0.0,0.0,0.0,0.0,490.3662222500059,0.0,0.0,1533.6955430631385,0.0,0.0,0.0,0.0,1533.6955430631385,312.76533200551626
aluminum_Region24Guizhou_aluminum_Region15Shandong,0.0,0.0,1026.107714040122,0.0,0.0,0.0,0.0,1026.107714040122,0.0,0.0,290.60203580708435,0.0,0.0,0.0,0.0,290.60203580708435,0.0,0.0,735.5056782330375,0.0,0.0,0.0,0.0,735.5056782330375,253.09722149410604
aluminum_Region24Guizhou_aluminum_Region16Henan,0.0,0.0,1148.827724585582,0.0,0.0,0.0,0.0,1148.827724585582,0.0,0.0,277.53774645537504,0.0,0.0,0.0,0.0,277.53774645537504,0.0,0.0,871.2899781302069,0.0,0.0,0.0,0.0,871.2899781302069,313.93566794356764
aluminum_Region24Guizhou_aluminum_Region17Hubei,0.0,0.0,1456.2611950430571,0.0,0.0,0.0,0.0,1456.2611950430571,0.0,0.0,369.0164225580049,0.0,0.0,0.0,0.0,369.0164225580049,0.0,0.0,1087.2447724850522,0.0,0.0,0.0,0.0,1087.2447724850522,294.63316698707376
aluminum_Region24Guizhou_aluminum_Region18Hunan,0.0,0.0,2243.0400705933603,0.0,0.0,0.0,0.0,2243.0400705933603,0.0,0.0,509.39726559583954,0.0,0.0,0.0,0.0,509.39726559583954,0.0,0.0,1733.6428049975207,0.0,0.0,0.0,0.0,1733.6428049975207,340.3321772781185
aluminum_Region24Guizhou_aluminum_Region19Guangdong,0.0,0.0,27071256.998327862,0.0,0.0,0.0,0.0,27071256.998327862,0.0,0.0,27693406.090775385,0.0,0.0,0.0,0.0,27693406.090775385,0.0,0.0,-622149.092447523,0.0,0.0,0.0,0.0,-622149.092447523,-2.2465603920593917
aluminum_Region24Guizhou_aluminum_Region1Beijing,0.0,0.0,1210.539382825946,0.0,0.0,0.0,0.0,1210.539382825946,0.0,0.0,313.20781005276234,0.0,0.0,0.0,0.0,313.20781005276234,0.0,0.0,897.3315727731836,0.0,0.0,0.0,0.0,897.3315727731836,286.4971893970399
aluminum_Region24Guizhou_aluminum_Region20Guangxi,0.0,0.0,2442.6092259960897,0.0,0.0,0.0,0.0,2442.6092259960897,0.0,0.0,1085.1926576611154,0.0,0.0,0.0,0.0,1085.1926576611154,0.0,0.0,1357.4165683349743,0.0,0.0,0.0,0.0,1357.4165683349743,125.08530708828931
aluminum_Region24Guizhou_aluminum_Region21Hainan,0.0,0.0,4662.530449358235,0.0,0.0,0.0,0.0,4662.530449358235,0.0,0.0,1671.3495876163038,0.0,0.0,0.0,0.0,1671.3495876163038,0.0,0.0,2991.1808617419315,0.0,0.0,0.0,0.0,2991.1808617419315,178.96799591807627
aluminum_Region24Guizhou_aluminum_Region22Chongqing,0.0,0.0,1446.0021953140892,0.0,0.0,0.0,0.0,1446.0021953140892,0.0,0.0,266.17586392507553,0.0,0.0,0.0,0.0,266.17586392507553,0.0,0.0,1179.8263313890138,0.0,0.0,0.0,0.0,1179.8263313890138,443.2506817076086
aluminum_Region24Guizhou_aluminum_Region23Sichuan,0.0,0.0,28453.972499556057,0.0,0.0,0.0,0.0,28453.972499556057,0.0,0.0,7544.992310509622,0.0,0.0,0.0,0.0,7544.992310509622,0.0,0.0,20908.980189046437,0.0,0.0,0.0,0.0,20908.980189046437,277.12394298827525
aluminum_Region24Guizhou_aluminum_Region25Yunnan,0.0,0.0,88361603.77398802,0.0,0.0,0.0,0.0,88361603.77398802,0.0,0.0,88029793.41262928,0.0,0.0,0.0,0.0,88029793.41262928,0.0,0.0,331810.3613587469,0.0,0.0,0.0,0.0,331810.3613587469,0.37692961495822774
aluminum_Region24Guizhou_aluminum_Region27Shaanxi,0.0,0.0,1161.0545963412849,0.0,0.0,0.0,0.0,1161.0545963412849,0.0,0.0,275.6390872853833,0.0,0.0,0.0,0.0,275.6390872853833,0.0,0.0,885.4155090559016,0.0,0.0,0.0,0.0,885.4155090559016,321.22276915653305
aluminum_Region24Guizhou_aluminum_Region28Gansu,0.0,0.0,1529.242788498868,0.0,0.0,0.0,0.0,1529.242788498868,0.0,0.0,348.80287973308447,0.0,0.0,0.0,0.0,348.80287973308447,0.0,0.0,1180.4399087657837,0.0,0.0,0.0,0.0,1180.4399087657837,338.42607884117683
aluminum_Region24Guizhou_aluminum_Region29Qinghai,0.0,0.0,1671.762861679942,0.0,0.0,0.0,0.0,1671.762861679942,0.0,0.0,410.7179837433466,0.0,0.0,0.0,0.0,410.7179837433466,0.0,0.0,1261.0448779365954,0.0,0.0,0.0,0.0,1261.0448779365954,307.03424925376754
aluminum_Region24Guizhou_aluminum_Region2Tianjin,0.0,0.0,1205.7694530928063,0.0,0.0,0.0,0.0,1205.7694530928063,0.0,0.0,313.3229984407337,0.0,0.0,0.0,0.0,313.3229984407337,0.0,0.0,892.4464546520726,0.0,0.0,0.0,0.0,892.4464546520726,284.83273142838965
aluminum_Region24Guizhou_aluminum_Region30Ningxia,0.0,0.0,1289.525091731521,0.0,0.0,0.0,0.0,1289.525091731521,0.0,0.0,306.52956273735504,0.0,0.0,0.0,0.0,306.52956273735504,0.0,0.0,982.9955289941659,0.0,0.0,0.0,0.0,982.9955289941659,320.68539171748006
aluminum_Region24Guizhou_aluminum_Region31Xinjiang,0.0,0.0,2333.0983170640407,0.0,0.0,0.0,0.0,2333.0983170640407,0.0,0.0,682.2520307142072,0.0,0.0,0.0,0.0,682.2520307142072,0.0,0.0,1650.8462863498335,0.0,0.0,0.0,0.0,1650.8462863498335,241.97015355478902
aluminum_Region24Guizhou_aluminum_Region3Hebei,0.0,0.0,1042.657430159684,0.0,0.0,0.0,0.0,1042.657430159684,0.0,0.0,272.39264769080984,0.0,0.0,0.0,0.0,272.39264769080984,0.0,0.0,770.2647824688743,0.0,0.0,0.0,0.0,770.2647824688743,282.77737633476585
aluminum_Region24Guizhou_aluminum_Region4Shanxi,0.0,0.0,921.6677447866352,0.0,0.0,0.0,0.0,921.6677447866352,0.0,0.0,242.32370550292595,0.0,0.0,0.0,0.0,242.32370550292595,0.0,0.0,679.3440392837093,0.0,0.0,0.0,0.0,679.3440392837093,280.3456797071414
aluminum_Region24Guizhou_aluminum_Region5Innermongolia,0.0,0.0,1145.872463272081,0.0,0.0,0.0,0.0,1145.872463272081,0.0,0.0,301.4549839250592,0.0,0.0,0.0,0.0,301.4549839250592,0.0,0.0,844.4174793470218,0.0,0.0,0.0,0.0,844.4174793470218,280.1139554411684
aluminum_Region24Guizhou_aluminum_Region6Liaoning,0.0,0.0,1615.1793349254008,0.0,0.0,0.0,0.0,1615.1793349254008,0.0,0.0,410.4135142702446,0.0,0.0,0.0,0.0,410.4135142702446,0.0,0.0,1204.7658206551562,0.0,0.0,0.0,0.0,1204.7658206551562,293.54925672887447
aluminum_Region24Guizhou_aluminum_Region7Jilin,0.0,0.0,1738.8033886544076,0.0,0.0,0.0,0.0,1738.8033886544076,0.0,0.0,448.6890966399971,0.0,0.0,0.0,0.0,448.6890966399971,0.0,0.0,1290.1142920144105,0.0,0.0,0.0,0.0,1290.1142920144105,287.52967292395016
aluminum_Region24Guizhou_aluminum_Region8Heilongjiang,0.0,0.0,1906.29524751108,0.0,0.0,0.0,0.0,1906.29524751108,0.0,0.0,479.9624793689333,0.0,0.0,0.0,0.0,479.9624793689333,0.0,0.0,1426.3327681421467,0.0,0.0,0.0,0.0,1426.3327681421467,297.1758896690268
aluminum_Region24Guizhou_aluminum_Region9Shanghai,0.0,0.0,1679.0336320435686,0.0,0.0,0.0,0.0,1679.0336320435686,0.0,0.0,436.06217788252,0.0,0.0,0.0,0.0,436.06217788252,0.0,0.0,1242.9714541610485,0.0,0.0,0.0,0.0,1242.9714541610485,285.0445457564813
