zone,Investment_cap,FixedOM_cap,VariableOM_cap,Startup_cap,NonServedDemand_cap,Supply_cap,UnmetPolicyPenalty_cap,Total_cap,Investment_no_cap,FixedOM_no_cap,VariableOM_no_cap,Startup_no_cap,NonServedDemand_no_cap,Supply_no_cap,UnmetPolicyPenalty_no_cap,Total_no_cap,Investment_diff,FixedOM_diff,VariableOM_diff,Startup_diff,NonServedDemand_diff,Supply_diff,UnmetPolicyPenalty_diff,Total_diff,Total_pct_change
steelscrap_source_Region1Beijing_steelscrap_source_Region14Jiangxi,0.0,0.0,232336.19149860903,0.0,0.0,0.0,0.0,232336.19149860903,0.0,0.0,288849.49413642136,0.0,0.0,0.0,0.0,288849.49413642136,0.0,0.0,-56513.30263781233,0.0,0.0,0.0,0.0,-56513.30263781233,-19.564965071782865
steelscrap_source_Region1Beijing_steelscrap_source_Region15Shandong,0.0,0.0,239622.77795595385,0.0,0.0,0.0,0.0,239622.77795595385,0.0,0.0,338980.4008128904,0.0,0.0,0.0,0.0,338980.4008128904,0.0,0.0,-99357.62285693653,0.0,0.0,0.0,0.0,-99357.62285693653,-29.31072788240041
steelscrap_source_Region1Beijing_steelscrap_source_Region16Henan,0.0,0.0,237448.8498534203,0.0,0.0,0.0,0.0,237448.8498534203,0.0,0.0,322212.94953971845,0.0,0.0,0.0,0.0,322212.94953971845,0.0,0.0,-84764.09968629814,0.0,0.0,0.0,0.0,-84764.09968629814,-26.306856942709395
steelscrap_source_Region1Beijing_steelscrap_source_Region17Hubei,0.0,0.0,233888.94351898867,0.0,0.0,0.0,0.0,233888.94351898867,0.0,0.0,298837.9257758928,0.0,0.0,0.0,0.0,298837.9257758928,0.0,0.0,-64948.98225690413,0.0,0.0,0.0,0.0,-64948.98225690413,-21.733848569679623
steelscrap_source_Region1Beijing_steelscrap_source_Region18Hunan,0.0,0.0,232633.4733014604,0.0,0.0,0.0,0.0,232633.4733014604,0.0,0.0,287450.87692977145,0.0,0.0,0.0,0.0,287450.87692977145,0.0,0.0,-54817.40362831103,0.0,0.0,0.0,0.0,-54817.40362831103,-19.070181386750036
steelscrap_source_Region1Beijing_steelscrap_source_Region19Guangdong,0.0,0.0,230731.5653757215,0.0,0.0,0.0,0.0,230731.5653757215,0.0,0.0,269660.05268287216,0.0,0.0,0.0,0.0,269660.05268287216,0.0,0.0,-38928.48730715067,0.0,0.0,0.0,0.0,-38928.48730715067,-14.436134280864978
steelscrap_source_Region1Beijing_steelscrap_source_Region20Guangxi,0.0,0.0,231545.22169705876,0.0,0.0,0.0,0.0,231545.22169705876,0.0,0.0,266253.39851940423,0.0,0.0,0.0,0.0,266253.39851940423,0.0,0.0,-34708.17682234547,0.0,0.0,0.0,0.0,-34708.17682234547,-13.035768563087835
steelscrap_source_Region1Beijing_steelscrap_source_Region21Hainan,0.0,0.0,219965.18997015612,0.0,0.0,0.0,0.0,219965.18997015612,0.0,0.0,246276.7793809047,0.0,0.0,0.0,0.0,246276.7793809047,0.0,0.0,-26311.589410748595,0.0,0.0,0.0,0.0,-26311.589410748595,-10.683747561134743
steelscrap_source_Region1Beijing_steelscrap_source_Region22Chongqing,0.0,0.0,231483.3862827298,0.0,0.0,0.0,0.0,231483.3862827298,0.0,0.0,280690.34448760434,0.0,0.0,0.0,0.0,280690.34448760434,0.0,0.0,-49206.958204874536,0.0,0.0,0.0,0.0,-49206.958204874536,-17.530691443876005
steelscrap_source_Region1Beijing_steelscrap_source_Region23Sichuan,0.0,0.0,231153.6959040177,0.0,0.0,0.0,0.0,231153.6959040177,0.0,0.0,279907.5646402319,0.0,0.0,0.0,0.0,279907.5646402319,0.0,0.0,-48753.86873621421,0.0,0.0,0.0,0.0,-48753.86873621421,-17.417846066031856
steelscrap_source_Region1Beijing_steelscrap_source_Region24Guizhou,0.0,0.0,271062.62474314985,0.0,0.0,0.0,0.0,271062.62474314985,0.0,0.0,326763.17973073456,0.0,0.0,0.0,0.0,326763.17973073456,0.0,0.0,-55700.55498758471,0.0,0.0,0.0,0.0,-55700.55498758471,-17.046154047553372
steelscrap_source_Region1Beijing_steelscrap_source_Region25Yunnan,0.0,0.0,225199.65584105457,0.0,0.0,0.0,0.0,225199.65584105457,0.0,0.0,263154.93867565715,0.0,0.0,0.0,0.0,263154.93867565715,0.0,0.0,-37955.28283460258,0.0,0.0,0.0,0.0,-37955.28283460258,-14.423169493080689
steelscrap_source_Region1Beijing_steelscrap_source_Region27Shaanxi,0.0,0.0,235592.55841613817,0.0,0.0,0.0,0.0,235592.55841613817,0.0,0.0,303474.4633810541,0.0,0.0,0.0,0.0,303474.4633810541,0.0,0.0,-67881.90496491594,0.0,0.0,0.0,0.0,-67881.90496491594,-22.36824285267154
steelscrap_source_Region1Beijing_steelscrap_source_Region28Gansu,0.0,0.0,233761.32455021917,0.0,0.0,0.0,0.0,233761.32455021917,0.0,0.0,289543.02029598923,0.0,0.0,0.0,0.0,289543.02029598923,0.0,0.0,-55781.69574577006,0.0,0.0,0.0,0.0,-55781.69574577006,-19.265425803995026
steelscrap_source_Region1Beijing_steelscrap_source_Region29Qinghai,0.0,0.0,230166.9661712992,0.0,0.0,0.0,0.0,230166.9661712992,0.0,0.0,279065.09983990394,0.0,0.0,0.0,0.0,279065.09983990394,0.0,0.0,-48898.13366860474,0.0,0.0,0.0,0.0,-48898.13366860474,-17.52212429883098
steelscrap_source_Region1Beijing_steelscrap_source_Region2Tianjin,0.0,0.0,253552.5283231028,0.0,0.0,0.0,0.0,253552.5283231028,0.0,0.0,383691.07564068993,0.0,0.0,0.0,0.0,383691.07564068993,0.0,0.0,-130138.54731758713,0.0,0.0,0.0,0.0,-130138.54731758713,-33.9175330310409
steelscrap_source_Region1Beijing_steelscrap_source_Region30Ningxia,0.0,0.0,234286.71298766608,0.0,0.0,0.0,0.0,234286.71298766608,0.0,0.0,302274.856231977,0.0,0.0,0.0,0.0,302274.856231977,0.0,0.0,-67988.14324431092,0.0,0.0,0.0,0.0,-67988.14324431092,-22.49215964960522
steelscrap_source_Region1Beijing_steelscrap_source_Region31Xinjiang,0.0,0.0,228663.4063786686,0.0,0.0,0.0,0.0,228663.4063786686,0.0,0.0,253897.56101427117,0.0,0.0,0.0,0.0,253897.56101427117,0.0,0.0,-25234.15463560258,0.0,0.0,0.0,0.0,-25234.15463560258,-9.93871486389907
steelscrap_source_Region1Beijing_steelscrap_source_Region3Hebei,0.0,0.0,265535.30252798076,0.0,0.0,0.0,0.0,265535.30252798076,0.0,0.0,347591.3749062604,0.0,0.0,0.0,0.0,347591.3749062604,0.0,0.0,-82056.07237827964,0.0,0.0,0.0,0.0,-82056.07237827964,-23.607050779211306
steelscrap_source_Region1Beijing_steelscrap_source_Region4Shanxi,0.0,0.0,250080.55016494717,0.0,0.0,0.0,0.0,250080.55016494717,0.0,0.0,332983.352629384,0.0,0.0,0.0,0.0,332983.352629384,0.0,0.0,-82902.80246443686,0.0,0.0,0.0,0.0,-82902.80246443686,-24.896981128275517
steelscrap_source_Region1Beijing_steelscrap_source_Region5Innermongolia,0.0,0.0,238196.27775244263,0.0,0.0,0.0,0.0,238196.27775244263,0.0,0.0,341458.55156395957,0.0,0.0,0.0,0.0,341458.55156395957,0.0,0.0,-103262.27381151693,0.0,0.0,0.0,0.0,-103262.27381151693,-30.241525168589778
steelscrap_source_Region1Beijing_steelscrap_source_Region6Liaoning,0.0,0.0,226276.79510850203,0.0,0.0,0.0,0.0,226276.79510850203,0.0,0.0,314683.6451453432,0.0,0.0,0.0,0.0,314683.6451453432,0.0,0.0,-88406.85003684118,0.0,0.0,0.0,0.0,-88406.85003684118,-28.093881395078103
steelscrap_source_Region1Beijing_steelscrap_source_Region7Jilin,0.0,0.0,228986.85620378656,0.0,0.0,0.0,0.0,228986.85620378656,0.0,0.0,304575.9652790584,0.0,0.0,0.0,0.0,304575.9652790584,0.0,0.0,-75589.10907527182,0.0,0.0,0.0,0.0,-75589.10907527182,-24.817818111818383
steelscrap_source_Region1Beijing_steelscrap_source_Region8Heilongjiang,0.0,0.0,229812.8667683835,0.0,0.0,0.0,0.0,229812.8667683835,0.0,0.0,295478.8061739536,0.0,0.0,0.0,0.0,295478.8061739536,0.0,0.0,-65665.93940557007,0.0,0.0,0.0,0.0,-65665.93940557007,-22.22357002718881
steelscrap_source_Region1Beijing_steelscrap_source_Region9Shanghai,0.0,0.0,232814.2606065795,0.0,0.0,0.0,0.0,232814.2606065795,0.0,0.0,295832.1602144679,0.0,0.0,0.0,0.0,295832.1602144679,0.0,0.0,-63017.899607888394,0.0,0.0,0.0,0.0,-63017.899607888394,-21.30190969169905
steelscrap_source_Region20Guangxi,0.0,0.0,0.0,0.0,0.0,3866866031.643123,0.0,3866866031.643123,0.0,0.0,0.0,0.0,0.0,3870446871.093248,0.0,3870446871.093248,0.0,0.0,0.0,0.0,0.0,-3580839.4501247406,0.0,-3580839.4501247406,-0.0925174681215375
steelscrap_source_Region20Guangxi_steelscrap_source_Region10Jiangsu,0.0,0.0,234115.52569908515,0.0,0.0,0.0,0.0,234115.52569908515,0.0,0.0,273466.51012825244,0.0,0.0,0.0,0.0,273466.51012825244,0.0,0.0,-39350.98442916729,0.0,0.0,0.0,0.0,-39350.98442916729,-14.389690500205003
steelscrap_source_Region20Guangxi_steelscrap_source_Region11Zhejiang,0.0,0.0,233626.7604372194,0.0,0.0,0.0,0.0,233626.7604372194,0.0,0.0,276359.2697464653,0.0,0.0,0.0,0.0,276359.2697464653,0.0,0.0,-42732.509309245914,0.0,0.0,0.0,0.0,-42732.509309245914,-15.462665445761647
steelscrap_source_Region20Guangxi_steelscrap_source_Region12Anhui,0.0,0.0,234738.7877894749,0.0,0.0,0.0,0.0,234738.7877894749,0.0,0.0,278455.97125190287,0.0,0.0,0.0,0.0,278455.97125190287,0.0,0.0,-43717.18346242796,0.0,0.0,0.0,0.0,-43717.18346242796,-15.699854905564074
steelscrap_source_Region20Guangxi_steelscrap_source_Region13Fujian,0.0,0.0,230841.9001907752,0.0,0.0,0.0,0.0,230841.9001907752,0.0,0.0,282400.0270642927,0.0,0.0,0.0,0.0,282400.0270642927,0.0,0.0,-51558.126873517496,0.0,0.0,0.0,0.0,-51558.126873517496,-18.25712533015427
steelscrap_source_Region20Guangxi_steelscrap_source_Region14Jiangxi,0.0,0.0,235247.74339918385,0.0,0.0,0.0,0.0,235247.74339918385,0.0,0.0,291968.61019327724,0.0,0.0,0.0,0.0,291968.61019327724,0.0,0.0,-56720.866794093396,0.0,0.0,0.0,0.0,-56720.866794093396,-19.427042775778308
steelscrap_source_Region20Guangxi_steelscrap_source_Region15Shandong,0.0,0.0,233192.88309633377,0.0,0.0,0.0,0.0,233192.88309633377,0.0,0.0,265682.41520332824,0.0,0.0,0.0,0.0,265682.41520332824,0.0,0.0,-32489.532106994477,0.0,0.0,0.0,0.0,-32489.532106994477,-12.2287100115866
steelscrap_source_Region20Guangxi_steelscrap_source_Region16Henan,0.0,0.0,234284.6030041419,0.0,0.0,0.0,0.0,234284.6030041419,0.0,0.0,276490.6053016865,0.0,0.0,0.0,0.0,276490.6053016865,0.0,0.0,-42206.00229754459,0.0,0.0,0.0,0.0,-42206.00229754459,-15.264895619687497
steelscrap_source_Region20Guangxi_steelscrap_source_Region17Hubei,0.0,0.0,235753.0672431999,0.0,0.0,0.0,0.0,235753.0672431999,0.0,0.0,290048.4824121519,0.0,0.0,0.0,0.0,290048.4824121519,0.0,0.0,-54295.415168951964,0.0,0.0,0.0,0.0,-54295.415168951964,-18.719427427239385
steelscrap_source_Region20Guangxi_steelscrap_source_Region18Hunan,0.0,0.0,237908.7090512254,0.0,0.0,0.0,0.0,237908.7090512254,0.0,0.0,304159.152933223,0.0,0.0,0.0,0.0,304159.152933223,0.0,0.0,-66250.4438819976,0.0,0.0,0.0,0.0,-66250.4438819976,-21.781505913301462
steelscrap_source_Region20Guangxi_steelscrap_source_Region19Guangdong,0.0,0.0,237556.76118674228,0.0,0.0,0.0,0.0,237556.76118674228,0.0,0.0,325958.76564835524,0.0,0.0,0.0,0.0,325958.76564835524,0.0,0.0,-88402.00446161296,0.0,0.0,0.0,0.0,-88402.00446161296,-27.12060965311826
steelscrap_source_Region20Guangxi_steelscrap_source_Region1Beijing,0.0,0.0,233406.31451667633,0.0,0.0,0.0,0.0,233406.31451667633,0.0,0.0,259444.5449345265,0.0,0.0,0.0,0.0,259444.5449345265,0.0,0.0,-26038.230417850165,0.0,0.0,0.0,0.0,-26038.230417850165,-10.036144881913467
steelscrap_source_Region20Guangxi_steelscrap_source_Region21Hainan,0.0,0.0,186763.71921730085,0.0,0.0,0.0,0.0,186763.71921730085,0.0,0.0,254641.91522876103,0.0,0.0,0.0,0.0,254641.91522876103,0.0,0.0,-67878.19601146018,0.0,0.0,0.0,0.0,-67878.19601146018,-26.656332658541654
steelscrap_source_Region20Guangxi_steelscrap_source_Region22Chongqing,0.0,0.0,236129.4213899539,0.0,0.0,0.0,0.0,236129.4213899539,0.0,0.0,308344.0720530998,0.0,0.0,0.0,0.0,308344.0720530998,0.0,0.0,-72214.6506631459,0.0,0.0,0.0,0.0,-72214.6506631459,-23.420152099019386
steelscrap_source_Region20Guangxi_steelscrap_source_Region23Sichuan,0.0,0.0,233861.52333830143,0.0,0.0,0.0,0.0,233861.52333830143,0.0,0.0,295261.3567140791,0.0,0.0,0.0,0.0,295261.3567140791,0.0,0.0,-61399.83337577767,0.0,0.0,0.0,0.0,-61399.83337577767,-20.795079335503814
steelscrap_source_Region20Guangxi_steelscrap_source_Region24Guizhou,0.0,0.0,547082.2586009195,0.0,0.0,0.0,0.0,547082.2586009195,0.0,0.0,876894.0563068506,0.0,0.0,0.0,0.0,876894.0563068506,0.0,0.0,-329811.7977059311,0.0,0.0,0.0,0.0,-329811.7977059311,-37.611361980827525
steelscrap_source_Region20Guangxi_steelscrap_source_Region25Yunnan,0.0,0.0,219423.54651000636,0.0,0.0,0.0,0.0,219423.54651000636,0.0,0.0,319719.4370681255,0.0,0.0,0.0,0.0,319719.4370681255,0.0,0.0,-100295.89055811916,0.0,0.0,0.0,0.0,-100295.89055811916,-31.36996970776857
steelscrap_source_Region20Guangxi_steelscrap_source_Region27Shaanxi,0.0,0.0,235125.72934855532,0.0,0.0,0.0,0.0,235125.72934855532,0.0,0.0,279327.5677932887,0.0,0.0,0.0,0.0,279327.5677932887,0.0,0.0,-44201.83844473335,0.0,0.0,0.0,0.0,-44201.83844473335,-15.824373796661604
steelscrap_source_Region20Guangxi_steelscrap_source_Region28Gansu,0.0,0.0,234263.38401813063,0.0,0.0,0.0,0.0,234263.38401813063,0.0,0.0,272209.9832493439,0.0,0.0,0.0,0.0,272209.9832493439,0.0,0.0,-37946.599231213244,0.0,0.0,0.0,0.0,-37946.599231213244,-13.940193808562205
steelscrap_source_Region20Guangxi_steelscrap_source_Region29Qinghai,0.0,0.0,231488.94306743375,0.0,0.0,0.0,0.0,231488.94306743375,0.0,0.0,264317.49632041,0.0,0.0,0.0,0.0,264317.49632041,0.0,0.0,-32828.55325297624,0.0,0.0,0.0,0.0,-32828.55325297624,-12.420121145964902
steelscrap_source_Region20Guangxi_steelscrap_source_Region2Tianjin,0.0,0.0,233619.2867675996,0.0,0.0,0.0,0.0,233619.2867675996,0.0,0.0,261338.6391269467,0.0,0.0,0.0,0.0,261338.6391269467,0.0,0.0,-27719.352359347104,0.0,0.0,0.0,0.0,-27719.352359347104,-10.60667969036231
steelscrap_source_Region20Guangxi_steelscrap_source_Region30Ningxia,0.0,0.0,233601.77893789104,0.0,0.0,0.0,0.0,233601.77893789104,0.0,0.0,266367.8414510645,0.0,0.0,0.0,0.0,266367.8414510645,0.0,0.0,-32766.06251317347,0.0,0.0,0.0,0.0,-32766.06251317347,-12.301057941032665
steelscrap_source_Region20Guangxi_steelscrap_source_Region31Xinjiang,0.0,0.0,231475.23989688564,0.0,0.0,0.0,0.0,231475.23989688564,0.0,0.0,237493.3553747034,0.0,0.0,0.0,0.0,237493.3553747034,0.0,0.0,-6018.115477817744,0.0,0.0,0.0,0.0,-6018.115477817744,-2.534014254134692
steelscrap_source_Region20Guangxi_steelscrap_source_Region3Hebei,0.0,0.0,235527.9340475959,0.0,0.0,0.0,0.0,235527.9340475959,0.0,0.0,264577.5082774883,0.0,0.0,0.0,0.0,264577.5082774883,0.0,0.0,-29049.5742298924,0.0,0.0,0.0,0.0,-29049.5742298924,-10.979608364678253
steelscrap_source_Region20Guangxi_steelscrap_source_Region4Shanxi,0.0,0.0,235949.7810176097,0.0,0.0,0.0,0.0,235949.7810176097,0.0,0.0,266684.0500616982,0.0,0.0,0.0,0.0,266684.0500616982,0.0,0.0,-30734.26904408849,0.0,0.0,0.0,0.0,-30734.26904408849,-11.52459962902844
steelscrap_source_Region20Guangxi_steelscrap_source_Region5Innermongolia,0.0,0.0,233042.57518245417,0.0,0.0,0.0,0.0,233042.57518245417,0.0,0.0,259751.90072092263,0.0,0.0,0.0,0.0,259751.90072092263,0.0,0.0,-26709.32553846846,0.0,0.0,0.0,0.0,-26709.32553846846,-10.28262948772989
steelscrap_source_Region20Guangxi_steelscrap_source_Region6Liaoning,0.0,0.0,231186.97125119212,0.0,0.0,0.0,0.0,231186.97125119212,0.0,0.0,249058.54766396785,0.0,0.0,0.0,0.0,249058.54766396785,0.0,0.0,-17871.57641277573,0.0,0.0,0.0,0.0,-17871.57641277573,-7.175652705117444
steelscrap_source_Region20Guangxi_steelscrap_source_Region7Jilin,0.0,0.0,232164.8970325379,0.0,0.0,0.0,0.0,232164.8970325379,0.0,0.0,245666.56113565344,0.0,0.0,0.0,0.0,245666.56113565344,0.0,0.0,-13501.66410311553,0.0,0.0,0.0,0.0,-13501.66410311553,-5.495930761069314
steelscrap_source_Region20Guangxi_steelscrap_source_Region8Heilongjiang,0.0,0.0,232935.290561417,0.0,0.0,0.0,0.0,232935.290561417,0.0,0.0,242799.24315864497,0.0,0.0,0.0,0.0,242799.24315864497,0.0,0.0,-9863.952597227966,0.0,0.0,0.0,0.0,-9863.952597227966,-4.062596105698263
steelscrap_source_Region20Guangxi_steelscrap_source_Region9Shanghai,0.0,0.0,233236.7368831186,0.0,0.0,0.0,0.0,233236.7368831186,0.0,0.0,272028.1875934575,0.0,0.0,0.0,0.0,272028.1875934575,0.0,0.0,-38791.45071033892,0.0,0.0,0.0,0.0,-38791.45071033892,-14.260084976308493
steelscrap_source_Region21Hainan,0.0,0.0,0.0,0.0,0.0,11686136.669888116,0.0,11686136.669888116,0.0,0.0,0.0,0.0,0.0,15959518.006617466,0.0,15959518.006617466,0.0,0.0,0.0,0.0,0.0,-4273381.33672935,0.0,-4273381.33672935,-26.77638093429533
steelscrap_source_Region21Hainan_steelscrap_source_Region10Jiangsu,0.0,0.0,252582.12480276535,0.0,0.0,0.0,0.0,252582.12480276535,0.0,0.0,290616.18183161947,0.0,0.0,0.0,0.0,290616.18183161947,0.0,0.0,-38034.05702885412,0.0,0.0,0.0,0.0,-38034.05702885412,-13.087384463295553
steelscrap_source_Region21Hainan_steelscrap_source_Region11Zhejiang,0.0,0.0,253596.53585072985,0.0,0.0,0.0,0.0,253596.53585072985,0.0,0.0,297116.5968759113,0.0,0.0,0.0,0.0,297116.5968759113,0.0,0.0,-43520.061025181436,0.0,0.0,0.0,0.0,-43520.061025181436,-14.647468866694544
steelscrap_source_Region21Hainan_steelscrap_source_Region12Anhui,0.0,0.0,254785.66127280815,0.0,0.0,0.0,0.0,254785.66127280815,0.0,0.0,297451.8189182066,0.0,0.0,0.0,0.0,297451.8189182066,0.0,0.0,-42666.15764539846,0.0,0.0,0.0,0.0,-42666.15764539846,-14.343888633987751
steelscrap_source_Region21Hainan_steelscrap_source_Region13Fujian,0.0,0.0,256985.56435723123,0.0,0.0,0.0,0.0,256985.56435723123,0.0,0.0,315693.88254207233,0.0,0.0,0.0,0.0,315693.88254207233,0.0,0.0,-58708.318184841104,0.0,0.0,0.0,0.0,-58708.318184841104,-18.59659671327875
steelscrap_source_Region21Hainan_steelscrap_source_Region14Jiangxi,0.0,0.0,262251.7416839579,0.0,0.0,0.0,0.0,262251.7416839579,0.0,0.0,320361.6219539231,0.0,0.0,0.0,0.0,320361.6219539231,0.0,0.0,-58109.88026996516,0.0,0.0,0.0,0.0,-58109.88026996516,-18.13883945135069
steelscrap_source_Region21Hainan_steelscrap_source_Region15Shandong,0.0,0.0,248814.36526959023,0.0,0.0,0.0,0.0,248814.36526959023,0.0,0.0,278529.73674789135,0.0,0.0,0.0,0.0,278529.73674789135,0.0,0.0,-29715.371478301124,0.0,0.0,0.0,0.0,-29715.371478301124,-10.668653130275178
steelscrap_source_Region21Hainan_steelscrap_source_Region16Henan,0.0,0.0,252897.8628346402,0.0,0.0,0.0,0.0,252897.8628346402,0.0,0.0,292502.2550164318,0.0,0.0,0.0,0.0,292502.2550164318,0.0,0.0,-39604.3921817916,0.0,0.0,0.0,0.0,-39604.3921817916,-13.539858754103197
steelscrap_source_Region21Hainan_steelscrap_source_Region17Hubei,0.0,0.0,260457.9200025947,0.0,0.0,0.0,0.0,260457.9200025947,0.0,0.0,313939.437284446,0.0,0.0,0.0,0.0,313939.437284446,0.0,0.0,-53481.517281851266,0.0,0.0,0.0,0.0,-53481.517281851266,-17.035616087122605
steelscrap_source_Region21Hainan_steelscrap_source_Region18Hunan,0.0,0.0,270280.1620898996,0.0,0.0,0.0,0.0,270280.1620898996,0.0,0.0,337739.6097375101,0.0,0.0,0.0,0.0,337739.6097375101,0.0,0.0,-67459.4476476105,0.0,0.0,0.0,0.0,-67459.4476476105,-19.973803990606765
steelscrap_source_Region21Hainan_steelscrap_source_Region19Guangdong,0.0,0.0,319151.66776544286,0.0,0.0,0.0,0.0,319151.66776544286,0.0,0.0,439683.2915001131,0.0,0.0,0.0,0.0,439683.2915001131,0.0,0.0,-120531.62373467023,0.0,0.0,0.0,0.0,-120531.62373467023,-27.41328271161726
steelscrap_source_Region21Hainan_steelscrap_source_Region1Beijing,0.0,0.0,247254.9218287139,0.0,0.0,0.0,0.0,247254.9218287139,0.0,0.0,270008.0521418772,0.0,0.0,0.0,0.0,270008.0521418772,0.0,0.0,-22753.130313163274,0.0,0.0,0.0,0.0,-22753.130313163274,-8.426833989827651
steelscrap_source_Region21Hainan_steelscrap_source_Region20Guangxi,0.0,0.0,358792.80108907906,0.0,0.0,0.0,0.0,358792.80108907906,0.0,0.0,505253.9782620847,0.0,0.0,0.0,0.0,505253.9782620847,0.0,0.0,-146461.17717300565,0.0,0.0,0.0,0.0,-146461.17717300565,-28.987634630168806
steelscrap_source_Region21Hainan_steelscrap_source_Region22Chongqing,0.0,0.0,261573.56126440223,0.0,0.0,0.0,0.0,261573.56126440223,0.0,0.0,325146.4560315491,0.0,0.0,0.0,0.0,325146.4560315491,0.0,0.0,-63572.89476714685,0.0,0.0,0.0,0.0,-63572.89476714685,-19.552079866734992
steelscrap_source_Region21Hainan_steelscrap_source_Region23Sichuan,0.0,0.0,254902.1181096232,0.0,0.0,0.0,0.0,254902.1181096232,0.0,0.0,307541.4705171755,0.0,0.0,0.0,0.0,307541.4705171755,0.0,0.0,-52639.3524075523,0.0,0.0,0.0,0.0,-52639.3524075523,-17.11618024035315
steelscrap_source_Region21Hainan_steelscrap_source_Region24Guizhou,0.0,0.0,428364.5083076813,0.0,0.0,0.0,0.0,428364.5083076813,0.0,0.0,593616.0193912897,0.0,0.0,0.0,0.0,593616.0193912897,0.0,0.0,-165251.51108360838,0.0,0.0,0.0,0.0,-165251.51108360838,-27.83811515953728
steelscrap_source_Region21Hainan_steelscrap_source_Region25Yunnan,0.0,0.0,250946.0616036832,0.0,0.0,0.0,0.0,250946.0616036832,0.0,0.0,338964.01663969946,0.0,0.0,0.0,0.0,338964.01663969946,0.0,0.0,-88017.95503601627,0.0,0.0,0.0,0.0,-88017.95503601627,-25.96675479261111
steelscrap_source_Region21Hainan_steelscrap_source_Region27Shaanxi,0.0,0.0,252480.15675508953,0.0,0.0,0.0,0.0,252480.15675508953,0.0,0.0,290335.4377367674,0.0,0.0,0.0,0.0,290335.4377367674,0.0,0.0,-37855.280981677875,0.0,0.0,0.0,0.0,-37855.280981677875,-13.038463811640991
steelscrap_source_Region21Hainan_steelscrap_source_Region28Gansu,0.0,0.0,249338.48633539837,0.0,0.0,0.0,0.0,249338.48633539837,0.0,0.0,279834.97676273005,0.0,0.0,0.0,0.0,279834.97676273005,0.0,0.0,-30496.49042733168,0.0,0.0,0.0,0.0,-30496.49042733168,-10.898026679913363
steelscrap_source_Region21Hainan_steelscrap_source_Region29Qinghai,0.0,0.0,245668.7339448561,0.0,0.0,0.0,0.0,245668.7339448561,0.0,0.0,271330.1068421677,0.0,0.0,0.0,0.0,271330.1068421677,0.0,0.0,-25661.37289731158,0.0,0.0,0.0,0.0,-25661.37289731158,-9.457620901700658
steelscrap_source_Region21Hainan_steelscrap_source_Region2Tianjin,0.0,0.0,247639.7351304127,0.0,0.0,0.0,0.0,247639.7351304127,0.0,0.0,272083.52726597054,0.0,0.0,0.0,0.0,272083.52726597054,0.0,0.0,-24443.79213555783,0.0,0.0,0.0,0.0,-24443.79213555783,-8.983929450335015
steelscrap_source_Region21Hainan_steelscrap_source_Region30Ningxia,0.0,0.0,247506.11601141596,0.0,0.0,0.0,0.0,247506.11601141596,0.0,0.0,273071.2407744041,0.0,0.0,0.0,0.0,273071.2407744041,0.0,0.0,-25565.124762988125,0.0,0.0,0.0,0.0,-25565.124762988125,-9.3620714837959
steelscrap_source_Region21Hainan_steelscrap_source_Region31Xinjiang,0.0,0.0,240616.1913698215,0.0,0.0,0.0,0.0,240616.1913698215,0.0,0.0,240816.67461407752,0.0,0.0,0.0,0.0,240816.67461407752,0.0,0.0,-200.48324425602914,0.0,0.0,0.0,0.0,-200.48324425602914,-0.08325139634841108
steelscrap_source_Region21Hainan_steelscrap_source_Region3Hebei,0.0,0.0,250869.8556743145,0.0,0.0,0.0,0.0,250869.8556743145,0.0,0.0,276956.67216730444,0.0,0.0,0.0,0.0,276956.67216730444,0.0,0.0,-26086.81649298995,0.0,0.0,0.0,0.0,-26086.81649298995,-9.419096600507745
steelscrap_source_Region21Hainan_steelscrap_source_Region4Shanxi,0.0,0.0,251326.0529331945,0.0,0.0,0.0,0.0,251326.0529331945,0.0,0.0,278465.3787177571,0.0,0.0,0.0,0.0,278465.3787177571,0.0,0.0,-27139.32578456262,0.0,0.0,0.0,0.0,-27139.32578456262,-9.746032310921532
steelscrap_source_Region21Hainan_steelscrap_source_Region5Innermongolia,0.0,0.0,246308.01086173533,0.0,0.0,0.0,0.0,246308.01086173533,0.0,0.0,269052.2591396974,0.0,0.0,0.0,0.0,269052.2591396974,0.0,0.0,-22744.24827796209,0.0,0.0,0.0,0.0,-22744.24827796209,-8.453468612635888
steelscrap_source_Region21Hainan_steelscrap_source_Region6Liaoning,0.0,0.0,242527.2240627244,0.0,0.0,0.0,0.0,242527.2240627244,0.0,0.0,256987.6579970994,0.0,0.0,0.0,0.0,256987.6579970994,0.0,0.0,-14460.433934375003,0.0,0.0,0.0,0.0,-14460.433934375003,-5.626898212574169
steelscrap_source_Region21Hainan_steelscrap_source_Region7Jilin,0.0,0.0,242608.19422218917,0.0,0.0,0.0,0.0,242608.19422218917,0.0,0.0,252655.4373903343,0.0,0.0,0.0,0.0,252655.4373903343,0.0,0.0,-10047.243168145127,0.0,0.0,0.0,0.0,-10047.243168145127,-3.976658199769066
steelscrap_source_Region21Hainan_steelscrap_source_Region8Heilongjiang,0.0,0.0,242724.17676629047,0.0,0.0,0.0,0.0,242724.17676629047,0.0,0.0,249159.27345243632,0.0,0.0,0.0,0.0,249159.27345243632,0.0,0.0,-6435.096686145844,0.0,0.0,0.0,0.0,-6435.096686145844,-2.5827241334343842
