period,province,technology,Investment_cap,FixedOM_cap,VariableOM_cap,Startup_cap,NonServedDemand_cap,Supply_cap,UnmetPolicyPenalty_cap,Total_cap,Investment_no_cap,FixedOM_no_cap,VariableOM_no_cap,Startup_no_cap,NonServedDemand_no_cap,Supply_no_cap,UnmetPolicyPenalty_no_cap,Total_no_cap,Investment_diff,FixedOM_diff,VariableOM_diff,Startup_diff,NonServedDemand_diff,Supply_diff,UnmetPolicyPenalty_diff,Total_diff,Total_pct_change
1,Region12Anhui,scrapeaf56,919.023317305316,9281.209066101314,0.0,0.0,0.0,0.0,0.0,10200.23238340663,711.5065928833068,1190.2618814301748,0.0,0.0,0.0,0.0,0.0,1901.7684743134816,207.51672442200925,8090.9471846711385,0.0,0.0,0.0,0.0,0.0,8298.463909093149,436.3551095297658
1,Region13Fujian,bfbof,4106.598929181191,2272955077.361437,0.0,0.0,0.0,0.0,0.0,2272959183.9603662,2869.678441502821,2272957346.983695,0.0,0.0,0.0,0.0,0.0,2272960216.662137,1236.9204876783701,-2269.6222581863403,0.0,0.0,0.0,0.0,0.0,-1032.7017707824707,-4.543422111888094e-05
1,Region13Fujian,bfbofccs,15010.128895278594,2251.644291294696,0.0,0.0,0.0,0.0,0.0,17261.77318657329,65700.68269745466,9855.649352646164,0.0,0.0,0.0,0.0,0.0,75556.33205010083,-50690.55380217606,-7604.005061351468,0.0,0.0,0.0,0.0,0.0,-58294.558863527534,-77.15377028211594
1,Region13Fujian,drieaf,220614.0956678517,33112.061375102516,0.0,0.0,0.0,0.0,0.0,253726.15704295423,690436.0809741386,103627.8385548888,0.0,0.0,0.0,0.0,0.0,794063.9195290273,-469821.98530628684,-70515.7771797863,0.0,0.0,0.0,0.0,0.0,-540337.7624860731,-68.04713691141596
1,Region13Fujian,scrapeaf100,491.9810696655766,73.88150095015835,0.0,0.0,0.0,0.0,0.0,565.862570615735,4746.06613486726,712.7235401375531,0.0,0.0,0.0,0.0,0.0,5458.789675004813,-4254.085065201683,-638.8420391873947,0.0,0.0,0.0,0.0,0.0,-4892.9271043890785,-89.63391879326738
1,Region13Fujian,scrapeaf56,1023.3484224482096,7061.608838717625,0.0,0.0,0.0,0.0,0.0,8084.957261165835,658.5565544297481,169433.90148937085,0.0,0.0,0.0,0.0,0.0,170092.4580438006,364.7918680184615,-162372.29265065322,0.0,0.0,0.0,0.0,0.0,-162007.50078263477,-95.24672795363809
1,Region14Jiangxi,bfbof,2057.5034844871716,1813319795.2564263,0.0,0.0,0.0,0.0,0.0,1813321852.759911,1468.2992281268018,1813319506.434609,0.0,0.0,0.0,0.0,0.0,1813320974.7338371,589.2042563603698,288.8218173980713,0.0,0.0,0.0,0.0,0.0,878.0260739326477,4.842088555565989e-05
1,Region14Jiangxi,bfbofccs,27567.050715545145,4135.287098767883,0.0,0.0,0.0,0.0,0.0,31702.33781431303,45128.76062455513,6769.689783639823,0.0,0.0,0.0,0.0,0.0,51898.45040819495,-17561.709909009984,-2634.4026848719395,0.0,0.0,0.0,0.0,0.0,-20196.11259388192,-38.91467362712025
1,Region14Jiangxi,drieaf,95350.68296145528,14311.223663292563,0.0,0.0,0.0,0.0,0.0,109661.90662474783,135118.76043005375,20280.030950622895,0.0,0.0,0.0,0.0,0.0,155398.79138067664,-39768.077468598465,-5968.807287330332,0.0,0.0,0.0,0.0,0.0,-45736.88475592881,-29.43194367830589
1,Region14Jiangxi,scrapeaf100,423.9388585891256,63.66350478678397,0.0,0.0,0.0,0.0,0.0,487.6023633759096,347.1936848480433,52.13857227154299,0.0,0.0,0.0,0.0,0.0,399.3322571195863,76.74517374108228,11.524932515240977,0.0,0.0,0.0,0.0,0.0,88.27010625632329,22.10442674804741
1,Region14Jiangxi,scrapeaf56,844.3636651803848,1274.9225503173411,0.0,0.0,0.0,0.0,0.0,2119.286215497726,723.7656650317588,2632.054755321619,0.0,0.0,0.0,0.0,0.0,3355.820420353378,120.59800014862606,-1357.1322050042777,0.0,0.0,0.0,0.0,0.0,-1236.5342048556518,-36.84744861065721
1,Region15Shandong,bfbof,1619.333441973624,5021978579.274619,0.0,0.0,0.0,0.0,0.0,5021980198.608061,1131.7373973154388,5021715307.4096365,0.0,0.0,0.0,0.0,0.0,5021716439.147034,487.5960446581853,263271.864982605,0.0,0.0,0.0,0.0,0.0,263759.4610271454,0.005252376637019879
1,Region15Shandong,bfbofccs,14895.18331537326,2234.4014974047104,0.0,0.0,0.0,0.0,0.0,17129.584812777972,72911.96363767504,10937.401526478388,0.0,0.0,0.0,0.0,0.0,83849.36516415342,-58016.78032230178,-8703.000029073679,0.0,0.0,0.0,0.0,0.0,-66719.78035137545,-79.57100238118312
1,Region15Shandong,drieaf,2488.8402040411893,373.5510613660374,0.0,0.0,0.0,0.0,0.0,2862.3912654072265,17817.76012782236,2674.2750282265024,0.0,0.0,0.0,0.0,0.0,20492.035156048863,-15328.91992378117,-2300.723966860465,0.0,0.0,0.0,0.0,0.0,-17629.643890641637,-86.03168868484835
1,Region15Shandong,scrapeaf100,426.5805385355538,64.06020964293772,0.0,0.0,0.0,0.0,0.0,490.6407481784915,282.77408224840906,42.464588404828554,0.0,0.0,0.0,0.0,0.0,325.2386706532376,143.80645628714473,21.595621238109167,0.0,0.0,0.0,0.0,0.0,165.4020775252539,50.855600040747305
1,Region15Shandong,scrapeaf56,652.5655811307713,713.022996441592,0.0,0.0,0.0,0.0,0.0,1365.5885775723632,628.335317144179,602.1366743688014,0.0,0.0,0.0,0.0,0.0,1230.4719915129804,24.230263986592263,110.88632207279056,0.0,0.0,0.0,0.0,0.0,135.11658605938283,10.980874574255392
1,Region16Henan,bfbof,1465.3470910520716,2603128869.146868,0.0,0.0,0.0,0.0,0.0,2603130334.493959,1175.6257254804027,2603266726.948397,0.0,0.0,0.0,0.0,0.0,2603267902.5741224,289.7213655716689,-137857.80152893066,0.0,0.0,0.0,0.0,0.0,-137568.08016347885,-0.005284438072141977
1,Region16Henan,bfbofccs,5956.700654860082,893.5546868412246,0.0,0.0,0.0,0.0,0.0,6850.255341701307,35173.966344265005,5276.387769472654,0.0,0.0,0.0,0.0,0.0,40450.35411373766,-29217.26568940492,-4382.8330826314295,0.0,0.0,0.0,0.0,0.0,-33600.098772036356,-83.06502998109767
1,Region16Henan,drieaf,53050.24427428018,7962.333227423607,0.0,0.0,0.0,0.0,0.0,61012.57750170379,443878.2663034786,66621.87360431957,0.0,0.0,0.0,0.0,0.0,510500.1399077982,-390828.0220291985,-58659.54037689596,0.0,0.0,0.0,0.0,0.0,-449487.5624060944,-88.04846997442091
1,Region16Henan,scrapeaf100,363.9261001815325,54.65130301583757,0.0,0.0,0.0,0.0,0.0,418.5774031973701,295.31508062328936,44.34788806914179,0.0,0.0,0.0,0.0,0.0,339.66296869243115,68.61101955824313,10.303414946695781,0.0,0.0,0.0,0.0,0.0,78.91443450493892,23.233158094545445
1,Region16Henan,scrapeaf56,693.5552121865973,8684.965868338135,0.0,0.0,0.0,0.0,0.0,9378.521080524732,694.1125014825589,1405.9609419616231,0.0,0.0,0.0,0.0,0.0,2100.073443444182,-0.5572892959615956,7279.004926376512,0.0,0.0,0.0,0.0,0.0,7278.44763708055,346.58062363493735
1,Region17Hubei,bfbof,1610.4648919020512,2563041974.7717586,0.0,0.0,0.0,0.0,0.0,2563043585.2366505,1360.863521947908,2563081526.9468026,0.0,0.0,0.0,0.0,0.0,2563082887.8103247,249.60136995414314,-39552.17504405975,0.0,0.0,0.0,0.0,0.0,-39302.573674201965,-0.0015334101702726701
1,Region17Hubei,bfbofccs,5606.499351684697,841.0215759931993,0.0,0.0,0.0,0.0,0.0,6447.520927677897,33268.83711335083,4990.602524929161,0.0,0.0,0.0,0.0,0.0,38259.43963828,-27662.33776166614,-4149.580948935962,0.0,0.0,0.0,0.0,0.0,-31811.918710602098,-83.14789503287207
1,Region17Hubei,drieaf,427861.3733210864,64217.8914749551,0.0,0.0,0.0,0.0,0.0,492079.2647960415,721254.0595273079,108253.32177353806,0.0,0.0,0.0,0.0,0.0,829507.3813008459,-293392.68620622146,-44035.43029858296,0.0,0.0,0.0,0.0,0.0,-337428.1165048044,-40.678133083715856
1,Region17Hubei,scrapeaf100,404.04784058540554,60.676442161507744,0.0,0.0,0.0,0.0,0.0,464.7242827469133,321.842997956717,48.33162336002933,0.0,0.0,0.0,0.0,0.0,370.1746213167463,82.20484262868854,12.34481880147841,0.0,0.0,0.0,0.0,0.0,94.54966143016696,25.54190805783628
1,Region17Hubei,scrapeaf56,729.6296107195881,799.7991133956285,0.0,0.0,0.0,0.0,0.0,1529.4287241152165,723.7719299999343,6868.0341268401935,0.0,0.0,0.0,0.0,0.0,7591.806056840128,5.857680719653786,-6068.235013444565,0.0,0.0,0.0,0.0,0.0,-6062.377332724911,-79.85421765698005
1,Region18Hunan,bfbof,1806.1306224031327,1638288112.8288405,0.0,0.0,0.0,0.0,0.0,1638289918.959463,1509.4127484775586,1638277386.2922964,0.0,0.0,0.0,0.0,0.0,1638278895.705045,296.71787392557417,10726.536544084549,0.0,0.0,0.0,0.0,0.0,11023.25441789627,0.0006728557907200736
1,Region18Hunan,bfbofccs,13039.868149512824,1956.0887773136692,0.0,0.0,0.0,0.0,0.0,14995.956926826491,38969.25910127801,5845.713278250161,0.0,0.0,0.0,0.0,0.0,44814.972379528175,-25929.390951765185,-3889.624500936492,0.0,0.0,0.0,0.0,0.0,-29819.015452701686,-66.53806500240809
1,Region18Hunan,drieaf,222620.3233642728,33413.17692447494,0.0,0.0,0.0,0.0,0.0,256033.50028874775,946816.40006,142108.06727844485,0.0,0.0,0.0,0.0,0.0,1088924.467338445,-724196.0766957272,-108694.89035396991,0.0,0.0,0.0,0.0,0.0,-832890.9670496972,-76.48748761109701
1,Region18Hunan,scrapeaf100,421.9562908588321,63.36577975490623,0.0,0.0,0.0,0.0,0.0,485.32207061373833,331.02507124230993,49.710508439154616,0.0,0.0,0.0,0.0,0.0,380.73557968146457,90.93121961652218,13.655271315751612,0.0,0.0,0.0,0.0,0.0,104.58649093227376,27.469586903271328
1,Region18Hunan,scrapeaf56,725.4530714861413,1502.3217618207073,0.0,0.0,0.0,0.0,0.0,2227.7748333068484,653.3671840651108,957.837209413554,0.0,0.0,0.0,0.0,0.0,1611.2043934786648,72.08588742103052,544.4845524071533,0.0,0.0,0.0,0.0,0.0,616.5704398281837,38.26767369327858
1,Region19Guangdong,bfbof,5358.4429954305515,2605662668.6071315,0.0,0.0,0.0,0.0,0.0,2605668027.050127,3543.1033127869196,2605661247.727318,0.0,0.0,0.0,0.0,0.0,2605664790.830631,1815.339682643632,1420.879813671112,0.0,0.0,0.0,0.0,0.0,3236.2194962501526,0.0001241993792769681
1,Region19Guangdong,bfbofccs,108827.73582005712,16325.066347087544,0.0,0.0,0.0,0.0,0.0,125152.80216714468,215195.56438152055,32281.12612703834,0.0,0.0,0.0,0.0,0.0,247476.69050855888,-106367.82856146344,-15956.059779950796,0.0,0.0,0.0,0.0,0.0,-122323.8883414142,-49.42844842883645
1,Region19Guangdong,drieaf,1450514.385343145,217708.30738423337,0.0,0.0,0.0,0.0,0.0,1668222.6927273786,748216.5009067523,112300.12581421416,0.0,0.0,0.0,0.0,0.0,860516.6267209665,702297.8844363928,105408.18157001921,0.0,0.0,0.0,0.0,0.0,807706.066006412,93.8629238442735
1,Region19Guangdong,scrapeaf100,512.3048334225911,76.93354962419643,0.0,0.0,0.0,0.0,0.0,589.2383830467875,19593.94902946748,2942.4513524920394,0.0,0.0,0.0,0.0,0.0,22536.40038195952,-19081.64419604489,-2865.517802867843,0.0,0.0,0.0,0.0,0.0,-21947.161998912732,-97.38539264008428
1,Region19Guangdong,scrapeaf56,1114.187535008935,117996521.89031734,0.0,0.0,0.0,0.0,0.0,117997636.07785234,748.2575656332551,110184704.9183423,0.0,0.0,0.0,0.0,0.0,110185453.17590794,365.9299693756798,7811816.9719750285,0.0,0.0,0.0,0.0,0.0,7812182.901944399,7.090031103717903
1,Region1Beijing,bfbof,1697.5418459833402,5022101603.656338,0.0,0.0,0.0,0.0,0.0,5022103301.198184,1087.320890822227,5022089496.700122,0.0,0.0,0.0,0.0,0.0,5022090584.021012,610.2209551611131,12106.95621585846,0.0,0.0,0.0,0.0,0.0,12717.177171707153,0.0002532247668365423
1,Region1Beijing,bfbofccs,66749.17098154365,10012.931323762414,0.0,0.0,0.0,0.0,0.0,76762.10230530606,153807.73140853716,23072.440136870173,0.0,0.0,0.0,0.0,0.0,176880.17154540733,-87058.56042699351,-13059.50881310776,0.0,0.0,0.0,0.0,0.0,-100118.06924010126,-56.60220044189618
1,Region1Beijing,drieaf,2073.116063482757,311.1548522044645,0.0,0.0,0.0,0.0,0.0,2384.2709156872215,25076.080004550084,3763.6792773556185,0.0,0.0,0.0,0.0,0.0,28839.759281905703,-23002.963941067326,-3452.524425151154,0.0,0.0,0.0,0.0,0.0,-26455.48836621848,-91.73269481072565
1,Region1Beijing,scrapeaf100,363.35833646004585,54.56604112566567,0.0,0.0,0.0,0.0,0.0,417.9243775857115,258.0701663975842,38.75476602559352,0.0,0.0,0.0,0.0,0.0,296.82493242317776,105.28817006246163,15.811275100072152,0.0,0.0,0.0,0.0,0.0,121.09944516253375,40.79827262956622
1,Region1Beijing,scrapeaf56,729.9340983184443,686.2910130486367,0.0,0.0,0.0,0.0,0.0,1416.225111367081,739.6320956777694,2477.948760888568,0.0,0.0,0.0,0.0,0.0,3217.5808565663374,-9.697997359325086,-1791.6577478399313,0.0,0.0,0.0,0.0,0.0,-1801.3557451992565,-55.98478563555308
1,Region20Guangxi,bfbof,2060.9576228216943,3409756549.839945,0.0,0.0,0.0,0.0,0.0,3409758610.797568,1552.5824589090955,3409811556.502099,0.0,0.0,0.0,0.0,0.0,3409813109.084558,508.37516391259874,-55006.66215419769,0.0,0.0,0.0,0.0,0.0,-54498.28699016571,-0.0015982778306813717
1,Region20Guangxi,bfbofccs,4016.065797444653,602.4433027436902,0.0,0.0,0.0,0.0,0.0,4618.509100188343,32351.512129724262,4852.99614079648,0.0,0.0,0.0,0.0,0.0,37204.508270520746,-28335.446332279607,-4250.55283805279,0.0,0.0,0.0,0.0,0.0,-32585.999170332405,-87.58615739090993
1,Region20Guangxi,drieaf,186230.73354795057,27951.44825403237,0.0,0.0,0.0,0.0,0.0,214182.18180198292,3966.8444487189818,595.3853331712033,0.0,0.0,0.0,0.0,0.0,4562.229781890184,182263.8890992316,27356.062920861168,0.0,0.0,0.0,0.0,0.0,209619.95202009275,4594.682031408878
1,Region20Guangxi,scrapeaf100,465.63379922738915,69.92489366192224,0.0,0.0,0.0,0.0,0.0,535.5586928893114,1993.6896498964009,299.3952264530556,0.0,0.0,0.0,0.0,0.0,2293.0848763494564,-1528.0558506690118,-229.4703327911334,0.0,0.0,0.0,0.0,0.0,-1757.5261834601451,-76.64461972546303
1,Region20Guangxi,scrapeaf56,1035.4149762981706,11857.141149999492,0.0,0.0,0.0,0.0,0.0,12892.556126297664,717.9540400913736,12274.7367954397,0.0,0.0,0.0,0.0,0.0,12992.690835531072,317.460936206797,-417.5956454402076,0.0,0.0,0.0,0.0,0.0,-100.1347092334072,-0.7707003152847223
1,Region22Chongqing,bfbof,3162.5166877075662,1025708376.2135264,0.0,0.0,0.0,0.0,0.0,1025711538.730214,2233.709302907376,1025708501.9392968,0.0,0.0,0.0,0.0,0.0,1025710735.6485996,928.8073848001904,-125.72577047348022,0.0,0.0,0.0,0.0,0.0,803.0816143751144,7.829513589592026e-05
1,Region22Chongqing,bfbofccs,5050.543722105197,757.6236033115932,0.0,0.0,0.0,0.0,0.0,5808.16732541679,34957.21047343311,5243.87258438875,0.0,0.0,0.0,0.0,0.0,40201.08305782186,-29906.66675132791,-4486.248981077157,0.0,0.0,0.0,0.0,0.0,-34392.91573240507,-85.5522118220974
1,Region22Chongqing,drieaf,19755.14614959755,2965.058102019162,0.0,0.0,0.0,0.0,0.0,22720.204251616713,511800.6223519413,76816.36827343784,0.0,0.0,0.0,0.0,0.0,588616.9906253791,-492045.47620234377,-73851.31017141868,0.0,0.0,0.0,0.0,0.0,-565896.7863737624,-96.1400699243361
1,Region22Chongqing,scrapeaf100,457.9207387303959,68.7666123345033,0.0,0.0,0.0,0.0,0.0,526.6873510648992,351.47072010184155,52.78086077337935,0.0,0.0,0.0,0.0,0.0,404.2515808752209,106.45001862855435,15.98575156112394,0.0,0.0,0.0,0.0,0.0,122.4357701896783,30.287023225635863
1,Region22Chongqing,scrapeaf56,967.115138039108,3603.314598660179,0.0,0.0,0.0,0.0,0.0,4570.429736699287,701.4936174793603,2590.3103485944816,0.0,0.0,0.0,0.0,0.0,3291.803966073842,265.62152055974775,1013.0042500656973,0.0,0.0,0.0,0.0,0.0,1278.625770625445,38.84270703247469
1,Region23Sichuan,bfbof,2888.578270286231,1633564997.8796918,0.0,0.0,0.0,0.0,0.0,1633567886.457962,2005.9251684619835,1633558955.7827497,0.0,0.0,0.0,0.0,0.0,1633560961.7079182,882.6531018242476,6042.096942186356,0.0,0.0,0.0,0.0,0.0,6924.750043869019,0.0004239052111424764
1,Region23Sichuan,bfbofccs,20258.821264929335,3038.9918412949833,0.0,0.0,0.0,0.0,0.0,23297.81310622432,44161.263816291226,6624.557208138858,0.0,0.0,0.0,0.0,0.0,50785.821024430086,-23902.44255136189,-3585.565366843875,0.0,0.0,0.0,0.0,0.0,-27488.007918205767,-54.12535893627257
1,Region23Sichuan,drieaf,233455.60119538597,35039.4482806818,0.0,0.0,0.0,0.0,0.0,268495.04947606777,212243.9663165134,31855.785179512863,0.0,0.0,0.0,0.0,0.0,244099.75149602623,21211.634878872574,3183.663101168935,0.0,0.0,0.0,0.0,0.0,24395.297980041534,9.993987224701732
1,Region23Sichuan,scrapeaf100,471.2727249768584,70.77169920751057,0.0,0.0,0.0,0.0,0.0,542.044424184369,381.31882151039576,57.26319285594408,0.0,0.0,0.0,0.0,0.0,438.5820143663398,89.95390346646263,13.508506351566488,0.0,0.0,0.0,0.0,0.0,103.46240981802913,23.590208086282534
1,Region23Sichuan,scrapeaf56,898.7416615985228,12333.13120999611,0.0,0.0,0.0,0.0,0.0,13231.872871594633,652.7435890585563,62956.69019825636,0.0,0.0,0.0,0.0,0.0,63609.43378731491,245.99807253996653,-50623.55898826025,0.0,0.0,0.0,0.0,0.0,-50377.56091572028,-79.19825396365444
1,Region24Guizhou,bfbof,8582.580260851239,315360973.8629463,0.0,0.0,0.0,0.0,0.0,315369556.44320714,7048.2797642596925,315360818.6828747,0.0,0.0,0.0,0.0,0.0,315367866.9626389,1534.300496591546,155.18007159233093,0.0,0.0,0.0,0.0,0.0,1689.4805682301521,0.0005357174097988562
1,Region24Guizhou,bfbofccs,9364.043429543684,1404.684468645684,0.0,0.0,0.0,0.0,0.0,10768.727898189369,33820.5129647819,5073.358495260011,0.0,0.0,0.0,0.0,0.0,38893.87146004191,-24456.46953523821,-3668.674026614327,0.0,0.0,0.0,0.0,0.0,-28125.143561852543,-72.31253281316377
1,Region24Guizhou,drieaf,1445012.4611699737,216882.5212967591,0.0,0.0,0.0,0.0,0.0,1661894.9824667326,605131.4715198249,90824.4342425777,0.0,0.0,0.0,0.0,0.0,695955.9057624026,839880.9896501488,126058.08705418141,0.0,0.0,0.0,0.0,0.0,965939.07670433,138.7931431727945
1,Region24Guizhou,scrapeaf100,457.4453618582723,68.69522430964828,0.0,0.0,0.0,0.0,0.0,526.1405861679206,364.370787441388,54.71808233772056,0.0,0.0,0.0,0.0,0.0,419.0888697791085,93.07457441688427,13.977141971927722,0.0,0.0,0.0,0.0,0.0,107.05171638881205,25.54391779605991
1,Region24Guizhou,scrapeaf56,1047.3682779365054,285097326.1917087,0.0,0.0,0.0,0.0,0.0,285098373.5599866,738.7850277715306,291838854.3784703,0.0,0.0,0.0,0.0,0.0,291839593.16349804,308.58325016497474,-6741528.186761618,0.0,0.0,0.0,0.0,0.0,-6741219.603511453,-2.3099057706453157
1,Region25Yunnan,bfbof,4789035457.582446,1883610230.185824,0.0,0.0,0.0,0.0,0.0,6672645687.7682705,4799735447.033912,1885215293.4799285,0.0,0.0,0.0,0.0,0.0,6684950740.51384,-10699989.451465607,-1605063.294104576,0.0,0.0,0.0,0.0,0.0,-12305052.74556923,-0.1840709561402602
1,Region25Yunnan,bfbofccs,6643.361566789746,996.5595399766272,0.0,0.0,0.0,0.0,0.0,7639.921106766373,49262.15217664505,7389.732926299077,0.0,0.0,0.0,0.0,0.0,56651.88510294413,-42618.79060985531,-6393.17338632245,0.0,0.0,0.0,0.0,0.0,-49011.96399617776,-86.51426851395394
1,Region25Yunnan,drieaf,1456290.248167314,218575.2090377705,0.0,0.0,0.0,0.0,0.0,1674865.4572050846,257608.2365463865,38664.527365913345,0.0,0.0,0.0,0.0,0.0,296272.7639122998,1198682.0116209276,179910.68167185714,0.0,0.0,0.0,0.0,0.0,1378592.6932927847,465.3119899002475
1,Region25Yunnan,scrapeaf100,490.8675039400221,73.71427519233288,0.0,0.0,0.0,0.0,0.0,564.581779132355,491.2242016133862,73.76784099215416,0.0,0.0,0.0,0.0,0.0,564.9920426055403,-0.3566976733640672,-0.05356579982128551,0.0,0.0,0.0,0.0,0.0,-0.4102634731852959,-0.07261402679112225
1,Region25Yunnan,scrapeaf56,1087.699439893036,94516389.96400528,0.0,0.0,0.0,0.0,0.0,94517477.66344516,1022.27468105412,94520319.38367708,0.0,0.0,0.0,0.0,0.0,94521341.65835813,65.42475883891598,-3929.419671803713,0.0,0.0,0.0,0.0,0.0,-3863.994912967086,-0.004087960290421258
1,Region27Shaanxi,bfbof,3334.863862179055,1088780656.3882923,0.0,0.0,0.0,0.0,0.0,1088783991.2521546,2223.00999679298,1088780281.958873,0.0,0.0,0.0,0.0,0.0,1088782504.96887,1111.853865386075,374.4294192790985,0.0,0.0,0.0,0.0,0.0,1486.283284664154,0.0001365087405318521
1,Region27Shaanxi,bfbofccs,3890.5765653584817,583.6188732523044,0.0,0.0,0.0,0.0,0.0,4474.195438610786,41236.50954114727,6185.819718740009,0.0,0.0,0.0,0.0,0.0,47422.32925988728,-37345.93297578879,-5602.200845487705,0.0,0.0,0.0,0.0,0.0,-42948.1338212765,-90.56521366951216
1,Region27Shaanxi,drieaf,5747.307243198498,862.6157345126137,0.0,0.0,0.0,0.0,0.0,6609.922977711112,26622.548578092057,3995.789388755227,0.0,0.0,0.0,0.0,0.0,30618.33796684728,-20875.24133489356,-3133.1736542426133,0.0,0.0,0.0,0.0,0.0,-24008.414989136167,-78.41188184391929
