type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,3.9425651313032477e11,1.6709921521833682e8,7.561400376164783e10,0.0,0.0,0.0,0.0,4.700376161071909e11
AluminaPlant{NaturalGas},6.133740581231857e10,9.136482221210742e7,1.1935782773064471e11,5.115335474170486e10,0.0,0.0,0.0,2.3193995310688025e11
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,2.599349258374356e9,0.0,0.0,0.0,2.599349258374356e9
AluminumRefining,1.7465684229505984e11,4.002123223596098e8,3.740809615886337e9,9.596779868869549e9,0.0,0.0,0.0,1.8839464410217532e11
OneWayTransmissionLink{AluminumScrap},1.5457271782655803e12,0.0,0.0,2.850184641048719e10,0.0,0.0,0.0,1.5742290246760676e12
AluminumSmelting,4.587287691065597e10,1.7356142472480045e10,3.1652628664743786e10,8.427017388031631e9,0.0,0.0,0.0,1.0330866543591144e11
ThermalAmmonia{Coal},2.879791981458092e10,2.558493118530674e9,5.258145488911537e9,0.0,0.0,0.0,0.0,3.661455842202313e10
ThermalAmmoniaCCS{Coal},2.5913033921414014e7,6.923167972537145e7,7.940773351024997e6,0.0,0.0,0.0,0.0,1.0308548699781047e8
ThermalAmmonia{CokingOvenGas},2.4739949494706082e8,0.0,3.058304866031243e7,0.0,0.0,0.0,0.0,2.7798254360737324e8
ThermalAmmonia{NaturalGas},1.811480303563317e10,4.0273759469306707e9,1.5762202667623365e9,0.0,0.0,0.0,0.0,2.371839924932618e10
ThermalAmmoniaCCS{NaturalGas},3.98933161839006e7,4.0642891756038204e7,4.661785828788533e6,0.0,0.0,0.0,0.0,8.519799376872735e7
SyntheticAmmonia,0.0,1.4936005267362887e7,3.0186583378522606e6,0.0,0.0,0.0,0.0,1.7954663605215147e7
OneWayTransmissionLink{Cement},0.0,0.0,0.0,1.7393143600678965e8,0.0,0.0,0.0,1.7393143600678965e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,4.50631356818575e10,0.0,0.0,0.0,4.50631356818575e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,2.8377990431263695e10,0.0,0.0,0.0,2.8377990431263695e10
DRIMaking,-1.2509600815917e6,5.621857794623225e6,773723.4238869564,0.0,0.0,0.0,0.0,5.144621136918481e6
