type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,4.490416875563471e11,1.7461867990316233e8,8.612118943181169e10,0.0,0.0,0.0,0.0,5.3533749566806195e11
AluminaPlant{NaturalGas},6.986074116469298e10,1.4047550517037937e8,1.3594357633227377e11,5.826153271383163e10,0.0,0.0,0.0,2.6420632571596878e11
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,2.9605501460490155e9,0.0,0.0,0.0,2.9605501460490155e9
AluminumRefining,1.989268422853201e11,6.153356050795968e8,4.2606257773840356e9,1.0930331101466074e10,0.0,0.0,0.0,2.147331347692498e11
OneWayTransmissionLink{AluminumScrap},1.7605186408186157e12,0.0,0.0,3.2462411613746304e10,0.0,0.0,0.0,1.792981052432362e12
AluminumSmelting,5.224728920132361e10,3.4789791823755875e10,3.605102089083966e10,9.598020534761694e9,0.0,0.0,0.0,1.3268612245068083e11
ThermalAmmonia{Coal},3.2799626844407185e10,4.712095202028489e9,5.988807908360766e9,0.0,0.0,0.0,0.0,4.350052995479644e10
ThermalAmmoniaCCS{Coal},2.9513862407468244e7,7.234710531301332e7,9.044208902816646e6,0.0,0.0,0.0,0.0,1.109051766232982e8
ThermalAmmonia{CokingOvenGas},2.8177768283283484e8,0.0,3.483281397688662e7,0.0,0.0,0.0,0.0,3.1661049680972147e8
ThermalAmmonia{NaturalGas},2.0632003413936478e10,7.417404697650913e9,1.7952489939297693e9,0.0,0.0,0.0,0.0,2.984465710551716e10
ThermalAmmoniaCCS{NaturalGas},4.543681949400315e7,4.2471821885060035e7,5.309579184792047e6,0.0,0.0,0.0,0.0,9.321822056385523e7
SyntheticAmmonia,0.0,2.7508332247628476e7,3.438125659415911e6,0.0,0.0,0.0,0.0,3.094645790704439e7
OneWayTransmissionLink{Cement},0.0,0.0,0.0,1.981006348467609e8,0.0,0.0,0.0,1.981006348467609e8
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,5.132502779091191e10,0.0,0.0,0.0,5.132502779091191e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,3.2321344830897568e10,0.0,0.0,0.0,3.2321344830897568e10
DRIMaking,-1.4247912397020478e6,5.874841395381284e6,881238.6362510797,0.0,0.0,0.0,0.0,5.331288791930316e6
ThermalMethanol{Coal},3.5352907152510185e10,1.0004497967694517e10,5.97613112418806e9,0.0,0.0,0.0,0.0,5.133353624439276e10
ThermalMethanolCCS{Coal},4.698630277286192e9,1.0367976124716116e10,1.4060847675463848e9,0.0,0.0,0.0,0.0,1.6472691169548693e10
ThermalMethanol{CokingOvenGas},8.647273532307127e8,0.0,7.226992618387474e8,0.0,0.0,0.0,0.0,1.58742661506946e9
ThermalMethanol{NaturalGas},2.1910985281866913e9,0.0,6.360427121782844e8,0.0,0.0,0.0,0.0,2.827141240364976e9
ThermalMethanolCCS{NaturalGas},4.1640564625011973e9,8.416255072600569e9,1.0826876588355823e9,0.0,0.0,0.0,0.0,1.366299919393735e10
SyntheticMethanol,0.0,1.4382625963378967e10,1.7978283191619632e9,0.0,0.0,0.0,0.0,1.618045428254093e10
OneWayTransmissionLink{SteelScrap},2.4666712731969336e11,0.0,0.0,3.1816630349482883e10,0.0,0.0,0.0,2.784837576691763e11
CementPlant{Coal},1.4221503650472058e11,1.7549675875753398e9,4.8039548228937365e7,7.106304041971362e10,0.0,0.0,0.0,2.150810840602385e11
ThermalPower{Coal},7.01584953952567e11,2.6281853918201027e10,4.769825489607576e10,1.1276139706465503e11,3.371657386261389e9,0.0,0.0,8.916981172177603e11
ThermalPower{NaturalGas},5.87965400894568e10,1.8734306126793236e10,9.199408274049183e9,4.406081719528719e9,2.9017084768395257e9,0.0,0.0,9.403804468666745e10
ThermalPowerCCS{Coal},1.6319156268293697e10,5.015017837053178e10,2.1357914157371662e9,3.360654815818345e9,1.7883825491907592e9,0.0,0.0,7.375416341957175e10
ThermalPowerCCS{NaturalGas},1.2223943153752178e10,3.617675893945413e10,1.5406924353563225e9,1.4984719477707126e9,1.5155678788464885e9,0.0,0.0,5.295543435517984e10
ThermalPower{Uranium},1.4447488450237143e10,0.0,1.0048519315523767e10,3.6145535131103554e9,0.0,0.0,0.0,2.8110561278871265e10
BECCSElectricity,6.12206271065505e10,1.8776223725519207e10,3.1939962928629913e9,0.0,0.0,0.0,0.0,8.31908471249327e10
HydroRes,0.0,0.0,6.5503632969192154e10,0.0,0.0,0.0,0.0,6.5503632969192154e10
VRE{Generic},0.0,2.971325870110302e12,1.2084326121469495e11,0.0,0.0,0.0,0.0,3.0921691313249966e12
Electrolyzer,0.0,6.749997845336958e9,5.168439617441766e8,0.0,0.0,0.0,0.0,7.266841807081135e9
ThermalHydrogen{NaturalGas},1.9460912828833603e10,5.305411647534654e9,3.138733982913806e9,1.2028818989152493e9,7.235349178891177e7,0.0,0.0,2.918029384998622e10
ThermalHydrogenCCS{NaturalGas},8.00163295863884e9,2.4464453262864613e10,1.8062309113807728e9,1.3063100022871604e9,1.6478616560150888e7,0.0,0.0,3.559510575173154e10
ThermalHydrogen{Coal},1.8558546859008926e10,1.8630024331425264e9,1.1235193621423292e10,3.668142098798068e9,5.447781888924956e7,0.0,0.0,3.537936283126206e10
ThermalHydrogenCCS{Coal},4.319041107013983e9,3.3671302814119785e10,2.898703414313164e9,1.1179571626240122e9,1.1313053532874903e7,0.0,0.0,4.201831755160382e10
OneWayTransmissionLink{Electricity},0.0,2.2414712883170477e11,6.909393687092551e9,0.0,0.0,0.0,0.0,2.3105652251879733e11
Battery,0.0,1.8772136087722084e10,1.2387269060542765e10,1.524833575305702e8,0.0,0.0,0.0,3.1311888505795418e10
GasStorage{Hydrogen},0.0,2.3953087459310642e10,1.076425158863022e9,0.0,0.0,0.0,0.0,2.5029512618173664e10
TransmissionLink{Electricity},0.0,1.5631938457066708e11,5.417441995684668e9,0.0,0.0,0.0,0.0,1.6173682656635175e11
CO2Injection,0.0,2.5160152402457325e10,1.8526956380587225e9,0.0,0.0,0.0,0.0,2.701284804051605e10
OneWayTransmissionLink{CO2Captured},0.0,-2.593287974722715e9,-1.1540220655454712e8,0.0,0.0,0.0,0.0,-2.708690181277262e9
Node{Electricity},0.0,0.0,0.0,0.0,0.0,8.040275065795475e9,0.0,8.040275065795475e9
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,1.7926871346271996e9,0.0,1.7926871346271996e9
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,2.5117819546061335e6,2.5117819546061335e6
Total,3.9354685612306187e12,3.732182206901334e12,5.891705747318925e11,4.340259237167458e11,9.73193927190935e9,9.832962200422674e9,2.5117819546061335e6,8.710414679834879e12
