type,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Steelmaking,2.6425409792233157e11,2.731664661711816e9,5.3589029952606735e10,0.0,0.0,0.0,0.0,3.2057479253665015e11
AluminaPlant{NaturalGas},2.1273756244051945e10,22.145754408399416,4.188886316718404e10,1.7952369928793137e10,0.0,0.0,0.0,8.111498936217487e10
OneWayTransmissionLink{Aluminum},0.0,0.0,0.0,9.263987056720701e8,0.0,0.0,0.0,9.263987056720701e8
AluminumRefining,3.181299516298857e11,1.5380862595559877e8,6.813724366710332e9,1.7480123168197727e10,0.0,0.0,0.0,3.425776077907494e11
OneWayTransmissionLink{AluminumScrap},2.499307099731136e10,0.0,0.0,3.087859605959661e8,0.0,0.0,0.0,2.5301856957907326e10
AluminumSmelting,1.6099175902664242e10,36.42185737740458,1.1108513561926453e10,2.957478239896838e9,3637.3682024672344,0.0,0.0,3.016517137827759e10
ThermalAmmonia{Coal},3.356102500896686e10,3124.300688853619,7.192481570444764e9,0.0,0.0,0.0,0.0,4.075350970371232e10
ThermalAmmoniaCCS{Coal},5658.372345452488,217.42125491079156,4744.650261084456,0.0,0.0,0.0,0.0,10620.443861447737
ThermalAmmonia{CokingOvenGas},494.337664886644,0.0,1.0111463283523485e8,0.0,0.0,0.0,0.0,1.0111512717289974e8
ThermalAmmonia{NaturalGas},4.009163944068594e9,7.925750818075592e11,3.6256819347143933e11,0.0,0.0,0.0,0.0,1.1591524392230671e12
ThermalAmmoniaCCS{NaturalGas},6090.7799825033735,512.6126283327915,5148.736335736335,0.0,0.0,0.0,0.0,11752.128946572499
SyntheticAmmonia,0.0,3.904414716596169e6,1.784655007181998e6,0.0,0.0,0.0,0.0,5.689069723778167e6
OneWayTransmissionLink{Cement},0.0,0.0,0.0,341.62797174089764,0.0,0.0,0.0,341.62797174089764
OneWayTransmissionLink{CrudeSteel},0.0,0.0,0.0,1.8687489529774906e10,0.0,0.0,0.0,1.8687489529774906e10
OneWayTransmissionLink{DRI},0.0,0.0,0.0,90658.7615396024,0.0,0.0,0.0,90658.7615396024
DRIMaking,4.302205405422174e9,3.8672072259147253e9,9.593137916756489e8,0.0,0.0,0.0,0.0,9.128726423012548e9
ThermalMethanol{Coal},4.372865275408498e10,205156.48941845924,6.2763089636613e9,0.0,0.0,0.0,0.0,5.0005166874235695e10
ThermalMethanolCCS{Coal},12819.345162120955,194.05207765758425,4846.457659035894,0.0,0.0,0.0,0.0,17859.854898814432
ThermalMethanol{CokingOvenGas},1620.7574276557455,0.0,3509.3542247856954,0.0,0.0,0.0,0.0,5130.111652441441
ThermalMethanol{NaturalGas},4.24985169664085e9,0.0,3.522150620100659e8,0.0,0.0,0.0,0.0,4.602066758650916e9
ThermalMethanolCCS{NaturalGas},26108.10468640137,546.4301397437839,4844.013498195727,0.0,0.0,0.0,0.0,31498.54832434088
SyntheticMethanol,0.0,1.541697243822449e8,7.033759235049465e7,0.0,0.0,0.0,0.0,2.2450731673273957e8
OneWayTransmissionLink{SteelScrap},5.628386732488222e8,0.0,0.0,2.3906578908074945e7,0.0,0.0,0.0,5.867452521568972e8
CementPlant{Coal},1.029952072622221e11,1.9518194884820663e10,4.1190514437340625e7,6.0931530380344696e10,0.0,0.0,0.0,1.8348612304182483e11
ThermalPower{Coal},9.128892969266083e10,18.986941424773466,2.679249216738866e10,1.628916476820653e10,5676.1743067722055,0.0,0.0,1.3437059232341725e11
ThermalPower{NaturalGas},1.1301774662383916e11,3.326549638618573e9,7.404029336186448e9,8.517902458698055e9,2.033276570894743e9,0.0,0.0,1.3429950462823698e11
ThermalPowerCCS{Coal},1.2631758119991524e10,7.806013729808973e9,1.4155723831923254e9,2.9371664806093035e9,4087.498309941966,0.0,0.0,2.4790514801100437e10
ThermalPowerCCS{NaturalGas},25718.18540373461,5705.876033733506,3740.834415897298,3151.1331651720984,2394.047398762783,0.0,0.0,40710.0764173003
ThermalPower{Uranium},1.1815988152900938e10,0.0,7.337729037897652e9,2.9561900420302725e9,0.0,0.0,0.0,2.2109907232828865e10
BECCSElectricity,2.8194084208142035e11,1.1063344324315561e11,1.9763421776437595e10,0.0,0.0,0.0,0.0,4.1233770710101355e11
HydroRes,0.0,0.0,5.358423051309788e10,0.0,0.0,0.0,0.0,5.358423051309788e10
VRE{Generic},0.0,4.904873083920307e11,2.3903647123875732e11,0.0,0.0,0.0,0.0,7.295237796307881e11
Electrolyzer,0.0,6.637298175307356e9,1.2672525398335338e9,0.0,0.0,0.0,0.0,7.90455071514089e9
ThermalHydrogen{NaturalGas},1.6672645863102728e10,4.9705132653604513e8,1.9176178174626365e9,1.004601787883342e9,8.968706949983675e6,0.0,0.0,2.010088550193474e10
ThermalHydrogenCCS{NaturalGas},31716.694846360282,7467.955132055342,7074.899027291679,5155.1485812446,48.58426908561215,0.0,0.0,51463.281856037516
ThermalHydrogen{Coal},1.347123330795873e8,12.704503724520743,1.099844190360652e8,2.817076455189645e7,173929.85283053463,0.0,0.0,2.730414592248832e8
ThermalHydrogenCCS{Coal},14029.64885494497,3040.2207671760557,9119.345534742159,3607.1448169732635,28.157158321995315,0.0,0.0,29824.517132158446
OneWayTransmissionLink{Electricity},0.0,4.035012153493254e9,6.980640088290921e9,0.0,0.0,0.0,0.0,1.1015652241784176e10
Battery,0.0,2.4582134000021805e10,1.4555914827212465e10,1.3681377068280154e8,0.0,0.0,0.0,3.927486259791707e10
GasStorage{Hydrogen},0.0,4.779743241582949e7,9.572050502933513e6,0.0,0.0,0.0,0.0,5.7369482918763e7
TransmissionLink{Electricity},0.0,3.3159686500973663e9,5.321775259244821e9,0.0,0.0,0.0,0.0,8.637743909342186e9
CO2Injection,0.0,1.5375413857502617e10,2.754833561355222e9,0.0,0.0,0.0,0.0,1.8130247418857838e10
OneWayTransmissionLink{CO2Captured},0.0,563541.6665099835,1.4405247174513396e6,0.0,0.0,0.0,0.0,2.0040663839613232e6
Node{Electricity},0.0,0.0,0.0,0.0,0.0,14810.643313029212,0.0,14810.643313029212
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,3660.9855665976283,0.0,3660.9855665976283
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,4.080796535440093,4.080796535440093
Total,1.365661744564121e12,1.4857488115413325e12,8.792160918711938e11,1.511381954786617e11,2.0424350795272026e9,18471.62887962684,4.080796535440093,3.883807297010546e12
